,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-12,2024-09-30,--,$-0.04
1,2024-08-08,2024-06-30,--,$-0.03
2,2024-05-15,2024-03-31,--,$-0.03
3,2024-04-01,2023-12-31,--,$-0.03
4,2023-11-09,2023-09-30,--,$0.07
5,2023-08-01,2023-06-30,--,$-0.02
6,2023-05-04,2023-03-31,--,$-0.02
7,2023-03-07,2022-12-31,--,$-0.02
8,2022-11-03,2022-09-30,--,$-0.03
9,2022-08-04,2022-06-30,--,$-0.02
10,2022-05-05,2022-03-31,--,$-0.03
11,2022-03-08,2021-12-31,--,$-0.03
12,2021-11-12,2021-09-30,--,$-0.02
13,2021-08-05,2021-06-30,--,$-0.01
14,2021-05-11,2021-03-31,--,$0.00
15,2021-02-24,2020-12-31,--,$-0.01
16,2020-10-29,2020-09-30,--,$-0.10
17,2020-08-03,2020-06-30,--,$-0.19
18,2020-05-07,2020-03-31,--,$-0.19
19,2020-03-05,2019-12-31,--,$-0.12
20,2019-11-07,2019-09-30,--,$-0.14
21,2019-08-08,2019-06-30,--,$-0.15
22,2019-05-15,2019-03-31,--,$-0.21
23,2019-04-01,2018-12-31,--,$-0.32
24,2018-11-14,2018-09-30,--,$-0.24
25,2018-08-07,2018-06-30,--,$-0.38
26,2018-05-09,2018-03-31,--,$-0.70
27,2017-11-21,2017-09-30,--,$-5.64
28,2017-08-09,2017-06-30,--,$-6.48
29,2017-05-09,2017-03-31,--,$-3.48
30,2017-03-09,2016-12-31,$-1.56,$-3.72
31,2016-11-07,2016-09-30,$-3.84,$-4.80
32,2016-08-01,2016-06-30,$-4.80,$-4.44
33,2016-05-04,2016-03-31,$-5.40,$-5.64
34,2016-03-15,2015-12-31,$-0.48,$-4.92
35,2015-11-11,2015-09-30,$-1.80,$-6.12
36,2015-08-12,2015-06-30,$-3.48,$-4.92
37,2015-05-05,2015-03-31,$-3.36,$-6.60
38,2015-03-17,2014-12-31,$-3.72,$-5.52
