Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,42.80600,14.07500,28.73100,3.55200,,26.24300,2.48800,-6.95800,-4.47000,-4.47000,-4.47000,-7.67600,24.13800,2.48800,36.22760,36.22760,-0.21000,-0.21000,0.57130,1.65740,5.81230,5.81230,-10.44250,-17.93210,0.02940,-1.18860,-1.02640,-0.30650,-0.36820,14.07270,0.39440,-3.39960
2021-12-31,39.88500,13.23800,26.64700,3.33800,,22.99600,3.65100,-8.30400,-4.65300,-4.65300,-4.65300,-8.09400,23.24400,3.65100,30.91060,30.91060,-0.23000,-0.23000,0.56430,1.37070,9.15380,9.15380,-11.66610,-20.29340,0.03140,-1.29040,-1.08810,-0.36610,-0.40260,13.94350,0.8049,-10.4333
2021-09-30,35.96200,12.03200,23.93000,3.26400,,21.56900,2.36100,-6.01000,-3.64900,-3.64900,-3.64900,-7.09900,20.61000,2.36100,32.30170,32.30170,-0.22000,-0.22000,0.55740,1.25920,6.56530,6.56530,-10.14680,-19.74030,0.03200,-1.12480,-0.91960,-0.32510,-0.34700,13.58250,0.1626,2.532
2021-06-30,32.85500,10.94000,21.91500,3.30900,,20.21100,1.70400,-5.68500,-3.98100,-3.98100,-3.98100,-7.41700,18.36100,1.70400,29.34860,29.34860,-0.25000,-0.25000,0.51170,1.21460,5.18640,5.18640,-12.11690,-22.57500,0.03390,-1.47890,-1.15740,-0.41050,-0.47580,13.13920,0.3627,-0.1647
2021-03-31,31.91600,11.42600,20.49000,3.00900,,18.78600,1.70400,-4.68800,-2.98400,-2.98400,-2.98400,-6.43500,17.35600,1.70400,27.20470,27.20470,-0.24000,-0.24000,0.53590,1.41850,5.33900,5.33900,-9.34950,-20.16230,0.03320,-1.27400,-0.98550,-0.31020,-0.37260,13.11690,0.54420,-1.78170
2020-12-31,29.96700,10.05800,19.90900,2.98400,,17.81000,2.09900,-4.64100,-2.54200,-2.54200,-2.54200,-6.00800,16.70100,2.09900,18.38170,18.38170,-0.14000,-0.14000,0.55920,1.53400,7.00440,7.00440,-8.48270,-20.04870,0.03260,-1.24900,-0.93080,-0.27620,-0.33030,13.38450,0.7034,-5.6383
2020-09-30,27.51800,10.06400,17.45400,2.28000,,16.26500,1.18900,-4.95200,-3.76300,-3.76300,-3.76300,-7.13800,15.11100,1.18900,19.63100,19.63100,-0.36000,-0.36000,0.54630,1.20430,4.32080,4.32080,-13.67470,-25.93940,0.03410,-1.81750,-1.33170,-0.46640,-0.50020,13.80820,0.1647,-0.9266
2020-06-30,26.13700,9.02600,17.11100,2.57600,,16.09600,1.01500,-4.90000,-3.88500,-3.88500,-3.88500,-7.17300,14.46300,1.01500,14.64900,14.64900,-0.49000,-0.49000,0.61660,1.89240,3.88340,3.88340,-14.86400,-27.44390,0.03420,-3.39180,-2.04920,-0.50810,-0.60320,15.53100,0.9662,0.9807
2020-03-31,26.22900,9.01100,17.21800,2.52200,,16.61900,0.59900,-4.87100,-4.27200,-4.27200,-4.27200,-7.57000,14.44700,0.59900,14.39300,14.39300,-0.53000,-0.53000,0.62120,2.04820,2.28370,2.28370,-16.28730,-28.86120,0.03310,-3.80350,-2.36570,-0.53990,-0.66630,16.41710,0.43670,-5.87670
2019-12-31,22.48300,8.02100,14.46200,2.00900,,13.08300,1.37900,-3.88700,-2.50800,-2.50800,-2.50800,-5.85800,12.27100,1.37900,8.50340,8.50340,0.05000,0.05000,0.56680,1.63280,6.13350,6.13350,-11.15510,-26.05530,0.03280,-2.18540,-1.34590,-0.36590,-0.44630,17.21370,1.3102,-11.7376
2019-09-30,19.12300,6.92000,12.20300,2.13500,,11.53400,0.66900,-3.64300,-2.97400,-2.97400,-2.97400,-6.19400,9.96900,0.66900,9.08100,9.08100,-0.68000,-0.68000,0.56840,1.31680,3.49840,3.49840,-15.55200,-32.39030,0.03180,-2.56740,-1.51100,-0.49410,-0.52910,18.09620,0.9222,-6.0228
2019-06-30,17.02200,6.03400,10.98800,1.69100,,10.16700,0.82100,-3.67800,-2.85700,-2.85700,-2.85700,-6.00200,9.22600,0.82100,6.83600,6.83600,-0.88000,-0.88000,0.62640,1.67680,4.82320,4.82320,-16.78420,-35.26030,0.03450,-6.09340,-2.08820,-0.57990,-0.62140,19.61710,0.941,-1.1883
2019-03-31,16.66200,6.26200,10.40000,1.64600,,10.07800,0.32200,-3.92100,-3.59900,-3.59900,-3.59900,-6.46900,8.64800,0.32200,4.72770,4.72770,-1.37000,-1.37000,0.70380,2.64590,1.93250,1.93250,-21.60000,-38.82490,0.03520,209.48770,-4.18960,-0.76010,-0.87940,23.63680,0.08610,-1.36680
2018-12-31,13.63800,4.86100,8.77700,1.78000,,9.33300,-0.55600,-3.89400,-4.45000,-4.45000,-4.45000,-5.17700,6.96100,-0.55600,4.02730,4.02730,-0.89000,-0.89000,0.69990,2.55960,-4.07690,-4.07690,-32.62940,-37.96010,0.02900,-155.59420,-5.17560,-0.94650,-1.07770,25.69890,2.3711,-23.2806
2018-09-30,11.65300,4.34900,7.30400,1.39400,,7.64300,-0.33900,-4.37900,-4.71800,-4.71800,-4.71800,-5.30500,5.83700,-0.33900,4.35100,4.35100,-1.22000,-1.22000,0.83380,5.73470,-2.90910,-2.90910,-40.48740,-45.52480,0.03300,-5242.82500,-19.73980,-1.33560,-1.60160,10.15330,0.4895,-4.7715
2018-06-30,12.04700,3.78700,8.26000,1.53300,,7.97700,0.28300,-7.81700,-7.53400,-7.53400,-7.53400,-7.70700,7.44800,0.28300,3.40000,3.40000,-2.27000,-2.27000,0.86740,7.02590,2.34910,2.34910,-62.53840,-63.97440,0.03620,72.76420,-55.83230,-2.26500,-2.59410,10.83070,0.7319,-4.5241
2018-03-31,11.87900,4.45200,7.42700,1.37300,,7.91500,-0.48800,-3.98500,-4.47300,-4.47300,-4.47300,-5.02700,6.27600,-0.48800,3.64730,3.64730,-1.38000,-1.38000,0.82320,5.12800,-4.10810,-4.10810,-37.65470,-42.31840,0.03720,793.08690,-19.43350,-1.40190,-1.63700,13.58660,0.09900,-0.10500
2017-12-31,8.18600,3.12100,5.06500,2.03200,-0.01700,6.99100,-1.92600,-2.98800,-4.91400,-4.91400,-4.91400,-5.27600,4.00800,-1.92600,2.15000,2.15000,-1.12000,-1.12000,0.78890,4.08420,-23.52800,-23.52800,-60.02930,-64.45150,0.02480,-43.83190,-15.10930,-1.48930,-1.72460,15.74810,3.6854,-62.4656
2017-09-30,6.66600,2.15900,4.50700,1.22400,-0.00400,4.72700,-0.22000,-2.61900,-2.83900,-2.83900,-2.83900,-2.68200,3.47100,-0.22000,3.63600,3.63600,-0.74000,-0.74000,0.88890,9.27460,-3.30030,-3.30030,-42.58930,-40.23400,0.03370,-15.56210,-157.98580,-1.43680,-1.72970,4.78440,2.0007,-11.6231
2017-06-30,5.02700,1.51700,3.51000,1.20900,-0.08200,4.07600,-0.56600,-2.80200,-3.36800,-3.36800,-3.36800,-1.15900,2.29900,-0.56600,0.92290,0.92290,-1.26000,-1.26000,0.92760,12.80730,-11.25920,-11.25920,-66.99820,-23.05550,0.03070,-29.60100,-124.83370,-2.05600,-2.14390,3.11470,-3.2481,-3.3998
2017-03-31,4.93900,1.40800,3.53100,0.72400,,3.49600,0.03500,-2.94100,-2.90600,-2.90600,-2.90600,-0.44100,3.51900,0.03500,0.33200,0.33200,-1.33000,-1.33000,1.37200,-3.68840,0.70860,0.70860,-58.83780,-8.92890,0.03590,7.36400,5.92190,-2.11430,-2.73920,-119.22060,1.33130,1.22290
2016-12-31,5.14000,1.57200,3.56800,1.04600,,3.92400,-0.35600,-1.74700,-2.10300,-2.10300,-2.10300,0.19800,2.62400,-0.35600,0.33200,0.33200,0.60000,0.60000,1.34880,-3.86720,-6.92600,-6.92610,-40.91440,3.85220,0.03530,5.59670,4.37130,-1.44290,-1.95190,-113.19270,-11.7483,-11.682
2016-09-30,5.06300,1.49600,3.56700,0.93300,,3.81800,-0.25100,-11.46000,-11.71100,-11.71100,-11.71100,-11.71100,14.00900,-0.25100,0.33200,0.33200,-35.28000,-35.28000,,,-4.95750,-4.95750,-231.30560,-231.30560,,,,,,,8.3774,7.8231
2016-06-30,4.84700,1.44700,3.40000,0.81900,-0.01400,3.71600,-0.31600,-10.84200,-11.15800,-11.15800,-11.15800,-11.15800,21.81400,-0.31600,0.33200,0.33200,-33.61000,-33.61000,,,-6.51950,-6.51950,-230.20430,-230.20430,,,,,,,2.7202,1.4249
2016-03-31,4.83800,1.41200,3.42600,0.91100,-0.01900,3.95800,-0.53200,-13.78400,-14.31600,-14.31600,-14.31600,-14.31600,5.10700,-0.53200,0.33200,0.33200,-43.13000,-43.13000,1.60700,-2.64750,-10.99630,-10.99630,-295.90740,-295.90740,0.03280,18.99810,16.10080,-9.70460,-11.53170,-56.74320,1.31340,0.53620
2015-12-31,4.68900,1.60000,3.08900,1.01500,0.03600,3.95800,-0.86900,-6.22500,-7.09400,-7.09400,-7.09400,-7.09400,11.46500,-0.86900,0.33200,0.33200,-115.30000,-115.30000,1.44960,-3.22420,-18.53280,-18.53270,-151.29030,-151.29030,0.03120,11.62210,9.35740,-4.72770,-5.22540,-183.87180,-10.2228,-11.8141
2015-09-30,4.83900,1.38400,3.45500,0.91700,-1.02400,4.93200,-1.47700,-6.45500,-7.93200,-7.93200,-7.93200,-7.93200,4.47900,-1.47700,1.32800,1.32800,-5.97000,-5.97000,1.38480,-3.59880,-30.52280,-30.52280,-163.91820,-163.91820,0.03140,14.70410,11.36680,-5.14710,-5.65800,-40.62050,-0.6965,-0.7138
2015-06-30,4.83600,1.25800,3.57800,1.26200,-0.65600,4.97600,-1.39800,-11.05700,-12.45500,-12.45500,-12.45500,-12.45500,7.87100,-1.39800,1.32800,1.32800,-9.38000,-9.38000,1.31620,-4.16250,-28.90820,-28.90820,-257.54760,-257.54760,0.03060,27.06840,19.78900,-7.88690,-8.55920,-34.64840,-0.8968,-0.9511
2015-03-31,4.84100,1.50900,3.33200,1.49400,-0.35500,4.95700,-1.62500,-19.55900,-21.18400,-21.18400,-21.18400,-21.18400,15.12900,-1.62500,1.32800,1.32800,-15.95000,-15.95000,1.22020,-5.54130,-33.56740,-33.56740,-437.59550,-437.59550,0.02970,63.12650,40.97090,-12.97480,-13.90040,-25.26960,-1.29070,-1.30870
2014-12-31,2.58500,,2.58500,1.41100,-2.12900,,-3.20100,-12.86400,-16.06500,-16.06500,-16.06500,-16.06500,7.91400,-3.20100,1.29860,1.29860,-12.37000,-12.37000,1.07670,-14.03160,-123.82980,-123.82980,-621.47000,-621.47000,0.01520,129.82870,50.52210,-9.47630,-9.96260,-9.31780,-2.8188,-121.5721
2014-09-30,0.11900,,0.11900,0.73300,-0.54400,,-1.15800,-0.08300,-1.24100,-1.24100,-1.24100,-1.24100,-1.15800,-1.15800,1.32600,1.32600,-0.94000,-0.94000,,0.54200,-973.10930,-973.10930,-1042.85700,-1042.85700,0.01720,-33.63010,-33.63010,-17.90510,-33.63010,2.78290,-0.3188,-0.3188
2014-06-30,0.10000,,0.10000,0.74900,-0.10000,,-0.74900,,-0.74900,-0.74900,-0.74900,-0.74900,-0.74900,-0.74900,1.31200,1.31200,-0.57000,-0.57000,,,-749.00000,-749.00000,-749.00000,-749.00000,0.01830,-15.19020,-15.19020,-13.69440,-15.19020,3.71860,-0.4947,-0.4947
2014-03-31,0.03500,,0.03500,0.40900,,,-0.37400,,-0.37400,-0.37400,-0.37400,-0.37400,-0.37400,-0.37400,1.20600,1.20600,-0.31000,-0.31000,,,-1068.57200,-1068.57200,-1068.57200,-1068.57200,0.00630,-6.99780,-6.99780,-6.75310,-6.99780,4.13660,-0.45270,-0.45270
2013-12-31,-0.41210,,-0.41210,1.72820,,,-1.17040,,-1.17040,-1.17040,-1.17040,-1.17040,-1.17040,-1.17040,0.68160,0.68160,1.20000,1.20000,,,283.99710,283.99710,283.99710,283.99710,-0.07930,-23.60100,-23.60100,-22.51150,-23.60100,4.15780,-1.2398,-1.2398
2013-09-30,-0.02760,0.03840,-0.06610,0.31210,-0.37990,0.69210,-0.75810,,-0.75810,-0.75810,-0.75810,-0.75810,-0.75810,-0.75810,0.63290,0.63290,-1.20000,-1.20000,,,2743.39000,2743.39000,2743.39000,2743.39000,-0.00500,-14.73500,-14.73500,-13.66500,-14.73500,4.83110,0.3275,0.3275
2013-06-30,-0.17250,0.08130,-0.25390,0.34200,-0.33160,0.67360,-0.92750,,-0.92750,-0.92750,-0.92750,-0.92750,-0.92750,-0.92750,0.41330,0.41330,-2.24000,-2.24000,,,537.59630,537.59630,537.59630,537.59630,-0.08370,-51.54360,-51.54360,-44.97470,-51.54360,3.02350,0.3037,0.3037
2013-03-31,0.02330,0.03770,-0.01440,0.50070,-0.10100,0.60160,-0.61600,,-0.61600,-0.61600,-0.61600,-0.61600,-0.61600,-0.61600,0.21600,0.21600,-2.85000,-2.85000,,,-2648.10200,-2648.10200,-2648.10200,-2648.10200,0.01160,-39.42140,-39.42140,-30.79690,-39.42140,3.41720,-3.68110,-3.68110
2012-12-31,-0.10950,0.01530,-0.12480,0.52960,-0.56520,1.09480,-1.21960,,-1.21960,-1.21960,-1.21960,-1.21960,-1.21960,-1.21960,0.16790,0.16790,4.09130,4.09130,,,1113.63600,1113.63600,1113.63600,1113.63600,-0.05940,-86.39530,-86.39530,-66.19030,-86.39530,3.83610,8.0516,8.0516
2012-09-30,0.01650,0.07980,-0.06330,0.30980,-0.57410,0.88390,-0.94720,,-0.94720,-0.94720,-0.94720,-0.94720,-0.94720,-0.94720,0.05570,0.05570,-17.01000,-17.01000,,,-5748.71000,-5748.71000,-5748.71000,-5748.71000,0.00660,-38.04050,-38.04050,-38.04050,-38.04050,7.13470,-12.3009,-12.3009
2012-06-30,,,,0.00000,,,0.00000,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02000,0.02000,-0.00130,-0.00130,,,,,,,,-0.01240,-0.01240,-0.01240,-0.01240,10.06250,-5.0013,-5.0013
2012-03-31,0.00020,,0.00020,,,,0.00020,,0.00020,0.00020,0.00020,0.00020,0.00020,0.00020,0.02000,0.02000,0.01000,0.01000,,,,,,,0.00100,0.10190,0.10190,0.10190,0.10190,10.06380,0.00000,
2011-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
