Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,25.69100,3.75800,-29.44900,0.82600,-28.62300,,-28.62300,-28.62300,-28.62300,-29.46900,-29.44900,15.01400,15.01400,-1.46000,-1.46000,22.89200,,,-8.43250,-7.24250,-6.91230,-7.24250,11.29200,0.8453,0.8339
2024-06-30,0.13000,2.99200,-3.12200,0.44400,-2.67800,,-2.67800,-2.67800,-2.67800,-3.11000,-3.12200,1.20840,1.20840,-2.16090,-2.16090,26.60900,,,-8.22150,-8.22150,-7.91280,-8.22150,26.95470,-2.1791,-2.1791
2024-03-31,0.16500,2.31700,-2.48200,0.47300,-2.00900,,-2.00900,-2.00900,-2.00900,-2.46300,-2.48200,1.20790,1.20790,-1.68070,-1.68070,23.19420,,,-5.71960,-5.71960,-5.47320,-5.71960,29.07860,-1.26500,-1.26500
2023-12-31,0.04700,1.54300,-1.59000,0.50100,-1.08900,,-1.08900,-1.08900,-1.08900,-1.56700,-1.59000,1.20080,1.20080,-0.96040,-0.96040,59.01410,,,-2.94170,-2.94170,-2.87630,-2.94170,30.64740,-0.8781,-0.8781
2023-09-30,0.32200,1.61500,-1.93700,0.51300,-1.42400,,-1.42400,-1.42400,-1.42400,-1.90700,-1.93700,1.20040,1.20040,-1.20050,-1.20050,39.20560,,,-3.75050,-3.75050,-3.63410,-3.75050,31.63070,-1.3904,-1.3904
2023-06-30,0.25400,1.71900,-1.97300,0.49300,-1.48000,,-1.48000,-1.48000,-1.48000,-1.94400,-1.97300,1.20040,1.20040,-1.20050,-1.20050,25.44010,,,-3.77190,-3.77190,-3.60250,-3.77190,32.68870,-0.5781,-0.5781
2023-03-31,0.39000,1.40600,-1.79600,0.45000,-1.34600,,-1.34600,-1.34600,-1.34600,-1.76700,-1.79600,1.20040,1.20040,-1.08040,-1.08040,32.94000,,,-3.32090,-3.32090,-3.20030,-3.32090,33.76590,-1.32880,-1.32880
2022-12-31,0.06100,1.48700,-1.54800,0.37400,-1.17400,,-1.17400,-1.17400,-1.17400,-1.51900,-1.54800,1.20040,1.20040,-0.96040,-0.96040,37.72000,,,-2.81720,-2.81720,-2.72480,-2.81720,34.71730,-1.2447,-1.2446
2022-09-30,1.02400,1.52800,-2.55200,0.21900,-2.33300,,-2.33300,-2.33300,-2.33300,-2.52400,-2.55200,1.20040,1.20040,-1.92080,-1.92080,22.99950,,,-5.46020,-5.46020,-5.18850,-5.46020,35.59540,-2.081,-2.081
2022-06-30,1.48500,1.73400,-3.21900,0.07200,-3.14700,,-3.14700,-3.14700,-3.14700,-3.19000,-3.21900,1.20040,1.20040,-2.64110,-2.64110,16.96510,,,-6.99910,-6.99910,-6.54250,-6.99910,37.45820,-2.1843,-2.1844
2022-03-31,2.17900,1.09800,-3.27700,0.00500,-3.27200,,-3.27200,-3.27200,-3.27200,-3.24900,-3.27700,1.20040,1.20040,-2.76110,-2.76110,18.58740,,,-6.82550,-6.82550,-6.41390,-6.82550,39.93660,-3.58060,-3.58220
2021-12-31,3.94100,1.73900,-5.68000,0.00400,-5.67600,,-5.67600,-5.67600,-5.67600,-5.65200,-5.68000,1.15820,1.15820,-4.68190,-4.68190,15.55780,,,-11.12000,-11.12000,-10.33430,-11.12000,42.52330,-4.6904,-4.6975
2021-09-30,3.43800,1.27800,-4.71600,0.00400,-4.71200,,-4.71200,-4.71200,-4.71200,-4.68900,-4.71600,1.20040,1.20040,-3.96160,-3.96160,18.75110,,,-8.32510,-8.32510,-7.82830,-8.32510,47.15280,-4.0571,-4.0688
2021-06-30,3.57700,1.26000,-4.83700,0.00300,-4.83400,,-4.83400,-4.83400,-4.83400,-4.81800,-4.83700,1.20040,1.20040,-4.08160,-4.08160,17.53530,,,-7.89770,-7.89770,-7.39850,-7.89770,50.99170,-2.3758,-2.3883
