Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,14.63900,8.42400,-25.12600,3.43000,-21.69600,-21.69600,-21.69600,-21.69600,-24.75700,-25.12600,62.40900,62.40900,-0.35000,-0.35000,18.43610,,,,,,,,,-8.43250,-8.43250,-7.77610,-8.43250,4.77000,-0.2956,-0.2959
2024-06-30,80.00000,80.00000,17.26100,10.24700,52.49200,2.91700,55.40900,55.40900,55.40900,55.40900,52.86800,52.49200,62.20500,63.58700,0.89000,0.87000,22.07150,100.00000,65.61500,65.61500,69.26130,69.26130,0.27190,34.29060,2.62460,20.23780,20.23780,18.83020,20.23780,4.39820,0.9365,0.9366
2024-03-31,,,19.77300,10.06100,-29.83400,2.96400,-26.87000,-26.87000,-26.87000,-26.87000,-29.35500,-29.83400,61.98400,61.98400,-0.43000,-0.43000,20.38080,,,,,,,,,-12.58010,-12.58010,-11.55260,-12.58010,3.43720,-0.40790,-0.40840
2023-12-31,0.87100,0.87100,18.99900,9.86400,-27.99200,3.23600,-24.75600,-24.75600,-24.75600,-24.75600,-27.48400,-27.99200,61.31000,61.31000,-0.41000,-0.41000,17.71110,100.00000,-3213.77800,-3213.77700,-2842.25000,-2842.25000,0.00340,1.62200,55.48790,-10.52580,-10.52580,-9.60670,-10.52580,3.79860,-0.3869,-0.3882
2023-09-30,0.75900,0.75900,18.23800,9.96100,-27.44000,3.42300,-24.01700,-24.01700,-24.01700,-24.01700,-26.90900,-27.44000,61.82300,61.82300,-0.39000,-0.39000,18.64940,100.00000,-3615.28300,-3615.28300,-3164.29500,-3164.29500,0.00270,1.30860,68.77470,-9.40140,-9.40140,-8.61200,-9.40140,4.13220,-0.3702,-0.3713
2023-06-30,0.88000,0.88000,17.84900,10.32300,-27.29200,3.50900,-23.78300,-23.78300,-23.78300,-23.78300,-26.72500,-27.29200,61.79400,61.79400,-0.38000,-0.38000,19.11290,100.00000,-3101.36400,-3101.36400,-2702.61400,-2702.61400,0.00290,1.34150,67.09090,-8.63490,-8.63490,-7.91890,-8.63490,4.45510,-0.3228,-0.3258
2023-03-31,0.29500,0.29500,16.71500,11.52000,-27.94000,3.16100,-24.77900,-24.77900,-24.77900,-24.77900,-27.37400,-27.94000,59.72200,59.72200,-0.41000,-0.41000,21.01960,100.00000,-9471.18700,-9471.18700,-8399.66200,-8399.66100,0.00090,2.97980,30.20340,-8.36410,-8.36410,-7.71640,-8.36410,4.79700,-0.40380,-0.40670
2022-12-31,0.68500,0.68500,18.56600,10.13000,-27.97300,1.83800,-26.13500,-26.13500,-26.13500,-26.13500,-27.38200,-27.97300,44.99100,44.99100,-0.46000,-0.46000,12.40770,100.00000,-4083.65000,-4083.64900,-3815.32900,-3815.32900,0.00300,2.99130,30.08760,-13.13700,-13.13700,-11.52920,-13.13700,3.81850,-0.4832,-0.4869
2022-09-30,1.18300,1.18300,15.36600,9.70700,-24.35500,0.61700,-23.73800,-23.73800,-23.73800,-23.73800,-23.74400,-24.35500,46.21300,46.21300,-0.51000,-0.51000,15.49270,100.00000,-2058.74900,-2058.74900,-2006.59300,-2006.59400,0.00480,1.47320,61.09050,-10.72110,-10.72110,-9.57930,-10.72110,4.25390,-0.464,-0.4657
2022-06-30,1.88200,1.88200,25.01900,11.09800,-34.23500,0.16500,-34.07000,-34.07000,-34.07000,-34.07000,-33.55900,-34.23500,40.89000,40.89000,-0.83000,-0.83000,7.87700,100.00000,-1819.07500,-1819.07500,-1810.30800,-1810.30800,0.00960,1.71090,52.60360,-21.19370,-21.19370,-17.45090,-21.19370,3.92010,-0.666,-0.6982
2022-03-31,2.59200,2.59200,17.83100,10.75900,-25.99800,0.07000,-25.92800,-25.92800,-25.92800,-25.92800,-25.46200,-25.99800,40.64400,40.64400,-0.64000,-0.64000,10.93960,100.00000,-1003.00900,-1003.00900,-1000.30900,-1000.30900,0.01180,3.23190,27.84720,-13.70690,-13.70690,-11.77220,-13.70690,4.64950,-0.54390,-0.54990
2021-12-31,5.05800,5.05800,18.91200,9.70500,-23.55900,0.07500,-23.48400,-23.48400,-23.48400,-23.48400,-22.93800,-23.55900,35.36100,35.36100,-0.58000,-0.58000,11.77130,100.00000,-465.77680,-465.77680,-464.29410,-464.29420,0.02150,1.39070,64.71530,-11.10150,-11.10150,-9.99320,-11.10150,5.20700,-0.6726,-0.6884
