Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-09-30,4.93500,4.93500,17.07700,8.62800,-20.77000,0.05400,-20.71600,-20.71600,-20.71600,-20.71600,-20.15100,-20.77000,36.60600,36.60600,-0.57000,-0.57000,11.95260,100.00000,-420.87130,-420.87130,-419.77710,-419.77710,0.01930,4.22520,21.30090,-8.98320,-8.98320,-8.10650,-8.98320,5.69040,-0.5035,-0.5108
2021-06-30,4.38100,4.38100,17.37800,6.68500,-19.68200,0.03400,-19.64800,-19.64800,-19.64800,-19.64800,-19.01000,-19.68200,32.63600,32.63600,-0.60000,-0.60000,5.70910,100.00000,-449.25810,-449.25810,-448.48200,-448.48210,0.03180,6.66820,13.49690,-17.71850,-17.71850,-14.25020,-17.71850,3.39530,-0.5283,-0.5453
2021-03-31,4.78900,4.78900,16.33400,5.49800,-17.04300,0.04400,-16.99900,-16.99900,-16.99900,-16.99900,-16.44000,-17.04300,31.51000,31.51000,-0.54000,-0.54000,6.49490,100.00000,-355.87810,-355.87810,-354.95930,-354.95930,0.03060,9.00190,9.99790,-13.30600,-13.30600,-10.86370,-13.30600,3.91960,-0.51490,-0.52330
2020-12-31,4.22500,4.22500,16.14500,5.86700,-17.78700,0.06700,-17.72000,-17.72000,-17.72000,-17.72000,-17.05400,-17.78700,25.35400,25.35400,-0.62000,-0.62000,4.47180,100.00000,-420.99400,-420.99400,-419.40840,-419.40830,0.03260,1.66930,53.91480,-18.61720,-18.61720,-13.67530,-18.61720,3.40640,-0.8753,-0.8964
2020-09-30,1.84800,1.84800,15.64000,5.31200,-19.10400,0.14200,-18.96200,-18.96200,-18.96200,-18.96200,-18.55000,-19.10400,27.26100,27.26100,-0.70000,-0.70000,4.99380,100.00000,-1033.76600,-1033.76600,-1026.08200,-1026.08200,0.01300,3.12160,28.83120,-18.06160,-18.06160,-13.33330,-18.06160,3.84870,-0.0115,-0.0109
2020-06-30,2.00000,2.00000,12.77500,5.14900,-15.92400,0.23900,-15.68500,-15.68500,-15.68500,-15.68500,-15.37100,-15.92400,23.85400,23.85400,-0.66000,-0.66000,9.66680,100.00000,-796.20000,-796.20000,-784.25000,-784.25000,0.01380,2.64900,33.97500,-12.84280,-12.84280,-10.82760,-12.84280,4.48620,-0.5602,-0.5677
2020-03-31,0.75000,0.75000,14.48200,5.06400,-18.79600,0.34400,-18.45200,-18.45200,-18.45200,-18.45200,-18.25700,-18.79600,22.71900,22.71900,-0.81000,-0.81000,5.94580,100.00000,-2506.13400,-2506.13400,-2460.26700,-2460.26700,0.00790,2.30770,39.00000,-26.12450,-26.12450,-19.45260,-26.12450,3.09880,-0.66920,-0.69420
2019-12-31,,,12.08700,4.40300,-16.49000,0.36700,-16.12300,-16.12300,-16.12300,-19.16400,-15.97100,-16.49000,11.04600,11.04600,26.34000,26.34000,8.24410,,,,,,,,,-18.49960,-18.49960,-14.59900,-18.49960,3.84710,-1.6071,-1.6424
2019-09-30,,,13.49600,3.51000,-17.00600,0.46400,-16.54200,-16.54200,-16.54200,-17.33800,-16.49000,-17.00600,17.78500,17.78500,-0.97000,-0.97000,12.25650,,,,,,,,,-16.19730,-16.19730,-14.26580,-16.19730,4.52740,10.3276,10.5829
2019-06-30,,,10.86000,2.63400,-13.49400,0.32500,-13.16900,-13.16900,-13.16900,-16.46000,-12.98000,-13.49400,1.78700,1.78700,-9.21000,-9.21000,8.09810,,,,,,,,,11.79160,-24.63570,-20.21300,-24.63570,28.58560,-6.2675,-6.3759
2019-03-31,,,34.62900,2.59800,-37.22700,0.38400,-36.84300,-36.84300,-36.84300,-36.84300,-36.72300,-37.22700,1.64200,1.64200,-24.29000,-24.29000,13.64520,,,,,,,,,36.95870,-56.29270,-48.74190,-56.29270,,-6.02740,-6.21620
2018-12-31,,,6.86000,2.39100,-9.25100,0.39200,-8.85900,-8.85900,-8.85900,-8.85900,-8.74200,-9.25100,1.25700,1.25700,-7.94000,-7.94000,17.52070,,,,,,,,,13.91390,-11.65660,-10.32870,-11.65660,47.85890,-5.8631,-8.883
2018-09-30,,,6.96300,2.12500,-9.08800,0.14500,-8.94300,-8.94300,-8.94300,-10.80100,-8.62900,-9.08800,1.33700,1.33700,-8.08000,-8.08000,,,,,,,,,,,,,,,-1.9351,-2.1907
2018-06-30,,,5.78800,2.06100,-7.84900,0.00300,-7.84600,-7.84600,-7.84600,-8.89600,-7.64600,-7.84900,1.18600,1.18600,-7.50000,-7.50000,,,,,,,,,,,,,,,-3.6426,-6.7435
2018-03-31,,,5.57300,1.73700,-7.31000,0.37000,-6.94000,-6.94000,-6.94000,-7.76800,-7.13600,-7.31000,1.01900,1.01900,-7.62000,-7.62000,,,,,,,,,,,,,,,-6.50830,-7.27670
2017-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
