,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-13,2024-09-30,$1.21,$1.47
1,2024-08-07,2024-06-30,$1.46,$1.24
2,2024-05-08,2024-03-31,$0.94,$1.35
3,2024-02-07,2023-12-31,$0.78,$1.07
4,2023-11-15,2023-09-30,$0.97,$1.19
5,2023-08-02,2023-06-30,$0.99,$1.29
6,2023-05-03,2023-03-31,$0.68,$1.21
7,2023-01-31,2022-12-31,$1.03,$0.86
8,2022-11-17,2022-09-30,$0.84,$1.09
9,2022-07-28,2022-06-30,$0.91,$1.23
10,2022-04-28,2022-03-31,$0.44,$1.37
11,2022-02-01,2021-12-31,$0.13,$0.39
12,2021-11-16,2021-09-30,$0.46,$0.33
13,2021-07-29,2021-06-30,$0.41,$0.43
14,2021-04-29,2021-03-31,$0.32,$0.48
15,2021-01-28,2020-12-31,$0.36,$0.56
16,2020-11-12,2020-09-30,$0.47,$0.44
17,2020-07-30,2020-06-30,$0.12,$0.59
18,2020-04-28,2020-03-31,$0.19,$0.23
19,2020-01-30,2019-12-31,$0.24,$0.36
20,2019-11-13,2019-09-30,$0.38,$0.40
21,2019-08-01,2019-06-30,$0.28,$0.31
22,2019-05-02,2019-03-31,$0.13,$0.15
23,2019-01-31,2018-12-31,$0.08,$0.22
24,2018-11-14,2018-09-30,$0.36,$0.38
25,2018-08-01,2018-06-30,--,$0.27
26,2018-05-03,2018-03-31,--,$0.06
27,2018-01-31,2017-12-31,--,$0.06
28,2017-11-16,2017-09-30,--,$0.36
29,2017-08-02,2017-06-30,--,$0.17
30,2017-05-04,2017-03-31,--,$0.15
31,2017-01-31,2016-12-31,--,$0.19
32,2016-11-16,2016-09-30,--,$0.27
33,2016-08-03,2016-06-30,--,$0.26
34,2016-05-04,2016-03-31,--,$0.14
35,2016-01-28,2015-12-31,--,$0.18
36,2015-11-12,2015-09-30,--,$0.23
37,2015-07-30,2015-06-30,--,$0.23
38,2015-04-30,2015-03-31,--,$0.11
39,2015-01-29,2014-12-31,--,$0.16
