Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1945.73500,1204.81200,740.92300,580.33200,-3.73200,618.47200,122.45090,1.06100,123.51200,31.90200,91.61000,91.61000,91.61000,192.36490,122.45090,100.14800,101.02500,0.91000,0.91000,1.12590,0.00570,0.00660,38.07930,6.29330,6.29330,6.34780,4.70820,0.54270,3.65680,77.60280,1.15980,6.81880,12.15500,2.55500,6.77980,13.42970,2.0745,1.5505
2024-06-30,1893.51900,1175.15400,718.36500,556.36700,-3.19200,591.04800,127.31700,0.13900,127.45600,32.16700,95.28900,95.28900,95.28900,193.73700,127.31700,100.46000,101.19600,0.95000,0.94000,1.03330,0.00630,0.00720,37.93810,6.72380,6.72380,6.73120,5.03240,0.55520,3.60940,60.33970,1.49160,7.50740,14.02410,2.79400,7.46000,12.66570,0.9228,0.3487
2024-03-31,1883.80800,1161.49500,722.31300,539.77100,-2.04400,574.04700,148.26600,-0.81800,147.44800,33.34800,114.10000,114.10000,114.10000,215.09100,148.26600,101.07100,102.02400,1.13000,1.12000,1.19040,0.09920,0.11100,38.34320,7.87050,7.87050,7.82710,6.05690,0.54250,3.67330,51.88700,1.73450,9.42180,18.36720,3.28590,8.48700,12.01390,2.15340,1.65110
2023-12-31,1698.54400,1078.17200,620.37260,513.47600,-5.40000,550.93500,69.43740,-0.43300,69.00500,18.95600,50.04900,50.04900,50.04900,136.38540,69.43800,102.47900,103.39000,0.51000,0.48000,1.10410,0.10430,0.11730,36.52380,4.08810,4.08810,4.06260,2.94660,0.51050,3.33590,56.03350,1.60620,4.35760,8.95740,1.50410,3.90330,11.34790,0.5156,-0.0569
2023-09-30,1713.28200,1087.84800,625.43400,502.80100,-3.17600,537.77900,87.65490,-1.69800,85.95700,20.64400,65.31300,65.31300,65.31300,153.38190,87.65490,101.88100,102.70300,0.64000,0.64000,1.14590,0.12480,0.14350,36.50500,5.11620,5.11620,5.01710,3.81220,0.52070,3.36110,105.73860,0.85120,5.85760,12.43570,1.98490,5.12680,10.97200,1.1349,0.4815
2023-06-30,1692.24700,1066.27500,625.97190,497.96500,-2.42700,534.35600,91.61600,-2.14000,89.47600,22.14200,67.33400,67.33400,67.33400,158.35200,91.61600,102.82400,103.51400,0.65000,0.65000,1.17670,0.14620,0.17230,36.99060,5.41390,5.41390,5.28740,3.97900,0.52750,3.33200,124.28370,0.72410,6.26270,13.87350,2.09880,5.34680,10.52180,1.1331,0.6284
2023-03-31,1733.31000,1083.24800,650.06200,486.19500,-28.27700,548.54000,101.52210,-2.22000,99.30200,23.14200,76.16000,76.16000,76.16000,167.13010,101.52210,103.82700,104.87600,0.73000,0.73000,1.27340,0.18190,0.22330,37.50410,5.85710,5.85710,5.72900,4.39390,0.54690,3.52920,139.73800,0.64410,7.24690,16.51640,2.40300,5.92850,10.15680,1.71460,1.26600
2022-12-31,1576.55400,1003.74500,572.80930,472.79510,-7.99100,510.93900,61.87060,-1.39900,60.47100,15.35100,45.12000,45.12000,45.12000,122.87960,61.87010,108.23200,109.13900,0.43000,0.42000,1.28990,0.19830,0.24840,36.33300,3.92440,3.92440,3.83560,2.86190,0.51350,3.23220,97.87400,0.91950,4.31170,9.15910,1.46950,3.45650,9.95940,0.5641,0.175
2022-09-30,1591.02600,1007.37600,583.65000,460.83400,-2.16400,493.31100,90.33910,-1.95100,88.38800,22.64800,65.74000,65.74000,65.74000,151.49610,90.33910,107.22900,108.09500,0.61000,0.61000,1.28160,0.19930,0.24990,36.68390,5.67800,5.67800,5.55540,4.13190,0.52730,3.33940,138.89360,0.64800,6.31610,13.49930,2.17860,5.05760,9.77390,0.9319,0.6692
2022-06-30,1595.48200,1015.12500,580.35710,462.11000,-0.49300,493.84700,86.51000,-2.65800,83.85200,21.85500,61.99700,61.99700,61.99700,147.96300,86.51000,109.06700,109.61900,0.57000,0.57000,1.25080,0.20360,0.25680,36.37500,5.42220,5.42220,5.25560,3.88580,0.53410,3.46620,120.32290,0.74800,6.11600,13.48200,2.07530,4.87050,9.38880,0.5379,0.297
2022-03-31,1641.16100,1029.41300,611.74800,459.91000,-0.37700,492.10700,119.64110,-3.03900,116.60200,28.29500,88.30700,88.30700,88.30700,180.40410,119.64110,110.90300,111.83300,0.80000,0.79000,1.22340,0.20410,0.25750,37.27530,7.29000,7.29000,7.10480,5.38080,0.54750,3.78210,120.01180,0.74990,8.72620,19.27530,2.94580,6.94560,9.17950,1.36840,1.12490
2021-12-31,1492.79600,959.56790,533.22820,448.70690,-2.91600,481.84510,51.38340,-2.84400,48.53900,12.31100,36.22800,36.22800,36.22800,110.72440,51.38320,115.37700,116.07700,0.34000,0.32000,1.10560,0.21290,0.27160,35.72010,3.44210,3.44210,3.25150,2.42690,0.51070,3.61570,69.19420,1.30070,3.77420,8.92230,1.23940,2.97060,8.63870,0.559,0.2867
