Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,485.77300,345.98700,139.78600,14.21100,12.04000,-7.85800,34.10900,105.67700,-25.97600,79.70100,29.34700,50.35400,,50.35400,,49.76200,196.86000,105.67700,393.60500,394.23700,0.13000,0.13000,1.85890,0.30360,0.44610,28.77600,21.75440,21.75440,16.40710,10.24390,0.08820,1.75950,1.96230,45.86570,1.90810,1.99980,0.91420,1.32880,6.70340,0.3211,0.0988
2024-06-30,425.52000,347.89300,77.62700,5.95000,18.41700,-8.52800,32.89500,44.73200,-44.29100,0.44100,20.81800,-20.37700,,-20.37700,,-16.58300,136.25600,44.73200,368.34400,368.34400,-0.05000,-0.05000,1.86460,0.31940,0.48090,18.24290,10.51230,10.51230,0.10360,-3.89710,0.07820,1.87170,2.31810,38.82450,-0.78910,-0.82860,-0.37440,-0.53700,6.56070,0.3572,0.1226
2024-03-31,524.98900,373.03500,151.95400,12.59300,16.60700,-10.99100,40.19100,111.76300,-44.01300,67.75000,49.21500,18.53500,,18.53500,,22.35800,201.37200,111.76300,350.78100,350.97000,0.05000,0.05000,1.40200,0.37710,0.62000,28.94420,21.28860,21.28860,12.90500,4.25880,0.10040,1.84700,2.64730,33.99670,0.83830,0.88820,0.35430,0.52210,6.29930,0.39800,0.22030
2023-12-31,602.18900,405.43300,196.75600,43.40500,11.35400,-12.08600,66.84500,129.91100,-48.92900,80.98200,47.45400,33.52800,,33.52800,,30.71700,220.73900,129.91110,310.84530,310.95310,0.12000,0.12000,1.25290,0.37940,0.62440,32.67350,21.57310,21.57310,13.44790,5.10090,0.11340,1.95550,2.92710,30.74720,1.51930,1.61260,0.63110,0.94290,6.29210,0.8194,0.4928
2023-09-30,480.45600,374.05700,106.39900,-27.69000,10.12800,-8.88500,-8.67700,115.07600,-30.92700,84.14900,38.65900,45.49000,,45.49000,,45.12500,214.06600,115.07600,346.72000,346.98700,0.13000,0.13000,1.25550,0.40130,0.69040,22.14540,23.95140,23.95140,17.51440,9.39210,0.09150,1.57220,3.95090,22.77950,2.11610,2.23110,0.86640,1.26680,6.16140,0.3621,0.2656
2023-06-30,312.16600,289.27300,22.89300,5.31900,8.60000,-9.20200,23.12100,-0.22800,-30.50300,-30.73100,-15.79900,-14.93200,,-14.93200,,-14.93200,72.20800,-0.22800,272.22800,272.22800,-0.05000,-0.05000,0.89800,0.38040,0.69750,7.33360,-0.07300,-0.07300,-9.84440,-4.78340,0.05950,1.31200,3.06280,29.38520,-0.70800,-0.74830,-0.28480,-0.43870,6.09130,0.0803,-0.1502
2023-03-31,295.21900,228.70600,66.51300,8.24200,9.14600,3.28100,14.10700,52.40600,-34.97600,17.43000,11.97300,5.45700,,5.45700,,5.45700,105.91100,52.40600,262.03100,262.32500,0.02000,0.02000,1.21430,0.43740,0.81400,22.53010,17.75160,17.75160,5.90410,1.84850,0.06760,1.22020,2.72590,33.01650,0.34660,0.35750,0.12490,0.19500,6.00850,0.27170,0.02410
2022-12-31,321.19600,251.52000,69.67590,5.12400,10.07600,-32.03500,47.23490,22.44100,-36.72800,-14.28700,3.15400,-17.44100,,-17.44100,,-17.44100,91.73800,22.44100,261.85850,262.21750,-0.06000,-0.06000,1.17100,0.43880,0.79220,21.69270,6.98670,6.98670,-4.44810,-5.43000,0.07420,1.62260,2.62550,34.27860,-1.10960,-1.14600,-0.40320,-0.62270,5.99880,0.3275,-0.0101
2022-09-30,346.17100,313.74100,32.43000,1.77100,10.44800,0.12100,12.09800,20.33200,-20.59500,-0.26300,7.87200,-8.13500,,-8.13500,,-8.13500,95.13900,20.33200,261.89600,261.89600,-0.03000,-0.03000,1.23790,0.43880,0.79510,9.36820,5.87340,5.87340,-0.07600,-2.35000,0.08070,2.34030,4.94140,18.21340,-0.51790,-0.53550,-0.18970,-0.29060,5.99800,0.6599,0.333
2022-06-30,415.45400,325.94000,89.51400,8.98600,1.62100,-32.97600,43.58300,45.93100,-24.42700,21.50400,-10.63900,32.14300,,32.14300,,32.14300,114.38800,45.93100,261.88700,262.25100,0.12000,0.12000,1.41050,0.43410,0.78270,21.54610,11.05560,11.05560,5.17600,7.73680,0.09480,1.69170,4.02810,22.34330,2.00750,2.03220,0.73340,1.13610,6.11370,0.6315,0.3322
