Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,84.28200,28.93400,55.34800,29.78100,30.89300,24.45500,-0.61800,23.83700,3.98600,19.85100,19.85100,19.85100,15.25900,15.45200,1.30000,1.28000,0.16190,0.85610,44.00810,36.64910,0.01010,3.93840,4.56440,0.37070,3.30090,32.95230,1.5105,1.2997
2024-06-30,84.09000,28.65600,55.43400,35.63100,36.84900,18.58500,-2.28700,16.29800,4.58200,11.71600,11.71600,11.71600,15.24900,15.37800,0.77000,0.76000,0.17400,0.83550,29.54200,21.23660,0.01050,2.53900,2.99110,0.22340,2.09730,30.34160,1.0525,1.1449
2024-03-31,83.49800,27.58500,55.91300,35.69700,36.59600,19.31700,-1.55600,17.76100,3.69300,14.06800,14.06800,14.06800,15.42600,15.56900,0.91000,0.90000,0.17520,0.78990,32.34390,25.61870,0.01050,3.07980,3.64620,0.26850,2.54010,29.77100,0.81180,0.69770
2023-12-31,20.88000,24.82700,-3.94700,34.67300,35.41200,-39.35900,,-39.65600,-11.35700,-28.29900,-28.29900,-28.29900,15.53600,15.64900,-1.82000,-1.81000,0.34350,0.84020,851.35300,607.53580,-0.00090,-6.24900,-7.20930,-0.56210,-4.10260,29.32270,0.7917,0.5855
2023-09-30,73.77400,24.02700,49.74700,34.67500,35.47400,14.27300,,14.27300,1.93200,12.34100,12.34100,12.34100,15.40500,15.50700,0.80000,0.80000,0.36160,0.90040,29.41860,25.43640,0.00980,2.95150,3.45620,0.24960,1.88440,27.10200,1.6259,1.2515
2023-06-30,68.20600,21.82700,46.37900,32.51000,33.42800,12.95100,,12.95100,1.49500,11.45600,11.45600,11.45600,15.46800,15.55400,0.74000,0.74000,0.36130,0.91150,28.10490,24.86060,0.00900,2.73780,3.21280,0.22490,1.74880,27.15000,1.2789,1.1161
2023-03-31,64.72300,17.01300,47.71000,31.94500,32.86300,14.84700,,14.84700,2.52400,12.32300,12.32300,12.32300,15.85900,16.02800,0.78000,0.77000,0.35750,0.92410,30.88240,25.63230,0.00930,2.89870,3.40090,0.23900,1.86250,27.02630,1.19370,0.92340
2022-12-31,61.75300,11.39300,50.36000,34.10600,35.03000,15.33000,-0.06800,15.26200,3.65400,11.60800,11.60800,11.60800,16.21400,16.43800,0.73000,0.71000,0.19030,0.68710,30.21520,22.98110,0.01010,2.83080,3.35140,0.23300,2.29200,25.74120,0.9607,0.8179
2022-09-30,57.51700,6.60400,50.91300,31.02800,31.98500,18.92800,-0.11500,18.81300,3.64200,15.17100,15.17100,15.17100,16.05700,16.27300,0.94000,0.93000,0.19560,0.83300,36.85280,29.71850,0.01020,3.83290,4.58190,0.30340,3.08310,24.71010,0.9012,1.4507
2022-06-30,53.26100,4.05800,49.20300,31.06100,32.17200,17.03100,-0.08800,16.94300,1.68400,15.25900,15.25900,15.25900,16.10700,16.31300,0.95000,0.94000,0.18340,0.53460,35.02140,31.54050,0.00970,3.56420,4.20980,0.30500,2.91060,26.57940,2.1817,2.2168
2022-03-31,51.67400,3.36300,48.31100,27.67400,28.72400,19.58700,-0.32300,19.26400,3.61400,15.65000,15.65000,15.65000,16.65300,16.86900,0.94000,0.93000,0.17520,0.42970,39.53780,32.12040,0.00960,3.46230,4.07850,0.30820,2.85570,27.46980,0.46260,1.63660
2021-12-31,49.99100,3.57700,46.41400,30.32200,31.40200,15.01200,-4.56200,10.45000,-0.01600,10.46600,10.46600,10.46600,15.01900,15.30600,0.57000,0.58000,0.16070,0.30340,21.52910,21.56200,0.00940,2.09060,2.42670,0.20370,1.75450,29.87060,1.2809,1.2448
2021-09-30,50.27700,3.47100,46.80600,26.70200,27.73200,19.07400,-4.01500,15.05900,3.28600,11.77300,11.77300,11.77300,14.38400,14.66900,0.82000,0.80000,0.17400,0.30440,32.91730,25.73450,0.01070,2.81820,3.15470,0.27610,2.32770,29.07900,2.21,2.153
2021-06-30,47.41800,3.68800,43.73000,22.65900,23.68900,20.04100,-0.46000,19.58100,4.41500,15.16600,15.16600,15.16600,14.35700,14.67500,1.06000,1.03000,0.17550,0.34940,43.14230,33.41490,0.01060,3.67220,4.12790,0.35530,3.02770,28.76010,1.6085,1.5077
2021-03-31,42.52400,4.05300,38.47100,17.93900,18.97300,19.49800,-0.15200,19.34600,4.27100,15.07500,15.07500,15.07500,14.46400,14.73400,1.04000,1.02000,0.18080,0.34700,43.74250,34.08550,0.01050,3.78950,4.29250,0.35930,3.10440,27.65680,1.61030,1.48300
2020-12-31,48.48900,4.43000,44.05900,28.11700,29.16100,14.89800,,14.59900,2.11100,12.48800,12.48800,12.48800,15.09850,15.09850,0.85000,0.85000,0.17700,0.32840,33.90460,29.00210,0.01070,3.06340,3.46900,0.31120,2.52110,28.03450,0.4669,0.259
