Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,10908.51000,6645.37800,4263.12800,1671.97300,,2637.33400,1625.79400,-336.44700,1289.34700,228.69600,1060.65100,,1060.65100,,947.76900,2596.82700,1625.79400,2177.00000,2180.00000,0.43500,0.43500,0.62440,0.55940,1.38560,39.08080,14.90390,14.90390,11.81970,8.68830,0.07230,5.63810,2.62560,34.27770,2.33540,4.90230,0.70320,0.92700,23.14710,0.9676,0.4325
2024-06-30,8283.21500,4005.69800,4277.51800,1686.45600,,2616.63600,1660.88100,341.23690,2002.11800,539.98730,1462.13100,,1462.13100,,1350.33400,2578.41600,1660.88100,2137.00000,2139.00000,0.63200,0.63100,0.76540,0.54800,1.31090,51.64080,20.05120,20.05120,24.17080,16.30210,0.05630,4.02500,2.33640,38.52150,3.15440,6.36610,0.99420,1.28740,23.58010,0.94,0.4875
2024-03-31,8182.46900,3706.50000,4475.96900,1581.93400,,2466.30500,2009.66400,-563.38800,1446.27600,286.14180,1160.13400,,1160.13500,,1051.90500,2894.03500,2009.66400,2126.00000,2128.00000,0.49670,0.49670,0.68030,0.54740,1.30130,54.70190,24.56060,24.56060,17.67530,12.85560,0.05790,3.61530,2.20540,40.80900,2.58740,5.49490,0.82060,1.05250,23.46740,1.09770,0.68490
2023-12-31,8313.28300,3964.90800,4348.37500,1825.11100,,2682.06800,1666.30700,-19.97980,1646.32800,490.57420,1155.75400,,1155.75400,,1273.45600,2514.56800,1666.31000,2056.00000,2058.00000,0.59800,0.59800,0.82590,0.53680,1.25920,52.30640,20.04390,20.04390,19.80360,15.31830,0.06220,3.61880,2.49660,36.04960,2.70550,5.36170,0.86520,1.12080,22.47950,1.3329,0.8521
2023-09-30,7336.73300,3600.54400,3736.18900,1531.59200,,2399.12100,1337.06800,-777.34800,559.72030,95.39840,464.32190,,464.32190,,396.49960,2208.02200,1337.06800,2048.00000,2049.00000,0.19400,0.19400,0.66550,0.50120,1.13200,50.92440,18.22430,18.22430,7.62900,5.40430,0.05520,3.08490,2.36580,38.04250,1.01040,1.92560,0.34920,0.45390,24.00460,1.0984,0.6719
2023-06-30,7759.32200,3657.26500,4102.05700,1508.42600,,2354.12700,1747.93000,126.44600,1874.37600,386.03220,1488.34400,,1488.34400,,1374.54200,2598.90200,1747.93000,2024.00000,2027.00000,0.67900,0.67800,0.63940,0.53110,1.24090,52.86620,22.52680,22.52680,24.15640,17.71470,0.06000,4.06030,2.68040,33.57750,3.49700,7.04880,1.15040,1.46520,23.54500,1.2714,0.9149
2023-03-31,8925.84000,4605.21600,4320.62400,1505.75000,,2352.87300,1967.75000,-211.41120,1756.33900,376.99200,1379.34700,,1379.34700,,1281.03400,2814.87400,1967.75000,2025.00000,2028.00000,0.63300,0.63200,0.59110,0.52450,1.23970,48.40580,22.04560,22.04560,19.67700,14.35200,0.06820,4.75210,2.48710,36.18630,3.20580,6.50150,1.05380,1.36440,23.73650,1.40910,0.99760
2022-12-31,9868.79200,5527.68500,4341.10700,1679.46100,,2509.41900,1831.68800,-2313.21900,-481.53380,417.76010,-899.29380,,-899.29440,,-862.46520,2704.31600,1831.68700,2025.00000,2029.00000,-0.42180,-0.42080,0.59830,0.53500,1.27730,43.98820,18.56040,18.56040,-4.87940,-8.73930,0.07140,3.18680,1.42790,63.02830,-2.06630,-4.33980,-0.65090,-0.85750,24.08190,1.3795,0.8283
2022-09-30,8867.23200,5079.90600,3787.32600,1600.59200,,2425.02300,1362.30300,-58.99740,1303.30600,243.65160,1059.65500,,1059.65500,,979.96980,2150.92300,1362.30300,2025.00000,2028.00000,0.48400,0.48300,0.60340,0.52310,1.21930,42.71150,15.36330,15.36330,14.69800,11.05160,0.06370,2.82610,1.56310,57.57890,2.28170,4.93360,0.76080,0.97810,25.51350,0.7665,0.3283
2022-06-30,10348.67000,6763.63500,3585.03100,1561.50100,,2394.71900,1190.31200,-610.81800,579.49400,104.15230,475.34170,,475.34170,,352.39500,2016.67200,1190.31200,2026.00000,2030.00000,0.17230,0.17230,0.58010,0.52030,1.22120,34.64250,11.50210,11.50210,5.59970,3.40520,0.07650,5.58670,1.69580,53.07380,1.05160,2.21990,0.35120,0.45120,24.95750,0.9676,0.6031
