Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-10-31,1674.37500,1346.28300,328.09200,-290.45600,290.45600,37.63600,-2.09300,35.54300,8.84700,26.69600,26.69600,,26.76900,60.52600,37.63600,88.15800,88.66300,0.30000,0.30000,1.37010,0.25250,0.71040,19.59490,2.24780,2.24780,2.12280,1.59870,0.58840,1.63450,3.14710,28.59780,2.77090,4.29050,0.93810,2.07130,10.90900,-1.9585,-2.1016
2024-07-31,1541.74200,1229.13300,312.60890,-283.24000,283.24000,29.36890,-11.50900,17.86000,4.22100,13.63900,13.63900,,13.71500,52.11890,29.36890,88.12700,88.64500,0.16000,0.15000,1.29800,0.25570,0.80950,20.27640,1.90490,1.90490,1.15840,0.88960,0.53630,1.44690,3.48540,25.82200,1.43190,2.22740,0.47440,1.06580,10.80600,-3.21470,-3.36710
2024-04-30,1722.66000,1351.50500,371.15490,-283.36800,283.36800,87.78700,-0.64200,87.14500,20.20400,66.94100,66.94100,,67.03600,110.74500,87.78720,92.96900,93.67900,0.73000,0.72000,1.33490,0.24720,0.63660,21.54550,5.09600,5.09600,5.05870,3.89140,0.59470,1.72630,3.14760,28.59290,6.68250,10.26480,2.31090,5.03070,11.16750,-0.6458,-0.8144
2024-01-31,1616.09500,1265.08900,351.00600,-280.99400,280.99400,70.01200,-8.07200,61.94000,14.34700,47.59300,47.59300,,47.70300,92.37400,70.01200,92.00900,92.51900,0.52000,0.52000,1.42750,0.31560,0.80580,21.71940,4.33220,4.33220,3.83270,2.95170,0.54970,1.40140,3.33540,26.98340,4.89560,7.76940,1.61880,3.35070,10.79080,-2.6808,-2.8824
2023-10-31,1652.77200,1313.74600,339.02600,-282.12300,282.12300,56.90310,-3.54600,53.35700,13.50200,39.85500,39.85500,,39.95800,78.70610,56.90310,94.71000,95.15600,0.42000,0.42000,1.55910,0.29900,0.62170,20.51260,3.44290,3.44290,3.22830,2.41760,0.57200,1.53110,3.37010,26.70580,3.77740,5.80350,1.37920,2.64810,11.21370,-2.4658,-2.6398
2023-07-31,1576.74500,1257.69000,319.05510,-280.83300,280.83300,38.22210,2.38900,40.61100,9.48100,31.13000,31.13000,,31.23400,59.25510,38.22210,95.54400,96.19000,0.33000,0.32000,1.62920,0.28850,0.50630,20.23500,2.42410,2.42410,2.57560,1.98090,0.54680,1.37800,3.85580,23.34150,2.80140,4.25230,1.07950,1.99320,11.59890,-2.63400,-2.81170
2023-04-30,1721.15200,1331.39100,389.76100,-284.65090,284.65100,105.10950,-6.05100,99.05900,24.21700,74.84200,74.84200,,74.96500,126.51550,105.11010,97.02700,97.81500,0.78000,0.77000,1.64290,0.28750,0.47580,22.64540,6.10690,6.10700,5.75540,4.35550,0.59780,1.67460,3.60540,24.96270,6.69110,10.24890,2.59950,4.76770,11.60910,-0.2848,-0.5082
2023-01-31,1600.85000,1257.88800,342.96200,-267.04000,267.04000,75.92200,-6.63500,69.28700,15.44000,53.84700,53.84700,,53.92900,97.13000,75.92200,97.32700,97.97700,0.55000,0.55000,1.57170,0.29070,0.60130,21.42370,4.74260,4.74260,4.32810,3.36880,0.54410,1.33950,3.78710,23.76510,4.88440,7.64180,1.83030,3.46430,11.28280,-2.1002,-2.2588
2022-10-31,1626.20400,1298.11500,328.08900,-267.99400,267.99400,60.09500,10.65900,70.75400,17.10500,53.64900,53.64900,,54.07300,81.00700,60.09500,96.91300,97.55200,0.56000,0.55000,1.59600,0.31780,0.63580,20.17510,3.69540,3.69540,4.35090,3.32510,0.56460,1.47940,3.57680,25.16190,5.14810,8.01610,1.86250,3.51190,10.73800,-2.2385,-2.3642
2022-07-31,1523.26500,1211.13200,312.13310,-277.28900,277.28900,34.84410,-3.78300,31.06100,6.80100,24.26000,24.26000,,24.59000,55.02210,34.84410,96.62900,97.79400,0.25000,0.25000,1.63480,0.32250,0.61710,20.49110,2.28750,2.28750,2.03910,1.61430,0.55220,1.38440,4.11310,21.88140,2.36220,3.76950,0.87950,1.60050,10.59880,-3.09360,-3.24250
2022-04-30,1638.77100,1290.53300,348.23850,-275.40090,275.40100,72.83790,9.51500,82.35300,18.95400,63.39900,63.39900,,63.87800,93.42490,72.83800,97.27700,98.51400,0.66000,0.64000,1.65310,0.31910,0.49640,21.25000,4.44470,4.44470,5.02530,3.89790,0.59770,1.64270,3.66480,24.55780,6.08060,9.76280,2.31250,4.14050,10.77530,-1.4941,-1.6143
2022-01-31,1596.59600,1259.98500,336.61100,-275.77800,275.77800,60.83300,14.39900,75.23200,18.65700,56.57500,56.57500,,57.00600,81.25800,60.83300,97.47100,98.55400,0.58000,0.58000,1.58150,0.31870,0.59700,21.08300,3.81020,3.81020,4.71200,3.57050,0.55760,1.45040,3.41800,26.33100,5.41810,8.83220,1.97570,3.69160,10.70000,-2.984,-3.095
2021-10-31,1649.16100,1322.72600,326.43510,-263.57500,263.57500,62.86000,1.28300,64.14300,16.20500,47.93800,47.93800,,48.33000,83.32200,62.86000,97.32100,98.36300,0.50000,0.49000,1.50830,0.32540,0.62440,19.79400,3.81160,3.81160,3.88940,2.93060,0.56810,1.59340,3.42260,26.29580,4.73700,8.01170,1.65150,3.19570,10.38020,-2.2899,-2.3691
2021-07-31,1614.87600,1337.07400,277.80200,-317.33100,317.33100,-39.52910,84.05500,44.52600,10.72400,33.80200,33.80200,,33.99600,-19.01110,-39.52910,96.86400,98.25500,0.35000,0.35000,1.50900,0.33220,0.64300,17.20270,-2.44780,-2.44780,2.75720,2.10520,0.58700,1.73560,4.32320,20.81770,3.44710,6.08800,1.22880,2.30190,10.08490,-3.18990,-3.26840
2021-04-30,1561.79300,1257.38800,304.40490,-267.05700,267.05700,37.34770,-1.65200,35.69600,7.18200,28.51400,28.51400,,28.75500,57.88870,37.34800,95.59900,96.66400,0.29000,0.30000,1.48300,0.33570,0.66480,19.49070,2.39130,2.39140,2.28560,1.84120,0.56760,1.70660,3.47660,25.88770,2.95580,5.23100,1.03630,1.96350,9.96430,-1.3184,-1.3675
2021-01-31,1551.26800,1226.72700,324.54090,-262.86000,262.86000,61.68090,-1.20900,60.47200,11.90500,48.56700,48.56700,,48.75900,81.15490,61.68090,95.73400,96.95300,0.51000,0.50000,1.43500,0.34300,0.74530,20.92100,3.97620,3.97620,3.89820,3.14320,0.54410,1.46390,3.40090,26.46380,5.19650,9.58970,1.70350,3.41430,9.67290,-1.8516,-1.9202
2020-10-31,1553.16800,1232.80000,320.36790,-246.66200,246.66200,73.70590,-3.15800,70.54800,16.72200,53.82600,53.82600,,54.06000,92.71990,73.70590,95.51800,96.41500,0.57000,0.56000,1.54370,0.39720,0.78340,20.62680,4.74550,4.74550,4.54220,3.48060,0.55690,1.61800,3.15890,28.49130,6.02940,11.77700,1.92990,3.63430,9.25150,-1.9895,-2.0715
2020-07-31,1245.83700,992.02100,253.81600,-215.94400,215.94400,37.87210,-4.65700,33.21500,9.01300,24.20200,24.20200,,24.40700,57.73910,37.87210,95.18900,95.84300,0.26000,0.25000,1.49180,0.40760,0.84710,20.37310,3.03990,3.03990,2.66610,1.95910,0.47080,1.41610,3.34620,26.89640,2.83150,5.89520,0.91460,1.67750,8.87980,-2.39780,-2.46490
2020-04-30,1286.46100,992.42910,294.03220,-233.43990,908.49490,-614.46300,-18.46100,-632.92400,-24.12700,-608.79700,-608.79700,,-608.58590,80.88200,-614.46310,94.15400,94.15400,-6.47000,-6.46000,1.43530,0.41270,0.70270,22.85590,-47.76380,-47.76380,-49.19880,-47.30700,0.47380,1.22190,3.08860,29.13970,-72.78400,-158.45210,-22.42060,-42.74630,8.71780,-0.8086,-0.9067
2020-01-31,1456.15500,1144.32500,311.83010,-268.01400,268.01400,43.81600,-14.27700,29.53900,6.56700,22.97200,22.97200,,23.22700,73.41700,43.81600,94.26700,95.02100,0.25000,0.24000,1.40890,0.28530,0.46360,21.41460,3.00900,3.00900,2.02860,1.59510,0.41440,1.32090,3.22690,27.89050,1.56060,6.92710,0.65380,1.11550,15.36630,-1.6224,-1.7254
2019-10-31,1418.74400,1117.25000,301.49400,-319.64000,319.64000,-18.14600,-8.77700,-26.92300,6.42600,-33.34900,-33.34900,,-33.12900,2.49700,-18.14600,94.09300,94.09300,-0.35000,-0.35000,1.58980,0.31270,0.45490,21.25080,-1.27900,-1.27900,-1.89770,-2.33510,0.41300,1.41890,2.44070,36.87480,-2.28630,-10.76500,-0.97070,-1.57150,15.23920,0.3222,0.1734
2019-07-31,1328.65100,1038.59700,290.05400,-273.38000,273.38000,16.67400,23.22700,39.90100,10.09400,29.80700,29.80700,,30.04200,37.30600,16.67400,93.79500,94.62300,0.32000,0.32000,1.81040,0.32330,0.49490,21.83070,1.25500,1.25500,3.00310,2.26110,0.39670,1.28280,2.64320,34.04930,1.98270,8.59360,0.88990,1.34170,15.74710,-0.47790,-0.57200
2019-04-30,1436.70600,1124.17900,312.52670,-265.90400,265.90400,46.62270,-10.26000,36.36300,8.67800,27.68500,27.68500,,27.99000,66.97070,46.62280,92.75500,93.48400,0.30000,0.30000,1.83210,0.32880,0.50610,21.75300,3.24510,3.24510,2.53100,1.94820,0.43950,1.47720,2.46820,36.46430,1.87000,8.84140,0.84680,1.25510,15.53980,-0.3001,-0.5874
2019-01-31,1396.74500,1097.23600,299.50900,-254.14600,254.14600,45.36300,-7.74500,37.61800,6.56400,31.05400,31.05400,,31.22500,65.86200,45.36300,92.81800,93.65300,0.34000,0.33000,1.80090,0.33220,0.53220,21.44340,3.24780,3.24780,2.69330,2.23560,0.42060,1.29720,2.55260,35.25780,2.10860,10.41310,0.93520,1.40810,15.47540,-1.331,-1.4564
