Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,109.05600,27.29100,81.76500,42.99600,68.68900,111.68500,-29.92000,5.70500,-24.21500,-1.27000,-22.94500,-22.94500,-22.94500,-24.32800,-29.92000,110.77190,110.77190,-0.21000,-0.21000,2.03060,74.97520,-27.43550,-27.43550,-22.20420,-21.03970,0.10090,1.17400,76.66040,-3.03420,-7.21340,-2.12280,-3.03420,6.77870,0.2444,0.2361
2024-06-30,103.04300,21.89300,81.15000,37.11700,63.16000,100.27700,-19.12700,6.89800,-12.22900,2.07400,-14.30300,-14.30300,-14.30300,-17.03900,-19.12700,108.94470,108.94470,-0.13000,-0.13000,2.60640,78.75350,-18.56220,-18.56220,-11.86790,-13.88060,0.10090,1.25600,71.65640,-1.98260,-3.15400,-1.40070,-1.98260,6.55710,0.1504,0.1438
2024-03-31,100.31100,20.60400,79.70700,35.83200,60.51100,96.34300,-16.63600,7.08700,-9.54900,-0.75900,-8.79000,-8.79000,-8.79000,-14.84500,-16.63600,107.02540,107.02540,-0.08000,-0.08000,2.59640,79.45990,-16.58440,-16.58440,-9.51940,-8.76270,0.10060,1.50690,59.72730,-1.24190,-2.01160,-0.88160,-1.24190,6.53330,0.16320,0.15540
2023-12-31,97.26000,20.42300,76.83700,32.79600,59.41900,92.21500,-15.37800,6.41100,-8.96700,2.26600,-11.23300,-11.23300,-11.23300,-13.40400,-15.37800,103.31780,103.31780,-0.10000,-0.10000,2.46320,79.00160,-15.81130,-15.81130,-9.21960,-11.54950,0.10000,1.27240,70.73130,-1.65400,-2.77080,-1.15500,-1.65400,6.39990,0.3186,0.3126
2023-09-30,88.63600,19.75000,68.88600,33.35800,53.57800,86.93600,-18.05000,5.73300,-12.31700,1.43000,-13.74700,-13.74700,-13.74700,-15.93100,-18.05000,104.13470,104.13470,-0.13000,-0.13000,2.50520,77.71790,-20.36420,-20.36420,-13.89620,-15.50950,0.09640,1.45490,61.85950,-2.10490,-3.65140,-1.49490,-2.10490,6.22800,0.2471,0.2415
2023-06-30,84.17000,18.44900,65.72100,33.54400,51.08400,84.62800,-18.90700,4.89600,-14.01100,1.45600,-15.46700,-15.46700,-15.46700,-16.66100,-18.90700,102.51260,102.51260,-0.15000,-0.15000,2.49180,78.08130,-22.46290,-22.46290,-16.64610,-18.37590,0.09400,1.34680,66.82690,-2.43230,-4.34080,-1.72790,-2.43230,6.13680,0.1631,0.1583
2023-03-31,79.82000,18.42100,61.39900,34.88600,49.72600,84.61200,-23.21300,3.99200,-19.22100,1.58800,-20.80900,-20.80900,-20.80900,-20.65400,-23.21300,101.26060,101.26060,-0.21000,-0.21000,2.52670,76.92180,-29.08170,-29.08170,-24.08040,-26.06990,0.09080,1.26330,71.24230,-3.30860,-6.00730,-2.36810,-3.30860,6.17580,-0.01110,-0.01380
2022-12-31,76.54600,17.28200,59.26400,33.48100,50.63500,84.11600,-24.85200,2.93500,-21.91700,1.23800,-23.15500,-23.15500,-23.15500,-21.64600,-24.85200,99.24390,99.24390,-0.23000,-0.23000,2.53860,77.42270,-32.46680,-32.46670,-28.63250,-30.24980,0.08790,1.23230,73.03490,-3.70610,-6.82490,-2.65780,-3.70610,6.19150,0.0742,0.0652
2022-09-30,71.99100,15.89800,56.09300,31.69800,47.83400,79.53200,-23.43900,1.36900,-22.07000,1.48200,-23.55200,-23.55200,-23.55200,-19.11500,-23.43900,99.61770,99.61770,-0.24000,-0.24000,2.64830,77.91670,-32.55820,-32.55820,-30.65660,-32.71520,0.08440,1.46810,61.30390,-3.76880,-7.00040,-2.76230,-3.76880,6.23770,0.0509,0.0379
2022-06-30,67.80700,15.24400,52.56300,28.94500,46.02800,74.97300,-22.41000,0.51700,-21.89300,1.88000,-23.77300,-23.77300,-23.77300,-18.07800,-22.41000,98.95570,98.95570,-0.24000,-0.24000,2.63350,77.51860,-33.04970,-33.04970,-32.28720,-35.05980,0.07910,1.27930,70.35200,-3.80110,-7.09280,-2.77180,-3.80110,6.29940,0.0394,0.0295
2022-03-31,63.69600,13.86300,49.83300,27.10100,41.87100,68.97200,-19.13900,0.27300,-18.86600,0.83800,-19.70400,-19.70400,-19.70400,-13.99200,-19.13900,97.88380,97.88380,-0.20000,-0.20000,2.77610,78.23570,-30.04740,-30.04740,-29.61880,-30.93440,0.07440,1.28970,69.78480,-3.09560,-5.73750,-2.30080,-3.09560,6.45280,0.05140,0.03970
2021-12-31,59.23600,12.86400,46.37200,25.93800,43.04400,68.98200,-22.61000,0.01800,-22.59200,0.10300,-22.69500,-22.69500,-22.69500,-17.96400,-22.61000,94.78310,94.78310,-0.24000,-0.24000,2.84730,78.28350,-38.16940,-38.16940,-38.13900,-38.31290,0.06950,1.17340,76.70120,-3.55400,-6.62000,-2.66210,-3.55400,6.56220,0.1874,0.1761
2021-09-30,53.70300,11.46100,42.24200,23.14200,40.01600,63.15800,-20.91600,0.02000,-20.89600,-0.43200,-20.46400,-20.46400,-20.46400,-16.26200,-20.91600,95.70710,95.70710,-0.21000,-0.21000,3.19200,78.65860,-38.94760,-38.94760,-38.91030,-38.10590,0.06470,1.22480,73.47910,-3.17640,-5.92070,-2.46650,-3.17640,6.69660,-0.1918,-0.2008
2021-06-30,48.65700,9.07100,39.58600,16.68800,37.12900,53.81700,-14.23100,0.34600,-13.88500,-0.73600,-13.14900,-13.14900,-13.14900,-11.61200,-14.23100,93.66550,93.66550,-0.14000,-0.14000,4.96830,81.35730,-29.24760,-29.24760,-28.53650,-27.02390,0.06680,1.34900,66.71810,-2.33990,-2.42900,-1.80420,-2.33990,5.97890,0.2037,0.1917
2021-03-31,45.08700,8.42700,36.66000,13.83600,33.43600,47.27200,-10.61200,0.36000,-10.25200,-2.35700,-7.89500,-7.89500,-7.89500,-8.26300,-10.61200,92.67980,92.67980,-0.09000,-0.09000,4.82110,81.30950,-23.53670,-23.53670,-22.73830,-17.51060,0.06130,0.87680,102.64750,-1.41130,-1.46640,-1.07410,-1.41130,5.98490,0.09510,0.08280
