Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,15.38600,4.05400,11.33200,8.72800,8.86800,2.46400,2.46400,0.47400,1.99000,1.99000,1.99000,4.54300,4.54300,0.44000,0.44000,0.14590,21.92170,17.70460,0.01120,2.89100,3.32140,0.19740,2.89100,15.15170,1.0939,0.7381
2024-06-30,15.12600,3.84400,11.28200,8.47600,8.61600,2.66600,2.66600,0.51800,2.14800,2.14800,2.14800,4.54300,4.54300,0.47000,0.47000,0.16280,23.37570,18.83390,0.01170,3.48100,4.08000,0.21960,3.48100,13.58270,0.6346,0.6097
2024-03-31,13.81600,3.55900,10.25700,7.39500,7.53500,2.72200,2.72200,0.53500,2.18700,2.18700,2.18700,4.54300,4.54300,0.48000,0.48000,0.16620,25.18040,20.23130,0.01100,3.61860,4.26830,0.22210,3.61860,13.30330,-0.27070,-0.37620
2023-12-31,13.71600,3.14900,10.56700,8.37500,8.51500,2.05200,2.05200,-0.05600,2.10800,2.10800,2.10800,4.56200,4.56200,0.46000,0.46000,0.16730,19.60260,20.13760,0.01080,3.51110,4.15780,0.21750,3.51110,13.21570,0.7668,0.7466
2023-09-30,13.34400,2.77900,10.56500,7.93000,7.97600,2.58900,2.58900,0.51100,2.07800,2.07800,2.07800,4.54300,4.54300,0.46000,0.46000,0.20030,24.13090,19.36810,0.01120,4.14530,5.11190,0.21630,4.14530,11.03430,0.7427,0.5956
2023-06-30,13.02700,2.23800,10.78900,7.38800,7.62200,3.16700,3.16700,0.63300,2.53400,2.53400,2.53400,4.54500,4.54500,0.56000,0.56000,0.19040,28.67880,22.94670,0.01160,4.80540,5.86490,0.26650,4.80540,11.60730,-0.473,-0.4914
2023-03-31,12.14200,1.45600,10.68600,8.07500,8.21500,2.47100,2.47100,0.48700,1.98400,1.98400,1.98400,4.61900,4.61900,0.43000,0.43000,0.19300,23.43070,18.81280,0.01110,3.81460,4.69560,0.20930,3.81460,11.40590,1.04420,1.00320
2022-12-31,11.66600,0.65200,11.01400,8.47800,8.61800,2.39600,2.39600,0.44200,1.95400,1.95400,1.95400,4.69800,4.69800,0.43000,0.43000,0.19980,21.75410,17.74110,0.01190,3.89040,4.84540,0.21040,3.89040,10.85030,0.8371,0.7867
2022-09-30,12.25300,0.49900,11.75400,8.43900,8.57900,3.17500,3.17500,0.60100,2.57400,2.57400,2.57400,4.68400,4.68400,0.55000,0.55000,0.20760,26.33980,21.35390,0.01250,5.32490,7.04550,0.26740,5.32490,10.44260,0.9073,0.8017
2022-06-30,10.63200,0.47400,10.15800,7.15200,7.29200,2.86600,2.86600,0.57400,2.29200,2.29200,2.29200,4.74100,4.74100,0.48000,0.48000,0.18820,27.40490,21.91620,0.01090,4.29870,5.53980,0.23890,4.29870,11.24620,0.869,0.7891
2022-03-31,10.54600,0.52500,10.02100,7.20800,7.34800,2.67300,2.67300,0.53400,2.13900,2.13900,2.13900,4.74100,4.74100,0.45000,0.45000,0.16560,25.89870,20.72470,0.01060,3.53090,4.33770,0.21970,3.53090,12.77770,-0.63130,-0.64250
2021-12-31,10.17100,0.46800,9.70300,7.91300,7.91300,1.79000,2.29000,0.43100,1.85900,1.85900,1.85900,4.74800,4.74800,0.40000,0.40000,0.14450,22.44440,18.22010,0.01030,2.67760,3.20400,0.18820,2.67760,14.64440,1.5593,1.2518
2021-09-30,10.13700,0.49300,9.64400,7.29800,7.29800,2.34600,2.34600,0.46500,1.88100,1.88100,1.88100,4.74100,4.74100,0.40000,0.40000,0.14560,24.32600,19.50440,0.01020,2.73000,2.73000,0.19950,2.73000,14.53320,0.1917,0.093
2021-06-30,10.28300,0.52400,9.75900,7.23700,7.23700,2.52200,2.52200,0.50800,2.01400,2.01400,2.01400,4.74800,4.74800,0.42000,0.42000,0.14730,25.84280,20.63740,0.01070,2.95780,2.95780,0.22170,2.95780,14.35910,0.5027,0.4331
2021-03-31,9.79900,0.61700,9.18200,6.88900,6.88900,2.29300,2.29300,0.45800,1.83500,1.83500,1.83500,4.76700,4.76700,0.38000,0.38000,0.15350,24.97280,19.98480,0.01040,2.80860,2.80860,0.20700,2.80860,13.73280,1.18960,1.13030
2020-12-31,10.71500,0.89000,9.82500,7.71800,7.71800,2.10700,2.10700,0.39700,1.71000,1.71000,1.71000,4.77600,4.77600,0.36090,0.36090,0.15030,21.89090,17.76620,0.01130,2.56250,2.56250,0.20080,2.56250,15.37960,1.2715,1.2119
2020-09-30,10.40200,1.13500,9.26700,7.44400,7.44400,1.82300,1.82300,0.36900,1.45400,1.45400,1.45400,4.77300,4.77300,0.30000,0.30000,0.15240,21.27930,16.97210,0.01010,2.21030,2.21030,0.17120,2.21030,13.78240,-0.2705,-0.3993
2020-06-30,9.87000,1.16300,8.70700,7.69500,7.69500,1.01200,1.01200,0.19100,0.82100,0.82100,0.82100,4.77300,4.77300,0.17000,0.17000,0.11290,12.73440,10.33090,0.00960,1.27360,1.27360,0.09930,1.27360,13.50650,0.0477,-0.0251
2020-03-31,9.67400,1.35200,8.32200,7.08500,7.08500,1.23700,1.23700,0.24200,0.99500,0.99500,0.99500,4.78280,4.78280,0.20910,0.20910,0.07900,16.63980,13.38450,0.01000,1.57120,1.57120,0.13340,1.57120,13.26820,0.03990,0.11120
2019-12-31,9.74500,1.49100,8.25400,6.42500,6.42500,1.82900,1.82900,0.30900,1.52000,1.52000,1.52000,4.81360,4.82020,0.31820,0.31820,0.08140,22.40050,18.61610,0.01130,2.47380,2.47380,0.20950,2.47380,12.82050,0.5466,0.4867
2019-09-30,9.75700,1.43100,8.32600,6.48100,6.48100,1.84500,1.84500,0.37100,1.47400,1.47400,1.47400,4.81580,4.82350,0.30910,0.30910,0.08190,22.45070,17.93620,0.01160,2.41480,2.41480,0.20820,2.41480,12.67470,0.3395,0.1342
2019-06-30,9.04900,1.23800,7.81100,6.09100,6.09100,1.72000,1.72000,0.34300,1.37700,1.37700,1.37700,4.81580,4.82130,0.28180,0.28180,0.08440,22.35220,17.89470,0.01120,2.32410,2.32410,0.19950,2.32410,12.30310,0.2091,-0.1254
2019-03-31,8.45300,1.10400,7.34900,5.80900,5.80900,1.54000,1.54000,0.30600,1.23400,1.23400,1.23400,4.81580,4.81910,0.25450,0.25450,0.08740,21.57170,17.28530,0.01040,2.15820,2.15820,0.18030,2.15820,11.87280,0.06490,-0.12950
