Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2018-12-31,8.40000,1.05900,7.34100,5.48600,5.48600,1.85500,1.85500,0.38000,1.47500,1.47500,1.47500,4.81580,4.81580,0.30000,0.30000,0.09070,25.93680,20.62360,0.01060,2.67490,2.67490,0.21860,2.67490,11.45040,0.5582,0.2266
2018-09-30,8.29900,0.99000,7.30900,5.55400,5.55400,1.75500,1.75500,0.35100,1.40400,1.40400,1.40400,4.81580,4.81580,0.29090,0.29090,0.09410,24.65230,19.72190,0.01070,2.64320,2.64320,0.21000,2.64320,11.02970,1.2039,1.2021
2018-06-30,8.16600,0.92200,7.24400,5.62100,5.62100,1.62300,1.62300,0.32300,1.30000,1.30000,1.30000,4.81580,4.81580,0.27270,0.27270,0.09520,23.42330,18.76170,0.01060,2.47510,2.47510,0.19820,2.47510,10.90660,-0.191,-0.2132
2018-03-31,7.34100,0.82400,6.51700,5.11900,5.11900,1.39800,1.39800,0.27500,1.12300,1.12300,1.12300,4.81580,4.81690,0.23640,0.23640,0.29030,21.52430,17.29020,0.00990,2.17320,2.17320,0.17180,2.17320,10.73030,0.20910,0.26260
2017-12-31,7.57800,0.82500,6.75300,5.12700,5.12700,1.62600,1.62600,1.26600,0.36000,0.36000,0.36000,4.81580,4.81690,0.08180,0.08180,0.09680,24.99620,5.53420,0.01040,0.69680,0.69680,0.05750,0.69680,10.72820,0.0733,0.0013
2017-09-30,7.38900,0.78600,6.60300,5.11400,5.11400,1.48900,1.48900,0.47400,1.01500,1.01500,1.01500,4.81580,4.81690,0.20910,0.20910,0.09650,23.25470,15.85190,0.01030,1.95980,1.95980,0.16390,1.95980,10.75460,0.5111,0.4185
2017-06-30,7.05500,0.71100,6.34400,5.20100,5.20100,1.14300,1.14300,0.35600,0.78700,0.78700,0.78700,4.81580,4.81690,0.16360,0.16360,0.09790,19.37620,13.34120,0.00990,1.54140,1.54140,0.13210,1.54140,10.60220,0.0285,-0.0287
2017-03-31,6.37000,0.67100,5.69900,4.59700,4.59700,1.10200,1.10200,0.34200,0.76000,0.76000,0.76000,4.81580,4.81690,0.15450,0.15450,0.09960,19.68210,13.57390,0.00970,1.51420,1.51420,0.13140,1.51420,10.42220,0.78160,0.71170
2016-12-31,6.75300,0.63600,6.11700,5.71800,5.71800,0.39900,0.39900,0.10600,0.29300,0.29300,0.29300,4.81580,4.81580,0.06360,0.06360,,7.82350,5.74510,0.00890,0.59290,0.59290,0.05100,0.59290,10.26230,-0.0831,-0.2814
2016-09-30,6.75800,0.61000,6.14800,4.59400,4.59400,1.55400,1.55400,0.49900,1.05500,1.05500,1.05500,4.81580,4.81580,0.21820,0.21820,,25.88710,17.57450,0.01070,2.06800,2.06800,0.18840,2.06800,10.59330,0.6153,0.5111
2016-06-30,6.60900,0.55000,6.05900,4.50400,4.50400,1.55500,1.55500,0.50400,1.05100,1.05100,1.05100,4.81580,4.81580,0.21820,0.21820,,26.76880,18.09260,0.01060,2.07900,2.07900,0.19260,2.07900,10.49730,0.0091,-0.0281
2016-03-31,6.24300,0.54800,5.69500,4.39000,4.39000,1.30500,1.30500,0.41800,0.88700,0.88700,0.88700,4.81580,4.81580,0.18180,0.18180,,23.74890,16.14200,0.01050,1.79350,1.79350,0.16910,1.79350,10.26950,0.03700,0.02660
2015-12-31,6.26000,0.69000,5.57000,4.45100,4.45100,1.11900,1.11900,0.29400,0.82500,0.82500,0.82500,3.79610,3.79610,0.20910,0.20910,0.20750,20.10780,14.82480,0.01060,1.71180,1.71180,0.15650,1.71180,10.00790,0.7205,0.544
2015-09-30,6.39300,0.70400,5.68900,4.23800,4.23800,1.45100,1.45100,0.46800,0.98300,0.98300,0.98300,3.70920,3.70920,0.26360,0.26360,0.27880,26.05500,17.65130,0.01100,2.64550,2.64550,0.19370,2.64550,10.01780,0.0879,0.0364
2015-06-30,6.06900,0.66700,5.40200,3.99200,3.99200,1.41000,1.41000,0.45300,0.95700,0.95700,0.95700,3.70920,3.70920,0.25450,0.25450,0.27930,26.37980,17.90460,0.01080,2.67270,2.67270,0.19420,2.67270,9.65330,-0.1588,-0.2122
2015-03-31,5.77300,0.63000,5.14300,3.78000,3.78000,1.36300,1.36300,0.43600,0.92700,0.92700,0.92700,3.70920,3.70920,0.24550,0.24550,0.33580,27.02760,18.38190,0.01030,2.59390,2.59390,0.19000,2.59390,9.63500,0.23210,0.21000
2014-12-31,5.83200,0.57000,5.26200,4.13000,4.13000,1.13200,1.13200,0.18100,0.95100,0.95100,0.95100,3.70150,3.70150,0.25450,0.25450,0.72430,21.51270,18.07300,0.01140,2.73460,2.73460,0.20640,2.73460,9.37560,0.5836,0.3788
2014-09-30,5.65500,0.57700,5.07800,3.73900,3.73900,1.33900,1.33900,0.42500,0.91400,0.91400,0.91400,3.70150,3.70150,0.24550,0.24550,0.53760,26.36870,17.99920,0.01120,2.73360,2.73360,0.20240,2.73360,9.03310,0.6959,0.6689
2014-06-30,5.56700,0.58700,4.98000,3.75700,3.75700,1.22300,1.22300,0.38000,0.84300,0.84300,0.84300,3.70150,3.70150,0.22730,0.22730,0.40350,24.55820,16.92770,0.01110,2.58330,2.58330,0.18840,2.58330,8.81620,-0.0975,-0.0494
2014-03-31,5.26200,0.59100,4.67100,3.66400,3.66400,1.00700,1.00700,0.30200,0.70500,0.70500,0.70500,3.70150,3.70150,0.19090,0.19090,0.38310,21.81540,15.27300,0.01040,2.25070,2.25070,0.15930,2.25070,8.46220,0.33770,0.28690
2013-12-31,5.59100,0.60700,4.98400,4.30500,4.30500,0.67900,0.67900,0.01700,0.66200,0.66200,0.66200,3.68940,3.69050,0.17270,0.17270,0.54100,14.34310,13.98400,0.01090,2.22360,2.22360,0.15240,2.22360,8.04320,0.2166,0.1486
2013-09-30,5.34200,0.60600,4.73600,3.56800,3.56800,1.16800,1.16800,0.35500,0.81300,0.81300,0.81300,3.68830,3.69270,0.21820,0.21820,0.41040,24.66220,17.16640,0.01090,2.78060,2.78060,0.18670,2.78060,7.92720,0.3571,0.3381
2013-06-30,5.47200,0.61000,4.86200,3.72600,3.72600,1.13600,1.13600,0.33900,0.79700,0.79700,0.79700,3.68830,3.68830,0.21820,0.21820,0.41300,23.63220,16.58000,0.01120,2.74330,2.74330,0.18500,2.74330,7.87710,0.2104,0.2375
2013-03-31,5.50100,0.61600,4.88500,3.76600,3.76600,1.11900,1.11900,0.33100,0.78800,0.78800,0.78800,3.68830,3.68830,0.21820,0.21820,0.40040,24.06450,16.94620,0.01090,2.62910,2.62910,0.18410,2.62910,8.12620,0.51410,0.54960
2012-12-31,5.71100,0.65100,5.06000,4.27800,4.27800,0.78200,0.78200,0.03500,0.74700,0.74700,0.74700,3.67730,3.67840,0.20000,0.20000,0.40520,17.19820,16.42840,0.01030,2.52250,2.52250,0.16920,2.52250,8.02890,1.2744,0.9693
2012-09-30,5.81500,0.73600,5.07900,4.38400,4.38400,0.69500,0.69500,0.15600,0.53900,0.53900,0.53900,3.67620,3.67730,0.14550,0.14550,0.41370,15.52030,12.03660,0.01050,1.85800,1.85800,0.12650,1.85800,7.89100,-0.4212,-0.3769
2012-06-30,5.48800,0.80900,4.67900,3.98400,3.98400,0.69500,0.69500,0.20900,0.48600,0.48600,0.48600,3.67620,3.67730,0.13640,0.13640,0.69360,16.33760,11.42450,0.00980,1.71740,1.71740,0.11220,1.71740,7.69790,-0.0475,0.3288
2012-03-31,5.35700,0.82000,4.53700,4.03400,4.03400,0.50300,0.50300,0.14300,0.36000,0.36000,0.36000,3.67620,3.67620,0.10000,0.10000,0.62880,13.28230,9.50620,0.00870,1.33160,1.33160,0.08310,1.33160,7.35430,0.56690,0.68770
2011-12-31,5.89500,0.87700,5.01800,5.66300,5.66300,-0.64500,-0.64500,-0.42700,-0.21800,-0.21800,-0.21800,3.65750,3.65750,-0.06360,-0.06360,0.63420,-21.73180,-7.34500,0.00690,-0.81330,-0.81330,-0.05100,-0.81330,7.29150,0.5888,0.9261
2011-09-30,6.03600,0.99000,5.04600,4.97800,4.97800,0.06800,0.06800,0.00400,0.06400,0.06400,0.06400,3.65640,3.66080,0.01820,0.01820,0.62140,1.80180,1.69580,0.00880,0.23390,0.23390,0.01490,0.23390,7.48250,0.5402,0.6253
2011-06-30,5.65400,1.09000,4.56400,4.11000,4.11000,0.45400,0.45400,0.13500,0.31900,0.31900,0.31900,3.65640,3.66410,0.09090,0.09090,0.63030,12.41120,8.72060,0.00850,1.18270,1.18270,0.07430,1.18270,7.37690,0.3565,0.4626
2011-03-31,5.61400,1.23500,4.37900,3.74900,3.74900,0.63000,0.63000,0.19500,0.43500,0.43500,0.43500,3.65640,3.67070,0.11820,0.11820,0.64710,16.57900,11.44740,0.00880,1.65580,1.65580,0.10100,1.65580,7.18490,0.46230,0.47210
2010-12-31,6.20800,1.36000,4.84800,4.82900,4.82900,0.01900,0.01900,-0.15900,0.17800,0.17800,0.17800,3.62890,3.65640,0.05450,0.05450,0.66680,0.54290,5.08570,0.00840,0.69820,0.69820,0.04250,0.69820,6.97270,0.6605,0.8209
2010-09-30,6.34600,1.45400,4.89200,4.15600,4.15600,0.73600,0.73600,0.23000,0.50600,0.50600,0.50600,3.63110,3.66960,0.13640,0.13640,0.64590,17.14820,11.78940,0.01030,1.92250,1.92250,0.12160,1.92250,7.24850,0.3963,0.3867
2010-06-30,6.38500,1.49500,4.89000,3.75500,3.75500,1.13500,1.13500,0.36500,0.77000,0.77000,0.77000,3.62560,3.67180,0.20910,0.20910,0.66380,25.55160,17.33450,0.01090,3.00680,3.00680,0.18910,3.00680,7.05270,0.4173,0.377
2010-03-31,6.16800,2.07900,4.08900,3.54500,3.54500,0.54400,0.54400,0.17800,0.36600,0.36600,0.36600,3.61900,3.65310,0.10000,0.10000,0.69370,14.69480,9.88650,0.00900,1.49340,1.49340,0.08930,1.49340,6.77180,0.63750,0.62170
2009-12-31,6.41400,2.50500,3.90900,3.98000,3.98000,-0.07100,-0.07100,-0.25400,0.18300,0.18300,0.18300,3.58270,3.58270,0.04210,0.04210,1.13800,-2.22500,5.73490,0.00730,0.77130,0.77130,0.04180,0.77130,7.21100,0.472,-0.1105
2009-09-30,5.83200,2.44300,3.38900,5.21800,5.21800,-1.82900,-1.82900,-0.62500,-1.20400,-1.20400,-1.20400,3.57500,3.57500,-0.33640,-0.33640,1.13780,-205.73680,-135.43310,0.00210,-5.07350,-5.07350,-0.28220,-5.07350,6.63700,0.1985,0.1616
2009-06-30,5.90700,2.25600,3.65100,3.37600,3.37600,0.27500,0.27500,0.09000,0.18500,0.18500,0.18500,3.57390,3.65200,0.05450,0.05450,1.12140,9.04610,6.08550,0.00760,0.76840,0.76840,0.04650,0.76840,6.73610,0.0778,-0.1509
2009-03-31,5.38600,2.04800,3.33800,3.05000,3.05000,0.28800,0.28800,0.09400,0.19400,0.19400,0.19400,3.57070,3.63120,0.05790,0.05790,1.12460,9.54910,6.43240,0.00800,0.80270,0.80270,0.05170,0.80270,6.76980,-0.28750,-0.42220
