,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-13,2024-09-30,--,$0.01
1,2024-08-13,2024-06-30,--,$0.02
2,2024-05-15,2024-03-31,--,$0.00
3,2023-11-14,2023-09-30,$0.03,$0.02
4,2023-08-23,2023-06-30,$0.03,$-0.02
5,2023-06-16,2023-03-31,$0.06,$0.03
6,2022-11-14,2022-09-30,$0.03,$0.04
7,2022-08-09,2022-06-30,$0.06,$0.04
8,2022-05-12,2022-03-31,$0.05,$0.03
9,2022-03-28,2021-12-31,--,$-3.22
10,2021-11-15,2021-09-30,$0.10,$0.00
11,2021-08-11,2021-06-30,$0.01,$0.00
12,2021-05-12,2021-03-31,--,$0.01
13,2021-03-24,2020-12-31,--,$-0.02
14,2020-11-12,2020-09-30,--,$0.12
15,2020-08-11,2020-06-30,--,$0.07
16,2020-05-15,2020-03-31,--,$0.13
17,2020-03-30,2019-12-31,--,$0.19
18,2019-11-12,2019-09-30,--,$0.25
19,2019-08-07,2019-06-30,--,$0.19
20,2019-05-08,2019-03-31,--,$0.12
21,2019-03-13,2018-12-31,--,$0.05
22,2018-11-07,2018-09-30,--,$0.10
23,2018-08-09,2018-06-30,--,$0.10
24,2018-05-10,2018-03-31,--,$0.04
25,2018-03-21,2017-12-31,--,$-0.01
26,2017-11-06,2017-09-30,--,$0.01
27,2017-08-10,2017-06-30,--,$0.01
28,2017-05-11,2017-03-31,--,$0.04
29,2017-03-21,2016-12-31,--,$0.08
30,2016-11-10,2016-09-30,--,$0.01
31,2016-08-10,2016-06-30,--,$0.01
32,2016-05-12,2016-03-31,--,$-0.05
33,2016-03-24,2015-12-31,--,$-0.05
34,2015-11-12,2015-09-30,--,$-0.03
35,2015-08-13,2015-06-30,--,$-0.08
36,2015-05-13,2015-03-31,--,$-0.07
37,2015-04-02,2014-12-31,--,$-0.09
