Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,51.38400,15.17200,36.21200,24.02800,,24.02800,12.18400,3.67100,15.85500,3.19800,12.65700,12.65700,10.70200,13.19500,12.18400,31.04500,32.26100,0.34000,0.33000,1.50470,-7.88370,-0.93670,70.47330,23.71170,23.71170,30.85590,20.82750,0.50750,0.93650,6.05020,14.87560,-9.98000,-9.17130,12.50050,-88.65930,-3.49040,0.4953,0.4312
2024-06-30,49.16900,15.28700,33.88200,27.64900,,27.64900,6.23300,-16.52800,-10.29500,0.18000,-10.47500,-10.47500,-6.32200,7.31100,6.23300,33.07200,33.07200,-0.19000,-0.19000,1.33500,-4.10600,-0.84830,68.90930,12.67670,12.67670,-20.93800,-12.85770,0.52930,0.79570,6.38560,14.09430,7.39490,6.84040,-11.27560,37.75860,-3.91130,0.3108,0.2232
2024-03-31,46.80400,13.36700,33.43700,23.01000,,23.01000,10.42700,-13.74700,-3.32400,2.48600,-5.81000,-5.81000,-2.07000,11.37900,10.42700,34.62100,34.62100,-0.06000,-0.06000,4.75380,1.74370,-2.48370,71.44050,22.27800,22.27800,-7.10200,-4.42270,0.29230,0.70660,5.83450,15.42560,12.93990,10.29410,-3.62880,-9.62400,-0.71400,0.21290,0.18250
2023-12-31,45.70300,14.00500,31.69800,26.19000,,26.19000,5.50800,3.81200,9.33400,-2.74400,12.07800,12.07800,7.73400,7.22100,5.50800,25.70900,25.70900,0.52000,0.53000,5.50720,1.52150,-3.08870,69.35650,12.05170,12.05170,20.42320,16.92230,0.29430,0.80920,6.71210,13.40850,-33.04880,-33.04880,7.77750,17.23360,-0.57940,0.4037,0.3532
2023-09-30,45.55700,14.16700,31.39000,23.79100,,23.79100,7.59900,15.91700,23.51600,3.87400,19.64200,19.64200,7.53000,8.21500,7.59900,30.33400,31.04100,0.25000,0.24000,4.69450,1.90370,-2.22840,68.90270,16.68020,16.68020,51.61890,16.52880,0.30420,1.27880,4.47650,20.10510,-38.31460,-38.31460,13.11660,34.62670,-0.79670,-0.3127,-0.3086
2023-06-30,49.25700,15.82800,33.42900,25.76000,,25.76000,7.66900,-19.84200,-12.17300,0.92200,-13.09500,-13.09500,-5.14300,8.39500,7.66900,20.70500,20.70500,-0.25000,-0.25000,5.15830,3.02800,-1.57840,67.86650,15.56940,15.56940,-24.71320,-10.44120,0.35420,2.14010,5.90890,15.23110,17.88010,17.88010,-9.41730,-36.26020,-1.17100,0.2159,0.1783
2023-03-31,44.84300,13.87700,30.96600,23.08500,,23.08500,7.88100,-28.66700,-20.80000,0.63000,-21.43000,-21.43000,-6.80500,8.61400,7.88100,17.58500,17.58500,-0.39000,-0.39000,5.41070,4.11440,-1.39570,69.05430,17.57470,17.57470,-46.38410,-15.17520,0.37640,1.44210,5.86490,15.34550,25.57000,25.57000,-17.98800,-79.63580,-1.41740,0.73880,0.71720
2022-12-31,44.48500,15.42400,29.06100,21.75800,,21.75800,7.30300,5.94200,13.24500,0.43600,12.80900,12.80900,-7.72800,8.05500,7.30300,8.05900,8.05900,0.22000,0.22000,5.39160,2.08290,-2.03070,65.32760,16.41680,16.41680,29.77410,-17.37220,0.39850,1.37920,6.40260,14.05690,-21.98060,-21.98060,11.47300,23.80320,-1.00090,0.8635,0.8362
2022-09-30,41.97000,13.33700,28.63300,20.81800,,20.81800,7.81500,-7.08700,0.72800,0.23400,0.49400,0.49400,0.01500,8.59900,7.81500,7.60500,7.60500,0.00000,0.00000,4.50190,2.66290,-1.68960,68.22250,18.62050,18.62050,1.73460,0.03570,0.38300,1.31000,5.49710,16.37240,-0.69730,-0.69730,0.45080,1.15950,-1.24500,0.8523,0.802
2022-06-30,41.35900,13.53700,27.82200,113.42500,,113.42500,-85.60300,63.92800,-21.67500,-0.34600,-21.32900,-21.32900,-2.60600,-84.90800,-85.60300,7.57400,7.57400,-0.34000,-0.34000,3.22710,2.63940,-1.69760,67.26950,-206.97550,-206.97550,-52.40700,-6.30090,0.35860,1.37960,6.06170,14.84730,29.90940,29.90940,-18.49520,-49.03440,-1.27030,-2.852,-3.0025
