Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,10.02600,3.31100,6.71500,3.54100,21.32000,24.86100,-18.14600,-16.95900,-35.10500,-35.10500,-35.10500,-35.10500,-18.23300,-18.14600,46.55800,46.55800,-0.75000,-0.75000,8.07970,0.62460,1.66400,66.97590,-180.98940,-180.98940,-350.13960,-350.13960,0.08020,0.18290,1.08780,82.73790,-114.31500,-114.31500,-28.06850,-42.91150,0.61370,-0.216,-0.2162
2024-06-30,8.05400,2.30000,5.75400,2.67700,17.50800,20.18500,-14.43100,-2.65900,-17.09000,-17.09000,-17.09000,-17.09000,-14.37900,-14.43100,38.98500,38.98500,-0.44000,-0.44000,4.84390,0.81210,4.32320,71.44280,-179.17810,-179.17810,-212.19270,-212.19270,0.12300,0.15020,1.31690,68.34370,-184.75680,-184.75680,-26.10840,-34.70760,0.25590,-0.5185,-0.5185
2024-03-31,6.10200,1.78500,4.31700,2.72600,17.44700,20.17300,-15.85600,1.74800,-14.10800,-14.10800,-14.10800,-14.10800,-15.80500,-15.85600,38.95200,38.95200,-0.36000,-0.36000,6.21250,0.61590,1.60320,70.74730,-259.84920,-259.84920,-231.20290,-231.20290,0.07780,0.18650,1.05720,85.13270,-57.42900,-57.42900,-17.98250,-22.06060,0.68140,-0.45440,-0.45440
2023-12-31,6.09600,1.77300,4.32300,3.33800,16.24200,19.58000,-15.25700,1.44500,-13.81200,-13.81200,-13.81200,-13.81200,-15.25100,-15.25700,38.51400,38.51400,-0.35000,-0.35000,7.07610,0.51050,1.04280,70.91540,-250.27880,-250.27880,-226.57480,-226.57480,0.06450,0.20060,1.35800,66.27460,-37.11110,-37.11110,-14.61910,-18.16680,1.03470,-0.4008,-0.4018
2023-09-30,3.79600,1.07900,2.71700,3.42100,14.13500,17.55600,-14.83900,-0.79500,-15.63400,-15.63400,-15.63400,-15.63400,-15.03500,-14.83900,38.76100,38.76100,-0.41000,-0.41000,9.52780,0.43770,0.77850,71.57530,-390.91150,-390.91150,-411.85460,-411.85460,0.03580,0.15150,0.90920,98.98580,-31.81130,-31.81130,-14.73500,-17.88620,1.37050,-0.3457,-0.3457
2023-06-30,1.63800,0.35400,1.28400,2.93400,12.09600,15.03000,-13.74600,-0.40800,-14.15400,-14.15400,-14.15400,-14.15400,-13.63700,-13.74600,38.69300,38.69300,-0.36000,-0.36000,17.11740,0.37310,0.59500,78.38830,-839.19410,-839.19410,-864.10250,-864.10250,0.01430,0.06070,1.01740,88.46150,-22.31540,-22.31540,-12.39720,-13.99060,1.76930,-0.3554,-0.3555
2023-03-31,2.06300,0.60500,1.45800,2.11600,10.89600,13.01200,-11.55400,0.34400,-11.21000,-11.21000,-11.21000,-11.21000,-11.44900,-11.55400,37.80100,37.80100,-0.30000,-0.30000,16.37580,0.32950,0.49140,70.67380,-560.05820,-560.05820,-543.38350,-543.38350,0.01620,0.16710,0.68680,131.05190,-14.78760,-14.78760,-8.80110,-9.91520,2.11930,-0.43630,-0.43630
2022-12-31,,,,2.32600,7.17500,,-9.50100,0.25300,-9.24800,-9.24800,-9.24800,-9.24800,-9.81200,-9.50100,28.35900,28.35900,-0.30000,-0.30000,16.62730,0.33690,0.51580,,,,,,,,,,-12.76770,-12.76770,-7.44640,-8.46680,2.11430,-0.3894,-0.3893
2022-09-30,,,,3.71800,6.27700,,-9.99500,-0.16700,-10.16200,-10.16200,-10.16200,-10.16200,-9.87700,-9.99500,27.40100,27.40100,-0.37000,-0.37000,2.74620,,0.31760,,,,,,,,,,-32.66470,-32.66470,-20.99590,-32.66470,1.13530,-0.2987,-0.2993
2022-06-30,,,,5.14200,4.27900,,-9.42100,-0.27600,-9.69700,-9.69700,-9.69700,-9.69700,-9.29300,-9.42100,27.37850,27.37850,-0.35000,-0.35000,3.72300,0.05740,0.30440,,,,,,,,,,-23.96870,-23.96870,-16.39060,-22.59320,1.47680,-0.2619,-0.2619
2022-03-31,,,,4.34700,2.89300,,-7.24000,-0.49100,-7.73100,-7.73100,-7.73100,-7.73100,-7.13800,-7.24000,27.36800,27.36800,-0.28000,-0.28000,4.81310,0.09050,0.29840,,,,,,,,,,-15.65200,-15.65200,-11.22180,-14.23600,1.80460,-0.26930,-0.26950
2021-12-31,,,,4.52900,2.19200,,-6.72100,-0.59700,-7.31800,-7.31800,-7.31800,-7.31800,-6.61000,-6.72100,27.35200,27.35200,-0.26000,-0.26000,5.27250,0.11520,0.30390,,,,,,,,,,-12.95910,-12.95910,-9.25900,-11.46590,2.06340,-0.2596,-0.2596
2021-09-30,,,,3.69400,2.21100,,-5.90500,-0.64700,-6.55200,-6.55200,-6.55200,-6.55200,-5.79300,-5.90500,27.35500,27.35500,-0.24000,-0.24000,6.08730,0.13410,0.30980,,,,,,,,,,-10.38190,-10.38190,-7.48530,-8.98930,2.30710,-0.1889,-0.1892
2021-06-30,,,,3.80700,2.64900,,-6.45600,-0.60600,-7.06200,-7.06200,-7.06200,-7.06200,-6.34700,-6.45600,27.35500,27.35500,-0.26000,-0.26000,7.78030,0.14970,0.28170,,,,,,,,,,-10.22840,-10.22840,-7.54370,-8.69720,2.52400,-0.2291,-0.2291
2021-03-31,,,,4.00900,2.73200,,-6.74100,-0.36100,-7.10200,-7.10200,-7.10200,-7.10200,-6.63500,-6.74100,27.33700,27.33700,-0.26000,-0.26000,10.26800,0.16120,0.25630,,,,,,,,,,-9.40480,-9.40480,-7.08130,-7.88850,2.76060,-0.31510,-0.31510
2020-12-31,,,,3.74500,3.42500,,-7.17000,-0.61400,-7.78400,-7.78400,-7.78400,-7.78400,-7.06600,-7.17000,24.56900,24.56900,-0.27000,-0.27000,11.56810,0.17020,0.23450,,,,,,,,,,-9.47300,-9.47300,-7.13810,-7.86040,3.00700,-0.4495,-0.4495
2020-09-30,,,,5.11900,3.31900,,-8.43800,-0.60000,-9.03800,-9.03800,-9.03800,-9.03800,-8.33700,-8.43800,27.31900,27.31900,-0.33000,-0.33000,16.07450,0.17590,0.21340,,,,,,,,,,-10.06290,-10.06290,-7.72740,-8.29290,3.28750,-0.0909,-0.0909
2020-06-30,,,,5.13900,2.53700,,-7.67600,-0.61900,-8.29500,-8.29500,-8.29500,-8.29500,-7.57700,-7.67600,23.35500,23.35500,-0.36000,-0.36000,20.66720,0.16290,0.19450,,,,,,,,,,-8.45920,-8.45920,-6.69390,-7.08160,3.59350,-0.2038,-0.2038
2020-03-31,,,,4.14600,2.50300,,-6.64900,-0.44300,-7.09200,-7.09200,-7.09200,-7.09200,-6.55400,-6.64900,20.21800,20.21800,-0.35000,-0.35000,16.95750,0.25640,0.34470,,,,,,,,,,-12.87020,-12.87020,-8.81130,-9.57090,2.62630,-0.38300,-0.38300
2019-12-31,,,,8.31900,2.11500,,-10.43400,-0.38100,-10.81500,-10.81500,-10.81500,-10.81500,-10.34000,-10.43400,18.60100,18.60100,-0.58000,-0.58000,14.44470,0.26910,0.36820,,,,,,,,,,-21.05520,-21.05520,-13.99400,-15.38840,2.64510,-0.7968,-0.7968
2019-09-30,,,,4.29300,1.99600,,-6.28900,0.08200,-6.20700,-6.20700,-6.20700,-6.20700,-6.19700,-6.28900,18.58400,18.58400,-0.33000,-0.33000,10.47470,0.24560,0.32550,,,,,,,,,,-10.72280,-10.72280,-7.16200,-8.08960,3.10710,-0.3,-0.3
2019-06-30,,,,5.49600,1.83900,,-7.33500,0.08000,-7.25500,-7.25500,-7.25500,-7.25500,-7.24600,-7.33500,18.58000,18.58000,-0.39000,-0.39000,6.04290,0.07420,0.15300,,,,,,,,,,-11.43080,-11.43080,-8.69290,-10.58270,3.41600,-0.2105,-0.2105
2019-03-31,,,,6.52400,2.32300,,-8.84700,0.12800,-8.71900,-8.71900,-8.71900,-8.71900,-8.75800,-8.84700,18.57600,18.57600,-0.47000,-0.47000,8.49950,0.07430,0.13760,,,,,,,,,,-12.38530,-12.38530,-9.95470,-11.46530,3.78890,-0.32930,-0.32930
2018-12-31,,,,3.14900,2.07400,,-5.22300,0.12300,-5.10000,-5.10000,-5.10000,-5.10000,-5.13800,-5.22300,18.55600,18.55600,-0.28000,-0.28000,13.77090,0.07980,0.12240,,,,,,,,,,-6.47670,-6.47670,-5.43970,-5.96000,4.24060,-0.3135,-0.3113
2018-09-30,,,,3.89600,1.94500,,-5.84100,0.08000,-5.76100,-5.76100,-5.76100,-5.76100,-5.75700,-5.84100,18.56900,18.56900,-0.31000,-0.31000,13.03240,0.07150,0.11550,,,,,,,,,,-6.90850,-6.90850,-5.82990,-6.41460,4.49080,-0.2933,-0.2933
2018-06-30,,,,4.85500,5.04900,,-9.90400,0.05400,-9.85000,-9.85000,-9.85000,-9.85000,-9.82200,-9.90400,18.55000,18.55000,-0.53000,-0.53000,13.79670,0.07640,0.10790,,,,,,,,,,-11.11840,-11.11840,-9.38010,-10.26870,4.77100,-0.4563,-0.4585
2018-03-31,,,,4.04800,4.65100,,-8.69900,-0.03300,-8.73200,-8.73200,-8.73200,-8.73200,-8.61800,-8.69900,18.53500,18.53500,-0.47000,-0.47000,19.23590,0.07740,0.09690,,,,,,,,,,-8.91530,-8.91530,-7.68310,-8.22490,5.28230,-0.48960,-0.48960
2017-12-31,,,,3.73000,3.00500,,-6.73500,-0.17100,-6.89700,-6.89700,-6.88000,-6.88000,-6.81200,-6.73500,8.56600,8.56600,-0.80000,-0.80000,23.00580,0.07910,0.08890,,,,,,,,,,-6.49080,-6.49080,-5.63710,-5.97730,5.71910,12.8532,13.007
2017-09-30,,,,3.58500,1.66500,,-5.25000,-0.23900,-5.48900,-5.48900,-5.48900,-5.48900,-5.21500,-5.25000,1.08000,1.08000,-5.08000,-5.08000,,,,,,,,,,,,,,,,,,-5.3825,-5.5474
2017-06-30,,,,4.14500,2.37400,,-6.51900,-0.01700,-6.53600,-6.53600,-6.53600,-6.53600,-6.49300,-6.51900,1.07300,1.07300,-6.09000,-6.09000,,,,,,,,,,,,,,,,,,-5.6898,-5.7009
2017-03-31,,,,2.88500,2.07400,,-4.95900,0.04700,-4.91200,-4.91200,-4.91200,-4.91200,-4.93300,-4.95900,1.07100,1.07100,-4.59000,-4.59000,,,,,,,,,,,,,,,,,,-4.42860,-4.42860
2016-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
2015-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
