Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,106.93500,45.74500,61.19000,33.45200,33.45200,27.73800,27.73800,4.40000,23.33800,23.33800,23.33800,25.68400,25.76800,0.91000,0.91000,,0.04290,47.71640,40.14730,0.00870,3.33790,3.36180,0.35120,3.33790,27.41240,0.6968,0.5932
2024-06-30,114.17500,45.44000,68.73500,41.81300,41.81300,26.92200,26.92200,4.37300,22.54900,22.54900,22.54900,25.67820,25.74290,0.88000,0.87000,,0.08400,44.68010,37.42260,0.00920,3.44480,3.47110,0.34330,3.44480,25.66620,0.816,0.7219
2024-03-31,103.64600,43.61800,60.02800,32.22500,32.22500,27.80300,27.80300,4.40200,23.40100,23.40100,23.40100,25.65710,25.74760,0.91000,0.91000,,0.30910,47.52000,39.99620,0.00890,3.61680,3.64480,0.35630,3.61680,25.36990,0.96300,0.90320
2023-12-31,108.15000,42.34300,65.80700,29.74500,29.74500,36.06200,36.06200,6.43600,29.62600,29.62600,29.62600,25.60500,25.72300,1.16000,1.16000,,0.07690,55.05060,45.22570,0.01000,4.55930,4.59440,0.45410,4.55930,25.55120,1.0266,0.9887
2023-09-30,99.45800,40.23000,59.22800,29.49700,29.49700,29.73100,29.73100,4.47900,25.25200,25.25200,25.25200,25.61300,25.69400,0.99000,0.98000,,0.16150,50.53890,42.92510,0.00920,4.53210,4.57290,0.39290,4.53210,21.90880,1.9677,1.9216
2023-06-30,95.98300,35.95800,60.02500,43.53400,43.53400,16.49100,16.49100,1.88000,14.61100,14.61100,14.61100,25.60770,25.68640,0.57000,0.57000,,0.67570,27.84470,24.67030,0.00910,2.46810,2.48900,0.22450,2.46810,23.28030,0.3708,0.3056
2023-03-31,89.53400,27.70100,61.83300,33.78400,33.78400,28.04900,28.04900,3.77100,24.27800,24.27800,24.27800,25.58300,25.74290,0.95000,0.94000,,0.33220,48.79530,42.23510,0.00900,4.03290,4.06640,0.37870,4.03290,23.67210,1.06600,0.98280
2022-12-31,85.87200,18.51600,67.35600,36.39200,36.39200,30.96400,30.96400,4.98700,25.97700,25.97700,25.97700,25.52800,25.71300,1.02000,1.01000,,0.52210,53.02240,44.48270,0.00910,4.56630,4.60650,0.40380,4.56630,22.44220,1.346,1.3014
2022-09-30,72.72200,10.06600,62.65600,27.89400,27.89400,34.76200,34.76200,6.23700,28.52500,28.52500,28.52500,25.53400,25.73500,1.12000,1.11000,,,55.48070,45.52640,0.01000,5.49380,5.54690,0.45360,5.49380,20.48210,1.6925,1.6398
2022-06-30,64.11400,4.94400,59.17000,27.91300,27.91300,31.25700,31.25700,5.58400,25.67300,25.67300,25.67300,25.52790,25.69760,1.00000,1.00000,,,52.82580,43.38850,0.00940,4.56760,4.60840,0.40980,4.56760,22.17650,1.6905,1.643
