Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2018-03-31,37.15000,37.15000,,5.73900,42.88900,-21.80800,21.08100,2.56300,18.51800,18.51800,,17.85400,44.34300,42.88900,32.03700,32.04600,0.56000,0.56000,0.33890,1.69300,115.44820,115.44820,56.74560,48.05920,0.01410,3.29640,4.05080,0.70120,2.17940,17.55710,1.50480,1.49880
2017-12-31,36.13500,36.13500,,,36.13500,-24.37700,12.80600,0.07600,12.73000,12.73000,,12.09700,42.76600,37.18300,31.35000,31.35200,0.38000,0.38000,0.30790,1.59230,100.00000,102.90020,35.43930,33.47730,0.01430,2.29180,2.75880,0.50450,1.58620,17.36050,3.4939,3.647
2017-09-30,35.03800,35.03800,,,35.03800,-23.00400,12.03400,-0.34000,12.37400,12.37400,,11.84100,38.01000,35.03800,32.02600,32.03000,0.37000,0.37000,0.30840,1.39940,100.00000,100.00000,34.34560,33.79470,0.01400,2.22930,2.65720,0.49430,1.54190,17.34760,0.3885,0.3885
2017-06-30,33.24800,33.24800,,,33.24800,-21.02600,12.22200,1.06900,11.15300,11.15300,,10.49600,35.69800,33.24800,30.76900,30.76900,0.34000,0.34000,0.20010,1.77680,100.00000,100.00000,36.76010,31.56880,0.01360,2.01750,2.39300,0.45580,1.61380,17.27750,6.8547,6.8358
2017-03-31,33.88400,33.88400,,,33.88400,-23.29300,10.59100,1.03400,9.55700,9.55700,,8.85600,36.35600,33.88400,30.55000,30.55000,0.29000,0.29000,0.11780,1.78170,100.00000,100.00000,31.25660,26.13620,0.01340,1.73810,2.05590,0.37810,1.53340,17.99930,0.50590,0.52480
2016-12-31,32.76500,32.76500,,,32.76500,1.44100,34.20600,6.32500,27.88100,27.88100,-1.80700,24.05400,34.15100,32.76500,26.64800,26.64800,0.87000,0.87000,,1.69320,100.00000,100.00000,104.39800,73.41370,0.01260,5.05000,5.95430,1.07020,5.05000,18.07270,0.0943,0.1606
2016-09-30,31.89000,31.89000,,,31.89000,-21.02200,10.86800,1.29700,9.57100,9.57100,,8.79400,32.13300,31.89000,25.87000,25.87000,0.34000,0.34000,0.25590,2.01570,100.00000,100.00000,34.07970,27.57600,0.05420,5.73850,6.45320,1.62600,4.27000,18.87370,-0.0392,0.0233
2016-06-30,34.50100,34.50100,,,34.50100,-24.99500,9.50600,0.85800,8.64800,8.64800,,7.94500,36.82400,34.50100,25.87000,25.87000,0.31000,0.31000,0.25560,1.93530,100.00000,100.00000,27.55280,23.02830,0.06100,5.20450,5.86330,1.52970,3.87400,20.84590,0.6495,0.6741
2016-03-31,37.86700,37.86700,,,37.86700,-27.23200,10.63500,1.17100,9.46400,9.46400,-0.35100,8.37600,35.39400,37.86700,25.76500,25.76500,0.33000,0.33000,0.24950,3.25460,100.00000,100.00000,28.08510,22.11950,0.04720,5.53960,6.22730,1.17910,4.15770,21.43300,-0.08610,0.00940
2015-12-31,84.30530,84.30530,,,84.30530,-72.75290,50.31180,5.30610,45.00570,45.00570,,39.99620,70.61420,123.06460,25.28700,25.28700,1.54000,1.65000,,1.70640,100.00000,145.97500,59.67810,47.44210,0.03620,9.37450,9.95780,1.93180,9.37200,18.65630,2.8552,3.1544
2015-09-30,18.59400,18.59400,8.44200,-4.41510,5.73690,-12.69880,-6.96190,-0.25050,-6.71140,-6.71140,,-6.04070,8.42040,5.73690,7.97100,8.89800,-0.76000,-0.76000,0.23490,2.89510,30.85340,30.85340,-37.44170,-32.48760,0.02390,-3.66400,-4.09460,-0.86140,-2.80330,22.97980,-0.6582,-0.6582
2015-06-30,26.99190,26.99190,8.80790,-4.92940,13.25460,-3.64520,9.60940,2.89990,6.70950,6.70950,,6.05380,12.63240,13.25460,7.97100,10.67700,0.76000,0.65000,0.22440,2.76270,49.10580,49.10580,35.60120,22.42830,0.03450,3.46850,3.85640,0.85730,2.69000,24.26830,2.3111,2.3111
2015-03-31,19.06380,19.06380,8.11010,-4.05480,6.89890,-6.62720,0.27170,-0.14550,0.41720,0.41720,,0.37380,6.11560,6.89890,7.97100,8.89800,0.05000,0.05000,0.22660,3.00710,36.18860,36.18860,1.42530,1.96070,0.02340,0.21930,0.24740,0.05130,0.16960,23.86680,-3.38100,-3.38100
2014-12-31,61.62210,61.62210,,,61.62210,-65.72070,6.65520,,5.75820,5.75820,,2.78940,33.71730,72.37590,24.59500,24.59500,-2.14000,-1.70000,0.22290,2.83370,100.00000,117.45110,10.80000,4.52660,0.07780,2.97760,3.36340,0.72670,2.31380,24.26090,-10.6964,-10.2986
2014-09-30,11.00060,11.00060,0.71840,-2.70570,7.57660,-6.29680,1.27980,,1.27980,1.27980,,1.14950,9.84850,7.57660,7.97100,8.89800,0.14000,0.14000,0.21920,2.61280,68.87420,68.87420,11.63390,10.44940,0.01520,0.65050,0.65050,0.17740,0.50790,24.68020,0.434,0.434
2014-06-30,10.83120,10.83120,0.71060,-2.52080,7.59980,18.27230,25.87210,,25.87210,25.87210,,23.17390,6.45280,7.59980,7.97100,10.67700,2.91000,2.47000,0.21650,2.53740,70.16590,70.16590,238.86630,213.95500,0.01520,13.00070,13.00070,3.62780,10.18590,24.96620,-0.3533,-0.3533
2014-03-31,9.49300,9.49300,0.70280,-3.39560,5.39470,-2.91190,2.48290,,2.48290,2.48290,,2.22420,4.31370,5.39470,7.97100,8.89800,0.28000,0.28000,0.23660,2.89400,56.82810,56.82810,26.15450,23.42990,0.01360,1.40520,1.40520,0.35560,1.07270,22.16690,0.18730,0.18730
2013-12-31,8.77330,8.77330,-3.54570,-6.26110,6.05790,2.94260,9.00050,,9.00050,9.00050,,8.06280,-6.14510,6.05790,7.27300,8.20000,0.98000,0.98000,0.23480,2.41430,69.04880,69.04880,102.58860,91.90170,0.01410,5.06300,5.06300,1.45150,3.87440,22.30190,0.4053,0.4053
2013-09-30,8.27340,8.27340,2.36650,-0.59860,5.30840,-1.16020,4.14820,,4.14820,4.14820,,3.71610,16.23390,5.30840,7.97100,8.89800,0.47000,0.47000,,2.11340,64.16150,64.16150,50.13870,44.91550,0.01480,2.34070,2.34070,0.74140,2.34070,22.23320,0.1891,0.1891
2013-06-30,5.93550,5.93550,1.70520,-0.11450,4.11580,-11.68470,-7.56890,,-7.56890,-7.56890,,-6.78040,3.76400,4.11580,7.97100,8.89800,-0.85000,-0.85000,,2.23980,69.34160,69.34160,-127.51850,-114.23450,0.00980,-4.26360,-4.26360,-1.24520,-4.26360,22.27100,0.3759,0.3759
2013-03-31,3.43600,3.43600,2.10380,,1.33220,0.64150,1.97370,,1.97370,1.97370,,1.65920,0.11780,1.33220,5.14200,6.06900,0.32000,0.32000,,1.54550,38.77190,38.77190,57.44110,48.28890,0.00700,1.03190,1.03190,0.40140,1.03190,23.99560,0.02130,0.02130
2012-12-31,2.18180,2.18180,-1.11730,,-0.00400,2.64990,2.64590,,2.64590,2.64590,,1.82580,-0.00400,-0.00400,2.72500,2.77400,1.14000,1.14000,,1.78200,-0.18190,-0.18190,121.27190,83.68520,0.01080,4.06180,4.06180,1.31210,4.06180,31.45380,-0.1404,-0.1404
2012-09-30,2.17660,2.17660,0.49850,,1.67820,6.38030,8.05850,,8.05850,8.05850,,8.05440,1.67820,1.67820,2.84300,2.84300,2.83000,2.83000,,2.46520,77.09950,77.09950,370.22620,370.03530,0.01190,18.03870,18.03870,4.41970,18.03870,24.29230,0.5638,0.5638
2012-06-30,2.27880,2.27880,0.68690,,1.59190,1.73610,3.32800,,3.32800,3.32800,,3.32390,1.67710,1.59190,3.02300,3.02300,1.10000,1.10000,,,69.85510,69.85510,146.04110,145.85870,,,,,,,0.2494,0.2494
2012-03-31,2.76110,2.76110,0.80970,,1.95130,4.28180,6.23320,,6.23320,6.23320,,6.22970,0.99240,1.95130,3.02300,3.02300,2.06000,2.06000,,,70.67340,70.67340,225.75300,225.62920,,,,,,,0.27460,0.27460
2011-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
