,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-28,2024-09-30,$0.81,$0.93
1,2024-07-22,2024-06-30,$0.85,$0.86
2,2024-04-22,2024-03-31,$0.92,$0.87
3,2024-01-22,2023-12-31,$0.89,$0.72
4,2023-10-23,2023-09-30,$0.96,$1.17
5,2023-07-24,2023-06-30,$1.11,$1.12
6,2023-04-24,2023-03-31,$1.23,$1.14
7,2023-01-23,2022-12-31,$1.45,$1.50
8,2022-10-24,2022-09-30,$1.43,$1.28
9,2022-07-25,2022-06-30,$1.35,$1.38
10,2022-04-25,2022-03-31,$1.22,$1.32
11,2022-01-24,2021-12-31,$1.38,$1.55
12,2021-10-25,2021-09-30,$1.34,$1.52
13,2021-07-26,2021-06-30,$1.31,$1.68
14,2021-04-26,2021-03-31,$1.18,$1.50
15,2021-01-25,2020-12-31,$1.11,$1.06
16,2020-10-26,2020-09-30,$0.88,$0.95
17,2020-07-27,2020-06-30,$0.95,$0.98
18,2020-04-20,2020-03-31,$0.64,$0.87
19,2020-01-27,2019-12-31,$1.36,$1.45
20,2019-10-28,2019-09-30,$1.38,$1.29
21,2019-07-22,2019-06-30,$1.37,$1.40
22,2019-04-22,2019-03-31,$1.36,$1.43
23,2019-01-28,2018-12-31,$1.36,$1.30
24,2018-10-22,2018-09-30,$1.34,$1.36
25,2018-07-23,2018-06-30,$1.30,$1.30
26,2018-04-23,2018-03-31,$1.23,$1.28
27,2018-01-22,2017-12-31,$1.09,$1.09
28,2017-10-23,2017-09-30,$1.08,$1.08
29,2017-07-24,2017-06-30,$1.03,$1.05
30,2017-04-24,2017-03-31,$1.08,$1.20
31,2017-01-23,2016-12-31,$1.02,$1.02
32,2016-10-24,2016-09-30,$0.99,$1.02
33,2016-07-25,2016-06-30,$0.94,$1.03
34,2016-04-25,2016-03-31,$1.00,$1.16
35,2016-01-25,2015-12-31,$0.93,$0.99
36,2015-10-26,2015-09-30,$0.95,$0.79
37,2015-07-27,2015-06-30,$0.93,$0.95
38,2015-04-20,2015-03-31,$0.91,$0.97
39,2015-01-26,2014-12-31,$0.93,$0.94
