Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,
2024-06-30,1629.09000,972.99090,656.09940,408.03140,408.03110,248.06810,30.10140,278.17020,74.95670,203.21350,203.21350,,202.51000,1267.29500,1267.29500,0.15980,0.15980,0.54930,8.07270,42.39760,30.86570,0.00320,2.79080,3.00820,0.09930,1.25790,5.74510,0.00000,
2023-06-30,13200.83000,7854.20100,5346.62900,3198.97700,3198.97900,2147.65200,141.45210,2289.09000,490.77900,1798.31100,1798.31100,,1789.90200,1267.14500,1267.14500,1.41260,1.41240,0.58200,6.41980,42.81370,33.47720,0.00280,2.57590,2.74370,0.09260,1.07660,55.08340,0.00000,
2022-06-30,6511.82100,1475.44300,5036.37700,3463.74500,3463.74500,1572.63200,24.00090,1596.63400,350.61950,1246.01400,1246.01400,,1226.56400,1267.10700,1267.10700,0.96790,0.96790,0.56200,6.65720,31.70200,24.35410,0.00260,1.80210,1.93150,0.06460,0.78930,54.58020,0.00000,
2021-06-30,6347.02200,641.27700,5705.74600,3715.03900,3715.03800,1990.70700,249.55840,2240.24700,-61.01550,2301.26200,2301.26200,,2279.92300,1267.67000,1267.67000,1.79830,1.79830,0.52270,5.36580,39.26300,39.95840,0.00280,2.67200,2.85610,0.11150,1.27540,67.93930,0.00000,
2020-06-30,7390.84000,1405.92700,5984.91200,4353.50700,4353.50800,1631.40500,6.23100,1637.65600,497.95920,1139.69600,1139.69600,,1138.08800,12680.42000,12680.42000,0.08970,0.08970,0.50560,5.27340,27.36310,19.01590,0.00290,1.40420,1.51280,0.05550,0.69430,6.40060,0.00000,
2019-06-30,8613.50500,3174.53500,5438.97000,3438.33500,3438.33500,2000.63500,-22.51340,1978.11300,466.58430,1511.52800,1511.52800,,1478.18600,12680.25000,12680.25000,0.11640,0.11640,0.47620,4.84610,36.36930,27.17770,0.00290,1.87010,2.00980,0.08190,0.97950,6.37370,0.00000,
2018-06-30,8435.45200,2552.50300,5882.94900,3959.17400,3959.17400,1923.77500,66.33200,1990.08000,450.73560,1539.34400,1539.34400,,1481.33800,12682.40000,12682.40000,0.11680,0.11680,0.45010,4.12100,33.82790,25.18020,0.00310,1.73920,1.96030,0.08060,0.95650,6.97910,0.00000,
2017-06-30,6778.55700,1698.62400,5079.93300,3798.84600,3798.84600,1281.08700,-1.45800,1279.63800,122.57100,1157.06700,1157.06700,,1064.61000,12683.55000,12683.55000,0.08390,0.08390,0.45940,4.46530,25.19010,20.95720,0.00280,1.37420,1.55130,0.06410,0.74280,6.63860,0.00000,
2016-06-30,6903.99500,1106.29100,5797.70400,4010.67100,4010.67100,1787.03300,4.91970,1791.95200,432.33840,1359.61400,1359.61400,,1233.54300,12519.63000,12519.63000,0.09840,0.09700,0.41930,5.31070,30.90800,21.27640,0.00320,1.65510,1.82870,0.07390,0.96110,6.54370,0.00000,
2015-06-30,6197.93800,795.56400,5402.37400,3237.00800,3237.00800,2165.36600,29.55280,2194.91900,715.86000,1479.05900,1479.05900,,1295.73900,12325.82000,12325.82000,0.10510,0.10510,0.38980,4.78100,40.62880,23.98460,0.00340,1.92490,2.06990,0.09400,1.17460,6.23830,0.00000,
2015-03-31,7308.23500,,7308.23500,,,7308.23500,,7308.23500,,7308.23500,884.39800,-140.13000,744.26900,12599.77000,12599.77000,0.06000,0.06000,0.40070,4.78740,100.00000,10.18400,0.00420,0.99160,1.06300,0.05120,0.59430,,4.8064,4.6514
2014-12-31,6754.56600,,6754.56600,,,6754.56600,,6754.56600,,6754.56600,1430.37200,-6.27500,1424.09700,12204.65000,12204.65000,0.12000,0.11000,0.42120,4.13050,100.00000,21.08350,0.00390,1.77540,1.90120,0.08290,1.02760,,0.7037,0.7694
2014-09-30,6996.60400,,6996.60400,,,6996.60400,,6996.60400,,6996.60400,1748.08200,-11.17100,1736.91000,12319.82000,12319.82000,0.14000,0.14000,0.60950,5.71030,100.00000,24.82500,0.00390,2.63350,2.55520,0.09740,0.98850,,-0.7037,-0.7694
2014-06-30,6885.00700,,6885.00700,3885.98000,,2999.02700,,2239.65000,521.33000,1718.32000,1526.32800,-14.68400,1511.64400,12144.67000,12703.04000,0.12000,0.12000,0.60040,7.50530,32.59930,22.00280,0.00390,1.86060,1.98690,0.08570,0.74340,,0.00000,
2014-03-31,6999.06000,,6999.06000,,,6999.06000,,6999.06000,,6999.06000,1173.83900,78.89100,1252.73000,12427.88000,12427.88000,0.10000,0.10000,0.59810,6.03540,100.00000,17.89860,0.00400,1.86070,1.79190,0.06680,0.71250,,4.7887,4.4526
2013-12-31,6874.21500,,6874.21500,,,6874.21500,,6874.21500,,6874.21500,1356.00100,-21.76400,1334.23700,12083.06000,12680.32000,0.11000,0.11000,0.65860,9.44750,100.00000,19.40930,0.00370,1.64190,1.74820,0.07200,0.56050,,0,0
2013-09-30,7568.20300,,7568.20300,,,7568.20300,,7568.20300,,7568.20300,1848.13000,-29.84600,1818.28400,12350.00000,12712.73000,0.15000,0.14000,0.64150,8.78660,100.00000,24.02530,0.00410,2.25890,2.40390,0.10050,0.80990,,0,0
2013-06-30,7948.75600,,7948.75600,4158.51000,,3790.24600,,2909.79000,193.24000,2716.55000,2524.57600,-10.33300,2514.24300,12083.48000,12083.48000,0.21000,0.20000,0.64280,8.76940,36.76340,31.76590,0.00450,3.23930,3.45490,0.14310,1.15710,,0.00000,
2013-03-31,9398.13100,,9398.13100,,,9398.13100,,9398.13100,,9398.13100,3356.84300,-1314.98000,2041.86300,12082.43000,12082.43000,0.17000,0.17000,0.60050,6.69370,100.00000,21.72630,0.00430,5.06270,4.79440,0.15520,1.89250,,-1.2999,-1.4434
2012-12-31,7414.91900,,7414.91900,,,7414.91900,,7414.91900,,7414.91900,2388.16100,-153.48300,2234.67800,12021.51000,12021.51000,0.19000,0.18000,0.69890,9.11370,100.00000,30.13760,0.00350,2.78190,2.98510,0.11320,0.83770,,0,0
2012-09-30,9049.60500,,9049.60500,,,9049.60500,,9049.60500,,9049.60500,81.01400,-76.47500,4.53900,12013.05000,12013.05000,0.00000,0.00000,0.41830,2.21690,100.00000,0.05020,0.00430,0.09450,0.10160,0.00390,0.05500,,0,0
2012-06-30,9490.72000,1314.10000,8176.62000,5591.55000,5591.55000,2585.07000,,2585.06000,20.07000,2564.99000,2328.18800,-29.18800,2299.00000,12020.92000,12020.92000,0.19000,0.18000,0.74840,14.81830,28.94410,25.74120,0.00430,2.82030,3.04070,0.11280,0.70960,,0.00000,
2012-03-31,9394.03800,,9394.03800,,,9394.03800,,9394.03800,,9394.03800,7383.21100,-4671.05000,2712.16100,12000.71000,12441.11000,0.23000,0.22000,0.64550,8.67900,100.00000,28.87110,0.00440,13.72200,12.71810,0.34950,4.43480,,-1.8267,-1.9913
2011-12-31,8148.41400,,8148.41400,,,8148.41400,,8148.41400,,8148.41400,352.58300,-142.33900,210.24400,19402.38000,19402.38000,0.01000,0.01000,0.73110,10.01580,100.00000,2.58020,0.00390,0.42190,0.45640,0.01690,0.11350,,0,0
2011-09-30,9149.31100,,9149.31100,,,9149.31100,,9149.31100,,9149.31100,902.70800,1133.04300,2035.75100,11537.97000,11537.97000,0.18000,0.17000,0.72550,9.83270,100.00000,22.25030,0.00440,1.07340,1.16090,0.04340,0.29460,,0,0
2011-06-30,7772.75300,979.42000,6793.33300,5381.39000,5381.39000,1411.94300,,1411.92000,-56.28000,1468.20000,1185.27700,0.00000,1185.27700,10900.91000,10900.91000,0.11000,0.10000,0.70940,9.09070,18.86440,15.83620,0.00390,1.49750,1.60660,0.06160,0.43520,,0.00000,
2011-03-31,7366.20300,,7366.20300,,,7366.20300,,7366.20300,,7366.20300,-226.81600,123.34100,-103.47500,9861.40900,9861.40900,-0.04000,-0.02000,0.76710,9.38650,100.00000,-1.40470,0.00390,-0.29270,-0.31360,-0.01210,-0.06820,,7.1798,7.0903
2010-12-31,7756.30600,,7756.30600,,,7756.30600,,7756.30600,,7756.30600,935.28900,42.12000,977.40900,13962.99000,13962.99000,0.07000,0.07000,0.69530,8.69630,100.00000,12.60150,0.00420,1.14780,1.22650,0.05020,0.34980,,0,0
2010-09-30,8582.68300,,8582.68300,,,8582.68300,,8582.68300,,8582.68300,1994.42200,241.35300,2235.77500,10121.94000,10121.94000,0.22000,0.20000,0.70610,9.48880,100.00000,26.04980,0.00470,2.54830,2.72120,0.10810,0.74900,,0,0
2010-06-30,7402.06400,988.87000,6413.19400,4083.99000,4083.99000,2329.20400,,2400.50000,483.90000,1916.60000,1562.14400,71.18800,1633.33200,7777.77100,8596.48400,0.21000,0.19000,0.68070,4.44460,30.60000,20.82070,0.00460,2.45490,2.65060,0.09200,0.78370,,0.00000,
2010-03-31,7352.35500,,7352.35500,,,7352.35500,,7352.35500,,7352.35500,1216.08300,0.00000,1216.08300,8091.84500,7944.10100,0.15000,0.15000,0.73450,4.92030,100.00000,16.54010,0.00430,1.89400,2.04360,0.07080,0.50280,,18.5999,18.2689
2009-12-31,,,,,,,,,,,1400.44500,0.00000,1400.44500,6789.24700,7428.23500,0.21000,0.19000,0.68440,3.11940,,,,2.27150,2.44870,0.08250,0.71680,,0,0
2009-09-30,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,0,0
2009-06-30,7757.15500,1343.72000,6413.43600,6058.54000,6058.54000,354.89550,,214.17000,-50.25000,264.42000,-425.08300,377.92700,-47.15600,5584.44700,5584.44700,-0.01000,-0.01000,0.85040,22.10710,3.19290,-0.70300,0.00420,-1.61420,-1.91620,-0.02690,-0.24140,,0.00000,
2009-03-31,20734.37000,9775.24000,10959.13000,16080.23000,16080.23000,-5121.10200,,-5121.10000,7251.11000,-12372.21000,-12281.82000,0.00000,-12281.82000,,,,0.00000,0.92420,38.43740,-31.42160,-75.35760,0.01050,1197.12900,-147.79850,-0.79200,-11.00100,,0,0
