Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-03-31,22.04500,5.14600,16.89900,10.05900,10.16600,6.73300,,6.73300,1.90500,4.82800,4.82800,,4.82800,9.04400,9.19800,0.53000,0.52000,0.13840,0.25860,40.84320,29.28720,0.01340,3.15170,3.22510,0.39210,2.71540,16.94370,0.8495,0.8491
2018-12-31,21.87400,4.68600,17.18800,9.89500,10.00400,7.18400,,7.18400,2.05900,5.12500,5.12500,,5.12500,9.04800,9.20100,0.57000,0.56000,0.14210,0.26660,42.04370,29.99360,0.01430,3.45140,3.53670,0.42920,2.96100,16.40970,1.0647,1.0509
2018-09-30,20.32100,4.40800,15.91300,9.77800,9.88700,6.02600,,6.02600,1.49200,4.53400,4.53400,,4.53400,8.99600,9.18400,0.50000,0.49000,0.14630,0.27600,39.17820,29.47790,0.01270,3.16200,3.24730,0.37360,2.69930,15.84780,-0.43800,-0.44410
2018-06-30,19.93200,3.56500,16.36700,9.62500,9.73300,6.63400,,6.63400,2.29000,4.34400,4.34400,,4.34400,8.90700,9.12900,0.48000,0.48000,0.15070,0.28580,41.17430,26.96130,0.01390,3.13800,3.22750,0.37520,2.66510,15.48610,1.2956,1.2783
2018-03-31,18.36500,3.34900,15.01600,9.23200,9.33900,5.67700,,5.67700,1.74500,3.93200,3.93200,,3.93200,8.92700,9.14300,0.44000,0.43000,0.15500,0.29560,38.74560,26.83590,0.01260,2.93900,3.02900,0.33720,2.48330,14.98850,0.7255,0.7221
2017-12-31,16.48800,2.80300,13.68500,8.89100,9.00000,4.68500,,4.68500,1.38100,3.30400,3.30400,,3.30400,8.92400,9.16800,0.37000,0.36000,0.15870,0.30410,35.36380,24.93960,0.01280,2.54150,2.62400,0.31940,2.13800,14.54340,0.6233,0.6058
2017-09-30,18.13600,2.86700,15.26900,8.95900,9.06800,6.20100,,6.20100,1.61500,4.58600,4.58600,,4.58600,8.84100,9.09000,0.52000,0.50000,0.16210,0.35130,41.57560,30.74760,0.01420,3.61920,3.74170,0.43690,3.03260,14.25330,-0.51340,-0.58260
2017-06-30,19.26200,2.61400,16.64800,9.64700,9.75400,6.89400,,6.89400,2.86700,4.02700,4.02700,,4.02700,8.89800,8.95300,0.46000,0.45000,0.16630,0.36240,42.40110,24.76780,0.01510,3.27940,3.39400,0.37400,2.73410,13.90520,2.8895,2.8592
2017-03-31,17.26800,2.50100,14.76700,9.11900,9.22600,5.54100,,5.54100,2.08000,3.46100,3.46100,,3.46100,8.83000,8.89300,0.39000,0.39000,0.00780,0.37500,38.52470,24.06310,0.01400,2.91640,2.95140,0.33700,2.89350,13.46290,0.4996,0.4781
2016-12-31,17.02200,2.49900,14.52300,9.47500,9.58400,4.93900,,4.93900,1.83900,3.10000,3.10000,,3.10000,8.83100,8.86500,0.35000,0.35000,0.17550,0.38710,35.54520,22.31020,0.01370,2.69700,2.73300,0.30610,2.22360,13.01570,0.4743,0.4536
2016-09-30,14.06500,2.48200,11.58300,8.71000,8.81900,2.76400,,2.76400,1.01300,1.75100,1.75100,,1.75100,9.10600,9.13300,0.19000,0.19000,0.17980,0.48860,24.26690,15.37310,0.01160,1.56970,1.59280,0.17770,1.28740,12.63200,-0.06690,-0.07200
2016-06-30,15.23700,2.11500,13.12200,9.60400,9.71100,3.41100,,3.41100,1.21200,2.19900,2.19900,,2.19900,9.47500,9.48500,0.23000,0.23000,0.17340,0.46770,26.63800,17.17300,0.01300,1.88610,1.94450,0.22300,1.55900,12.51250,-2.5051,-2.516
