Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1658.10800,1116.72300,541.38500,-7.72000,239.42900,301.95610,-55.73900,246.21700,59.41900,186.79800,186.79800,177.97500,556.22800,301.95610,196.07800,196.07800,0.91000,0.91000,2.33080,0.47340,0.89910,32.65080,18.21090,18.21090,14.84930,10.73360,0.08240,7.08620,,,2.43500,2.48420,0.92810,1.30810,34.42070,2.7049,-1.0981
2024-06-30,1548.49000,1012.34800,536.14200,-8.70900,229.90000,306.24210,-49.85000,256.39200,60.97500,195.41700,195.41700,186.59300,536.35800,306.24210,196.07800,196.07800,0.95000,0.95000,2.17520,0.46070,0.85440,34.62350,19.77680,19.77680,16.55760,12.05000,0.08020,6.42250,,,2.60470,2.65860,1.01220,1.43360,37.48730,2.31490,-1.84920
2024-03-31,1095.99200,924.17790,171.81400,-10.06700,213.62610,-41.81180,55.47300,13.66100,14.52400,-0.86300,-0.86300,-9.68700,177.20120,-41.81190,196.07800,196.07800,-0.05000,-0.05000,2.74230,0.46650,0.87440,15.67660,-3.81500,-3.81500,1.24640,-0.88390,0.05750,6.12280,,,-0.01180,-0.01200,-0.00450,-0.00640,36.57960,1.0849,-1.2149
2023-12-31,1339.51400,952.39100,387.12300,-11.73200,189.53500,197.58800,-67.81500,129.77300,30.54900,99.22400,99.22400,90.40100,405.77800,197.58800,196.07800,196.07800,0.46000,0.46000,3.28730,0.47600,0.90820,28.90030,14.75070,14.75070,9.68810,6.74880,0.07050,6.13810,6.83670,13.16430,1.37050,1.39990,0.52220,0.73360,36.14790,1.5433,-1.2447
2023-09-30,1649.86000,1056.39200,593.46800,-10.16500,171.11300,422.35500,-64.30700,358.04800,84.54000,273.50800,273.50800,266.44900,637.27700,422.35500,196.07800,196.07800,1.36000,1.36000,3.67130,0.47660,0.91050,35.97080,25.59940,25.59940,21.70170,16.14980,0.08670,6.53970,7.76170,11.59540,3.80800,3.89040,1.43790,2.03640,35.85500,2.4058,-1.0417
2023-06-30,1540.30800,986.18700,554.12100,-8.60400,154.46300,399.65800,-60.96300,338.69500,81.85700,256.83800,256.83800,249.77900,598.98300,399.65800,196.07800,196.07800,1.27000,1.27000,3.82830,0.48120,0.92760,35.97470,25.94660,25.94660,21.98880,16.21620,0.08270,5.98110,7.45320,12.07530,3.70630,3.78940,1.37980,1.96590,34.56660,2.37510,-0.58360
2023-03-31,1188.65100,921.97810,266.67290,-8.43600,156.55190,110.12130,-58.22900,51.89200,14.48300,37.40900,37.40900,30.35100,306.05130,110.12110,196.07800,196.07800,0.15000,0.15000,3.47320,0.48430,0.93910,22.43490,9.26440,9.26440,4.36560,2.55340,0.06570,6.08670,6.27260,14.34810,0.56200,0.57520,0.20670,0.29660,33.17150,1.091,-1.3556
2022-12-31,1375.33600,925.82900,449.50710,-8.65100,129.49600,320.01110,-59.39500,260.61600,61.76400,198.85200,198.85200,191.79300,497.06020,320.01110,196.07800,196.07800,0.98000,0.98000,4.40310,0.49160,0.96680,32.68340,23.26790,23.26790,18.94930,13.94520,0.07590,6.16640,6.60640,13.62310,3.02880,3.10060,1.09760,1.57650,32.70830,1.6704,-1.0428
2022-09-30,1702.86400,1049.07200,653.79200,-9.55600,133.84600,519.94590,-58.45600,461.49000,111.62400,349.86600,349.86600,340.06200,715.78090,519.94590,196.07800,196.07800,2.23000,2.23000,5.19600,0.49940,0.99770,38.39370,30.53360,30.53360,27.10080,19.97000,0.09390,6.31450,8.38020,10.73970,5.41150,5.54180,1.92830,2.77410,32.19700,2.7376,0.0658
2022-06-30,1597.84000,971.08800,626.75200,-9.78200,131.25000,495.50200,-50.10300,445.39900,107.05400,338.34500,338.34500,328.54100,687.72000,495.50200,196.07800,196.07800,2.18000,2.18000,5.13980,0.50640,1.02610,39.22500,31.01070,31.01070,27.87510,20.56160,0.08960,5.90040,7.27700,12.36770,5.43450,5.57050,1.89740,2.74930,30.97640,3.32200,0.83850
2022-03-31,1198.30100,903.73790,294.56340,-6.23800,138.12310,156.44020,-44.93900,111.50100,23.67800,87.82310,87.82310,68.21500,317.41620,156.43990,196.07800,196.07800,1.34000,1.34000,4.91200,0.50290,1.01180,24.58170,13.05520,13.05510,9.30490,5.69260,0.06930,5.68790,5.22490,17.22510,1.43870,1.47540,0.50770,0.73340,303.57470,0.8011,-0.9528
2021-12-31,1404.33600,867.55800,536.77800,-8.37100,120.05400,416.72410,-45.27800,371.44600,89.98000,281.46600,281.46600,271.66200,606.73310,416.72410,196.07800,196.07800,1.89000,1.89000,4.62500,0.48140,0.92820,38.22290,29.67410,29.67410,26.44990,19.34450,0.08470,5.20780,6.09420,14.76810,4.71670,4.84000,1.69680,2.51010,29.65840,1.3772,-0.8491
2021-09-30,1664.25400,935.09100,729.16300,-7.96400,150.46200,578.70100,-39.82500,538.87600,128.97800,409.89800,409.89800,409.89800,763.52310,578.70100,196.08000,196.08000,2.09000,2.09000,4.32600,0.48990,0.96050,43.81320,34.77240,34.77240,32.37940,24.62950,0.10190,6.54120,7.30140,12.32630,7.18280,7.37930,2.50900,3.76400,28.32870,3.697,1.6237
2021-06-30,1472.85600,844.89100,627.96500,-3.21700,133.75700,494.20790,-39.45800,454.75000,109.57500,345.17500,345.17500,345.17500,680.76390,494.20790,196.08000,196.08000,1.76000,1.76000,3.12510,0.47760,0.91430,42.63590,33.55440,33.55440,30.87540,23.43580,0.09740,7.16140,6.31980,14.24110,6.55790,6.75290,2.28370,3.52760,26.06860,4.05050,2.38620
2021-03-31,1059.85800,758.56990,301.28800,-6.46300,169.96320,131.32480,-41.57500,89.75000,15.97000,73.78000,73.78000,24.76100,314.14780,131.32490,196.07800,196.07800,2.63200,2.63200,3.08740,0.49040,0.96230,28.42720,12.39080,12.39080,8.46810,2.33630,0.07230,7.18500,4.72250,19.05760,1.47450,1.52060,0.50360,0.77490,24.74440,0.8101,-1.1123
2020-12-31,1169.98200,718.21590,451.76610,-8.64600,167.82000,283.94610,-42.37500,241.57100,58.58600,182.98500,182.98500,182.98500,459.23310,283.94610,196.08000,196.08000,0.93300,0.93300,3.57830,0.49580,0.98340,38.61310,24.26930,24.26930,20.64740,15.64000,0.08100,6.89400,5.21270,17.26540,3.72740,3.84650,1.26660,1.93930,24.26130,1.9085,0.9942
2020-09-30,1324.90800,779.83300,545.07500,-10.29500,153.28500,391.79000,-40.77100,351.01900,84.65400,266.36500,266.36500,266.36500,567.67600,391.79000,196.08000,196.08000,1.35800,1.35800,3.13420,0.50510,1.02080,41.14060,29.57110,29.57110,26.49380,20.10440,0.09380,7.75220,6.20870,14.49590,5.59870,5.78350,1.88600,2.86200,23.48850,3.4285,2.5379
2020-06-30,987.23700,654.24500,332.99200,-6.34700,178.90600,154.08600,-39.76800,114.31800,26.59200,87.72600,87.72600,87.72600,332.56100,154.08600,196.08000,196.08000,0.44700,0.44700,2.95380,0.52880,1.12230,33.72970,15.60780,15.60780,11.57960,8.88600,0.07200,6.48830,4.73790,18.99580,1.98960,2.06070,0.63980,0.97090,21.71150,1.68340,0.79850
2020-03-31,821.52480,627.58390,193.94090,-7.55300,192.98320,0.95770,-43.23100,-42.27300,-164.64100,122.36800,122.36800,122.36800,185.53870,0.95790,196.04000,196.04000,0.62400,0.62400,2.42630,0.52270,1.09490,23.60740,0.11660,0.11660,-5.14570,14.89520,0.06110,6.20860,4.40090,20.45040,2.79840,2.89920,0.91060,1.38390,21.52550,0.626,-0.9453
2019-12-31,927.88000,662.17700,265.70300,-7.01800,185.13800,80.56500,-40.23600,40.32900,9.39700,30.93200,30.93200,30.93200,261.07600,80.56500,196.08000,196.08000,0.15800,0.15800,2.03690,0.52570,1.10850,28.63550,8.68270,8.68270,4.34640,3.33360,0.07140,6.42870,4.63560,19.41500,0.72690,0.75380,0.23800,0.35750,20.92620,1.0967,0.4339
2019-09-30,1150.21400,741.26700,408.94700,-6.13900,164.20700,244.74000,-39.38600,205.35400,49.02800,156.32600,156.32600,156.32600,425.06000,244.74000,196.03000,196.03000,0.79700,0.79700,1.91180,0.52570,1.10840,35.55400,21.27780,21.27780,17.85360,13.59100,0.08950,7.24200,5.16990,17.40830,3.71320,3.85220,1.21600,1.82710,20.69600,1.8198,-0.7374
2019-06-30,1079.24900,713.30600,365.94310,-5.41400,152.07800,213.86510,-39.15100,174.71400,42.29200,132.42200,132.42200,132.42200,381.53500,213.86510,195.98000,195.98000,0.67600,0.67600,1.78000,0.52890,1.12270,33.90720,19.81610,19.81610,16.18850,12.26980,0.08650,7.06020,4.43710,20.28370,3.29320,3.42260,1.06150,1.61240,19.73190,1.94370,-1.55930
2019-03-31,725.53200,527.93010,197.60190,-8.87500,170.36480,27.23710,-37.58700,-10.35000,-11.18100,0.83100,0.83100,0.83100,190.88810,27.23710,195.92000,195.92000,0.00400,0.00400,2.11200,0.53000,1.12750,27.23550,3.75410,3.75410,-1.42650,0.11450,0.06100,5.10060,3.22770,27.88390,0.02160,0.02250,0.00700,0.01060,18.83100,0.4945,-2.0591
2018-12-31,919.09100,622.97200,296.11900,-7.89000,158.01700,138.10200,-35.08000,103.02200,24.38700,78.63500,78.63500,78.63500,293.27900,138.10200,195.92000,195.92000,0.40100,0.40100,2.80320,0.51850,1.07680,32.21870,15.02590,15.02590,11.20910,8.55570,0.07890,6.47670,4.79280,18.77810,2.04560,2.12990,0.67520,1.02550,18.82930,0.8983,0.4943
2018-09-30,1104.50700,706.85900,397.64790,-8.18000,146.70400,250.94400,-35.28400,215.66000,52.11800,163.54200,163.54200,163.54200,405.77100,250.94400,195.91000,195.91000,0.83500,0.83500,2.12360,0.50360,1.01470,36.00230,22.72000,22.72000,19.52550,14.80680,0.09750,7.59480,5.31870,16.92140,4.32060,4.50140,1.44420,2.23430,18.52900,1.6998,0.0451
2018-06-30,1019.57700,674.24600,345.33100,-8.16900,140.62700,204.70400,-35.50700,169.19700,41.34800,127.84900,127.84900,127.84900,357.66000,204.70400,195.91000,195.91000,0.65300,0.65300,2.19440,0.50640,1.02570,33.87000,20.07730,20.07730,16.59480,12.53940,0.09270,7.10470,4.90210,18.35940,3.50450,3.65690,1.16210,1.80520,17.83020,1.88690,0.04590
2018-03-31,757.62090,596.12300,161.49790,-5.49200,158.49610,3.00180,-33.01200,-30.01000,-40.85300,10.84300,10.84300,10.84300,167.31580,3.00210,195.89000,195.89000,0.05600,0.05600,2.36530,0.50750,1.03060,21.31650,0.39620,0.39630,-3.96110,1.43120,0.07050,6.63270,3.91460,22.99090,0.30450,0.31810,0.10090,0.15660,17.38430,0.5037,-0.9626
2017-12-31,842.88200,580.49010,262.39200,183.98900,-40.97610,303.36800,-31.78900,271.57900,-257.31500,528.89400,528.89400,528.89400,451.57900,303.36800,195.89220,195.89220,2.70000,2.70000,3.13180,0.50580,1.02370,31.13030,35.99180,35.99180,32.22030,62.74830,0.08030,6.06750,4.09420,21.98240,14.83510,15.49570,5.03850,7.65730,17.40700,0.7983,1.3915
2017-09-30,1042.68600,665.57600,377.11000,-8.40900,147.49710,229.61300,-32.25500,197.35800,72.71900,124.63900,124.63900,124.63900,374.65300,229.61300,195.88570,195.88570,0.63600,0.63600,2.60050,0.54190,1.18310,36.16720,22.02130,22.02130,18.92790,11.95370,0.10340,6.61000,5.37100,16.75650,4.09400,4.30920,1.23610,1.97390,14.75120,1.5635,0.7656
2017-06-30,957.92500,587.37190,370.55300,-8.63400,141.29000,229.26310,-30.57700,198.68600,72.47900,126.20700,126.20700,126.20700,367.93910,229.26310,195.88000,195.88000,0.64400,0.64400,2.69380,0.55070,1.22580,38.68290,23.93330,23.93330,20.74130,13.17500,0.09770,6.29050,5.12160,17.57270,4.32950,4.56760,1.28770,2.05220,14.09150,1.92130,0.20720
2017-03-31,709.43600,525.53590,183.90000,-6.96700,139.25300,44.64710,-31.11100,13.53600,3.98800,9.54790,9.54790,9.54800,191.83610,44.64720,195.86610,195.86610,0.04900,0.04900,2.40390,0.55470,1.24550,25.92200,6.29330,6.29330,1.90800,1.34590,0.07540,6.37480,3.98380,22.59160,0.34450,0.36450,0.10150,0.16230,13.36060,0.6543,-1.2525
2016-12-31,790.45500,528.34400,262.11100,-6.38900,130.12990,131.98110,-29.28100,102.70000,37.47200,65.22800,65.22800,65.22800,259.18110,131.98110,195.87000,195.87000,0.33300,0.33300,3.02860,0.54590,1.20210,33.15950,16.69690,16.69690,12.99250,8.25200,0.08510,6.63070,3.97020,22.66870,2.31910,2.45150,0.70230,1.11330,13.56950,0.9098,0.3136
2016-09-30,998.68500,566.46300,432.22200,-9.34900,125.24200,306.98000,-27.98900,278.99100,102.51600,176.47500,176.47500,176.47500,433.29500,306.98000,195.86410,195.86410,0.90100,0.90100,2.90290,0.53370,1.14440,43.27910,30.73840,30.73840,27.93580,17.67070,0.11090,6.94120,5.45010,16.51360,6.37810,6.74880,1.95930,3.14720,13.33600,2.0016,1.118
2016-06-30,923.19100,549.26300,373.92800,-11.04800,114.37100,259.55700,-26.42600,233.13100,85.95800,147.17300,147.17300,147.17300,382.48100,259.55700,195.86000,195.86000,0.75100,0.75100,2.10980,0.53890,1.16850,40.50390,28.11520,28.11520,25.25270,15.94180,0.10810,6.62380,4.87640,18.45610,5.72370,6.08330,1.72260,2.80530,12.33830,1.84340,0.34870
2016-03-31,683.00900,468.30000,214.70900,-8.98600,108.16100,106.54800,-26.23500,80.31300,27.74500,52.56800,52.56800,52.56800,217.19200,106.54800,195.96110,195.96110,0.26800,0.26800,1.96970,0.54040,1.17590,31.43580,15.59980,15.59980,11.75870,7.69650,0.08420,5.87170,3.89990,23.07750,2.18720,2.33490,0.64820,1.07310,11.48210,0.9755,-0.9413
2015-12-31,744.75100,485.53700,259.21400,-10.46100,101.31200,157.90200,-25.40700,132.49500,50.72600,81.76900,81.76900,81.76900,258.54400,157.90200,195.99000,195.99000,0.41700,0.41700,2.49220,0.52150,1.08980,34.80550,21.20200,21.20200,17.79050,10.97940,0.09590,6.47110,4.10720,21.91250,3.44010,3.67510,1.05340,1.75860,11.34710,0.618,-0.643
2015-09-30,962.90300,570.39000,392.51310,-12.72400,81.44500,311.06810,-23.97300,287.09500,103.71600,183.37900,183.37900,183.37900,413.37910,311.06810,195.98000,195.98000,0.93600,0.93600,2.48160,0.53670,1.15840,40.76350,32.30520,32.30520,29.81560,19.04440,0.12670,7.91970,5.46710,16.46220,7.98820,8.55460,2.41270,3.96340,10.93240,1.8245,1.4031
