Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,3.20030,1.15390,2.04630,0.76200,0.00200,1.16930,0.87710,0.30860,1.18570,1.18570,1.18570,1.18170,1.31490,0.87710,11.10170,11.15920,0.11000,0.10000,,0.34320,27.40740,27.40740,37.04930,36.92360,0.04830,2.46700,2.50320,1.78900,2.46700,4.26570,0.0913,0.0914
2024-06-30,3.10900,1.17120,1.93790,0.89280,,1.30190,0.63590,-0.04440,0.59150,0.59150,0.59150,0.59150,1.07950,0.63590,11.08750,11.13490,0.05000,0.05000,,0.34930,20.45360,20.45360,19.02610,19.02610,0.04710,1.24210,1.26050,0.89620,1.24210,4.22670,0.1119,0.1072
2024-03-31,3.03400,1.23110,1.80290,0.80270,-0.00230,1.21190,0.59100,-0.32480,0.26610,0.26610,0.26610,0.26040,1.03240,0.59100,11.07340,11.11100,0.02000,0.02000,,0.35100,19.47880,19.47880,8.77210,8.58310,0.04590,0.55710,0.56530,0.40270,0.55710,4.24020,0.07170,0.07080
2023-12-31,2.97640,1.17470,1.80170,0.70330,-0.02070,1.13350,0.66820,0.41740,1.08560,1.08560,1.08560,1.10270,1.12150,0.66820,11.04570,11.08720,0.10000,0.10000,,0.35030,22.45090,22.45090,36.47370,37.04730,0.04450,2.25010,2.28300,1.62320,2.25010,4.32540,0.1006,0.0975
2023-09-30,3.09040,1.16310,1.92730,0.68360,0.00590,1.08690,0.84030,-0.55780,0.28260,0.28260,0.28260,0.27080,1.27500,0.84030,11.04890,11.09070,0.02000,0.02000,,0.35570,27.19210,27.19210,9.14340,8.76130,0.04620,0.59010,0.59880,0.42250,0.59010,4.29730,0.099,0.0952
2023-06-30,3.08600,1.09000,1.99600,0.80960,,1.21810,0.77790,-0.19980,0.57810,0.57810,0.57810,0.57810,1.22110,0.77790,11.04150,11.08330,0.05000,0.05000,,0.35480,25.20660,25.20660,18.73190,18.73190,0.04580,1.19490,1.21230,0.85840,1.19490,4.34120,0.1178,0.1138
2023-03-31,3.03800,1.12130,1.91660,0.67970,-0.00520,1.09180,0.82480,0.16770,0.99250,0.99250,0.99250,0.98730,1.26640,0.82480,11.03420,11.08050,0.09000,0.09000,,0.35610,27.15030,27.15030,32.67140,32.49810,0.04510,2.04380,2.07340,1.47250,2.04380,4.35790,0.09060,0.08070
2022-12-31,3.05870,1.11570,1.94300,0.68500,-0.01430,1.10420,0.83880,-0.40750,0.43130,0.43130,0.43130,0.45840,1.27850,0.83880,10.84590,10.90000,0.04000,0.04000,,0.36040,27.42230,27.42230,14.09930,14.98630,0.04540,0.89210,0.90510,0.64000,0.89210,4.35130,0.093,0.09
2022-09-30,3.08640,1.01050,2.07590,0.56070,0.00460,0.96100,1.11490,-0.17580,0.93910,0.93910,0.93910,0.92360,1.55480,1.11490,10.92470,10.97800,0.08000,0.08000,,0.36080,36.12220,36.12220,30.42560,29.92590,0.04540,1.93080,1.95880,1.38060,1.93080,4.38120,0.1246,0.1186
2022-06-30,2.97890,0.98930,1.98970,0.65310,-0.03330,1.09080,0.89880,-0.49460,0.40420,0.40420,0.40420,0.39800,1.33830,0.89880,10.76760,10.82480,0.04000,0.04000,,0.37070,30.17340,30.17340,13.56870,13.36140,0.04450,0.84790,0.86040,0.60390,0.84790,4.34730,0.1192,0.1206
2022-03-31,2.82080,1.05370,1.76710,0.68220,-0.00530,1.09240,0.67470,-0.39150,0.28320,0.28320,0.28320,0.27770,1.11470,0.67470,10.66090,10.72210,0.03000,0.03000,,0.37900,23.91880,23.91880,10.03990,9.84380,0.04250,0.60320,0.61220,0.42680,0.60320,4.34740,0.10330,0.10050
2021-12-31,2.76160,0.94510,1.81650,0.56560,-0.03890,1.01410,0.80240,0.57730,1.37960,1.37960,1.37960,1.38650,1.22670,0.80240,9.97310,10.00410,0.14000,0.14000,,0.38020,29.05450,29.05450,49.95810,50.20770,0.04150,2.92810,2.97180,2.07310,2.92810,4.39990,0.1258,0.1235
2021-09-30,2.73050,0.94040,1.79010,0.59450,-0.00180,1.00610,0.78400,-0.15500,0.62910,0.62910,0.62910,0.62910,1.24950,0.78400,10.60150,10.63500,0.06000,0.06000,,0.38910,28.71390,28.71390,23.03820,23.03820,0.04150,1.35720,1.37780,0.95560,1.35720,4.32810,0.0368,0.032
2021-06-30,2.57450,0.89730,1.67720,0.63120,-0.00480,1.04260,0.63460,0.22670,0.86130,0.86130,0.86130,0.85440,1.09090,0.63460,9.36400,9.40250,0.09000,0.09000,0.09990,0.50260,24.65000,24.65000,33.45470,33.18690,0.03610,1.85770,1.88600,1.20700,1.67220,4.32930,0.1289,0.1152
2021-03-31,2.44220,0.99400,1.44820,0.57860,,0.98430,0.46390,-0.05270,0.41120,0.41120,0.41120,0.41120,0.91930,0.46390,9.29250,9.30930,0.04000,0.04000,0.11430,0.58730,18.99660,18.99660,16.83930,16.83930,0.03770,1.03140,1.04960,0.63540,0.91350,4.23880,0.07260,0.06810
2020-12-31,2.37690,0.88800,1.48890,0.56660,-0.00050,1.02890,0.46000,-0.14420,0.31580,0.31580,0.31580,0.31580,0.97170,0.46000,9.27360,9.28270,0.03000,0.03000,0.11380,0.58780,19.35200,19.35200,13.28580,13.28580,0.03660,0.78870,0.80260,0.48620,0.69890,4.28540,0.0842,0.0829
2020-09-30,2.34590,0.90740,1.43860,0.56420,-0.00050,1.07380,0.36470,-0.02760,0.33710,0.33710,0.33710,0.33710,0.92380,0.36470,9.27700,9.29100,0.04000,0.04000,0.11320,0.58680,15.54650,15.54650,14.37070,14.37070,0.03580,0.83650,0.85240,0.51480,0.74180,4.30760,0.0195,-0.029
2020-06-30,2.23420,0.87520,1.35900,0.57560,-0.00080,1.07910,0.27990,-0.30200,-0.02210,-0.02210,-0.02210,-0.02210,0.83260,0.27990,9.26960,9.26960,0.00000,0.00000,0.10810,0.58050,12.52670,12.52670,-0.99110,-0.99110,0.03390,-0.05460,-0.05580,-0.03360,-0.04870,4.33270,0.044,0.007
2020-03-31,2.23950,0.91610,1.32350,0.68260,-0.00920,1.20780,0.11570,-0.47210,-0.35640,-0.35640,-0.35640,-0.35640,0.68160,0.11570,9.26280,9.26280,-0.04000,-0.04000,0.10670,0.57480,5.16460,5.16460,-15.91500,-15.91500,0.03350,-0.86650,-0.88720,-0.53320,-0.77410,4.39630,0.06750,-0.01890
2019-12-31,2.22590,0.87120,1.35460,0.48280,-0.02840,0.89410,0.46060,-0.44390,0.01670,0.01670,0.01670,0.01670,0.89350,0.46060,7.70000,7.70210,0.01000,0.01000,0.10460,0.56470,20.69380,20.69380,0.75110,0.75110,0.03290,0.03970,0.04080,0.02470,0.03560,4.50870,0.0127,-0.119
2019-09-30,2.18720,0.86920,1.31800,0.53340,-0.07270,0.95790,0.36020,-0.11100,0.24920,0.24920,0.24920,0.24920,0.76210,0.36020,7.64700,7.65200,0.03000,0.03000,0.01030,0.53090,16.46800,16.46800,11.39480,11.39480,0.03760,0.68460,0.69790,0.42880,0.67750,4.71040,0.0647,0.037
2019-06-30,2.14870,0.92350,1.22520,0.55460,-0.01500,0.92250,0.30270,-0.16580,0.13680,0.13680,0.13680,0.13680,0.70560,0.30270,7.64100,7.65000,0.02000,0.02000,,0.52020,14.08630,14.08630,6.36880,6.36880,0.03710,0.37360,0.38080,0.23600,0.37360,4.73940,0.064,0.0331
2019-03-31,2.10650,0.91330,1.19320,0.55590,-0.00830,0.91590,0.27730,-0.08950,0.18780,0.18780,0.18780,0.18780,0.67930,0.27730,7.63100,7.63800,0.02000,0.02000,,0.51870,13.16590,13.16590,8.91630,8.91630,0.03610,0.50840,0.51810,0.32170,0.50840,4.77690,0.08030,0.07640
2018-12-31,2.07120,0.80340,1.26780,0.46840,-0.17300,0.99220,0.27560,-0.20010,0.07550,0.07550,0.07550,0.07550,0.64370,0.27560,7.62230,7.62410,0.01000,0.01000,,0.51790,13.30650,13.30650,3.64420,3.64420,0.03540,0.20290,0.20670,0.12880,0.20290,4.83630,0.1065,0.0995
2018-09-30,2.05820,0.78580,1.27240,0.43630,-0.01500,0.80080,0.47150,-0.38210,0.08940,0.08940,0.08940,0.08940,0.83160,0.47150,7.62300,7.62600,0.01000,0.01000,,0.51520,22.90970,22.90970,4.34210,4.34210,0.03490,0.23770,0.24210,0.15170,0.23770,4.88800,0.0362,0.0347
2018-06-30,2.01970,0.82370,1.19610,0.45630,-0.01000,0.81550,0.38060,0.01490,0.39550,0.39550,0.39550,0.39550,0.74030,0.38060,7.62000,7.62000,0.05000,0.05000,,0.51170,18.84190,18.84190,19.58060,19.58050,0.03390,1.04110,1.06040,0.66400,1.04110,4.93790,0.082,0.0757
2018-03-31,1.96190,0.84970,1.11220,0.46540,,0.81430,0.29790,-0.23880,0.05910,0.05910,0.05910,0.05910,0.65740,0.29790,7.61900,7.61900,0.01000,0.01000,,0.51040,15.18420,15.18420,3.01370,3.01370,0.03290,0.15530,0.15820,0.09920,0.15530,4.94810,0.07450,0.06770
2017-12-31,1.94370,0.96310,0.98060,0.43800,-0.01170,0.80790,0.17270,-0.20510,-0.03240,-0.03240,-0.03240,-0.02080,0.54160,0.17270,7.61900,7.61900,,0.00000,,0.50430,8.88340,8.88340,-1.66850,-1.06840,0.03250,-0.08420,-0.08580,-0.05420,-0.08420,5.05330,0.0649,0.0203
2017-09-30,1.93320,0.77790,1.15530,0.64060,-0.00010,1.08000,0.07530,-0.20460,-0.12930,-0.12930,-0.12930,-0.12930,0.52520,0.07530,7.61900,7.61900,-0.02000,-0.02000,,0.49870,3.89370,3.89370,-6.69090,-6.69090,0.03210,-0.33240,-0.33870,-0.21480,-0.33240,5.10790,0.0426,0.0273
