Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-12-31,109.04900,17.62400,91.42500,25.59900,50.09900,75.69800,15.72700,4.17000,19.89700,0.62800,19.26900,19.26900,19.26900,17.59000,15.72700,209.47200,209.47200,0.12000,0.12000,1.92080,83.83840,14.42200,14.42200,18.24590,17.67010,0.15790,1.97160,1.32410,67.97150,5.73450,6.50980,2.79030,5.73450,1.43280,0.3138,0.3119
2024-09-30,106.85800,15.44400,91.41400,25.92600,46.04300,71.96900,19.44500,-223.98200,-204.53700,2.55600,-207.09300,-207.09300,-207.09300,21.33100,19.44500,208.70500,208.70500,-0.99000,-0.99000,1.83740,85.54720,18.19710,18.19710,-191.41010,-193.80210,0.16980,1.58810,1.14010,78.94140,-69.42070,-80.18070,-32.91130,-69.42070,,0.1938,0.1727
2024-06-30,95.71400,16.26100,79.45300,23.69300,43.27300,66.96600,12.48700,-34.50200,-22.01500,1.79600,-23.81100,-23.81100,-23.81100,14.30800,12.48700,198.95000,198.95000,-0.12000,-0.12000,1.74830,83.01090,13.04620,13.04620,-23.00080,-24.87720,0.17200,1.85120,1.35380,66.47840,59.29180,31.00590,-4.27810,59.29180,-0.19340,0.0724,0.0621
2024-03-31,89.58200,13.26400,76.31800,23.19700,43.87400,67.07100,9.24700,-78.57600,-69.32900,2.04300,-71.37200,-71.37200,-71.37200,11.38000,9.24700,196.82400,196.82400,-0.36000,-0.36000,1.61140,85.19350,10.32240,10.32240,-77.39170,-79.67230,0.16930,1.43260,1.45320,61.93060,267.25090,111.60250,-13.48840,267.25080,,0.05100,0.04340
2023-12-31,93.01300,14.91600,78.09700,21.75100,41.34700,63.09800,14.99900,-27.34400,-12.34500,2.30200,-14.64700,-14.64700,-14.64700,17.30600,14.99900,190.15500,190.15500,-0.08000,-0.08000,1.66290,83.96360,16.12570,16.12570,-13.27230,-15.74730,0.17450,1.50060,1.20380,74.76600,-42.81250,456.15170,-2.74860,-42.81250,0.16830,0.2518,0.2388
2023-09-30,84.17900,12.87800,71.30100,20.45100,37.37100,57.82200,13.47900,-6.63000,6.84900,0.34900,6.50000,6.50000,6.50000,15.52200,13.47900,191.56800,204.39400,0.03000,0.03000,1.65010,84.70170,16.01230,16.01230,8.13620,7.72160,0.17650,1.14880,1.21020,74.36900,17.13140,-15470.64000,1.36280,17.13140,,0.1305,0.126
2023-06-30,76.68400,13.03100,63.65300,21.05300,37.97700,59.03000,4.62300,-36.05100,-31.42800,0.92000,-32.34800,-32.34800,-32.34800,6.90200,4.62300,188.13000,188.13000,-0.17000,-0.17000,1.64990,83.00690,6.02860,6.02860,-40.98380,-42.18350,0.18010,1.20410,1.25310,71.82020,-184.25610,171.23500,-7.59530,-184.25610,0.08900,0.0874,0.0832
2023-03-31,71.23400,12.40600,58.82800,21.13100,37.56100,58.69200,0.13600,-38.77500,-38.63900,1.96600,-40.60500,-40.60500,-40.60500,2.41200,0.13600,186.33800,186.33800,-0.21000,-0.21000,1.51550,82.58420,0.19090,0.19090,-54.24240,-57.00230,0.17260,1.08780,1.02360,87.92800,-103.17100,-1961.60200,-9.83910,-103.17100,,0.06700,0.06120
2022-12-31,74.01800,12.13100,61.88700,19.73400,32.47900,52.21300,9.67400,-0.57200,9.10200,2.02400,7.07800,7.07800,2.38400,11.96900,9.67400,182.69300,195.39400,0.04000,0.02000,1.42430,83.61080,13.06980,13.06980,12.29700,3.22080,0.18350,1.19210,0.93980,95.76710,9.58230,19.78090,1.75510,9.58230,0.38270,0.1838,0.177
2022-09-30,71.67500,14.53400,57.14100,21.63500,36.59100,58.22600,-1.08500,25.42200,24.33700,-0.75500,25.09200,25.09200,25.09200,1.11100,-1.08500,183.27530,193.18830,0.13000,0.13000,1.38320,79.72240,-1.51380,-1.51380,33.95470,35.00800,0.20330,1.55440,0.80910,111.22830,42.19910,109.93690,7.11840,42.19910,,-0.0025,-0.0108
2022-06-30,62.57300,13.09800,49.47500,19.67500,35.39900,55.07400,-5.59900,38.46600,32.86700,-0.33000,33.19700,33.19700,33.19700,-3.39700,-5.59900,181.90700,192.13300,0.18000,0.17000,1.33700,79.06760,-8.94790,-8.94790,52.52590,53.05320,0.19260,1.61380,0.93750,96.00210,137.98740,-261.97160,10.21940,137.98740,0.12690,-0.0223,-0.0307
2022-03-31,62.38500,10.98300,51.40200,19.57600,33.77200,53.34800,-1.94600,56.40000,54.45400,-0.98400,55.43800,55.43800,55.43800,0.18300,-1.94600,180.54500,196.14300,0.29000,0.27000,1.46660,82.39480,-3.11930,-3.11930,87.28700,88.86430,0.19220,1.39770,1.03460,86.98780,-453.62910,-111.73860,17.07760,-453.62900,,-0.05370,-0.06550
2021-12-31,67.90800,12.33600,55.57200,18.83300,32.43300,51.26600,4.30600,49.80900,54.11500,2.24400,51.87100,51.87100,50.90800,6.03600,4.30600,144.00200,161.53900,0.40100,0.37100,1.46440,81.83420,6.34090,6.34090,79.68870,74.96610,0.19990,1.89460,1.00600,89.46590,-70.72000,-46.56120,15.26590,-70.72000,-0.39080,0.1849,0.1981
2021-09-30,65.88700,11.95400,53.93300,16.42700,40.59800,57.02500,-3.09200,17.81200,14.72000,6.58100,8.13900,8.13900,8.13900,-0.99500,-3.09200,144.84500,163.34800,0.06000,0.05000,0.67210,81.85680,-4.69290,-4.69290,22.34130,12.35300,0.20910,2.48630,0.86450,104.10780,-6.26150,-5.50830,2.58260,-6.26150,,-0.0719,-0.0701
2021-06-30,59.16800,10.06800,49.10000,15.38800,25.49100,40.87900,8.22100,0.49600,8.71700,0.92100,7.79600,7.79600,7.79600,9.91900,8.22100,125.40470,125.40470,0.03000,0.02000,0.56460,82.98400,13.89430,13.89430,14.73260,13.17600,0.09840,,,,155.91960,155.92000,1.29640,155.91970,0.21770,0.1112,0.0745
