Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,24.88000,9.53000,15.35000,1.05800,8.82400,,9.88200,5.46800,0.60700,6.07500,1.47900,4.59600,4.59600,4.61700,5.78000,5.46800,10.09400,10.09400,0.46000,0.46000,5.38670,,,61.69620,21.97750,21.97750,24.41720,18.55710,0.24190,0.59370,1.76040,51.12420,5.59910,5.85040,4.46780,5.59910,8.08400,0.3953,0.3612
2024-06-30,24.62000,9.39800,15.22200,0.98400,8.95500,,9.93900,5.28300,0.57800,5.86100,1.38700,4.47400,4.47400,4.49600,5.57000,5.28300,10.09400,10.09400,0.45000,0.45000,5.69270,,,61.82780,21.45820,21.45820,23.80590,18.26160,0.24710,0.58990,1.83570,49.02840,5.53970,5.79260,4.49090,5.53970,8.00110,0.4362,0.373
2024-03-31,25.21600,10.11700,15.09900,0.93100,9.11000,,10.04100,5.05800,0.51700,5.57500,1.37500,4.20000,4.20000,4.21900,5.34500,5.05800,10.09400,10.09400,0.42000,0.42000,5.36840,,,59.87870,20.05870,20.05870,22.10900,16.73140,0.25420,0.64930,1.76690,50.93550,5.26940,5.51330,4.23340,5.26940,7.89630,0.26790,0.22220
2023-12-31,28.14700,11.15700,16.99000,1.01400,9.86300,,10.87700,6.11300,0.55300,6.66600,1.81100,4.85500,4.85500,4.88900,6.41000,6.11300,10.09400,10.09400,0.49000,0.49000,4.43470,,,60.36170,21.71810,21.71810,23.68280,17.36950,0.28080,0.71530,1.83240,49.11680,6.15710,6.44530,4.84370,6.15710,7.81180,1.1815,1.163
2023-09-30,27.49600,10.54900,16.94700,0.99200,9.09600,,10.08800,6.85900,0.46100,7.32000,1.74600,5.57400,5.57400,5.57600,7.13400,6.85900,10.09400,10.09400,0.55000,0.55000,4.96740,,,61.63440,24.94550,24.94550,26.62210,20.27930,0.28760,0.65320,1.70060,52.92120,7.22280,7.56860,5.83100,7.22280,7.64530,0.202,0.1387
2023-06-30,25.83500,10.03500,15.80000,0.90700,9.37200,,10.27900,5.52100,0.42000,5.94100,1.39100,4.55000,4.55000,4.55600,5.78400,5.52100,10.09400,10.09400,0.45000,0.45000,4.64250,,,61.15730,21.37020,21.37020,22.99590,17.63500,0.27370,0.57760,1.81120,49.69070,6.05920,6.35780,4.82110,6.05920,7.43930,0.7913,0.7552
2023-03-31,29.98700,11.35900,18.62800,0.95500,10.36700,,11.32200,7.30600,0.31200,7.61800,1.87700,5.74100,5.74100,5.74200,7.57000,7.30600,10.09400,10.09400,0.57000,0.57000,4.33990,,,62.12030,24.36390,24.36390,25.40430,19.14830,0.31810,0.63850,1.72100,52.29470,7.78270,8.17340,6.08920,7.78270,7.30790,0.14560,0.10080
2022-12-31,30.81700,12.17700,18.64000,1.21900,9.75400,,10.97300,7.66700,0.28500,7.95200,1.76900,6.18300,6.18300,6.18100,7.95100,7.66700,10.09400,10.09400,0.61000,0.61000,3.38400,0.00520,0.00520,60.48610,24.87910,24.87910,25.80390,20.05710,0.31550,0.68550,1.76070,51.11690,8.68730,9.14010,6.32960,8.64240,7.05100,1.0578,1.0454
2022-09-30,31.62900,11.87200,19.75700,1.10100,10.01500,,11.11600,8.64100,-0.17800,8.46300,1.92400,6.53900,6.53900,6.54000,8.88700,8.64100,10.09400,10.09400,0.65000,0.65000,3.62540,,,62.46480,27.31990,27.31990,26.75710,20.67720,0.34000,0.54390,1.66090,54.18670,9.61290,10.13850,7.02940,9.61290,6.73900,0.3661,0.3351
2022-06-30,31.74800,10.95500,20.79300,1.19700,12.25400,,13.45100,7.34200,-0.12700,7.21500,1.75500,5.46000,5.46000,5.45000,7.62500,7.34200,10.09400,10.09400,0.54000,0.54000,3.66280,,,65.49390,23.12590,23.12590,22.72580,17.16640,0.35690,0.50850,1.82430,49.33450,8.40930,8.89220,6.13840,8.40930,6.43230,0.4705,0.4284
2022-03-31,31.29300,12.17800,19.11500,1.21600,10.53300,,11.74900,7.36600,-0.01700,7.34900,1.87900,5.47000,5.47000,5.45100,7.64900,7.36600,10.09400,10.09400,0.54000,0.54000,4.03260,,,61.08400,23.53880,23.53880,23.48450,17.41920,0.37060,0.68340,1.66810,53.95460,8.69550,9.21190,6.47810,8.69550,6.23200,-0.38400,-0.39180
2021-12-31,35.45700,13.22200,22.23500,1.28400,10.95300,,12.23700,9.99800,0.02300,10.02100,2.42100,7.60000,7.60000,7.59600,10.32100,9.99800,10.09400,10.09400,0.76000,0.76000,3.14720,,,62.70970,28.19760,28.19750,28.26240,21.42310,0.39880,0.84950,1.71080,52.60850,12.55350,13.32980,8.54750,12.55350,5.99770,1.1874,1.1625
2021-09-30,31.72500,11.68600,20.03900,1.11300,10.60000,,11.71300,8.32600,-0.00900,8.31700,2.16000,6.15700,6.15700,6.14800,8.57200,8.32600,10.09400,10.09400,0.61000,0.61000,3.08440,,,63.16470,26.24430,26.24430,26.21590,19.37900,0.38290,0.91010,1.43450,62.73760,11.00210,11.74190,7.43130,11.00210,5.54410,0.2163,0.1962
2021-06-30,31.96600,12.26800,19.69800,1.21200,10.06700,,11.27900,8.41900,0.01500,8.43400,2.23200,6.20200,6.20200,6.18400,8.64400,8.41900,10.09400,10.09400,0.61000,0.61000,3.20650,,,61.62170,26.33740,26.33740,26.38430,19.34560,0.41360,1.04330,1.71400,52.50890,11.68910,12.52120,8.02460,11.68910,5.25640,0.8692,0.8538
2021-03-31,30.86300,11.30400,19.55900,1.00100,10.23900,,11.24000,8.31900,0.02700,8.34600,2.04900,6.29700,6.29700,6.26700,8.54500,8.31900,10.09400,10.09400,0.62000,0.62000,3.17080,,,63.37360,26.95460,26.95460,27.04210,20.30590,0.43980,0.94600,1.56520,57.49990,12.62280,13.58280,8.97300,12.62280,4.94210,0.21860,0.18280
2020-12-31,31.62500,11.37200,20.25300,1.11400,9.59600,,10.71000,9.54300,0.06600,9.60900,2.40600,7.20300,7.20300,7.17800,9.77600,9.54300,10.09400,10.09400,0.71000,0.71000,2.62250,0.01190,0.01210,64.04110,30.17550,30.17550,30.38420,22.69720,0.44190,0.98800,1.57520,57.13610,15.53140,16.80940,10.06410,15.34640,4.59450,0.7895,0.7713
2020-09-30,27.08700,9.82100,17.26600,0.94500,9.94200,,10.88700,6.37900,0.02500,6.40400,1.57600,4.82800,4.82800,4.81700,6.59500,6.37900,10.09400,10.09400,0.48000,0.48000,2.71780,,,63.74280,23.55000,23.55000,23.64230,17.78340,0.42730,0.85930,1.65980,54.22200,11.55080,12.61500,7.61680,11.55080,4.14090,0.2019,0.1827
2020-06-30,21.81800,8.55600,13.26200,1.02100,7.35500,,8.37600,4.88600,-0.12000,4.76600,1.19600,3.57000,3.57000,3.57100,5.09600,4.88600,10.09400,10.09400,0.35000,0.35000,2.60210,,,60.78470,22.39440,22.39440,21.84440,16.36720,0.36410,0.77200,1.54600,58.21660,9.00110,9.87930,5.95820,9.00110,3.92930,0.8472,0.8431
2020-03-31,25.26600,9.49700,15.76900,1.12000,8.80400,,9.92400,5.84500,-0.06300,5.78200,1.41600,4.36600,4.36600,4.34400,6.05600,5.84500,10.09400,10.09400,0.43000,0.43000,2.83390,,,62.41190,23.13390,23.13390,22.88450,17.19310,0.44700,0.84630,1.62750,55.29800,11.21210,12.32850,7.72500,11.21210,3.85770,0.07440,0.06000
2019-12-31,29.73300,10.63200,19.10100,1.06000,11.22700,,12.28700,6.81400,0.29700,7.11100,1.53300,5.57800,5.57800,5.55300,7.04000,6.81400,10.09300,10.09300,0.56000,0.56000,2.26130,,,64.24170,22.91730,22.91730,23.91620,18.67620,0.48760,0.95970,1.74420,51.60020,14.84460,16.38180,9.14670,14.84460,3.72260,0.631,0.6109
2019-09-30,28.03000,10.32600,17.70400,1.16200,12.16900,,13.33100,4.37300,0.17400,4.54700,1.15300,3.39400,3.39400,3.36800,4.56500,4.37300,10.09400,10.09400,0.33000,0.33000,3.89530,,,63.16090,15.60110,15.60110,16.22190,12.01570,0.30300,0.98660,1.66710,53.98720,4.85050,5.10790,3.66840,4.85050,6.93200,0.455,0.4253
2019-06-30,26.80900,10.07300,16.73600,1.15200,10.44000,,11.59200,5.14400,0.20300,5.34700,1.32500,4.02200,4.02200,3.98300,5.29500,5.14400,10.09200,10.09200,0.39000,0.39000,4.51820,,,62.42680,19.18760,19.18760,19.94480,14.85700,0.30390,1.07310,1.60870,55.94580,5.77140,6.07900,4.55930,5.77140,6.90390,0.598,0.5561
2019-03-31,26.78800,9.84200,16.94600,1.34100,10.01400,,11.35500,5.59100,0.25800,5.84900,1.41800,4.43100,4.43100,4.38200,5.74100,5.59100,10.09200,10.09200,0.43000,0.43000,6.20860,,,63.25970,20.87130,20.87130,21.83440,16.35810,0.31480,1.11350,1.57520,57.13530,6.25490,6.58260,5.20760,6.25490,7.01940,-0.09470,-0.12440
2018-12-31,28.87000,10.56800,18.30200,1.45200,9.01800,,10.47000,7.83200,0.16700,7.99900,1.94700,6.05200,6.05200,6.02400,8.01400,7.83200,10.09200,10.09200,0.61000,0.61000,4.00010,,,63.39450,27.12850,27.12850,27.70700,20.86590,0.33250,1.32500,1.75490,51.28470,9.12530,9.63770,6.96950,9.12530,6.57160,0.9257,0.8387
2018-09-30,27.19900,10.65200,16.54700,1.22100,8.65000,,9.87100,6.67600,0.09000,6.76600,1.55600,5.21000,5.21000,5.17600,6.79600,6.67600,10.09200,10.09200,0.51000,0.51000,4.14950,,,60.83680,24.54500,24.54500,24.87590,19.03010,0.33410,1.39790,1.55600,57.84040,8.30040,8.79440,6.39930,8.30040,6.21960,0.5577,0.5243
2018-06-30,26.84700,10.63300,16.21400,1.11000,8.74600,,9.85600,6.35800,0.01800,6.37600,1.56400,4.81200,4.81200,4.77600,6.47500,6.35800,10.09200,10.09200,0.47000,0.47000,4.55110,,,60.39410,23.68240,23.68240,23.74940,17.78970,0.35510,1.28560,1.72850,52.06840,8.01760,8.51800,6.36480,8.01760,5.94710,0.6138,0.5829
2018-03-31,25.39700,10.36400,15.03300,1.03000,8.50300,,9.53300,5.50000,0.08700,5.58700,1.38400,4.20300,4.20300,4.16300,5.62400,5.50000,10.09200,10.09200,0.41000,0.41000,5.39480,,,59.19200,21.65610,21.65610,21.99870,16.39170,0.34210,1.29580,1.64850,54.59460,6.92400,7.35100,5.66170,6.92400,6.01490,-0.01060,-0.04990
2017-12-31,27.46400,10.38300,17.08100,0.82500,8.58800,,9.41300,7.66800,0.02100,7.68900,3.15600,4.53300,4.53300,4.47600,7.80800,7.66800,10.09200,10.09200,0.44000,0.44000,3.50620,,,62.19410,27.92020,27.92020,27.99660,16.29770,0.35630,1.29670,1.75650,51.23940,8.08470,8.62720,5.88010,8.08470,5.55580,0.8528,0.841
