Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,11.54600,2.90800,8.63800,4.28100,-4.74000,9.02100,-0.38300,0.11000,-0.27300,-0.16800,-0.10500,-0.10500,-0.10500,-0.33000,-0.38300,11.25400,11.25400,-0.01000,-0.01000,4.00560,,74.81380,-3.31720,-3.31720,-2.36450,-0.90940,0.12410,0.59840,,,-0.18460,-0.18460,-0.11290,-0.18460,4.97880,-0.20860,-0.21220
2021-12-31,16.10800,4.15300,11.95500,4.35800,-7.11000,11.46800,0.48700,0.03100,0.51800,0.28600,0.23200,0.23200,0.23200,0.54900,0.48700,11.01700,11.42300,0.03000,0.02000,3.79090,,74.21780,3.02330,3.02330,3.21580,1.44030,0.16380,0.79000,,,0.39000,0.39000,0.23590,0.39000,5.20790,0.1377,0.1324
2021-09-30,14.27600,3.66800,10.60800,4.10200,-6.02700,10.12900,0.47900,-0.05300,0.42600,-0.04500,0.47100,0.47100,0.47100,0.56000,0.47900,11.06300,11.42300,0.04000,0.04000,4.08520,,74.30650,3.35530,3.35530,2.98400,3.29920,0.14420,0.83550,,,0.76520,0.76520,0.47590,0.76520,5.38870,-0.0968,-0.0983
2021-06-30,16.15200,3.93400,12.21800,4.90600,-6.92700,11.83300,0.38500,-0.05900,0.32600,0.09700,0.22900,0.22900,0.22900,0.46200,0.38500,10.96800,11.42400,0.02000,0.02000,4.12820,,75.64390,2.38360,2.38360,2.01830,1.41780,0.15930,1.06150,,,0.36100,0.36100,0.22580,0.36100,5.55300,0.0118,0.0044
2021-03-31,13.46900,3.25500,10.21400,4.48000,-5.51400,9.99400,0.22000,0.02000,0.24000,0.08700,0.15300,0.15300,0.15300,0.29900,0.22000,10.87400,11.42400,0.01000,0.01000,4.54600,,75.83340,1.63340,1.63340,1.78190,1.13590,0.13020,0.89740,,,0.23400,0.23400,0.14780,0.23400,5.72320,0.03620,0.03070
2020-12-31,16.59500,4.02400,12.57100,4.43700,-6.86800,11.30500,1.26600,0.21800,1.48400,0.73700,0.74700,0.74700,0.74700,1.37500,1.26600,10.63000,11.42400,0.07000,0.06000,4.63780,,75.75180,7.62880,7.62880,8.94250,4.50140,0.15660,1.06480,,,1.10340,1.10340,0.70510,1.10340,5.92640,0.2989,0.2933
2020-09-30,14.12400,3.63500,10.48900,4.20100,-5.62000,9.82100,0.66800,0.38500,1.05300,0.41800,0.63500,0.63500,0.63500,0.76700,0.66800,10.67800,11.42400,0.06000,0.06000,4.69340,,74.26370,4.72950,4.72950,7.45540,4.49590,0.13190,0.85350,,,0.92460,0.92460,0.59300,0.92460,6.01230,-0.0448,-0.0517
2020-06-30,16.40400,4.81700,11.58700,4.29100,-7.11300,11.40400,0.18300,0.12500,0.30800,0.27400,0.03400,0.03400,0.03400,0.29000,0.18300,10.58000,11.42400,0.00000,0.00000,4.50440,,70.63520,1.11560,1.11560,1.87760,0.20730,0.15120,1.17090,,,0.04870,0.04870,0.03130,0.04870,6.11380,0.0053,0.0005
2020-03-31,14.94800,4.51400,10.43400,5.27900,-6.60300,11.88200,-1.44800,0.09300,-1.35500,-0.78200,-0.57300,-0.57300,-0.57300,-1.35300,-1.44800,10.48300,10.48300,-0.05000,-0.05000,4.34340,,69.80200,-9.68690,-9.68690,-9.06480,-3.83330,0.13150,0.83500,,,-0.79700,-0.79700,-0.50410,-0.79700,6.29410,-0.09440,-0.09560
2019-12-31,17.83500,5.10200,12.73300,6.92400,-7.29100,15.97900,-3.24600,0.29800,-2.94800,-0.10600,-2.84200,-2.84200,-2.84200,-1.38500,-3.24600,10.87100,10.87100,-0.27000,-0.27000,4.12040,,71.39330,-18.20020,-18.20020,-16.52930,-15.93500,0.15050,0.79670,,,-3.78610,-3.78610,-2.39840,-3.78610,6.57160,0.0504,0.05
2019-09-30,17.02300,4.37100,12.65200,6.35400,-7.36200,13.71600,-1.06400,0.32300,-0.74100,0.50200,-1.24300,-1.24300,-1.24300,-0.96300,-1.06400,10.62300,10.62300,-0.12000,-0.12000,4.28670,,74.32300,-6.25040,-6.25040,-4.35290,-7.30190,0.13390,0.54640,,,-1.50540,-1.53830,-0.97790,-1.50540,7.16710,-0.4125,-0.4168
2019-06-30,23.42800,5.40700,18.02100,6.62700,-11.39800,18.02500,-0.00400,0.37300,0.36900,-0.02800,0.39700,0.39700,0.39700,0.09200,-0.00400,11.08200,11.13500,0.04000,0.04000,3.95130,,76.92080,-0.01710,-0.01710,1.57500,1.69460,0.17210,0.52280,,,0.50030,0.51170,0.29170,0.50030,7.35700,-0.3509,-0.3595
2019-03-31,19.32800,5.22400,14.10400,7.31500,-9.49800,16.81300,-2.70900,0.43200,-2.27700,-0.35400,-1.92300,-1.92300,-1.92300,-2.61600,-2.70900,11.33300,11.33300,-0.17000,-0.17000,3.78640,,72.97190,-14.01590,-14.01590,-11.78080,-9.94930,0.12940,0.42440,,,-2.23980,-2.28680,-1.28760,-2.23980,7.53200,-1.00150,-1.00560
2018-12-31,41.59000,8.82100,32.76900,6.82500,-20.21100,27.03600,5.73300,0.32400,6.05700,0.49800,5.55900,5.55900,5.55900,5.82500,5.73300,11.30400,11.31800,0.50000,0.49000,3.48590,,78.79060,13.78450,13.78460,14.56360,13.36620,0.26340,0.72510,,,6.18620,6.31010,3.52010,6.18620,7.89920,0.3938,0.3904
2018-09-30,47.04300,9.92600,37.11700,7.26900,-22.00100,29.27000,7.84700,0.24900,8.09600,0.46700,7.62900,7.62900,7.62900,7.94400,7.84700,11.30900,11.32200,0.67000,0.67000,3.37580,,78.90020,16.68050,16.68050,17.20980,16.21710,0.30100,0.89270,,,8.64790,8.82430,4.88120,8.64790,7.75470,0.7726,0.767
2018-06-30,50.91000,10.39900,40.51100,8.09300,-22.31000,30.40300,10.10800,0.05300,10.16100,1.13800,9.02300,9.02300,9.02300,10.21200,10.10800,11.29800,11.30500,0.80000,0.80000,3.43390,,79.57380,19.85460,19.85460,19.95880,17.72340,0.33410,1.00400,,,10.54480,10.76680,5.92190,10.54480,7.52170,0.4713,0.4629
2018-03-31,52.36700,10.22100,42.14600,9.12200,-22.98000,32.10200,10.04400,0.16300,10.20700,1.38300,8.82400,8.82400,8.82400,10.17500,10.04400,11.28600,11.28800,0.78000,0.78000,3.80730,,80.48200,19.18000,19.18000,19.49130,16.85030,0.31280,1.28660,,,8.92160,9.08360,5.27160,8.92160,8.69420,0.98730,0.98580
2017-12-31,46.09200,9.42400,36.66800,8.18600,-19.79600,27.98200,8.68600,0.14300,8.82900,13.31700,-4.48800,-4.48800,-4.48800,8.80800,8.68600,11.25100,11.26700,-0.40000,-0.40000,3.60780,,79.55390,18.84490,18.84490,19.15520,-9.73700,0.28890,1.12220,,,-4.95250,-5.05080,-2.81280,-4.95250,7.98990,1.0011,0.9975
2017-09-30,40.13200,8.18300,31.94900,7.63300,-15.80200,23.43500,8.51400,-0.01200,8.50200,1.16400,7.33800,7.33800,7.33800,8.65200,8.51400,11.25800,11.27600,0.65000,0.65000,3.30490,,79.60980,21.21500,21.21500,21.18510,18.28470,0.27230,0.76970,,,7.49860,7.63630,4.97830,7.49860,8.62790,-0.4696,-0.4756
2017-06-30,51.46500,9.79300,41.67200,6.73000,-22.07500,28.80500,12.86700,0.08000,12.94700,2.64400,10.30300,10.30300,10.30300,13.00700,12.86700,11.24300,11.27400,0.92000,0.91000,2.73670,,80.97150,25.00150,25.00150,25.15690,20.01940,0.32870,0.99890,,,10.91430,11.12220,6.58060,10.91430,8.32300,0.6023,0.5936
2017-03-31,59.87400,11.24500,48.62900,9.67200,-25.96500,35.63700,12.99200,0.15600,13.14800,2.72300,10.42500,10.42500,10.42500,13.12800,12.99200,11.22900,11.25100,0.93000,0.93000,2.60220,,81.21890,21.69890,21.69890,21.95950,17.41160,0.39030,1.22630,,,11.70090,11.93720,6.79640,11.70090,7.85540,1.22750,1.22110
2016-12-31,62.31200,11.93700,50.37500,8.74000,-21.50300,30.36100,20.01400,-0.09900,19.91500,0.86700,19.04800,19.04800,19.04800,20.13200,20.01400,11.38200,11.40700,1.68000,1.69000,2.47130,,80.84320,32.11900,32.11900,31.96010,30.56880,0.42090,1.06040,,,23.10560,23.61080,12.86580,23.10560,7.30390,1.4307,1.4119
2016-09-30,70.67900,13.62700,57.05200,11.17000,-30.57800,41.84400,15.20800,0.04800,15.25600,2.69900,12.55700,12.55700,12.55700,15.30400,15.20800,11.20900,11.23200,1.12000,1.12000,2.00930,,80.71990,21.51700,21.51700,21.58490,17.76620,0.50540,0.91810,721.21430,0.12480,18.27060,18.75190,8.97860,18.27060,6.08910,0.5515,0.5371
2016-06-30,80.39100,15.05900,65.33200,12.43100,-37.88300,50.40500,14.92700,0.01600,14.94300,2.74200,12.20100,12.20100,12.20100,15.01800,14.92700,11.33300,11.35900,1.08000,1.07000,1.80080,,81.26780,18.56800,18.56800,18.58790,15.17710,0.61060,1.22410,864.41930,0.10410,21.40040,22.08370,9.26750,21.40040,5.05120,1.5096,1.4838
2016-03-31,74.34600,14.28000,60.06600,10.90400,-35.08600,46.07900,13.98700,-0.02400,13.96300,2.68300,11.28000,11.28000,11.28000,14.07600,13.98700,11.77300,11.81700,0.96000,0.95000,1.75600,,80.79250,18.81340,18.81340,18.78110,15.17230,0.62510,1.39060,844.84090,0.10650,22.86730,23.71540,9.48410,22.86730,4.31980,1.16970,1.14940
2015-12-31,73.65600,15.07300,58.58300,11.45300,-33.15500,44.69000,13.89300,0.02800,13.92100,0.22200,13.69900,13.69900,13.69900,13.97500,13.89300,12.30200,12.37200,1.12000,1.12000,1.91360,,79.53600,18.86200,18.86200,18.90000,18.59860,0.59330,1.44170,,,24.11410,24.88690,11.03410,24.11410,4.67990,1.2659,1.261
2015-09-30,80.77900,16.00100,64.77800,9.86700,-40.03600,49.97500,14.80300,-0.13500,14.66800,0.13700,14.53100,14.53100,14.53100,14.87500,14.80300,12.23900,12.28400,1.19000,1.18000,1.73460,,80.19160,18.32530,18.32530,18.15820,17.98860,0.73630,2.41960,264.84920,0.33980,29.78400,30.90130,13.24480,29.78400,3.98610,2.1391,2.1134
2015-06-30,69.71600,14.09400,55.62200,8.28100,-35.01000,43.35900,12.26300,0.13200,12.39500,0.12200,12.27300,12.27300,12.27300,12.33100,12.26300,12.40300,12.46100,0.99000,0.98000,1.73950,,79.78370,17.58990,17.58990,17.77930,17.60430,0.78950,2.66580,234.73400,0.38340,30.80500,32.23210,13.89860,30.80500,3.21400,1.849,1.8434
2015-03-31,40.70900,8.93000,31.77900,6.42300,-18.39700,24.86100,6.91800,-0.10900,6.80900,0.07100,6.73800,6.73800,6.73800,6.95900,6.91800,12.45300,12.54800,0.54000,0.54000,1.87890,,78.06380,16.99380,16.99380,16.72600,16.55160,0.58620,1.83780,228.70220,0.39350,20.62130,21.79810,9.70220,20.62130,2.61650,1.31940,1.29820
2014-12-31,35.40600,7.46400,27.94200,5.23300,-16.60700,21.87300,6.06900,-0.14500,5.92400,0.12200,5.80200,5.80200,5.80100,6.10200,6.06900,12.13100,12.60000,0.46000,0.44000,2.03120,,78.91880,17.14120,17.14110,16.73160,16.38420,0.67390,1.98510,330.89720,0.27200,21.93570,23.50320,11.04300,21.93570,2.11480,0.7917,0.7803
2014-09-30,31.83300,6.75600,25.07700,5.07600,-14.50900,19.61300,5.46400,-0.03100,5.43300,0.04600,5.38700,5.38700,5.38500,5.49200,5.46400,12.45500,12.77400,0.43000,0.42000,1.99070,,78.77670,17.16460,17.16460,17.06720,16.91640,0.66610,1.56390,315.17820,0.28560,21.43910,23.00370,11.27290,21.39230,1.96660,0.5956,0.588
2014-06-30,34.18900,7.50900,26.68000,5.03100,-15.45800,20.51200,6.16800,0.00100,6.16900,0.05900,6.11000,6.11000,6.10700,6.19100,6.16800,11.82100,12.30500,0.51000,0.49000,1.75050,,78.03680,18.04090,18.04090,18.04380,17.86250,0.91080,1.73780,313.66060,0.28690,34.77120,38.45190,16.27680,34.60970,1.45740,0.3327,0.3302
2014-03-31,23.16200,5.25200,17.91000,4.34700,-10.42300,14.79100,3.11900,-0.00900,3.11000,0.03900,3.07100,3.07100,3.06700,3.14000,3.11900,11.36100,11.67300,0.27000,0.26000,1.31760,,77.32490,13.46600,13.46600,13.42720,13.24150,0.74130,1.58050,137.86900,0.65280,32.42870,39.37680,9.82910,32.11340,0.82990,0.70960,0.70420
2013-12-31,19.10100,4.39100,14.71000,3.36400,-9.67700,13.05400,1.65600,-0.02600,1.63000,0.05300,1.57700,1.57700,1.57400,1.66900,1.65600,11.15400,11.33100,0.13000,0.13000,1.24870,,77.01170,8.66970,8.66970,8.53360,8.24040,0.96340,2.40210,142.54480,0.63140,26.43310,36.56390,7.95380,25.95030,0.53620,0.492,0.4784
2013-09-30,14.17700,3.36200,10.81500,3.21600,-6.25900,9.48800,1.32700,0.01500,1.34200,0.02100,1.32100,1.32100,1.31700,1.34000,1.32700,11.18100,11.31200,0.12000,0.12000,1.21230,,76.28550,9.36020,9.36020,9.46600,9.28970,1.03540,2.79930,48.38570,1.86010,30.31900,48.85350,9.64800,29.56580,0.39420,0.2223,0.2224
2013-06-30,10.59800,2.57000,8.02800,2.60900,-4.44300,7.08000,0.94800,-0.02800,0.92000,0.01600,0.90400,0.90400,0.90000,0.97600,0.94800,11.13100,11.26900,0.08000,0.08000,1.09560,,75.75010,8.94510,8.94510,8.68090,8.49220,0.98270,2.49270,61.61630,1.46070,30.18360,67.36220,8.38200,29.10500,0.27400,0.1383,0.1344
2013-03-31,8.65100,2.22800,6.42300,2.44500,-3.67400,6.13100,0.29200,0.00700,0.29900,0.01200,0.28700,0.28700,0.28300,0.30400,0.29200,11.06900,11.24800,0.03000,0.03000,0.97280,,74.24580,3.37530,3.37530,3.45620,3.27130,0.95920,2.50900,48.32960,1.86220,13.91180,67.84870,3.18220,13.12300,0.19310,0.09050,0.08930
2012-12-31,8.11100,2.01800,6.09300,2.41000,-3.25000,5.67700,0.41600,0.04900,0.46500,-0.06500,0.53000,0.53000,0.52500,0.43300,0.41600,10.94400,11.23400,0.04000,0.04000,0.92500,,75.12020,5.12880,5.12880,5.73300,6.47270,0.98690,2.32760,66.48360,1.35370,29.69190,365.51750,6.44850,27.76320,0.16860,0.0551,0.0543
2012-09-30,9.33300,2.38400,6.94900,2.25500,-3.89700,6.16000,0.78900,-0.02700,0.76200,0.01500,0.74700,0.74700,0.74300,0.79700,0.78900,10.97000,11.23200,0.07000,0.07000,0.84850,,74.45620,8.45390,8.45390,8.16460,7.96100,1.18140,1.89060,56.22290,1.60080,59.00460,-199.73250,9.45570,53.74100,0.12270,-0.0885,-0.0905
2012-06-30,10.98000,2.88400,8.09600,2.31300,-4.88600,7.20700,0.88900,0.00200,0.89100,0.04500,0.84600,0.84600,0.84200,0.89700,0.88900,10.91900,11.21900,0.08000,0.08000,0.79250,,73.73410,8.09650,8.09650,8.11480,7.66850,1.21050,2.29250,54.08870,1.66390,183.51480,-71.75570,9.32640,144.61540,0.05170,0.1536,0.1494
2012-03-31,9.09000,2.39900,6.69100,2.43700,-3.69100,6.14000,0.55100,-0.06300,0.48800,-0.01900,0.50700,0.50700,0.50300,0.56300,0.55100,10.86300,11.18100,0.05000,0.04000,0.66330,,73.60840,6.06160,6.06160,5.36850,5.53360,1.24450,2.38000,26.89350,3.34650,-142.81720,-25.41350,6.94140,-219.48050,-0.02040,0.07690,0.07530
2011-12-31,8.21700,2.15000,6.06700,5.79000,-3.21500,5.81000,0.25700,-0.01000,0.27000,-0.31700,0.58700,0.47500,0.47500,0.26600,0.25700,10.80600,11.07400,0.04000,0.04000,0.55250,,74.23630,3.12770,3.12770,3.28590,5.78070,1.34200,1.97430,88.35480,1.01860,-50.91110,-18.46090,7.75760,-58.71450,-0.07140,-0.0001,0
2011-09-30,10.56200,2.53600,8.02600,2.61300,-4.16600,6.80200,1.22400,0.42500,1.64900,0.01600,1.63300,1.63300,1.62900,1.24700,1.22400,10.73200,10.89800,0.15000,0.15000,0.51890,,75.98940,11.58870,11.58870,15.61260,15.42320,1.66590,2.30550,117.35560,0.76690,-111.08890,-52.50800,25.75710,-120.96300,,0.0774,0.0776
2011-06-30,7.20800,1.97700,5.23100,1.83600,-2.71400,4.57600,0.65500,0.02600,0.68100,0.01300,0.66800,0.66800,0.66500,0.68100,0.65500,10.67500,10.70600,0.06000,0.06000,0.47060,,72.57210,9.08710,9.08710,9.44780,9.22590,1.03120,1.66130,55.44620,1.62320,-24.83270,-15.49880,9.55650,-26.19610,,0.0496,0.0489
2011-03-31,5.17500,1.52900,3.64600,2.03000,-1.76200,4.02400,-0.37800,-0.09500,-0.47300,0.00700,-0.48000,-0.48000,-0.47600,-0.14600,-0.37800,10.63500,10.63500,-0.04000,-0.04000,0.36860,,70.45410,-7.30430,-7.30430,-9.14010,-9.19810,0.89220,2.15350,32.34380,2.78260,14.45780,9.71660,-8.27590,15.09430,,0.00490,0.00470
2010-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0.1452,0.154
2009-09-30,5.69800,1.87000,3.82800,5.19000,,5.51000,-1.68200,-1.12000,-2.82000,0.02000,-2.84000,-2.82800,-2.82800,-0.94200,-1.68200,10.26100,10.26100,-0.28000,-0.28000,0.45420,,67.04110,-29.51910,-29.51910,-49.49110,-49.63150,0.57560,1.03890,63.31110,1.42160,398.31380,79.88700,-28.56570,496.14040,,-0.0886,-0.0884
2009-06-30,8.47200,2.50000,5.97200,7.04000,,7.37000,-1.39800,-1.00000,-2.42000,-0.07000,-2.35000,-2.34900,-2.34900,-0.20800,-1.39800,10.06800,10.06800,-0.23000,-0.23000,0.68050,0.93000,70.34940,-16.50140,-16.50140,-28.56470,-27.72660,0.63650,1.56250,94.13330,0.95610,-125.61500,202.50000,-17.64840,-117.45000,,-0.0081,-0.0121
2009-03-31,9.86900,2.79000,7.07900,7.55000,,7.88000,-0.80100,-0.84000,-1.65000,0.11000,-1.76000,-1.74400,-1.74400,0.29900,-0.80100,9.90300,9.90300,-0.18000,-0.18000,0.54570,0.42860,71.63850,-8.11630,-8.11630,-16.71900,-17.67150,0.66370,1.36100,98.69000,0.91190,-45.89470,-311.42850,-11.72830,-44.48980,,-0.04850,-0.05350
