Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,11.16810,11.49890,-0.33080,8.32700,-0.30220,17.25290,-17.58370,-5.08690,-22.67060,-22.67060,-22.67060,-19.48920,-8.89480,-17.58370,14.59500,14.59500,-1.34000,-1.34000,0.26890,0.63430,2.73650,-2.96230,-157.44620,-157.44620,-202.99470,-174.50800,0.07900,4.08460,9.00000,10.00000,-116.07820,-116.07820,-16.03690,-42.44640,1.32520,0.1654,0.1566
2024-06-30,19.10410,14.88000,4.22420,11.74660,-1.82880,22.86590,-18.64180,-2.62520,-21.26700,-21.26700,-21.26700,-17.94180,-9.28600,-18.64180,14.36980,14.36980,-1.25000,-1.25000,0.34210,0.47960,1.31320,22.11140,-97.57970,-97.57970,-111.32140,-93.91590,0.12490,3.32880,33.50450,2.68620,-50.94570,-50.94570,-13.90910,-26.51260,3.21580,0.0013,-0.0215
2024-03-31,27.52220,15.65260,11.86960,6.59830,0.66130,15.45160,-3.58200,9.42430,5.84230,5.84230,5.84230,4.92400,5.99780,-3.58200,13.98980,13.98980,0.35000,0.35000,0.50150,0.41050,0.89090,43.12750,-13.01500,-13.01500,21.22760,17.89100,0.16560,3.83080,15.82470,5.68730,9.42740,9.42740,3.51540,5.55750,4.80400,0.41900,0.41440
2023-12-31,21.73940,14.95830,6.78110,6.28480,-3.64190,19.31700,-12.53590,-8.62500,-21.16090,-21.16090,-21.16090,3.09670,-3.08110,-12.53590,6.82120,6.82120,2.67000,2.67000,0.50420,0.52620,1.29360,31.19270,-57.66440,-57.66440,-97.33890,14.24460,0.12470,3.56420,42.87600,2.09910,-48.76060,-48.76060,-12.13790,-23.10110,3.90410,-0.6134,-2.1718
2023-09-30,17.72700,15.51770,2.20930,6.59900,-5.64800,21.91420,-19.70490,-2.60700,-22.31190,-22.31190,-22.31190,-17.12320,-9.97320,-19.70490,7.56950,7.56950,-2.26000,-2.26000,0.43610,0.45740,0.86730,12.46280,-111.15800,-111.15800,-125.86430,-96.59410,0.10260,4.93680,36.42230,2.47100,-32.62850,-32.62860,-12.90990,-17.70290,8.68120,-0.1679,-0.3988
2023-06-30,18.23370,15.09560,3.13810,10.07770,-0.00500,18.71770,-15.57950,3.88740,-11.69210,-11.69210,-11.69210,-8.33630,-6.85640,-15.57950,6.16350,6.16350,-1.35000,-1.35000,0.59800,0.41310,0.71370,17.21060,-85.44340,-85.44340,-64.12360,-45.71890,0.09730,3.62160,7.79850,11.54060,-14.19980,-14.19980,-6.24170,-8.33330,13.77850,0.4972,-1.2165
2023-03-31,17.26620,15.85490,1.41130,8.46880,0.16420,16.02740,-14.61610,-32.04450,-46.66060,-46.66060,-46.66060,-28.54140,-6.84570,-14.61610,4.37560,4.37560,-6.52000,-6.52000,0.76610,0.41460,0.72030,8.17360,-84.65150,-84.65150,-270.24200,-165.30220,0.09130,3.37280,3.64110,24.71810,-56.76720,-56.76720,-24.67240,-33.23290,20.02540,-0.76370,-0.76680
2022-12-31,24.73560,14.07330,10.66230,10.79850,-29.47990,50.27960,-39.61730,-7.78930,-47.40660,-47.40660,-47.40660,-27.93120,-29.33000,-39.61730,2.58490,2.58490,-7.05000,-7.05000,0.59000,0.40720,0.89670,43.10520,-160.16340,-160.16340,-191.65360,-112.91930,0.11400,3.14720,2.28250,39.43070,-57.09910,-57.09910,-21.85080,-33.84920,26.18260,-4.5547,-4.694
2022-09-30,26.36670,29.61260,-3.24590,11.33420,-12.35220,35.93360,-39.17960,-36.04080,-75.22040,-75.22040,-75.22040,-31.22020,-26.30600,-39.17960,2.46320,2.46320,-12.67000,-12.67000,0.50180,0.06930,0.95770,-12.31070,-148.59510,-148.59510,-285.28600,-118.40800,0.09620,8.92830,34.01980,2.64550,-110.47710,-73.58180,-27.43840,-68.48540,44.32310,-2.2001,-2.5635
2022-06-30,29.73990,25.77490,3.96500,10.90390,-19.93190,43.50310,-39.53810,-0.70050,-40.23860,-40.23860,-40.23860,-16.70100,-25.68540,-39.53810,2.03410,2.03410,-8.21000,-8.21000,0.33590,0.16550,0.94010,13.33230,-132.94610,-132.94610,-135.30150,-56.15690,0.08370,7.14870,16.06070,5.60370,-40.37330,-29.67370,-11.32620,-24.76330,67.68330,-1.6625,-6.7588
2022-03-31,29.38170,20.54030,8.84140,11.42420,-14.02880,37.77260,-28.93120,-3.37520,-32.30640,-32.30640,-32.30640,-13.40880,-15.72410,-28.93120,2.02060,2.02060,-6.60000,-6.60000,0.40700,0.44110,2.66590,30.09140,-98.46700,-98.46700,-109.95440,-45.63660,0.07900,5.78270,17.26980,5.21140,-868.02440,-79.53290,-8.69150,-44.44770,20.28880,-2.08770,-24.17960
2021-12-31,16.91260,15.78420,1.12840,8.57790,-1.25410,14.97630,-13.84790,-3.63510,-17.48300,-17.48300,-17.48300,-8.01480,-7.94200,-13.84790,0.55190,0.55190,1278.80000,1278.80000,0.59180,-0.45060,-1.08470,6.67170,-81.87930,-81.87930,-103.37290,-47.38980,0.04770,4.68060,8.00840,11.23820,18.05440,29.54970,-4.93000,42.86530,-29.55870,-395.6346,2879.5854
2021-09-30,6.01970,5.24650,0.77320,3.46980,-0.09100,4.71920,-3.94600,-2.34430,-6.29040,-6.29040,-6.29040,-1.95160,-2.14460,-3.94600,0.03220,0.03220,-60.50000,-60.50000,0.75480,-0.09670,-0.21120,12.84470,-65.55180,-65.55180,-104.49610,-32.41960,0.03430,14.27230,19.52000,4.61070,2.47480,2.47480,-3.58730,2.71420,-18026.66000,112.6885,7628.753
2021-06-30,4.18450,4.06230,0.12220,1.99700,-0.37520,3.16000,-3.03780,-0.20520,-3.24300,-3.24300,-3.24300,-1.00780,-2.25000,-3.03780,0.00080,0.00080,-1238.60000,-1238.60000,,,,2.92000,-72.59520,-72.59520,-77.50010,-24.08380,,,,,,,,,,273.7404,-10977.18
2021-03-31,3.79830,3.54280,0.25550,0.91090,,1.42830,-1.17280,0.93380,-0.23900,-0.23900,-0.23900,-0.23900,-0.65530,-1.17280,,,,0.00000,,,,6.72760,-30.87620,-30.87620,-6.29110,-6.29110,,,,,,,,,,0.00000,
2020-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,20.1229,101.6999
2020-09-30,0.96000,1.17820,-0.21820,0.36530,,0.50440,-0.72260,0.04020,-0.68240,-0.68240,-0.68240,-0.68240,-0.72260,-0.72260,0.01740,0.01740,-39.32270,-39.32270,,,,-22.72740,-75.26990,-75.26990,-71.07900,-71.07900,,,,,,,,,,-20.1229,-101.6999
