Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,29.94500,20.57100,9.37400,2.28300,13.82100,,16.10400,-6.73000,3.14800,-3.58200,0.59300,-4.17500,-4.17500,,-4.11100,-6.73000,-6.73000,86.06800,86.06800,-0.05000,-0.05000,3.25780,0.01880,0.20490,31.30410,-22.47450,-22.47450,-11.96190,-13.72850,0.05520,0.23980,0.65340,137.73950,,-1.12520,-0.77000,-1.00020,,0,0
2024-06-30,39.15000,27.30700,11.84300,0.78300,12.32600,,13.10900,-1.26600,3.19500,1.92900,0.31100,1.61800,1.61800,,1.67300,-1.26600,-1.26600,86.32500,86.52200,0.02000,0.02000,4.11490,0.02000,0.11300,30.25030,-3.23370,-3.23370,4.92720,4.27330,0.07930,0.37600,0.75110,119.83220,,0.45060,0.32790,0.39950,,1.266,1.4318
2023-12-31,28.35810,19.67030,8.68780,1.59320,14.10130,0.03440,15.64110,-6.95320,4.29900,-2.69820,1.88950,-4.58770,-4.58770,,-4.55880,-3.99160,-6.95320,78.78100,79.90300,-0.06000,-0.06000,4.48070,0.02020,0.10220,30.63600,-24.51940,-24.51930,-9.51490,-16.07570,0.05720,0.31960,1.11520,80.70390,,-1.25020,-0.92600,-1.10570,,-1.5941,-1.5977
2023-09-30,36.42600,25.50700,10.91900,0.91800,13.61000,-0.01400,14.55000,-3.63100,4.85100,1.26400,-0.01200,1.27600,1.27600,,0.86800,-0.72350,-3.63100,79.17400,81.23400,0.02000,0.02000,4.16370,0.02050,0.10030,29.97580,-9.96820,-9.96820,3.47000,2.38290,0.07550,0.44080,1.32850,67.74700,0.32480,0.35830,0.26440,0.31820,4.62180,0.1806,0.0372
2023-06-30,35.95300,22.21900,13.73400,0.87500,11.61900,-0.96300,13.96500,-0.23100,4.92200,4.69100,0.30500,4.38600,4.38600,,3.72700,2.76240,-0.23100,74.37800,76.31600,0.05000,0.05000,4.19570,,0.05970,38.19990,-0.64250,-0.64250,13.04760,10.36630,0.07660,0.38910,1.09110,82.48460,1.12560,1.24460,0.93420,1.12560,5.19490,0.0495,0.0391
2023-03-31,22.86210,14.83290,8.02920,0.87900,9.38720,,10.26610,-2.23690,2.45280,0.21590,-0.37950,0.59550,0.59550,,-0.02910,0.81420,-2.23690,74.18700,75.09600,0.01000,0.01000,4.39740,,0.06050,35.12030,-9.78450,-9.78450,0.94440,-0.12730,0.04770,0.31360,0.61430,146.50670,0.14850,0.16540,0.12420,0.14850,5.40330,0.09800,0.08960
2022-12-31,38.40730,30.36470,8.04250,2.20150,16.00330,,21.54510,-13.50250,2.84080,-10.66170,-0.23230,-10.42940,-10.42940,,-8.94940,-10.58750,-13.50250,75.57200,75.57200,-0.14000,-0.14000,4.04050,,0.06210,20.94010,-35.15610,-35.15610,-27.75960,-23.30120,0.07950,0.75020,0.76720,117.31410,-2.62250,-2.92530,-2.15940,-2.62250,5.36120,0.2423,0.2175
2022-09-30,33.67320,27.30400,6.36920,1.43360,7.12720,0.00000,8.56090,-2.19170,3.76200,1.57030,0.49720,1.07300,1.07300,,0.37900,0.87370,-2.19170,75.74100,75.88600,0.01000,0.01000,4.53710,0.00550,0.06270,18.91460,-6.50880,-6.50880,4.66320,1.12560,0.07030,0.62520,0.56760,158.57000,0.26910,0.30230,0.22400,0.26760,5.29230,-0.1303,-0.1323
2022-06-30,20.84120,18.12230,2.71890,1.25380,7.74660,0.00000,9.00050,-6.28160,3.68610,-2.59550,-0.71980,-1.87570,-1.87570,,-1.93730,-3.12850,-6.28160,75.86300,75.86300,-0.02000,-0.02000,4.95430,0.00520,0.05150,13.04570,-30.14030,-30.14030,-12.45370,-9.29540,0.04190,0.43210,0.45030,199.88310,-0.44770,-0.50330,-0.37750,-0.44530,5.53030,0.2234,0.2122
2022-03-31,24.89140,22.50420,2.38720,1.14060,6.95020,,8.09090,-5.70370,4.05200,-1.65160,-0.03260,-1.61900,-1.61900,,-1.61610,-2.40920,-5.70370,76.29000,76.29000,-0.02000,-0.02000,5.93940,0.00500,0.03210,9.59030,-22.91420,-22.91420,-6.63530,-6.49240,0.04890,0.72690,0.50740,177.38980,-0.36600,-0.41150,-0.31810,-0.36420,5.79900,0.08110,0.06860
