Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,,3.16300,5.18900,,,-8.35200,0.34500,-8.00700,,-8.00700,-8.00700,-8.00700,-7.98400,-8.35200,6.66300,6.66300,-1.20000,-1.20000,9.66050,,,,,,,,,-32.18510,-32.18510,-28.85410,-32.18510,3.73380,-1.71840,-1.71690
2024-06-30,,,,7.85600,4.13700,,,-18.98000,0.57400,-18.40600,,-18.40600,-18.40600,-18.40600,-7.95600,-18.98000,6.66300,6.66300,-2.76000,-2.76000,4.87960,,,,,,,,,-55.74200,-55.74200,-44.48580,-55.74200,4.95570,-2.7013,-2.7014
2024-03-31,,,,5.22000,4.60900,,,-9.82900,0.70200,-9.12700,,-9.12700,-9.12700,-9.12700,-9.74300,-9.82900,6.66300,6.66300,-1.37000,-1.37000,6.17370,,,,,,,,,-17.88590,-17.88590,-12.80800,-17.88590,7.65860,-0.4395,-0.4394
2023-12-31,,3.91200,-3.91200,,8.01800,,8.01800,-11.93000,0.86700,-11.06300,,-11.06300,-11.06300,-11.06300,-11.84500,-11.93000,6.66300,6.66300,-1.66000,-1.66000,8.23240,,,,,,,,,-18.59700,-18.59700,-14.08620,-18.59700,8.92810,-1.6591,-1.6602
2023-09-30,65.29700,,65.29700,3.48500,6.53100,,,55.28100,1.09300,56.37400,,56.37400,56.37400,56.37400,55.36800,55.28100,6.66300,6.66300,8.46000,8.46000,10.32490,100.00000,84.66090,84.66090,86.33480,86.33480,0.64490,,,69.28870,69.28870,55.67750,69.28870,12.21090,-2.77520,-2.77520
2023-06-30,1.45700,,1.45700,17.88300,9.96700,,,-11.08000,1.05100,-10.02900,,-10.02900,-10.02900,-10.02900,-10.98200,-11.08000,6.66300,6.66300,-1.51000,-1.51000,5.28650,1150.99500,-760.46630,-760.46640,-688.33180,-688.33180,0.01210,17.14120,5.25050,-40.72860,-40.72860,-8.30150,-40.72860,3.69560,-1.6962,-1.7024
2023-03-31,5.89400,,5.89400,15.10400,7.18100,,,-16.39100,0.95300,-15.43800,,-15.43800,-15.43800,-15.43800,-16.29400,-16.39100,6.66300,6.66300,-2.32000,-2.32000,5.10070,100.00000,-278.09630,-278.09630,-261.92740,-261.92740,0.04390,1.28690,69.93550,-44.93800,-44.93800,-11.50480,-44.93800,5.15590,-1.8205,-1.8216
2022-12-31,32.73500,15.31300,17.42200,,8.49600,,8.49600,8.92600,1.32700,10.25300,,10.25300,10.25300,10.25300,9.01800,8.92600,6.66300,6.66300,1.54000,1.54000,5.89080,53.22130,27.26750,27.26750,31.32120,31.32120,0.22180,5.73900,15.68230,21.19530,21.19530,6.94650,21.19530,7.26000,-2.1417,-2.1302
2022-09-30,8.73000,,8.73000,19.46300,7.48600,,,-18.21900,1.59500,-16.62400,,-16.62400,-16.62400,-16.62400,-18.12000,-18.21900,6.66300,6.66300,-2.49000,-2.49000,6.35400,100.00000,-208.69420,-208.69420,-190.42380,-190.42380,0.05340,1.12530,79.97940,-44.55880,-44.55880,-10.16240,-44.55880,5.59920,-2.21850,-2.22800
2022-06-30,11.41400,,11.41400,21.83900,5.77100,,,-16.19600,0.13300,-16.06300,,-16.06300,-16.06300,-16.06300,-16.11100,-16.19600,6.22400,6.25700,-2.24000,-2.28000,6.83740,100.00000,-141.89600,-141.89600,-140.73080,-140.73070,0.06420,1.13640,79.19750,-30.64700,-30.64700,-9.03230,-30.64700,7.87220,-2.7941,-2.8447
2022-03-31,9.69400,,9.69400,22.31800,8.93400,,,-21.55800,12.83300,-8.72500,,-8.72500,-8.72500,-8.72500,-21.46900,-21.55800,6.65300,6.65300,-1.31000,-1.31000,7.65850,100.00000,-222.38500,-222.38500,-90.00410,-90.00410,0.04990,1.14780,78.41350,-12.86760,-12.86760,-4.48750,-12.86760,10.18480,-2.4548,-2.4716
2021-12-31,11.83200,,11.83200,21.53100,7.92600,,,-17.62500,5.46900,-12.15600,,-12.15600,-12.15600,-12.15600,-17.55000,-17.62500,6.33630,6.40800,-2.00000,-2.80000,8.85300,100.00000,-148.96040,-148.96040,-102.73830,-102.73830,0.05650,1.16560,77.21350,-16.57620,-16.57620,-5.80340,-16.57620,11.03560,-1.1862,-1.1939
2021-09-30,7.75700,,7.75700,19.95300,7.90900,,,-20.10500,2.59500,-17.51000,,-17.51000,-17.51000,-17.51000,-20.02800,-20.10500,5.63390,5.69590,-3.20000,-3.60000,8.03200,100.00000,-259.18520,-259.18520,-225.73160,-225.73160,0.04400,0.42810,210.23590,-51.04810,-51.04810,-9.92910,-51.04810,6.08830,-1.35550,-1.35700
2021-06-30,7.45400,0.00000,7.45400,16.29400,6.63400,,22.92800,-15.47400,7.10400,-8.37000,,-8.37800,-8.37800,-8.37800,-15.40400,-15.47400,5.62640,5.72410,-1.60000,-2.60000,8.15480,100.00000,-207.59330,-207.59320,-112.28870,-112.39600,0.04280,0.98310,91.54550,-16.93690,-16.93690,-4.81220,-16.93690,8.78500,-1.9048,-1.904
2021-03-31,8.10900,0.40500,7.70400,17.88400,6.21500,,24.09900,-16.39500,-9.22700,-25.62200,,-25.62200,-25.62200,-25.62200,-16.32300,-16.39500,5.62790,5.62790,-4.60000,-4.60000,5.29010,95.00560,-202.18280,-202.18280,-315.96990,-315.96990,0.04360,,,-56.98590,-56.98590,-13.76620,-56.98590,7.98670,-2.7951,-2.7972
2020-12-31,12.59500,0.49400,12.10100,22.22400,5.65000,,27.87400,-15.77300,7.74700,-8.02600,,-8.02600,-8.02600,-8.02600,-15.69900,-15.77300,5.62620,5.72310,-1.40000,-2.60000,5.24240,96.07780,-125.23220,-125.23220,-63.72370,-63.72370,0.06180,,,-10.92000,-10.92000,-3.93660,-10.92000,13.06310,0.7008,0.6906
2020-09-30,6.63800,0.50900,6.12900,12.99600,5.91500,,18.91100,-12.78200,13.49400,0.71200,,0.71200,0.71200,0.71200,-12.71300,-12.78200,5.62180,5.74790,0.20000,-2.20000,6.47680,92.33200,-192.55800,-192.55800,10.72610,10.72610,0.03100,0.32510,276.86050,0.86480,0.86480,0.33270,0.86480,14.63320,-1.58510,-1.69720
2020-06-30,24.34700,0.48200,23.86500,7.85900,4.52800,,12.38700,11.47800,-31.11000,-19.63200,,-19.63300,-19.63300,-19.63300,11.72400,11.47800,4.55400,4.55400,-3.60000,-3.60000,15.16750,98.02030,47.14340,47.14340,-80.63420,-80.63830,0.11610,1.04590,86.04840,-25.47720,-25.47720,-9.36120,-25.47720,13.82090,14.0989,14.0507
2020-03-31,1.24400,0.86000,0.38400,8.96300,3.86400,,12.82700,-12.44300,8.11400,-4.32900,,-4.32900,-4.32900,-4.32900,-12.41300,-12.44300,5.30000,5.30000,-0.80000,-0.80000,9.30120,30.86820,-1000.24100,-1000.24100,-347.99040,-347.99040,0.01290,,,-5.81090,-5.82930,-4.48030,-5.81090,14.05640,-0.3254,-0.4722
2019-12-31,1.00800,0.64100,0.36700,8.28100,4.19500,,12.47600,-12.10900,-8.10800,-20.21700,,-20.21700,-20.21700,-20.21700,-12.08000,-12.10900,3.92890,3.92890,-5.20000,-5.20000,10.72060,36.40870,-1201.29000,-1201.29000,-2005.65500,-2005.65500,0.00940,,,-26.15900,-26.24190,-18.87590,-26.15900,14.58220,-2.4268,-2.4281
2019-09-30,1.15700,0.68800,0.46900,8.96200,4.13000,,13.09200,-12.62300,9.62900,-2.99400,,-2.99400,-2.99400,-2.99400,-12.59200,-12.62300,3.68140,3.68140,-0.80000,-0.80000,6.75910,40.53590,-1091.01100,-1091.01100,-258.77270,-258.77270,0.01680,,,-6.33250,-6.36660,-4.34400,-6.33250,12.83820,-3.82410,-3.82410
2019-06-30,1.13000,1.10200,0.02800,8.03200,3.74400,,11.77600,-11.74800,14.80200,3.05400,,3.05300,3.05300,3.05300,-11.72000,-11.74800,3.55700,3.61930,0.80000,-3.00000,5.74770,2.47790,-1039.64600,-1039.64600,270.26550,270.17700,0.01370,0.21430,420.05320,6.36970,6.40460,3.69330,6.36970,13.03420,-2.1299,-2.1316
2019-03-31,1.24900,1.16300,0.08600,9.07100,3.63100,,12.70200,-12.61600,-4.73900,-17.35500,,-17.35500,-17.35500,-17.35500,-12.59200,-12.61600,3.56000,3.56000,-4.80000,-4.80000,7.20980,6.88550,-1010.08800,-1010.08800,-1389.51200,-1389.51200,0.01450,,,-45.81330,-46.14220,-20.19760,-45.81330,10.62890,-3.2906,-3.3023
2018-12-31,2.04800,1.00900,1.03900,9.06600,3.82100,,12.88700,-11.84800,23.87300,12.02500,,12.02500,12.02500,12.02500,-11.83300,-11.84800,3.55620,3.69760,3.40000,-3.00000,8.78880,50.73240,-578.51560,-578.51560,587.15830,587.15810,0.02130,,,22.48930,22.60720,12.48640,22.48930,15.03420,0.9069,0.8604
2018-09-30,0.48800,0.98900,-0.50100,6.13100,3.40100,,9.53200,-10.03300,-4.50900,-14.54200,,-14.54200,-14.54200,-14.54200,-10.02000,-10.03300,3.54430,3.54430,-4.20000,-4.20000,19.73980,-102.66390,-2055.94300,-2055.94300,-2979.91800,-2979.91800,0.00520,,,-36.57540,-36.84130,-15.34780,-36.57540,11.18160,-3.61600,-3.61600
2018-06-30,0.54800,1.10700,-0.55900,4.45900,2.45500,,6.91400,-7.47300,-11.78000,-19.25300,,-19.25300,-19.25300,-19.25300,-7.46000,-7.47300,2.07160,2.07160,-8.20000,-8.20000,13.23130,-102.00730,-1363.68700,-1363.68600,-3513.32200,-3513.32200,0.00520,,,-38.15570,-38.38090,-18.39630,-38.15570,14.33370,-0.7804,-0.7804
2018-03-31,0.43300,0.93000,-0.49700,3.07100,2.48600,,5.55700,-6.05400,0.10600,-5.94800,,-5.94800,-5.94800,-5.94800,-6.04100,-6.05400,1.87250,1.87250,-3.20000,-3.20000,8.26410,-114.78060,-1398.15200,-1398.15200,-1373.67200,-1373.67200,0.01160,,,-18.07190,-18.24090,-15.90500,-18.07190,17.63680,-3.3263,-3.3263
2017-12-31,0.35800,0.72800,-0.37000,3.44400,2.35800,,5.80200,-6.17200,0.09300,-6.07900,,-6.07900,-6.07900,-6.07900,-6.15900,-6.17200,1.87070,1.87070,-3.20000,-3.20000,8.29580,-103.35200,-1724.02200,-1724.02200,-1698.04500,-1698.04500,0.00820,,,-15.84810,-15.97890,-13.95320,-15.84810,20.70500,-2.5238,-2.5238
2017-09-30,0.28300,0.61800,-0.33500,6.06400,2.48800,,8.55200,-8.88700,0.10000,-8.78700,-0.00100,-8.78600,-8.78600,-8.78800,-8.87300,-8.88700,1.86230,1.86230,-4.80000,-4.80000,10.67500,-118.37450,-3140.28300,-3140.28300,-3104.94700,-3105.30100,0.00590,,,-20.16710,-20.31730,-18.29240,-20.16710,23.58110,-3.52370,-3.52370
2017-06-30,0.44900,0.98800,-0.53900,2.07300,1.82600,,3.89900,-4.43800,0.09500,-4.34300,,-4.34300,-4.34300,-4.34300,-4.39500,-4.43800,1.84070,1.84690,-2.20000,-2.20000,11.36930,-120.04420,-988.41820,-988.41790,-967.25990,-967.26030,0.00810,,,-8.54280,-8.59880,-7.79660,-8.54280,27.65040,-1.6808,-1.7073
2017-03-31,4.50500,1.14700,3.35800,1.87600,2.15200,,4.02800,-0.67000,0.06800,-0.60200,,-0.60200,-0.60200,-0.60200,-0.65700,-0.67000,1.85860,1.85860,-0.40000,-0.40000,11.92950,74.53940,-14.87240,-14.87240,-13.36290,-13.36290,0.07520,,,-1.09650,-1.10330,-1.00520,-1.09650,29.86080,0.8674,0.8674
2016-12-31,17.19900,1.77100,15.42800,1.64200,1.97000,,3.61200,11.81600,0.06900,11.88500,,11.88500,11.88500,11.88500,11.83100,11.81600,1.85860,1.86090,6.40000,6.40000,17.41630,89.70290,68.70170,68.70170,69.10290,69.10290,0.29550,,,21.65240,21.79060,20.41750,21.65240,29.85420,-2.2075,-2.2075
2016-09-30,1.09600,1.09400,0.00200,1.64600,2.68000,,4.32600,-4.32400,0.05500,-4.26900,-0.00100,-4.26800,-4.26800,-4.27000,-4.31000,-4.32400,1.78740,1.78740,-2.40000,-2.40000,3.52160,0.18250,-394.52560,-394.52560,-389.50740,-389.59860,0.01800,,,-10.08240,-10.16820,-6.99160,-10.08250,23.02350,4.90840,4.90730
2016-06-30,,,,3.98500,1.83600,,,-5.82100,0.05100,-5.77000,,-5.77000,-5.77000,-5.77000,-5.80800,-5.82100,1.72000,1.72000,-3.40000,-3.40000,8.48130,,,,,,,,,-13.85290,-13.97570,-12.23390,-13.85290,24.38930,-2.0306,-2.0312
2016-03-31,,,,3.42000,1.99000,,,-5.41000,0.03900,-5.37100,,-5.37100,-5.37100,-5.37100,-5.39500,-5.41000,1.72120,1.72120,-3.20000,-3.20000,12.54760,,,,,,,,,-11.45060,-11.54260,-10.54560,-11.45060,27.46580,-2.5477,-2.5494
2015-12-31,,,,3.18200,1.94500,,,-5.12700,0.02600,-5.10100,,-5.10100,-5.10100,-5.10100,-5.11200,-5.12700,1.72120,1.72120,-3.00000,-3.00000,16.15660,,,,,,,,,-9.87840,-9.95220,-9.27180,-9.87840,30.23660,-2.4478,-2.4478
2015-09-30,,,,2.81600,1.83000,,,-4.64600,0.02700,-4.61900,-0.00100,-4.61800,-4.61800,-4.62000,-4.63100,-4.64600,1.71670,1.71670,-2.60000,-2.60000,18.74450,,,,,,,,,-8.25510,-8.31340,-7.81810,-8.25510,32.75620,-3.35590,-3.35590
2015-06-30,,,,3.77900,1.90900,,,-5.68800,0.02600,-5.66200,-0.00200,-5.66000,-5.66000,-5.66200,-5.67200,-5.68800,1.41020,1.41020,-1.60000,-1.60000,12.96250,,,,,,,,,-9.46630,-9.53020,-8.74130,-9.46630,35.01050,-7.1611,-7.1621
2015-03-31,,,,6.77500,2.18500,,,-8.96000,0.03000,-8.93000,,-8.93000,-8.93000,-8.93000,-8.94300,-8.96000,1.67360,1.67360,-5.40000,-5.40000,10.71290,,,,,,,,,-13.74690,-13.83400,-12.47240,-13.74690,38.03720,-1.5674,-1.5686
2014-12-31,,,,6.70300,2.41500,,,-9.11800,0.01000,-9.10800,0.00100,-9.10900,-9.10900,-9.10900,-9.10300,-9.11800,1.17930,1.17930,-7.80000,-7.80000,11.51420,,,,,,,,,-12.50270,-12.57490,-11.42370,-12.50270,43.76920,-4.9584,-4.9668
2014-09-30,,,,6.56600,2.43900,,,-9.00500,0.01200,-8.99300,0.00000,-8.99300,-8.99300,-8.99300,-8.98900,-9.00500,1.08260,1.08260,-8.40000,-8.40000,7.99080,,,,,,,,,-23.91180,-24.18640,-20.95440,-23.91180,34.81190,-6.21740,-6.21740
2014-06-30,,,,6.41400,2.14600,,,-8.56000,0.01900,-8.54100,,-8.54100,-8.54100,-8.54100,-8.54400,-8.56000,1.00310,1.00310,-8.00000,-8.00000,10.67810,,,,,,,,,-18.89940,-19.08310,-17.14780,-18.89940,41.83090,-6.7416,-6.7718
2014-03-31,,,,5.41500,1.99100,,,-7.40600,0.01900,-7.38700,,-7.38700,-7.38700,-7.38700,-7.39600,-7.40600,1.07520,1.07520,-6.80000,-6.80000,15.78680,,,,,,,,,-14.06380,-14.18370,-13.18100,-14.06380,48.61850,-4.1488,-4.1634
2013-12-31,,,,4.40000,1.94900,,,-6.34900,0.02500,-6.32400,0.00000,-6.32400,-6.32400,-6.32400,-6.33800,-6.34900,1.00340,1.00340,-6.40000,-6.40000,24.98190,,,,,,,,,-10.76850,-10.85220,-10.34090,-10.76850,54.64250,-3.7542,-3.7522
2013-09-30,,,,3.10200,1.81100,,,-4.91300,0.01800,-4.89500,0.00100,-4.89600,-4.89600,-4.89600,-4.90000,-4.91300,0.85590,0.85590,-5.80000,-5.80000,21.91540,,,,,,,,,-15.71650,-15.95260,-15.01060,-15.71650,36.39890,-4.74730,-4.75430
2013-06-30,,,,1.65100,1.58100,,,-3.23200,0.01700,-3.21500,0.00100,-3.21600,-3.21600,-3.21500,-3.22000,-3.23200,0.50810,0.50810,5.60000,5.60000,21.50990,,,,,,,,,-9.22230,-9.34830,-8.79960,-9.22230,40.74780,-10.0806,-10.1181
