Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2013-03-31,,,,1.54300,1.22500,,,-2.76800,0.01500,-2.75300,,-2.75300,-2.75300,-2.75300,-2.75400,-2.76800,0.75120,0.75120,-3.60000,-3.60000,13.70760,,,,,,,,,-11.88430,-12.13520,-11.03540,-11.88430,30.81270,7.3485,7.3259
2012-12-31,,,,1.33800,1.41800,,,-2.75600,0.00200,-2.75400,-0.00100,-2.75300,-2.75300,-2.75400,-2.74500,-2.75600,0.27280,0.27280,-10.00000,-10.00000,15.06620,,,,,,,,,-10.67590,-10.88190,-9.98040,-10.67590,34.34830,-2.8221,-2.8254
2012-09-30,,,,1.55200,0.91400,,,-2.46600,0.00300,-2.46300,0.00100,-2.46400,-2.46400,-2.46400,-2.45800,-2.46600,0.17500,0.17500,-14.00000,-14.00000,2.35340,,,,,,,,,-90.42180,-110.54280,-56.57860,-90.42200,15.08420,-14.21550,-14.22690
2012-06-30,,,,1.32000,0.88300,,,-2.20300,0.10200,-2.10100,-0.00200,-2.09900,-2.09900,-2.10100,-2.20000,-2.20300,0.11240,0.11240,-12.40410,-12.40410,3.57840,,,,,,,,,-45.64040,-45.64040,-32.93580,-45.64040,26.92620,-15.7426,-15.7426
2012-03-31,,,,1.49000,0.81100,,,-2.30100,0.03200,-2.26900,,-2.26900,-2.26900,-2.26900,-2.29800,-2.30100,0.12230,0.12230,-18.60000,-18.60000,2.17810,,,,,,,,,-126.47720,-126.47710,-68.90370,-126.47710,14.67290,-11.8438,-11.8438
2011-12-31,,,,1.06100,0.89600,,,-1.95700,0.41600,-1.54100,,-1.54100,-1.54100,-1.54100,-1.95300,-1.95700,0.09900,0.09900,-15.60000,-15.60000,4.00540,,,,,,,,,-39.25110,-39.25110,-29.50980,-39.25110,32.11030,-13.7641,-13.7641
2011-09-30,,,,1.04400,0.88900,,,-1.93300,0.32200,-1.61100,0.00100,-1.61200,-1.61200,-1.61200,-1.93000,-1.93300,0.07990,0.07990,-20.39590,-20.39590,3.09070,,,,,,,,,-48.04770,-48.04770,-32.61180,-48.04770,34.07140,-21.64770,-21.64770
2011-06-30,,,,0.38100,0.80600,,,-1.18700,-0.45400,-1.64100,,-1.64000,-1.64000,-1.64200,-1.18400,-1.18700,0.06370,0.06370,-22.79540,-22.79540,1.73970,,,,,,,,,-91.41550,-91.41580,-39.34740,-91.41580,24.23570,-23.6178,-23.5978
2011-03-31,,,,0.29800,1.03300,,,-1.33100,0.01900,-1.31200,,-1.31200,-1.31200,-1.31200,-1.32700,-1.33100,0.06210,0.06210,-21.59570,-21.59570,2.77210,,,,,,,,,-39.21100,-39.21100,-25.17750,-39.21100,49.89310,-26.8873,-26.8769
2010-12-31,,,,0.75100,1.35200,,,-2.10300,0.03500,-2.06800,,-2.06800,-2.06800,-2.06800,-2.10000,-2.10300,0.06120,0.06120,-33.59330,-33.59330,2.66020,,,,,,,,,-54.39250,-54.39240,-34.09730,-54.39240,62.09480,-26.9774,-26.9772
2010-09-30,,,,0.68500,1.14500,,,-1.83000,0.07100,-1.75900,0.00000,-1.75900,-1.75900,-1.75900,-1.82700,-1.83000,0.06120,0.06120,-28.79420,-28.79420,4.03520,,,,,,,,,-30.63390,-30.63390,-23.09010,-30.63390,93.77920,-24.56690,-25.35100
2010-06-30,,,,0.97800,0.87900,,,-1.85700,0.04200,-1.84100,,-1.84200,-1.84200,-1.84200,-1.85700,-1.88300,0.06120,0.06120,-28.79420,-28.79420,5.20400,,,,,,,,,-24.95600,-24.95600,-20.16200,-24.95600,120.54760,-37.6783,-37.7273
2010-03-31,,,,1.55900,0.67300,,,-2.23200,0.01900,-2.21300,,-2.21300,-2.21300,-2.21300,-2.23200,-2.23200,0.06120,0.06120,-35.99280,-35.99280,4.99610,,,,,,,,,-24.16200,-24.16200,-19.32580,-24.16200,149.58620,-24.0573,-24.0573
2009-12-31,,,,0.99100,0.46500,,,-1.45600,0.02300,-1.43300,,-1.43300,-1.43300,-1.43300,-1.45600,-1.45600,0.06120,0.06120,-23.99520,-23.99520,8.64760,,,,,,,,,-12.60110,-12.60110,-11.14390,-12.60110,185.72160,-39.5074,-39.5074
2009-09-30,0.02600,,0.02600,0.50300,0.43100,-1.50000,,-2.40800,,-2.40800,,-2.40800,-2.40800,-2.40800,-2.40800,-2.40800,0.06120,0.06120,-39.59210,-39.59210,6.15910,100.00000,-9261.53800,-9261.53800,-9261.53800,-9261.53800,0.00170,,,-18.80520,-18.80520,-15.75200,-18.80520,209.12470,-62.61750,-62.61750
2009-06-30,,,,2.78900,0.66300,,,-5.45200,,-5.42700,,-5.42700,-5.42700,-5.42500,-5.45200,-5.65300,0.06090,0.06090,-92.38150,-92.38150,4.67200,,,,,,,,,-35.67340,-35.67340,-28.03780,-35.67340,248.46100,-67.6368,-67.6368
2009-03-31,0.02900,,0.02900,1.54500,0.38800,,,-1.90400,,-1.90400,,-1.90400,-1.90400,-1.90400,-1.90400,-1.90400,0.06120,0.06120,-31.19380,-31.19380,8.73540,100.00000,-6565.51800,-6565.51800,-6565.51800,-6565.51800,0.00120,,,-9.22570,-9.22570,-8.16960,-9.22570,337.04920,-105.6527,-105.6527
