Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,27.44400,18.42400,9.02000,0.60400,25.62000,-25.01600,34.03600,34.03600,2.83200,31.20400,31.20400,31.20400,34.94800,34.03600,23.75700,24.07900,1.31000,1.29000,0.84090,6.54250,124.01980,124.01980,124.01980,113.70060,0.01190,11.77070,11.77070,1.35440,1.87250,11.27550,-8.8012,-8.8012
2024-06-30,25.90200,16.43900,9.46300,0.63000,-8.96400,9.59400,-0.13100,-0.13100,0.14200,-0.27300,-0.27300,-0.27300,0.52100,-0.13100,24.81000,24.81000,-0.01000,-0.01000,0.84290,5.76010,-0.50570,-0.50570,-0.50580,-1.05400,0.01230,-0.10670,-0.10670,-0.01290,-0.01680,10.23270,-0.9656,-0.9656
2024-03-31,25.21200,16.63300,8.57900,0.63000,5.21200,-4.58200,13.16100,13.16100,0.28700,12.87400,12.87400,12.87400,13.83200,13.16100,24.77600,24.96500,0.52000,0.51000,0.81320,5.43300,52.20130,52.20130,52.20130,51.06300,0.01120,4.88900,4.88900,0.57170,0.91310,10.54770,1.61110,1.61110
2023-12-31,24.55000,16.31000,8.24000,0.49400,21.31800,-20.82400,29.06400,29.06400,0.46500,28.59900,28.59900,28.59900,29.82500,29.06400,24.72200,24.94200,1.16000,1.15000,0.82030,5.69980,118.38700,118.38700,118.38700,116.49290,0.01060,11.16690,11.16690,1.23910,2.00660,10.25860,-1.8889,-1.8889
2023-09-30,23.90000,16.49000,7.41000,0.44700,1.31000,-0.86300,8.27300,8.27300,0.00000,8.27300,8.27300,8.27300,9.14400,8.27300,24.76900,24.95800,0.33000,0.33000,0.83360,5.86320,34.61510,34.61510,34.61510,34.61510,0.01040,3.56900,3.56900,0.36040,0.59390,9.28840,2.3445,2.3445
2023-06-30,23.76300,17.31100,6.45200,0.20700,-9.15200,9.35900,-2.90700,-2.90700,0.78100,-3.68800,-3.68800,-3.68800,-1.75200,-2.90700,24.68700,24.68700,-0.15000,-0.15000,0.83890,6.21210,-12.23330,-12.23330,-12.23330,-15.51990,0.00980,-1.58500,-1.58500,-0.15280,-0.25540,9.33500,0.7316,0.7316
2023-03-31,23.74000,16.94100,6.79900,0.54100,-5.72800,6.26900,0.53000,0.53000,0.00000,0.53000,0.53000,0.53000,1.74300,0.53000,24.66300,24.92500,0.02000,0.02000,0.80560,5.94140,2.23250,2.23250,2.23250,2.23250,0.00910,0.21690,0.21690,0.02040,0.04220,9.80450,11.09750,11.09750
2022-12-31,28.58500,21.17500,7.41000,0.57400,-15.63500,16.20900,-8.79900,-8.79900,,-8.79900,-8.79900,-8.80100,-7.70600,-8.79900,24.54800,24.54800,-0.35000,-0.35000,0.80930,6.94930,-30.78190,-30.78190,-30.78190,-30.78890,0.00970,-3.72080,-3.72080,-0.29870,-0.70960,9.48760,12.8027,12.8027
2022-09-30,30.14800,18.40800,11.74000,3.34000,-91.74900,95.08900,-83.34900,-83.34900,0.00000,-83.34900,-83.34900,-83.35300,-82.33400,-83.34900,24.50500,24.50500,-3.40000,-3.40000,0.79830,7.37960,-276.46610,-276.46610,-276.46610,-276.47930,0.00910,-31.46960,-31.45760,-2.52130,-6.34360,10.63020,-0.2949,-0.2949
2022-06-30,29.70200,13.27100,16.43100,0.96800,-67.60700,68.57500,-52.14400,-52.14400,0.00000,-52.14400,-52.14400,-52.14800,-47.78100,-52.14400,24.45800,24.45800,-2.13000,-2.13000,0.72110,5.58570,-175.55720,-175.55720,-175.55720,-175.57070,0.00900,-14.20110,-14.19720,-1.58750,-3.96010,14.73500,-1.3885,-1.3885
2022-03-31,27.10900,10.17000,16.93900,0.87100,-63.06600,63.93700,-46.99800,-46.99800,-3.45700,-43.54100,-43.54100,-43.54500,-43.04600,-46.99800,24.64300,24.64300,-1.77000,-1.77000,0.70990,4.71570,-173.36680,-173.36680,-173.36680,-160.62930,0.00850,-10.33410,-10.33160,-1.36140,-2.99740,16.79970,-24.60830,-24.60830
2021-12-31,22.79200,6.19900,16.59300,0.79200,-11.14600,11.93800,4.65500,4.65500,,3.05500,3.05500,3.05200,4.65500,4.65500,20.60200,20.85300,0.04000,0.03000,0.55650,2.99140,20.42390,20.42380,20.42380,13.39070,0.00880,0.62180,0.62170,0.11850,0.27570,19.47870,-40.4938,-40.4938
2021-09-30,15.58700,2.59900,12.98800,0.83300,-5.81100,6.64400,6.34400,6.34400,,6.34400,6.34400,6.34000,6.34400,6.34400,24.99900,25.47000,0.25000,0.25000,0.36700,1.67900,40.70060,40.70060,40.70060,40.67490,0.00850,1.26640,1.26610,0.34560,0.80140,19.72220,-11.9517,-11.9517
2021-06-30,12.14300,1.84600,10.29700,0.09000,-7.98000,8.07000,2.22700,2.22700,,2.22700,2.22700,2.22300,2.22700,2.22700,16.74700,16.79900,0.13000,0.13000,,0.63420,18.33980,18.33980,18.33980,18.30680,0.00760,0.44840,0.44830,0.13910,0.44830,19.47930,-17.5544,-17.5544
2021-03-31,10.03300,0.83200,9.20100,,0.28600,-0.28600,9.48700,9.48700,,9.48700,9.48700,9.48300,9.53300,9.48700,15.72400,15.72400,0.60000,0.60000,,,94.55800,94.55800,94.55800,94.51810,,,,,,,-5.19050,-5.19050
2020-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,-7.5123,-7.5123
2020-09-30,9.38700,0.78800,8.59900,,-4.35700,4.35700,4.24200,4.24200,,4.24200,4.24200,4.23800,4.24200,4.24200,15.72400,15.72400,0.27000,0.27000,,,45.19020,45.19020,45.19020,45.14750,,,,,,,2.7446,2.7446
2020-06-30,12.92600,3.71100,9.21500,,17.01000,-17.01000,26.22500,26.22500,,26.22500,26.22500,26.22100,26.22500,26.22500,15.72400,15.72400,1.67000,1.67000,,,202.88570,202.88570,202.88570,202.85470,,,,,,,4.7677,4.7677
