Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,211.84900,178.52800,33.32100,21.57200,21.57200,11.74900,-2.75500,8.99400,0.84200,8.15200,8.15200,8.15200,13.25700,11.74900,30.68400,30.74300,0.27000,0.27000,0.29790,0.42440,5.54590,5.54590,4.24550,3.84800,0.08920,2.91830,3.37660,0.34330,2.04880,9.10390,-0.4405,-0.5372
2024-06-30,203.57100,153.15200,50.41900,22.78000,22.78000,27.63900,-2.78000,24.85900,5.99000,18.86900,18.86900,18.86900,29.30600,27.63900,30.64900,30.70800,0.62000,0.61000,0.32110,0.47300,13.57710,13.57710,12.21150,9.26900,0.07830,7.39000,8.74090,0.72590,5.01680,8.32140,4.9561,4.876
2024-03-31,191.30200,148.96400,42.33800,19.63400,19.63400,22.70400,-2.83000,19.87400,5.64900,14.22500,14.22500,14.22500,24.40400,22.70400,30.37700,30.43600,0.47000,0.47000,0.34370,0.52360,11.86810,11.86810,10.38880,7.43590,0.08980,6.05490,7.33530,0.66780,3.97410,7.66860,0.14150,0.13400
2023-12-31,186.96400,134.04200,52.92200,16.75400,16.75400,36.16800,-2.99800,33.17000,2.22600,30.94400,30.94400,30.94400,37.49700,36.16800,26.19300,26.25200,1.16000,1.16000,0.35210,0.54350,19.34490,19.34490,17.74140,16.55080,0.08680,14.04760,17.41120,1.43710,9.10090,7.28950,3.7813,3.7208
2023-09-30,186.30000,173.82400,12.47600,21.91100,21.91100,-9.43500,-2.59100,-12.02600,-4.60200,-7.42400,-7.42400,-7.42400,-8.33400,-9.43500,26.69900,26.69900,-0.28000,-0.28000,0.44640,0.80630,-5.06440,-5.06440,-6.45520,-3.98500,0.07870,-4.90400,-6.91990,-0.31340,-2.71490,5.64940,-2.0402,-2.1188
2023-06-30,185.31300,148.09700,37.21600,20.05800,20.82500,16.39100,-2.74000,13.65100,5.87200,7.77900,7.77900,7.77900,18.43300,16.39100,25.56700,25.62600,0.30000,0.30000,0.43640,0.77430,8.84500,8.84500,7.36650,4.19780,0.07860,4.84290,6.76550,0.33000,2.72940,6.26910,0.3578,0.2143
2023-03-31,176.92100,137.77600,39.14500,19.05400,19.05400,20.09100,-2.88100,17.21000,3.20200,14.00800,14.00800,14.00800,22.05600,20.09100,25.55800,25.61800,0.55000,0.55000,0.45020,0.81890,11.35590,11.35590,9.72750,7.91770,0.08200,9.05350,13.12390,0.64890,4.97750,6.05360,0.58340,0.48920
2022-12-31,174.58900,144.23100,30.35800,15.44800,15.44800,14.91000,-3.05900,11.85100,-0.65100,12.50200,12.50200,12.50200,17.71400,14.91000,26.34400,26.34400,0.44000,0.44000,0.49600,0.98400,8.54010,8.54010,6.78790,7.16080,0.07300,9.54070,15.34670,0.52250,4.80880,5.13090,-0.7134,-0.863
2022-09-30,165.49300,195.04300,-29.55000,17.75800,17.75800,-47.30800,-2.02700,-49.33500,-1.09500,-48.24000,-48.24000,-48.24000,-44.21600,-47.30800,26.36900,26.36900,-1.83000,-1.83000,0.50750,1.03050,-28.58610,-28.58610,-29.81090,-29.14930,0.06560,-40.98660,-72.50430,-1.91230,-20.18580,4.54450,1.2099,1.0688
2022-06-30,163.77000,139.89700,23.87300,17.46600,109.42500,-85.55200,-1.75100,-87.30300,0.56300,-87.86600,-87.86600,-87.86600,9.55000,-85.55200,26.45300,26.45300,-3.32000,-3.32000,0.40520,0.68120,-52.23910,-52.23910,-53.30830,-53.65210,0.08070,-48.66680,-68.75540,-4.32860,-28.94750,6.80180,-0.3334,-0.5061
2022-03-31,158.60800,178.29500,-19.68700,19.72400,19.72400,-39.41100,-1.97200,-41.38300,-10.62400,-30.75900,-30.75900,-30.75900,-35.93300,-39.41100,26.78700,26.78700,-1.15000,-1.15000,0.30510,0.43900,-24.84810,-24.84810,-26.09140,-19.39310,0.08640,-10.91650,-22.70560,-1.67500,-7.58630,10.65480,-1.46360,-1.47020
2021-12-31,166.71290,135.78000,30.93300,13.29800,73.79800,-42.86500,-2.01700,-44.88200,4.33700,-49.21900,-49.21900,-49.21900,21.10500,-42.86500,27.80400,27.80400,-1.77000,-1.77000,0.26040,0.35200,-25.71190,-25.71190,-26.92170,-29.52320,0.08420,-14.34740,-25.21910,-2.48490,-10.61190,12.82240,-0.4422,-0.3542
2021-09-30,167.40800,165.61600,1.79200,17.16900,17.16900,-15.37700,-2.15000,-17.52700,-1.11700,-16.41000,-16.41000,-16.41000,-11.39200,-15.37700,27.93800,27.93800,-0.59000,-0.59000,0.23070,0.29990,-9.18530,-9.18530,-10.46960,-9.80240,0.07450,-4.05160,-8.41310,-0.72990,-3.11680,14.56770,-1.1365,-1.1813
2021-06-30,150.19700,138.66700,11.53000,15.52000,15.52000,-3.99000,-1.92500,-5.91500,-1.96500,-3.95000,-3.95000,-3.95000,-0.55000,-3.99000,27.90500,27.90500,-0.14000,-0.14000,0.21990,0.28200,-2.65650,-2.65650,-3.93820,-2.62990,0.06390,-0.92970,-1.85170,-0.16800,-0.72520,15.20280,2.3317,2.2674
2021-03-31,147.24300,133.27500,13.96800,19.80000,19.80000,-5.83200,-1.87800,-7.71000,-2.56200,-5.14800,-5.14800,-5.14800,-2.44000,-5.83200,27.82800,27.82800,-0.19000,-0.19000,0.21850,0.27960,-3.96080,-3.96080,-5.23620,-3.49630,0.07310,-1.20440,-2.40220,-0.25550,-0.94120,15.31800,1.40960,1.39450
