Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.48700,-0.06000,0.54700,1.00100,3.38100,1.57600,2.80600,-2.25900,-24.33300,-26.59200,0.01200,-26.60400,-26.60400,-26.60400,-0.57900,-2.25900,5.41000,5.41000,-4.92000,-4.92000,0.47530,-2.39870,-0.83140,112.32030,-463.86040,-463.86040,-5460.37000,-5462.83400,0.06310,2.60430,34.55850,58.60690,56.08280,-344.70070,199.19130,-8.38900,-1.1617,-1.1653
2024-06-30,0.04700,0.09500,-0.04800,0.98700,3.89600,,4.88300,-4.93100,-0.59500,-5.52600,0.00300,-5.52900,-5.52900,-5.53700,-3.87900,-4.93100,5.41000,5.41000,-1.02000,-1.02000,0.37320,24.10570,-1.04330,-102.12770,-10491.49000,-10491.49000,-11757.45000,-11780.85000,0.00100,0.20610,436.59580,64.84100,52.30840,-11.89390,-1498.37200,-1.57570,-0.4176,-0.4636
2024-03-31,0.04700,0.06100,-0.01400,1.45800,4.31500,,5.77300,-5.78700,-0.85600,-6.64300,-0.00400,-6.63900,-6.63900,-6.64700,-4.80100,-5.78700,5.41000,5.41000,-1.23000,-1.23000,0.79350,1.74140,-2.34880,-29.78720,-12312.77000,-12312.77000,-14134.04000,-14142.55000,0.00090,0.13390,672.12770,194.52040,121.68260,-13.36970,-144.26340,-0.63070,-0.69260,-0.71050
2023-12-31,0.01700,0.06600,-0.04900,1.36000,4.35600,,5.71600,-5.76500,-0.39200,-6.15700,0.00600,-6.16300,-6.16300,-6.16100,-5.03300,-5.76500,5.31400,5.31400,-1.14000,-1.14000,1.46040,0.75210,3.03310,-288.23520,-33911.75000,-33911.75000,-36217.63000,-36241.17000,0.00030,0.04000,2250.00000,-276.12080,-3260.81600,-12.54380,-68.43220,0.41280,-0.9297,-0.9333
2023-09-30,0.05100,0.12000,-0.06900,1.38700,4.04900,,5.43600,-5.50500,-0.09400,-5.59900,-0.00800,-5.59100,-5.59100,-5.59100,-4.93600,-5.50500,5.41000,5.41000,-1.03000,-1.03000,0.73040,0.49220,0.96910,-135.29410,-10794.12000,-10794.12000,-10978.43000,-10962.75000,0.00100,0.02870,3134.11800,-157.00690,-368.31350,-10.70090,-79.71200,0.65840,-1.0399,-1.0399
2023-06-30,,,,1.49900,2.59000,,,-4.54900,0.04500,-4.50400,0.00400,-4.50800,-4.50800,-4.51600,-4.48600,-4.54900,5.30300,5.30300,-0.85000,-0.85000,0.54310,,,,,,,,,,,-116.63680,-247.42080,-9.60090,-116.60630,0.71460,-0.691,-0.691
2023-03-31,,0.05000,-0.05000,1.67400,3.59200,,5.26600,-5.31600,-0.09500,-5.41100,-0.00500,-5.40600,-5.40600,-5.41600,-5.25400,-5.31600,5.12700,5.12700,-1.06000,-1.06000,1.20510,,,,,,,,,,,-73.26200,-101.31190,-35.78240,-73.25200,1.43940,-1.17980,-1.17980
2022-12-31,,,,1.96200,2.77500,,,-4.73700,0.28700,-4.45000,0.04000,-4.49000,-4.49000,-4.49800,-4.65100,-4.73700,3.05100,3.05100,-0.91000,-0.91000,1.78740,,,,,,,,,,,-37.08900,-44.61890,-20.15350,-37.08600,2.36140,-1.5908,-1.5464
2022-09-30,,,,4.96300,3.34100,,,-8.30400,0.99300,-7.31100,0.00500,-7.31600,-7.31600,-7.31600,-8.18300,-8.30400,2.94100,2.94100,-2.49000,-2.49000,2.12290,0.00070,0.00100,,,,,,,,,-83.02320,-108.08090,-34.96130,-82.95730,2.99560,-2.0785,-2.0931
2022-06-30,,,,1.68500,6.20500,,,-13.88000,10.48200,-3.39800,,-3.39800,-3.39800,-3.40600,-13.72800,-13.88000,2.94000,2.94000,-1.16000,-1.16000,3.08020,,0.02640,,,,,,,,,-22.99360,-26.68240,-12.63100,-22.99210,5.14330,-1.1797,-1.2077
