Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,1.31720,1.38100,1.10400,-3.60220,0.18890,-3.41330,-3.41330,-3.41330,-3.41330,-3.49600,-3.60220,4.21500,4.21500,-0.81000,-0.81000,8.97270,,,,,,,,,,,-11.36640,-14.62250,-8.86360,-11.36640,10.00670,0.1935,0.1936
2024-06-30,0.02000,0.02000,0.90670,1.53800,-0.12020,-2.54490,0.32320,-2.22160,-2.22160,-2.22160,-2.22160,-2.53860,-2.54490,4.17100,4.17100,-0.53000,-0.53000,19.22200,,,100.00000,-12724.44000,-12724.44000,-11108.23000,-11108.23000,0.00050,0.00540,16528.92000,-6.71160,-9.14250,-5.44330,-6.71160,11.14160,-1.1299,-1.1422
2024-03-31,16.00000,16.00000,1.49370,1.29640,0.01220,13.22210,0.23110,13.45320,13.45320,13.45320,13.45320,13.22700,13.22210,2.88150,3.89130,4.68050,3.42030,21.01810,,,100.00000,82.63810,82.63810,84.08250,84.08250,0.37700,8.00520,11.24260,38.54310,51.55130,31.69940,38.54310,11.96570,3.50140,3.50140
2023-12-31,,,1.11160,0.88060,-0.12650,-2.11860,-0.05960,-2.17830,-2.26860,-2.26860,-2.26860,-2.11070,-2.11860,0.53790,0.53790,-0.76150,-0.76150,2.89970,,,,,,,,,,,-37.13150,83.89200,-16.54480,-37.13150,7.13740,-8.9357,-8.9357
2023-09-30,,,1.08500,1.41580,-1.51340,-5.91860,0.15560,-5.76290,-5.76290,-5.76290,-6.29390,-5.90730,-5.91860,0.79000,0.79000,-7.30000,-7.30000,3.32390,,,,,,,,,,,-71.11270,804.73360,-36.25300,-71.11260,9.48670,3.3409,3.3409
2023-06-30,,,1.39210,1.09730,-0.14360,-2.63300,0.01920,-2.61380,-2.61380,-2.61380,-2.61380,-2.61050,-2.63300,0.36600,0.36600,-7.15000,-7.15000,4.79110,,,,,,,,,,,-19.15960,-89.76960,-13.14470,-19.15960,17.76780,2.6596,2.6596
2023-03-31,,,0.43830,1.26950,-0.20890,-1.91670,0.04810,-1.86850,-1.86850,-1.86850,-1.86850,-1.90660,-1.91670,0.20700,0.20700,-9.00090,-9.00090,2.60600,,,,,,,,,,,-18.39930,321.38250,-11.30560,-18.39920,47.63350,-14.83040,-14.83040
2022-12-31,,,0.84160,2.77800,0.98460,-2.63500,0.02350,-2.61150,-2.49840,-2.49840,-2.49840,-2.62470,-2.63500,0.08130,0.08130,-9.63100,-9.63100,2.34710,,,,,,,,,,,-21.90160,-376.02480,-13.37620,-21.90160,57.17080,-40.1938,-40.183
2022-09-30,,,1.33220,2.03340,-0.33750,-3.70300,-1.41630,-5.11930,-5.11930,-5.11930,-5.11930,-3.69280,-3.70300,0.09430,0.09430,-54.27540,-54.27540,2.21220,,,,,,,,,,,-48.65630,2245.52400,-28.98450,-48.65630,87.76870,-84.3612,-84.2979
2022-06-30,,,0.56720,1.80190,-0.03290,-2.40200,0.00120,-2.40080,-2.40080,-2.40080,-2.40080,-2.39180,-2.40200,1.45160,1.45160,-1.62020,-1.62020,1.53330,,,,,,,,,,,-27.40040,120.42020,-15.52630,-27.40040,241.41910,77.0047,76.8274
2022-03-31,,,0.70790,1.66480,-1.19670,-3.56940,0.00440,-3.56500,-3.56500,-3.56500,-3.56500,-3.55870,-3.56940,0.03510,0.03510,-101.44010,-101.44010,2.59770,,,,,,,,,,,-31.66710,-718.92660,-20.21410,-31.66710,320.05780,-80.67730,-80.49570
2021-12-31,,,1.00160,1.37900,0.04750,-6.37100,-0.00380,-6.37480,-6.18220,-6.18220,-6.18220,-2.32210,-6.37100,0.02680,0.02680,-192.43930,-192.43930,5.58570,,,,,,,,,,,-42.40490,-162.22540,-30.71100,-42.40480,413.95760,-138.2265,-138.4668
2021-09-30,,,1.62850,1.33860,-0.06800,-3.03510,0.00030,-3.03480,-3.03480,-3.03480,-3.03480,-3.02400,-3.03510,0.02980,0.02980,-102.07020,-102.07020,6.05940,0.00660,0.00660,,,,,,,,,-17.49380,-73.09280,-11.90440,-17.37910,494.96160,4.0557,4.9906
2021-06-30,,,1.43990,1.30590,-0.07370,-2.81950,0.27650,-2.54300,-2.54300,-2.54300,-2.54300,-2.80690,-2.81950,0.02070,0.02070,-122.41220,-122.41220,3.07370,0.01300,0.01320,,,,,,,,,-24.32640,92.52430,-14.04980,-24.00940,530.25350,-138.7793,-139.0153
2021-03-31,,,1.28020,1.30010,0.57020,-2.01020,-0.00040,-2.01060,-2.01060,-2.01060,-2.01060,-1.99960,-2.01020,0.02040,0.02040,-97.20970,-97.20970,4.90400,0.03340,0.03450,,,,,,,,,-15.85040,384.05650,-9.75050,-15.32120,643.42860,-125.75580,-128.59960
2020-12-31,,,1.01100,1.51450,,-1.18160,-0.00400,-1.17350,-1.18560,-1.18560,-1.18560,-1.17260,-1.16960,0.01280,0.01280,-86.40860,-86.40860,0.86980,0.02780,0.05040,,,,,,,,,-12.18530,32.64630,-7.74690,-11.84660,630.49980,-129.9022,-131.4767
2020-09-30,,,0.98590,1.02130,,-2.00720,0.00030,-2.00690,-2.00690,-2.00690,-2.00690,-1.99860,-2.00720,0.01260,0.01260,-158.41580,-158.41580,3.76010,0.04460,0.04670,,,,,,,,,-33.66500,-621.04830,-21.70740,-32.16380,463.86460,-137.2279,-137.2279
