Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1108.18300,763.31100,344.87200,304.58600,304.58600,40.28600,-6.43900,33.84700,9.66900,24.17800,24.17800,24.17800,68.32900,40.28600,98.35900,98.93300,0.25000,0.24000,1.45900,0.25510,0.35010,31.12050,3.63530,3.63530,3.05430,2.18180,0.35310,1.92320,261.61070,0.34400,1.97200,6.49580,0.77040,1.46890,12.42910,0.2399,-0.2005
2024-06-30,1128.52000,779.28000,349.24000,323.13500,323.13500,26.10500,-5.55900,20.54600,6.54500,14.00100,14.00100,14.00100,52.87700,26.10500,99.54200,100.36900,0.14000,0.14000,1.28910,0.23430,0.31060,30.94670,2.31320,2.31320,1.82060,1.24070,0.36630,2.12160,257.18320,0.34990,1.14680,3.81370,0.45450,0.87810,12.31250,0.4138,0.0305
2024-03-31,1036.94400,732.99900,303.94490,303.38200,303.38200,0.56300,-3.17600,-2.61300,-1.58800,-1.02500,-1.02500,-1.02500,25.68000,0.56300,99.52000,99.52000,-0.01000,-0.01000,1.25220,0.18900,0.23760,29.31160,0.05430,0.05430,-0.25200,-0.09880,0.34860,2.02080,189.08530,0.47600,-0.08370,-0.25860,-0.03450,-0.06790,12.22780,0.07880,-0.38610
2023-12-31,989.81780,690.94290,298.87490,279.94890,279.94910,18.92580,-1.45000,17.47600,3.37000,14.10600,14.10600,14.10600,43.45480,18.92600,98.70900,100.83100,0.14000,0.14000,1.34530,0.19060,0.24010,30.19490,1.91210,1.91210,1.76560,1.42510,0.33330,1.97420,236.51560,0.38050,1.15690,3.59080,0.47500,0.93640,12.28880,0.2739,-0.2838
2023-09-30,1003.91300,688.22200,315.69100,278.13400,278.13400,37.55710,-4.22600,33.33100,6.19100,27.14000,27.14000,27.14000,59.67110,37.55710,99.10800,100.97300,0.27000,0.27000,1.34080,0.19360,0.24480,31.44610,3.74110,3.74110,3.32010,2.70340,0.34270,2.23010,72.34890,1.24400,2.25590,7.17630,0.92650,1.81910,12.11100,1.1744,0.7121
2023-06-30,1010.25500,683.68500,326.57000,290.08900,290.08900,36.48100,-4.76600,31.71500,7.24400,24.47100,24.47100,24.47100,57.82800,36.48100,98.51500,100.63900,0.25000,0.24000,1.37160,0.19970,0.25440,32.32550,3.61110,3.61110,3.13930,2.42230,0.35790,2.13420,196.24220,0.45860,2.10090,7.11810,0.86680,1.68130,11.79280,0.6898,0.3609
2023-03-31,965.46700,664.92400,300.54300,267.72500,267.72500,32.81790,-11.25900,21.55900,7.83900,13.72000,13.72000,13.72000,53.89390,32.81790,97.92000,100.56900,0.14000,0.14000,1.41960,0.21970,0.28650,31.12930,3.39920,3.39920,2.23300,1.42110,0.34860,2.10160,225.73460,0.39870,1.21680,4.41320,0.49540,0.94950,11.47200,0.87140,0.54450
2022-12-31,930.83010,649.66580,281.16420,257.20000,257.19990,23.96440,-5.61200,18.35200,2.46300,15.88900,15.88900,15.88900,44.05440,23.96420,96.81200,100.16200,0.16000,0.16000,1.66610,0.25480,0.34200,30.20570,2.57450,2.57450,1.97160,1.70700,0.33570,1.94330,213.10210,0.42230,1.43120,5.32690,0.57310,1.06650,11.36650,0.4602,0.0071
2022-09-30,918.18500,637.55000,280.63500,255.94800,255.94800,24.68700,-4.79800,19.88900,2.39400,17.49500,17.49500,17.49500,45.37800,24.68700,97.05700,100.48500,0.18000,0.17000,1.63010,0.25900,0.34940,30.56410,2.68870,2.68870,2.16610,1.90540,0.33380,1.92100,293.72520,0.30640,1.61200,6.32290,0.63590,1.19450,11.16240,0.5458,0.2787
2022-06-30,897.65900,618.24800,279.41100,252.50000,252.50000,26.91100,-5.14900,21.76200,1.66800,20.09400,20.09400,20.09400,47.02700,26.91100,96.57800,100.14000,0.21000,0.20000,1.64740,0.26390,0.35850,31.12660,2.99790,2.99790,2.42430,2.23850,0.33330,1.94160,243.73040,0.36930,1.90160,7.97510,0.74600,1.39980,10.91090,0.4807,0.2213
