Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1808.22500,909.45060,898.77450,233.65400,148.36790,-3.66060,385.68240,513.09200,-0.97530,512.11670,99.86240,412.25430,412.25430,411.44060,708.70510,513.09200,179.58600,179.84000,2.28720,2.28720,4.56500,0.48070,0.92560,49.70480,28.37550,28.37550,28.32150,22.75380,0.18290,0.80190,0.89410,100.66170,11.20930,35.66780,4.17070,5.82120,20.50040,3.8507,3.0576
2024-06-30,1843.71600,922.43050,921.28580,220.07420,153.87070,3.09070,370.85450,550.43150,-0.50290,549.92860,104.86530,445.06340,445.06340,443.80560,719.51950,550.43150,179.95200,180.20600,2.46600,2.46600,4.34560,0.50180,1.00720,49.96900,29.85450,29.85450,29.82720,24.07130,0.19260,0.79200,0.89030,101.08470,13.30220,49.07490,4.64910,6.62740,18.61280,1.8675,1.0647
2024-03-31,1720.43200,848.61900,871.81280,250.95090,134.59860,-6.30360,391.85300,479.95970,-1.96080,477.99900,95.60020,382.39870,382.39870,381.48680,656.71600,479.95970,180.25000,180.52700,2.11710,2.11710,4.17580,0.44430,0.79950,50.67410,27.89760,27.89760,27.78370,22.17390,0.18320,0.78720,0.84320,106.73860,10.73690,33.27160,4.07280,5.96650,19.77370,3.03530,2.54340
2023-12-31,1640.13900,839.65080,800.48790,272.46740,125.47420,-2.27160,400.21220,400.27530,-4.89930,395.37520,78.73460,316.64070,316.64050,315.58100,598.73960,400.27510,181.22000,181.51100,1.74620,1.74910,3.90850,0.44650,0.80670,48.80610,24.40500,24.40500,24.10620,19.24110,0.18820,0.81790,0.87890,102.39660,9.52780,33.79330,3.63370,5.27350,18.42020,3.0978,2.0918
2023-09-30,1680.52400,847.59040,832.93400,240.43740,129.11910,-2.85810,372.41460,460.51950,2.26820,462.78770,101.81330,360.97440,360.97440,358.97720,647.77880,460.51950,181.04600,181.31500,1.98090,1.98090,3.97930,0.47200,0.89400,49.56390,27.40330,27.40330,27.53830,21.36100,0.19560,0.86760,0.85240,105.58650,11.66410,48.95720,4.20130,6.15850,17.12810,3.0106,2.4411
2023-06-30,1606.93100,791.97060,814.96060,211.40020,123.61760,-3.43040,338.44840,476.51230,-9.03940,467.47300,102.84430,364.62870,364.62870,363.30930,644.61310,476.51230,181.47700,181.76400,2.00200,1.99900,3.90770,0.49530,0.98130,50.71530,29.65360,29.65360,29.09100,22.60890,0.18540,0.80810,0.83880,107.30160,12.23930,58.02210,4.20600,6.17730,16.43060,1.8066,1.3592
2023-03-31,1533.89500,763.22600,770.66900,229.80640,122.43950,-5.25110,357.49700,413.17200,-4.58020,408.59190,89.88970,318.70210,318.70210,317.22410,576.16030,413.17200,181.78300,182.02100,1.74960,1.73890,4.16630,0.49090,0.96440,50.24260,26.93610,26.93610,26.63750,20.68100,0.17810,0.93110,0.83880,107.29030,10.57550,42.88120,3.70140,5.38360,16.59140,2.32080,2.08200
2022-12-31,1404.23300,748.39560,655.83750,216.47400,132.77190,-2.48330,351.72940,304.10850,-18.88930,285.21920,60.11820,225.10090,225.10090,223.15790,501.69060,304.10830,182.83600,183.07200,1.22870,1.22870,4.11060,0.51930,1.08040,46.70430,21.65660,21.65650,20.31140,15.89180,0.17160,1.05290,0.80850,111.31630,8.20940,41.89880,2.75110,3.94600,15.06970,2.7244,1.7543
2022-09-30,1258.81300,659.98190,598.83070,183.60650,107.05730,-7.25390,297.91760,300.91310,-14.37070,286.54240,57.30870,229.23370,229.23370,227.39250,424.27280,300.91310,182.68800,182.94400,1.24890,1.23890,4.47150,0.54650,1.20510,47.57110,23.90450,23.90450,22.76290,18.06410,0.16390,1.01250,0.71620,125.65930,9.44210,61.23430,2.98410,4.28200,13.30900,2.0497,1.5528
2022-06-30,1374.40500,722.47900,651.92570,195.46690,110.12660,-2.97660,308.57000,343.35560,-10.03220,333.32340,66.66470,266.65870,266.65870,265.00180,468.30010,343.35560,183.09920,183.09920,1.44730,1.44730,4.14250,0.54980,1.22110,47.43330,24.98210,24.98210,24.25220,19.28120,0.17640,1.05630,0.78380,114.82170,11.06530,97.20840,3.42270,4.98200,13.17890,0.7833,0.4885
