Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-12-31,168.60300,14.18100,154.42200,22.42100,52.07600,74.49700,79.92500,9.91500,89.84000,14.64400,75.19600,75.19600,75.19600,80.99700,79.92500,187.16100,202.23300,0.40000,0.37000,8.73920,91.58910,47.40430,47.40430,53.28490,44.59950,0.14380,1.22620,73.39940,7.29270,8.00770,6.41520,7.29270,5.49680,0.3174,0.3088
2024-09-30,136.83200,13.67600,123.15600,23.24000,44.47000,70.01400,53.14200,9.02900,62.17100,18.01700,44.15400,44.15400,44.15400,54.78000,53.14200,186.25200,200.40700,0.24000,0.22000,7.23990,90.00530,38.83740,38.83740,45.43600,32.26880,0.12230,1.09650,82.08150,4.59370,5.08650,3.94760,4.59370,5.14610,0.3398,0.3321
2024-06-30,126.67600,13.55000,113.12600,22.57400,44.49900,67.07300,46.05300,7.11600,53.16900,11.79200,41.37700,41.37700,41.37700,48.98100,46.05300,185.61000,199.22400,0.22000,0.21000,6.71560,89.30340,36.35500,36.35500,41.97240,32.66360,0.11800,1.04770,85.90340,4.52910,5.04980,3.85460,4.52910,4.91950,0.20700,0.19850
2024-03-31,118.05700,12.56700,105.49000,20.14800,43.49000,63.63800,41.85200,6.10100,47.95300,7.33500,40.61800,40.61800,40.61800,45.23200,41.85200,190.17200,205.73400,0.21000,0.20000,6.19990,89.35510,35.45070,35.45070,40.61850,34.40540,0.10940,1.16510,77.24980,4.50610,5.03860,3.76310,4.50610,4.83160,0.2954,0.288
2023-12-31,135.28400,12.19000,123.09400,19.94600,44.59700,64.54300,58.55100,4.48100,63.03200,15.07600,47.95600,47.95600,47.95600,60.92500,58.55100,186.30900,200.46300,0.26000,0.24000,8.02680,90.98930,43.28010,43.28010,46.59240,35.44840,0.13520,1.38630,64.91940,5.54650,6.24190,4.79250,5.54650,4.64410,0.264,0.2568
2023-09-30,113.61200,12.75900,100.85300,19.95800,39.16700,67.06100,33.79200,5.90300,39.69500,9.09300,30.60200,30.60200,30.60200,36.96400,33.79200,193.11200,209.01400,0.16000,0.15000,7.00450,88.76970,29.74330,29.74330,34.93910,26.93550,0.11080,1.16860,77.01240,3.51160,3.95330,2.98390,3.51160,4.62270,0.066,0.0598
2023-06-30,108.46900,13.15300,95.31600,21.93100,43.70200,65.63300,29.68300,4.83900,34.52200,6.11600,28.40600,28.40600,28.40600,34.65500,29.68300,194.52100,212.35500,0.15000,0.13000,7.45820,87.87400,27.36540,27.36540,31.82660,26.18810,0.09400,1.16730,77.10020,2.86700,3.18380,2.46260,2.86700,5.09010,0.26940,0.26200
2023-03-31,110.96600,13.67700,97.28900,21.54100,42.90700,64.44800,32.84100,3.87500,36.71600,6.04800,30.66800,30.66800,30.66800,37.94800,32.84100,193.17600,213.42500,0.15000,0.15000,6.99210,87.67460,29.59560,29.59560,33.08760,27.63730,0.09760,1.03660,86.82150,3.17440,3.54000,2.69750,3.17440,4.98150,0.2145,0.2098
2022-12-31,115.26200,13.52600,101.73600,20.51900,42.73300,63.25200,38.48400,2.46100,40.94500,7.47700,33.46800,33.46800,33.46800,43.08900,38.48400,192.80500,212.06500,0.17000,0.16000,8.48590,88.26500,33.38830,33.38830,35.52340,29.03650,0.10800,1.53970,58.45450,3.59800,4.03620,3.13640,3.59800,4.81330,0.2331,0.2273
2022-09-30,102.18500,13.21000,88.97500,19.10400,37.77000,56.87400,32.10100,0.90800,33.00900,6.71000,26.29900,26.29900,26.29900,37.98000,32.10100,193.13700,213.94900,0.14000,0.12000,7.17700,87.07250,31.41460,31.41460,32.30320,25.73670,0.09940,1.28960,69.78750,2.99200,3.38560,2.55740,2.99200,4.57070,0.1857,0.1771
2022-06-30,90.63900,13.07700,77.56200,19.02200,36.85800,55.88000,21.68200,0.80400,22.48600,0.10300,22.38300,22.38300,22.38300,28.27400,21.68200,192.94700,214.95400,0.12000,0.10000,7.23910,85.57240,23.92130,23.92130,24.80830,24.69470,0.08620,1.19230,75.48510,2.48100,2.80210,2.12980,2.48100,4.66630,0.20820,0.19830
2022-03-31,93.65300,11.76500,81.88800,17.42400,36.54300,53.96700,27.92100,-0.01600,27.90500,-8.82100,36.72600,36.72600,30.78100,33.14700,27.92100,163.48400,191.01700,0.21000,0.18000,8.12470,87.43770,29.81330,29.81330,29.79620,32.86710,0.09450,1.15520,77.91070,4.18010,4.31170,3.70460,4.18010,4.56650,0.2947,0.2815
2021-12-31,97.87600,11.08500,86.79100,16.22500,34.77700,51.00200,35.78900,0.02000,35.80900,-19.83800,55.64700,55.64700,55.64700,40.16200,35.78900,188.37200,216.39600,0.30000,0.26000,9.35940,88.67450,36.56570,36.56570,36.58610,56.85460,0.10500,1.40180,64.20440,6.63370,6.86040,5.96960,6.63370,4.41330,0.1264,0.1186
