Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,12.15400,11.14200,1.01200,0.01300,2.32900,2.67000,-1.65800,,-1.65800,0.01100,-1.66900,-1.66900,-1.66900,-1.26400,-1.65800,24.16300,24.16300,-0.07000,-0.07000,1.09820,,8.32650,-13.64160,-13.64160,-13.64160,-13.73210,0.52570,1.92190,46.82900,-10.78240,-129.17960,-7.21920,-10.78240,0.63430,0.0221,0.0197
2024-06-30,13.15900,11.70900,1.45000,0.01800,2.24500,2.81600,-1.36600,,-1.36600,,-1.36600,-1.36600,-1.36600,-0.74700,-1.36600,23.71300,23.71300,-0.06000,-0.06000,1.10730,,11.01910,-10.38070,-10.38070,-10.38070,-10.38070,0.54820,1.85340,48.55990,-8.71510,-117.86040,-5.69050,-8.71510,0.65880,-0.02020,-0.02340
2024-03-31,11.70700,10.66000,1.04700,0.01500,1.83700,2.22500,-1.17800,0.18400,-0.99400,,-1.04900,-1.04900,-1.04900,-0.74000,-1.17800,21.76800,21.76800,-0.04000,-0.04000,1.11370,,8.94340,-10.06240,-10.06240,-8.49060,-8.96050,0.48530,1.94370,46.30310,-6.41940,-90.82260,-4.34820,-6.41940,0.69220,0.0242,0.0206
2023-12-31,10.44200,9.38700,1.05500,0.01500,3.33300,3.65500,-2.60000,,-2.60000,,-2.60000,-2.60000,-2.60000,-2.22800,-2.60000,23.07200,23.07200,-0.11000,-0.11000,0.88040,,10.10340,-24.89950,-24.89950,-24.89940,-24.89940,0.37730,1.33600,67.36640,-15.78720,-188.95380,-9.39480,-15.78720,0.71230,0.0494,0.044
2023-09-30,10.51600,9.05700,1.45900,0.02800,2.66600,2.88500,-1.42600,-9.44700,-10.87300,,-10.87300,-10.87300,-10.87300,-0.70000,-1.42600,20.71400,20.71400,-0.52000,-0.52000,1.02530,,13.87410,-13.56030,-13.56030,-103.39480,-103.39480,0.37010,1.08490,82.95650,-62.91150,-449.11180,-38.26500,-62.91150,0.74950,0.0303,0.0271
2023-06-30,10.63700,8.22200,2.41500,0.02700,2.17000,2.22200,0.19300,-0.40300,-0.21000,,-0.21000,-0.21000,-0.21000,1.75400,0.19300,20.00000,20.00000,-0.01000,-0.01000,0.51380,0.80510,22.70380,1.81440,1.81440,-1.97420,-1.97420,0.39090,1.20960,74.40630,-3.00300,3.64900,-0.77170,-3.00300,0.34970,-0.00230,-0.00470
2023-03-31,8.84300,7.62500,1.21800,0.17800,1.83600,1.85900,-0.64100,-3.13200,-3.95100,,-3.95100,-3.95100,-3.95100,0.88100,-0.64100,110.81600,110.81600,-0.04000,-0.04000,0.54220,1.00510,13.77360,-7.24870,-7.24870,-44.67940,-44.67940,0.31330,1.28610,69.98080,-55.49940,69.87970,-13.99720,-55.49940,0.35600,-0.013,-0.0139
2022-12-31,8.58900,7.04500,1.54400,0.02600,2.22600,2.27700,-0.73300,-1.34500,-2.07800,,-2.07800,-2.07800,-2.07800,0.79300,-0.73300,147.98400,147.98400,-0.01000,-0.01000,0.54220,1.00510,17.97650,-8.53420,-8.53420,-24.19370,-24.19370,0.30430,1.24910,72.05030,-29.18950,36.75270,-7.36170,-29.18950,,-0.0007,-0.0011
2022-09-30,8.49700,6.32800,2.16900,0.04300,1.90200,1.97100,0.19800,-0.65500,-0.45700,,-0.45700,-0.45700,-0.45700,1.47900,0.19800,147.98400,147.98400,0.00000,0.00000,,,25.52670,2.33020,2.33020,-5.37840,-5.37840,,,,,,,,,-0.0346,-0.0349
2022-06-30,8.71600,6.58100,2.13500,0.06500,2.52600,2.61600,-0.48100,,-0.48100,,-0.48100,-0.48100,-0.48100,-0.40600,-0.48100,147.98400,147.98400,-0.01000,-0.01000,,,24.49520,-5.51860,-5.51860,-5.51860,-5.51860,,,,,,,,,0.00590,0.00550
