Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,129.39800,98.52300,30.87500,25.68800,42.29800,-14.98000,45.85500,-4.11500,41.74000,9.48200,32.25800,32.25800,31.58600,50.30900,45.85500,23.09400,23.57800,1.37000,1.36000,2.14260,0.35970,0.81880,23.86050,35.43720,35.43720,32.25710,24.41000,0.19440,0.66200,0.84520,106.48260,12.37100,99.43290,4.84660,7.92080,11.29110,-0.5835,-0.6333
2024-06-30,199.90200,138.59900,61.30300,23.37000,,25.00000,36.30300,-4.17600,32.12700,7.78900,24.33800,24.33800,23.69900,40.91200,36.30300,23.09400,23.09400,1.03000,1.02000,2.02580,0.42250,1.06200,30.66650,18.16040,18.16040,16.07140,11.85530,0.32400,0.96820,1.41660,63.53330,10.28410,362.55120,3.94480,5.93930,10.24760,0.112,0.0506
2024-03-31,95.65500,76.73500,18.92000,21.48800,-1.22400,25.34200,-6.42200,-3.52100,-9.94300,-1.59100,-8.35200,-8.35200,-8.35200,-0.93000,-6.42200,23.00900,23.00900,-0.37000,-0.37000,2.05700,0.44930,1.11960,19.77940,-6.71370,-6.71370,-10.39470,-8.73140,0.16580,0.43130,1.47620,60.96910,-3.84600,57.93560,-1.44730,-2.11820,9.40320,-0.93970,-0.99740
2023-12-31,134.24500,104.74200,29.50300,14.22900,,16.85900,12.64400,-4.44900,8.19500,1.11800,7.07700,7.07700,7.21700,18.27400,12.64400,22.96300,22.96300,0.32000,0.31000,2.21270,0.43940,1.01590,21.97700,9.41860,9.41860,6.10450,5.37600,0.22620,0.73450,1.51560,59.38350,3.05620,-268.17210,1.19260,1.71330,10.07510,3.334,3.2118
2023-09-30,144.12100,111.99200,32.12900,17.99800,0.00000,20.62800,11.50100,-4.57200,6.92900,1.13700,5.79200,5.79200,5.66400,17.03000,11.50100,22.98400,22.98400,0.25000,0.24000,1.79580,0.43920,1.22020,22.29310,7.98010,7.98010,4.80780,3.93000,0.21450,0.73820,0.87190,103.22700,2.44460,5850.56300,0.86200,1.37090,10.30860,0.0916,-0.0142
2023-06-30,207.26700,145.90400,61.36300,24.17200,,26.80200,34.56100,-3.82500,30.73600,6.77200,23.96400,23.96400,23.42400,40.15000,34.56100,22.97500,22.97500,1.02000,1.01000,2.01660,0.44330,1.15370,29.60580,16.67460,16.67460,14.82920,11.30140,0.32320,0.94630,1.48730,60.51070,10.06210,-1839.12800,3.73740,5.60180,10.36200,-0.3979,-0.5082
2023-03-31,82.54500,71.27000,11.27500,22.44200,,25.07200,-13.79700,-2.82900,-16.62600,-3.51600,-13.11000,-13.11000,-13.11000,-8.29500,-13.79700,22.90700,22.90700,-0.58000,-0.58000,2.16430,0.47050,1.18040,13.65920,-16.71450,-16.71450,-20.14170,-15.88230,0.14100,0.38360,1.59870,56.29400,-6.05820,51.02560,-2.23990,-3.20770,9.42670,-2.48470,-2.60460
2022-12-31,159.80600,121.91600,37.89000,18.60500,,21.23500,16.65500,-3.63400,13.02100,1.50900,11.51200,11.51200,11.37500,22.09100,16.65500,22.91600,22.91700,0.50000,0.50000,2.51840,0.45170,0.87070,23.71000,10.42200,10.42200,8.14800,7.11800,0.26770,0.88530,1.84180,48.86460,4.85530,-151.05600,1.92870,2.66230,10.35970,5.0012,4.8655
2022-09-30,166.10000,124.83100,41.26900,19.18100,,21.81100,19.45800,-3.28300,16.17500,2.89500,13.28000,13.28000,13.02100,24.81400,19.45800,22.88700,22.88700,0.57000,0.56000,1.91580,0.46210,1.27200,24.84590,11.71460,11.71460,9.73810,7.83930,0.25370,0.92910,1.00500,89.54810,5.76290,-78.51020,2.02810,3.09970,10.06850,-0.7136,-0.8599
2022-06-30,187.56100,136.32800,51.23300,23.02400,,25.65400,25.57900,-2.48900,23.09000,5.36500,17.72500,17.72500,17.38000,30.90600,25.57900,22.90700,22.90700,0.76000,0.75000,2.10210,0.47740,1.22840,27.31540,13.63770,13.63770,12.31070,9.26630,0.30570,1.02830,1.46660,61.36720,8.06950,-58.44430,2.88920,4.21690,9.59740,-1.4099,-1.5579
2022-03-31,102.60100,81.53700,21.06400,21.37300,,24.00300,-2.93900,-1.98600,-4.92500,-1.01700,-3.90800,-3.90800,-3.90800,2.37100,-2.93900,22.98300,22.98300,-0.18000,-0.18000,2.75840,0.49550,1.09370,20.53000,-2.86450,-2.86450,-4.80010,-3.80890,0.18640,0.56110,2.30400,39.06190,-1.88710,8.58660,-0.71000,-0.95210,9.01340,-1.13100,-1.22660
2021-12-31,152.94500,116.75800,36.18700,19.35600,,23.19700,12.99000,-2.22000,10.77000,1.95400,8.81600,8.81600,8.43000,18.19500,12.99000,22.95500,22.96500,0.38000,0.36000,2.69090,0.48980,1.01200,23.66010,8.49330,8.49330,7.04170,5.51180,0.26720,1.09450,2.11670,42.51940,4.10790,-21.69670,1.54000,2.09570,9.33860,3.4833,3.3114
2021-09-30,127.63600,97.00100,30.63500,17.60700,,20.24900,10.38600,-2.15200,8.23400,1.20400,7.03000,7.03000,6.91300,15.53200,10.38600,22.98100,22.99300,0.30000,0.30000,2.24730,0.49820,1.22190,24.00190,8.13720,8.13720,6.45120,5.41620,0.21260,0.89770,1.00750,89.33080,3.34400,-14.75530,1.17120,1.67790,9.14790,-1.419,-1.5357
2021-06-30,157.53000,108.73200,48.79800,21.98200,,24.68700,24.11100,-9.19200,14.91900,0.81600,14.10300,14.10300,14.10300,29.56500,24.11100,22.97300,22.98500,0.60000,0.60000,2.82290,0.50260,1.06370,30.97700,15.30570,15.30570,9.47060,8.95260,0.27690,1.07710,1.70410,52.81280,6.74010,-27.50360,2.47890,3.35250,9.10490,-0.4827,-0.5872
