Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2.63040,2.30380,0.32650,2.12970,0.46550,1.66420,-1.33760,-0.00620,-1.34380,0.00160,-1.34540,-1.34540,-1.34540,-1.28850,-1.33760,17.96770,17.96770,-0.01700,-0.01700,4.97530,,0.00510,12.41400,-50.85290,-50.85290,-51.08830,-51.14740,0.23920,1.65850,1.73830,51.77370,-14.33050,-14.33050,-12.23610,-14.33050,0.52250,-0.0806,-0.1085
2024-06-30,1.97460,1.68580,0.28870,0.75970,0.73010,0.02960,0.25920,-0.00450,0.25470,0.05560,0.19910,0.19910,0.19910,0.29060,0.25920,17.66770,17.66770,0.01100,0.01100,5.60460,,0.00560,14.62200,13.12530,13.12530,12.89840,10.08340,0.17730,1.63200,1.41460,63.62160,2.08580,2.08580,1.78730,2.08580,0.54030,-0.038,-0.0212
2024-03-31,2.38190,2.01680,0.36500,0.64590,0.20180,0.44410,-0.07900,-0.00470,-0.08370,0.02010,-0.10380,-0.10380,-0.10380,-0.04940,-0.07900,17.66770,17.66770,-0.01800,-0.01800,4.60550,,,15.32550,-3.31790,-3.31790,-3.51360,-4.35620,0.21340,1.87270,2.39070,37.64610,-1.11040,-1.11040,-0.92960,-1.11040,0.52890,-0.00190,-0.00320
2023-12-31,2.27310,2.00650,0.26660,-0.01700,-0.02580,0.00880,0.25780,-0.00420,0.25360,-0.05490,0.30850,0.30850,0.30850,0.28740,0.25780,15.87550,15.87550,0.02200,0.02200,4.93390,,0.00360,11.72670,11.33950,11.33950,11.15550,13.57030,0.19940,1.76350,2.32020,38.79010,3.19390,3.19390,2.70590,3.19390,0.54660,-0.02,-0.0206
2023-09-30,2.55370,2.19940,0.35430,3.08210,0.19930,2.88280,-2.52850,-0.00430,-2.53280,0.07640,-2.60920,-2.60920,-2.60920,-2.49920,-2.52850,16.77440,16.77440,-0.15700,-0.15700,5.03010,,,13.87530,-99.01420,-99.01420,-99.18100,-102.17340,0.22270,1.98510,2.51590,35.77280,-26.93300,-26.93300,-22.75680,-26.93300,0.54450,-0.0523,-0.0601
2023-06-30,2.56680,2.22710,0.33970,0.80710,0.19520,0.61190,-0.27220,-0.00300,-0.27520,-0.01600,-0.25930,-0.25930,-0.25930,-0.24760,-0.27220,14.47650,14.47650,-0.04100,-0.04100,2.78540,,,13.23470,-10.60440,-10.60440,-10.72290,-10.10000,0.32500,1.91040,1.11490,80.72420,-4.34710,-4.34710,-3.28210,-4.34710,0.03430,-0.0017,-0.0026
2023-03-31,2.37720,2.00830,0.36890,0.53690,0.11730,0.41950,-0.05060,-0.00240,-0.05310,0.01600,-0.06910,-0.06910,-0.06910,-0.02580,-0.05060,14.47650,14.47650,-0.00700,-0.00700,3.49160,,,15.51810,-2.12990,-2.12990,-2.23270,-2.90530,0.29040,2.23240,0.91930,97.90170,-1.05330,-1.05330,-0.84360,-1.05330,0.45310,-0.00800,-0.00810
2022-12-31,2.83960,2.50030,0.33920,0.48780,0.02590,0.46200,-0.12270,-0.00480,-0.12750,0.02950,-0.15700,-0.15700,-0.15700,-0.09660,-0.12270,14.40970,14.40970,-0.01500,-0.01500,3.00480,,0.00250,11.94640,-4.32070,-4.32070,-4.48840,-5.52790,0.32490,2.55710,0.97070,92.71250,-2.35510,-2.35510,-1.79600,-2.35510,0.46040,0.0331,0.0319
2022-09-30,2.57510,2.27560,0.29950,0.41880,0.05410,0.36470,-0.06520,-0.00210,-0.06730,0.01010,-0.07740,-0.07740,-0.07740,-0.03940,-0.06520,14.47650,14.47650,-0.02800,-0.02800,4.05190,,,11.63060,-2.53250,-2.53250,-2.61300,-3.00580,0.33020,2.07640,0.90330,99.63500,-1.20490,-1.20490,-0.99250,-1.20490,0.44390,0.0066,0.0041
2022-06-30,2.48510,2.22110,0.26400,0.45480,0.05280,0.40200,-0.13800,-0.00230,-0.14030,-0.00160,-0.13870,-0.13870,-0.13870,-0.11110,-0.13800,172.97640,172.97640,-0.00300,-0.00300,3.83770,,,10.62210,-5.55160,-5.55160,-5.64500,-5.57970,0.29700,1.46880,0.85290,105.51980,-2.03270,-2.03270,-1.65690,-2.03270,0.47140,0.0013,0.0034
2022-03-31,3.02890,2.67260,0.35630,0.36800,0.04640,0.32170,0.03470,-0.00330,0.03140,0.01430,0.01710,0.01710,0.01710,0.06130,0.03470,14.26250,14.26250,0.00000,0.00000,3.32600,0.00180,0.00480,11.76430,1.14530,1.14530,1.03550,0.56340,0.33010,1.62080,0.97460,92.34500,0.23940,0.23940,0.18600,0.23900,0.49980,-0.00270,-0.00490
2021-12-31,3.24530,2.73770,0.50760,0.21330,-0.09320,0.30650,0.20110,-0.00400,0.19710,0.10780,0.08920,0.08920,0.08920,0.22760,0.20110,14.26250,14.26250,0.03600,0.03600,3.07020,0.00180,0.00470,15.64050,6.19660,6.19650,6.07270,2.74990,0.33900,1.79880,0.94440,95.30090,1.24300,1.24300,0.93210,1.24080,0.50340,0.0338,0.0338
