Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,702.03700,597.93400,104.10300,70.90300,,98.84300,5.25990,-40.29000,-35.03000,-11.07000,-23.96000,-26.60400,,-26.60400,35.09390,5.25990,14.25300,14.25300,-1.87000,-1.87000,0.79700,1.01750,-71.74480,14.82870,0.74920,0.74920,-4.98980,-3.78950,0.42500,1.86750,48.19200,156.53060,2.66350,-1.61070,-2.74510,-1.18860,0.6587,0.1191
2024-06-30,698.29900,588.10000,110.19900,76.06500,,209.11900,-98.92000,-19.95000,-118.87000,9.55800,-128.42800,-128.88400,,-128.88400,35.58500,-98.92000,14.21700,14.21700,-9.07000,-9.07000,0.80320,0.99040,122.86460,15.78110,-14.16590,-14.16590,-17.02280,-18.45690,0.41660,1.73010,52.02040,-1354.53700,12.99170,-7.68930,-12.94570,0.66750,-3.8894,-4.3599
2024-03-31,684.45100,583.56600,100.88500,77.17700,,104.28000,-3.39500,-18.68600,-22.08100,-0.54300,-21.53800,-22.30000,,-22.30000,25.11500,-3.39500,14.20200,14.20200,-1.57000,-1.57000,0.74910,0.87880,8.14110,14.73960,-0.49600,-0.49600,-3.22610,-3.25810,0.38800,1.88620,47.71590,-16.41630,2.25070,-1.26410,-1.98980,9.54810,0.67310,0.12000
2023-12-31,698.18290,585.48300,112.69980,75.46900,,97.02410,15.67580,-18.35100,-2.67500,0.04300,-2.71800,-5.25200,,-5.25200,43.60680,15.67590,14.17400,14.17400,-0.38000,-0.38000,0.77810,0.86300,7.02680,16.14190,2.24520,2.24520,-0.38310,-0.75220,0.39510,1.86130,48.35430,-3.36250,0.53030,-0.29720,-0.46070,10.99660,-1.8117,-2.5994
2023-09-30,687.47600,579.21400,108.26200,70.14200,,96.21900,12.04300,-17.84400,-5.80100,-1.65900,-4.14200,-4.30200,,-4.30200,39.45100,12.04300,14.18300,14.18300,-0.30000,-0.30000,0.75060,0.86080,6.70790,15.74780,1.75180,1.75180,-0.84380,-0.62580,0.38990,2.01750,44.60990,-2.70800,0.42710,-0.24400,-0.37690,11.19060,3.782,3.1574
2023-06-30,701.74100,589.25500,112.48600,79.24000,,288.24900,-175.76300,-16.96700,-192.73000,-0.83000,-191.90000,-190.94400,,-190.94400,34.54400,-175.76300,14.17100,14.17100,-13.47000,-13.47000,0.73690,0.85880,6.86340,16.02960,-25.04670,-25.04670,-27.46460,-27.21000,0.39310,2.02770,44.38450,-118.27480,18.63960,-10.69700,-16.70600,11.37470,-7.6366,-8.2673
2023-03-31,663.77000,550.26600,113.50400,79.71300,,105.40600,8.09800,-15.95800,-7.86000,-1.87300,-5.98700,-3.96200,,-3.96200,35.06900,8.09800,14.16400,14.16400,-0.28000,-0.28000,0.70470,0.73630,2.83520,17.09990,1.22000,1.22000,-1.18410,-0.59690,0.34190,2.22000,40.53990,-1.12850,0.38190,-0.20410,-0.29760,24.76710,-0.18740,-1.12790
2022-12-31,649.33410,533.96600,115.36810,90.06300,,108.75080,6.61730,-15.53200,-8.91500,-3.91200,-5.00300,-6.94700,,-6.94700,33.90330,6.61720,14.06200,14.06200,-0.49000,-0.49000,0.70410,0.73420,2.76220,17.76720,1.01910,1.01910,-1.37290,-1.06990,0.33400,2.18740,41.14410,-1.95940,0.65940,-0.35730,-0.52080,25.04630,-3.9824,-4.5135
2022-09-30,648.57100,534.56300,114.00800,75.88900,,101.56100,12.44700,-15.55700,-3.11000,-1.05300,-2.05700,-28.50500,,-28.50500,39.34600,12.44700,14.05200,14.05200,-2.03000,-2.03000,0.71550,0.73420,2.76240,17.57830,1.91910,1.91910,-0.47950,-4.39500,0.32590,2.38190,37.78530,-8.04890,2.65390,-1.43250,-2.13930,25.19190,-0.388,-1.0775
2022-06-30,631.54500,504.23000,127.31500,79.41100,,104.16900,23.14590,-15.47200,7.67400,2.29100,5.38300,3.32800,,3.32800,49.54690,23.14590,14.04700,14.11500,0.24000,0.24000,0.71510,0.71900,2.55870,20.15930,3.66500,3.66500,1.21510,0.52700,0.30660,2.26300,39.76950,0.87130,-0.31190,0.16160,0.24480,27.17850,-1.4334,-1.9521
2022-03-31,574.94300,459.31500,115.62800,76.80800,,100.75400,14.87400,-15.40000,-0.52600,-0.36100,-0.16500,0.31800,,0.31800,39.82800,14.87400,14.02400,14.12400,0.02000,0.02000,0.83050,0.72180,2.59500,20.11120,2.58700,2.58700,-0.09150,0.05530,0.27210,2.04670,43.97370,0.08450,-0.03120,0.01500,0.02350,26.77010,5.06120,4.45350
2021-12-31,573.12700,445.12800,127.99900,92.07900,4.58900,107.82080,20.17820,-14.66900,5.50900,0.20800,5.30100,-31.52500,,-31.52500,41.06420,20.17810,14.05400,14.05400,-2.23000,-2.20000,0.77730,0.72320,2.61270,22.33350,3.52070,3.52070,0.96120,-5.50050,0.28270,2.40950,37.35210,-8.44570,3.02620,-1.55490,-2.33780,26.62390,0.81,0.2832
2021-09-30,493.05900,399.27200,93.78700,68.20500,,80.81300,12.97400,-17.70200,-4.72800,-2.00100,-2.72700,-7.57200,,-7.57200,26.01800,12.97400,13.99300,13.99300,-0.54000,-0.54000,0.81720,0.70700,2.41260,19.02150,2.63130,2.63130,-0.95890,-1.53570,0.23090,1.63180,55.15520,-1.87430,0.74380,-0.35460,-0.54920,28.81710,0.5549,0.1386
2021-06-30,474.44800,379.56500,94.88300,56.46500,0.85200,67.43300,27.45000,-8.28700,19.16300,5.67100,13.49200,13.67200,,13.67200,40.42800,27.45000,14.02500,14.17600,0.97000,0.96000,1.05250,0.54360,1.19100,19.99860,5.78570,5.78570,4.03900,2.88170,0.30100,1.97950,45.46570,3.34070,-3.73030,0.86740,1.52470,29.21800,2.5601,2.3616
2021-03-31,456.25800,360.33300,95.92500,54.92500,,67.16400,28.76100,-8.42300,20.33800,4.73900,15.59900,18.84000,,18.84000,41.58100,28.76100,14.15900,14.36200,1.33000,1.31000,1.10520,0.53750,1.16230,21.02430,6.30370,6.30370,4.45760,4.12920,0.29790,2.04090,44.09850,4.49910,-5.19980,1.22990,2.08070,29.41300,9.36940,8.99430
2020-12-31,398.50910,314.48500,84.02400,55.22000,,64.20400,19.82010,-27.68100,-7.86100,2.23300,-10.09400,-3.68300,,-3.05400,29.43210,19.82010,13.56700,13.68300,-0.15000,-0.15000,1.32070,0.54140,1.18070,21.08460,4.97360,4.97360,-1.97260,-0.76640,0.27950,1.95800,45.96540,-0.89480,0.97180,-0.25830,-0.41030,28.81820,5.1432,4.5939
2020-09-30,320.61900,235.54300,85.07600,34.44100,,41.74200,43.33400,9.94600,53.28000,14.36000,38.92000,38.92000,-0.11500,35.34600,50.79100,43.33400,14.02600,14.13400,2.52000,2.50000,1.40190,0.10920,0.12290,26.53490,13.51570,13.51570,16.61790,11.02430,0.40500,1.86130,48.35290,9.49110,20.75810,4.91640,8.45520,21.06260,9.067,8.9065
2020-06-30,282.25600,196.10600,86.15000,31.19900,0.00000,37.30700,48.84300,2.92700,51.77000,14.47100,37.29900,37.29900,-0.30100,-12.81900,55.05400,48.84300,13.07800,13.07800,-0.98000,-0.98000,1.22140,0.06750,0.07290,30.52190,17.30450,17.30450,18.34150,-4.54160,0.43140,1.59120,56.56030,10.34770,28.04440,5.70030,9.64950,25.80410,8.273,8.2159
2020-03-31,367.29100,332.66100,34.63000,20.79500,,24.58500,10.04500,-2.79100,7.25400,-9.04600,16.30000,16.30000,-0.20200,12.99800,13.86800,10.04500,12.98800,13.01300,1.00000,1.00000,1.40590,,0.49420,9.42850,2.73490,2.73490,1.97500,3.53890,0.46080,2.09020,43.05850,4.96410,9.32550,2.04490,4.96410,25.33630,2.98160,2.86060
2019-12-31,384.83290,358.43500,26.39800,15.00400,,18.84400,7.55400,6.18000,13.73400,2.92100,10.81300,-11.43800,5.38000,-6.19600,11.41500,7.55390,12.95900,12.95900,-0.47000,-0.47000,1.70740,,0.00100,6.85960,1.96290,1.96290,3.56880,-1.61000,0.64420,2.09360,42.98770,-3.60150,-7.04030,-1.91470,-3.60150,24.45840,1.6212,1.3449
2019-09-30,393.38500,356.27100,37.11400,15.97900,,20.12700,16.98700,-3.31000,13.67700,5.09700,8.58000,8.58000,-0.42600,6.10400,21.20700,16.98700,12.99400,13.00400,0.47000,0.47000,1.53700,0.00030,0.00110,9.43450,4.31820,4.31820,3.47670,1.55170,0.63390,1.95070,46.13810,2.68410,3.57200,1.38270,2.16110,30.79760,1.3029,1.0711
2019-06-30,363.91100,345.94800,17.96300,16.86000,,21.21300,-3.25000,-1.55000,-4.80000,-1.39100,-3.40900,-3.40900,1.69700,-2.81000,1.20200,-3.25000,12.97300,12.97300,-0.22000,-0.22000,1.47290,0.00050,0.00130,4.93610,-0.89310,-0.89310,-1.31900,-0.77220,0.60070,2.26060,39.81220,-1.07460,-1.44310,-0.56270,-0.86370,30.41220,-1.2194,-1.4193
2019-03-31,367.81500,340.49800,27.31700,19.40100,,23.87600,3.44100,-1.89300,1.54800,0.23400,1.31400,1.31400,-0.73200,-0.53500,8.01700,3.44100,12.90000,12.95300,-0.04000,-0.04000,1.39980,0.00090,0.00290,7.42680,0.93550,0.93550,0.42090,-0.14550,0.59960,2.37140,37.95210,0.41720,0.84700,0.21420,0.41690,24.25570,2.99780,2.86800
2018-12-31,360.76200,319.24110,41.52090,24.01100,-13.49700,42.21390,-0.69300,-3.02800,-3.72100,-2.26800,-1.45300,-1.45300,-19.02600,-21.65700,6.77100,-0.69310,12.96100,13.03300,-1.68000,-1.67000,1.47660,0.00110,0.00340,11.50920,-0.19210,-0.19210,-1.03140,-6.00310,0.63330,2.36410,38.06990,-0.46720,-0.97100,-0.25510,-0.46670,24.26830,-1.1323,-1.456
2018-09-30,343.77100,313.51100,30.26000,17.04500,,20.82500,9.43500,4.74000,14.17500,3.88000,10.29500,10.29500,-2.96400,5.22400,16.17500,9.43500,12.86600,12.92700,0.41000,0.40000,0.98910,0.00110,0.09960,8.80240,2.74460,2.74460,4.12340,1.51960,0.48830,1.86140,48.34960,3.43360,6.27180,1.46240,2.72600,29.44620,2.3432,1.9943
2018-06-30,343.73600,317.74100,25.99500,18.13900,-0.67800,22.56400,3.43100,-0.40600,3.02500,1.06200,1.96300,1.96300,-13.36600,-12.32100,10.45200,3.43100,13.00800,13.08800,-0.95000,-0.94000,1.13120,0.00140,0.00600,7.56250,0.99810,0.99810,0.88000,-3.58440,0.50530,1.81220,49.66340,0.67250,0.93960,0.28860,0.53070,28.84270,-2.5457,-2.8397
2018-03-31,336.69600,303.11500,33.58100,17.89800,,21.47800,12.10300,-2.67000,9.43300,2.01000,7.42300,7.42300,-1.69700,3.49700,19.06700,12.10300,13.10600,13.19900,0.27000,0.27000,1.22480,0.00160,0.00590,9.97370,3.59460,3.59460,2.80160,1.03860,0.46750,1.89460,47.50460,2.31210,3.18450,1.03060,1.85930,30.66860,1.94090,1.56310
2017-12-31,101.22600,72.73310,28.49300,16.20300,,10.10490,18.38800,7.57200,25.96000,-4.38800,30.34800,30.34800,8.73400,33.71300,25.30700,18.38790,13.60200,13.67300,2.48000,2.46000,1.30580,0.00170,0.00890,28.14790,18.16530,18.16520,25.64560,33.30470,0.14380,0.87300,103.09730,9.03170,13.39060,4.31020,9.01600,25.17360,1.3215,0.9842
2017-09-30,409.51700,378.03200,31.48500,18.62900,,25.17600,6.30900,11.64400,17.95300,2.98900,14.96400,14.96400,-0.01600,11.96200,13.02300,6.30900,13.58200,13.65600,0.88000,0.88000,1.26110,0.00150,0.00550,7.68830,1.54060,1.54060,4.38390,2.92100,0.57760,2.26610,39.71640,4.91910,6.97810,2.11060,3.91410,28.27340,2.0235,1.6933
2017-06-30,407.98300,377.03600,30.94700,18.04800,0.00000,24.94800,5.99900,0.73800,6.73700,2.87900,3.85800,3.85800,-0.11700,2.43400,13.07300,5.99900,13.55400,13.60800,0.18000,0.18000,1.19950,0.00310,0.00840,7.58540,1.47040,1.47040,1.65130,0.59660,0.59740,2.25740,39.86950,1.35050,1.97220,0.56500,1.05880,26.92810,-1.9482,-2.3211
2017-03-31,399.49400,369.41000,30.08400,17.02700,,23.29600,6.78800,-2.35000,4.43800,2.52300,1.91500,1.91500,-5.86600,-5.47300,13.23200,6.78800,13.70400,13.76900,-0.40000,-0.40000,1.15990,0.00340,0.00830,7.53050,1.69910,1.69910,1.11090,-1.37000,0.57250,2.30870,38.98290,0.69010,1.02060,0.27450,0.53750,26.37400,2.62890,2.21220
2016-12-31,41.41610,36.95300,4.46310,-13.02000,,-18.88400,23.34700,2.29600,25.64300,5.50500,20.13800,20.13800,62.63300,73.57900,30.07400,23.34700,14.66700,14.77900,5.02000,4.98000,1.26470,0.00500,0.00960,10.77610,56.37190,56.37190,61.91560,177.65820,0.06040,0.23700,379.75280,6.76510,9.75240,2.93870,5.33980,27.11860,-0.2666,-0.6668
2016-09-30,412.27100,378.48800,33.78300,17.32000,,23.99000,9.79300,-1.37300,8.42000,4.67800,3.74200,3.74200,-2.79100,-0.74500,22.34200,9.79300,14.52300,14.63400,-0.05000,-0.05000,0.54400,,1.02800,8.19440,2.37540,2.37540,2.04230,-0.18070,0.40260,2.28970,39.30590,1.58200,2.86240,0.36540,1.19130,22.01750,0.5788,-0.1659
2016-06-30,398.11900,367.84600,30.27300,16.71100,,23.56000,6.71300,-1.09100,5.62200,3.99700,1.62500,1.62500,2.37000,3.10400,22.04800,6.71300,14.89400,15.01900,0.21000,0.21000,1.04600,0.44990,0.92340,7.60400,1.68620,1.68620,1.41210,0.77970,0.38420,2.05470,43.80290,0.63460,-0.60760,0.15680,0.26790,22.80730,0.2303,-0.6971
2016-03-31,382.03600,348.67600,33.36000,18.51600,,25.05600,8.30400,-3.13600,5.16800,3.79200,1.37600,1.37600,0.75300,1.00200,23.17200,8.30400,15.05800,15.18500,0.07000,0.07000,1.07720,0.44060,0.88330,8.73220,2.17360,2.17360,1.35280,0.26230,0.37240,2.26410,39.75180,0.50790,-0.51640,0.13410,0.22080,23.42760,2.28350,1.63720
2015-12-31,260.37500,292.41810,-32.04310,12.70500,,4.57700,-36.62010,4.34200,-32.27800,-1.06000,-31.21800,-31.21800,106.99800,65.41300,-22.33310,-36.62010,15.96100,15.96100,4.09000,4.09000,1.08280,0.42220,0.81610,-12.30650,-14.06440,-14.06440,-12.39670,25.12260,0.24790,1.50310,59.87790,-10.75990,-18.56160,-2.97260,-4.90540,24.04740,-0.5913,-1.311
2015-09-30,379.56800,350.58300,28.98500,20.52100,,26.40300,2.58200,-4.24400,-1.66200,2.49500,-4.15700,-4.15700,-1.25300,-6.68700,17.70900,2.58200,16.13000,16.13000,-0.41000,-0.41000,1.31450,0.59040,1.54040,7.63630,0.68020,0.68020,-0.43790,-1.76170,0.31720,1.93380,46.54030,-1.76730,1.28490,-0.34740,-0.54410,19.42830,0.1494,-0.5202
2015-06-30,418.23800,371.61600,46.62200,18.29400,,31.48500,15.13700,-4.06700,11.07000,6.22700,4.84300,4.84300,1.73200,4.18100,30.62600,15.13700,16.09700,16.24100,0.26000,0.26000,1.30500,0.58840,1.52220,11.14720,3.61920,3.61920,2.64680,0.99970,0.34370,1.84350,48.82020,1.99230,-1.34820,0.39790,0.62130,18.78040,0.4972,0.0852
2015-03-31,419.82900,366.53700,53.29200,19.46600,,32.51900,20.77300,-7.99700,12.77600,6.92100,5.85500,5.85500,0.39400,5.09200,36.21200,20.77300,15.97600,16.14500,0.32000,0.32000,1.42770,0.60930,1.64810,12.69370,4.94800,4.94800,3.04310,1.21290,0.35030,2.04430,44.02540,2.55760,-1.55530,0.48850,0.74800,17.92630,0.95320,0.55720
2014-12-31,453.59600,410.38300,43.21300,8.69200,-6.91500,28.19000,15.02300,-10.40600,4.61700,-2.43300,7.05000,7.05000,-3.25000,7.05000,32.55900,15.02300,15.37900,15.57300,0.46000,0.45000,1.10370,0.68640,2.59520,9.52680,3.31200,3.31200,1.01790,1.55420,0.38800,4.01840,22.39680,3.18410,-1.58460,0.60310,0.99870,13.96410,1.2794,0.5528
2014-09-30,309.47400,280.44400,29.03000,20.32600,,26.58200,2.44800,-0.63100,1.81700,0.56500,1.25200,1.25200,-0.98600,0.26600,10.68000,2.44800,14.95600,15.17600,0.02000,0.02000,1.35690,0.51770,1.09030,9.38040,0.79100,0.79100,0.58710,0.08600,0.47050,2.34350,38.40340,0.71240,-1.18580,0.19030,0.34360,11.79260,1.0005,0.8066
2014-06-30,343.95300,309.13000,34.82300,16.15600,,21.29900,13.52400,-1.32200,12.20200,5.53000,6.67200,6.67200,,6.67200,18.86300,13.52400,14.17100,14.45400,0.47000,0.46000,1.35810,0.51720,1.08380,10.12440,3.93190,3.93190,3.54760,1.93980,0.51880,2.43780,36.91890,3.77390,-6.00900,1.00640,1.82220,11.92520,0.7502,0.3566
2014-03-31,289.40300,259.93700,29.46600,13.61700,,17.34500,12.12100,-1.62600,10.49500,4.20800,6.28700,6.28700,,6.28700,16.06300,12.12100,13.80100,15.25800,0.45000,0.44000,1.25200,0.32120,0.78460,10.18170,4.18830,4.18830,3.62640,2.17240,0.66570,2.73280,32.93300,3.99410,259.36510,1.44620,2.71100,11.58870,0.51420,0.33580
2013-12-31,276.84500,254.69400,22.15100,12.36800,,16.05100,6.10000,-1.57800,4.52200,1.16500,3.35700,3.35700,,3.35700,9.99800,6.10000,13.76300,14.12200,0.24000,0.24000,1.21610,0.33310,0.81990,8.00120,2.20340,2.20340,1.63340,1.21260,0.65180,2.91660,30.85840,2.22850,-55.01470,0.79030,1.48610,11.14100,0.6614,0.3968
2013-09-30,276.71300,253.93000,22.78300,11.08200,,14.80700,7.97600,-2.40100,5.57500,2.04800,3.52700,3.52700,,3.52700,11.92300,7.97600,13.67400,14.04900,0.26000,0.25000,1.19500,0.34260,0.84690,8.23340,2.88240,2.88240,2.01470,1.27460,0.65130,2.90550,30.97550,2.41870,-29.95590,0.83010,1.59000,10.82240,1.0515,0.8504
2013-06-30,287.63700,259.22700,28.41000,12.73100,-0.49200,16.95700,11.45300,-1.68900,9.76400,3.88800,5.87600,5.87600,,5.87600,15.44700,11.45300,13.40400,13.68100,0.44000,0.43000,1.04290,0.30570,0.89120,9.87700,3.98180,3.98180,3.39460,2.04290,0.68450,2.88490,31.19750,4.24040,-28.30310,1.39820,2.94430,10.38780,0.1442,-0.012
2013-03-31,281.48700,252.20100,29.28600,12.45200,,16.18100,13.10500,-1.75100,11.35400,4.67600,6.67800,6.67800,,6.67800,17.09800,13.10500,13.14900,14.50700,0.51000,0.49000,1.37220,0.46900,1.00120,10.40400,4.65560,4.65560,4.03360,2.37240,0.69010,3.00350,29.96480,5.25410,-19.29390,1.63730,2.79010,9.74770,2.05430,1.95510
2012-12-31,286.52000,259.71010,26.80990,14.78400,,18.55290,8.25700,-1.81200,6.44500,3.58100,2.86400,2.86400,,2.86400,12.29900,8.25700,13.22500,13.35500,0.21000,0.21000,1.32850,0.49430,1.09530,9.35710,2.88180,2.88180,2.24940,0.99960,0.73140,2.71850,33.10610,2.41310,-6.38160,0.73110,1.22030,9.23130,0.1883,0.0423
2012-09-30,280.28500,256.71000,23.57500,12.06900,-2.50600,18.59300,4.98200,-1.96500,3.01700,1.85900,1.15800,1.15800,,1.15800,9.29900,4.98200,13.26400,13.34300,0.09000,0.09000,1.37110,0.52690,1.22240,8.41110,1.77750,1.77750,1.07640,0.41320,0.69740,2.85880,31.48140,1.00750,-2.29430,0.28810,0.47670,8.98190,1.7185,1.6232
