Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,15567.04000,4491.86600,11075.17000,2036.45900,2948.02800,-1078.70800,6871.40400,4203.77000,-351.87200,3851.89900,810.40520,3041.49300,,3127.26200,3095.37400,4203.77000,4203.77000,2506.00000,2506.00000,1.23700,1.23700,,,,71.14500,27.00430,27.00430,24.74390,19.88420,,,,,,,,,,-0.6129,-0.062
2024-06-30,12255.12000,3672.22900,8582.89300,1835.03800,2859.16900,-1285.81900,7153.85100,1429.04700,69.99850,1499.04500,321.99310,1177.05200,,1202.89700,1198.59000,1429.04700,1429.04700,2500.20000,2500.20000,0.47920,0.47920,1.00170,0.14620,0.29780,70.03520,11.66080,11.66080,12.23200,9.78030,0.08770,0.32140,1.29240,69.63530,1.53020,-29.89830,0.86090,1.30640,31.03790,0.6129,0.062
2024-03-31,12070.81000,3733.72200,8337.09000,1866.31800,2828.24900,-695.93380,6804.07800,1533.00800,-70.57050,1462.43800,178.05480,1284.38300,,1244.21200,1230.09800,1533.00800,1533.00800,2497.60000,2497.60000,0.49400,0.49400,,,,69.06820,12.70010,12.70010,12.11550,10.19070,,,,,,,,,,0.00000,
2023-12-31,13137.84000,4358.65200,8779.18800,2016.62900,3158.83400,-870.53720,7403.18800,1375.99800,-1518.05600,-142.05370,332.88640,-474.94010,,-613.24570,-609.94710,1375.99800,1375.99900,2503.40000,2512.80000,-0.24810,-0.25350,1.26770,0.16170,0.22050,66.82370,10.47360,10.47360,-1.08130,-4.64270,0.09600,0.41660,1.37570,65.42320,-0.76210,-89.93930,-0.44800,-0.63880,31.81220,4.4183,3.553
2023-09-30,13820.50000,4180.54400,9639.95900,1810.00900,2806.98400,-626.91830,6137.48600,3502.47200,-198.08880,3304.38200,612.76920,2691.61300,,2762.35900,2748.21000,3502.47200,3502.47200,2506.40000,2506.40000,1.09650,1.09650,,,,69.75110,25.34260,25.34260,23.90930,19.88500,,,,,,,,,,-1.5533,-1.3998
2023-06-30,11647.65000,3563.42700,8084.22500,1777.35200,2807.78000,-529.93430,6045.17800,2039.04700,-95.95520,1943.09300,295.49840,1647.59400,,1577.80900,1564.72400,2039.04700,2039.04700,2501.20000,2501.20000,0.62700,0.62700,1.21070,0.16330,0.25960,69.40650,17.50610,17.50610,16.68230,13.43380,0.08520,0.32780,1.23610,72.81220,1.98360,-163.31840,1.15430,1.65960,31.50430,1.5533,1.3998
2023-03-31,11660.34000,3304.99900,8355.34600,1677.72400,2798.35400,-420.77280,5679.35800,2675.98600,-39.71580,2636.27100,492.69060,2143.58000,,2156.46100,2141.43300,2675.98600,2675.98600,2498.60000,2498.60000,0.85700,0.85700,,,,71.65610,22.94950,22.94950,22.60890,18.36510,,,,,,,,,,0.00000,
2022-12-31,11876.14000,3879.88300,7996.26200,1881.54300,2982.36900,-162.16720,5909.26500,2086.99600,2157.00500,4244.00000,962.15930,3281.84100,,3282.97200,3223.80300,2086.99600,2086.99400,2503.80000,2513.80000,1.28470,1.26890,1.41990,0.16510,0.25320,67.33040,17.57300,17.57300,35.73550,27.14520,0.08900,0.41100,1.28120,70.24680,4.14620,86.07630,2.45890,3.46180,31.39990,4.4117,4.1129
2022-09-30,13232.59000,3858.58300,9374.01100,1748.49900,2663.03700,186.33200,5065.20900,4308.80200,-1616.55600,2692.24600,605.32720,2086.91800,,2093.96900,2090.94700,4308.80200,4308.80200,2507.00000,2507.00000,0.83600,0.83600,,,,70.84030,32.56200,32.56200,20.34560,15.80150,,,,,,,,,,0,0
2022-06-30,11431.64000,3458.65000,7972.98700,1764.44400,2739.25100,-688.53740,6339.43900,1633.54800,-191.55600,1441.99100,173.46460,1268.52600,,1298.32400,1250.43500,1633.54800,1633.54800,2501.60000,2501.60000,0.50020,0.50020,1.28560,0.18270,0.26650,69.74490,14.28970,14.28970,12.61400,10.93840,0.08820,0.15530,19.96650,4.50750,,-99.26790,1.00140,1.39830,,0,0
2022-03-31,11281.48000,3231.93600,8049.54100,1670.95600,2669.71400,-317.58260,5358.50500,2691.03500,-88.65380,2602.38200,372.57040,2229.81200,,2263.47800,2254.50000,2691.03500,2691.03500,2498.40000,2498.40000,0.90340,0.90340,,,,71.35180,23.85360,23.85360,23.06770,19.98410,,,,,,,,,,0.00000,
2021-09-30,12769.56000,3818.25000,8951.30700,1701.58600,2673.24600,-345.50560,5371.25600,3580.05100,-93.15680,3486.89400,718.13280,2768.76100,,2762.86500,2732.20600,3580.05100,3580.05100,2509.00000,2509.00000,1.09080,1.09080,,,,70.09880,28.03580,28.03580,27.30630,21.39630,,,,,,,,,,0,0
2021-06-30,,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,,
2021-03-31,10712.96000,3235.83000,7477.13200,1526.29000,2645.08600,-121.76560,4950.19400,2526.93800,-148.28880,2378.64900,487.06240,1891.58600,,1902.43700,1887.97000,2526.93800,2526.93800,2498.60000,2498.60000,0.75350,0.75350,,,,69.79520,23.58770,23.58770,22.20350,17.62320,,,,,,,,,,0.00000,
2020-09-30,11547.56000,3712.42700,7835.13600,1544.11700,2550.54000,-212.73980,4908.21200,2926.92400,-65.45840,2861.46700,572.76100,2288.70600,,2289.87500,2281.69300,2926.92400,2926.92400,2511.40000,2511.40000,0.90590,0.90590,,,,67.85100,25.34670,25.34670,24.77980,19.75910,,,,,,,,,,0,0
2020-03-31,10277.41000,3160.66800,7116.74300,1478.28800,2583.69400,-140.10640,4779.06200,2337.68100,-163.27360,2174.40700,478.78880,1695.61800,,1869.92400,1856.68600,2337.68100,2337.68100,2502.60000,2502.60000,0.74470,0.74470,,,,69.24650,22.74580,22.74580,21.15720,18.06570,,,,,,,,,,0.00000,
2019-09-30,11032.15000,3485.00800,7547.14500,1512.32000,2569.83200,-195.71200,5030.68800,2516.45600,-234.63200,2281.82400,298.01600,1983.80800,,2085.00000,1963.79200,2516.45600,2516.45600,2504.40000,2504.40000,0.78400,0.78400,,,,68.41040,22.81020,22.81020,20.68340,17.80060,,,,,,,,,,0,0
2019-03-31,9896.22600,2973.52400,6922.70100,1573.08300,2698.66100,-115.85160,5384.82900,1537.87300,1.13580,1539.00900,289.62900,1249.38000,,1302.76300,1291.40500,1537.87300,1537.87300,2497.88100,2497.88100,0.51700,0.51700,,,,69.95300,15.54000,15.54000,15.55150,13.04950,,,,,,,,,,0.00000,
2018-03-31,9988.47900,3128.31400,6860.16600,1573.37600,2841.91000,-98.33600,5311.37400,1548.79200,-70.06440,1478.72800,229.86040,1248.86700,,1285.74300,1248.86700,1548.79200,1548.79200,2496.40000,2496.40000,0.49800,0.49800,,,,68.68080,15.50580,15.50580,14.80430,12.50310,,,,,,,,,,0.00000,
2017-12-31,10572.17000,3628.73000,6943.43900,1719.85100,3182.79500,-187.87500,5754.97100,1188.46900,-364.53500,823.93420,802.62290,21.31140,,47.89950,474.79200,1188.46900,1188.46900,2513.80000,2533.60000,0.19710,0.16880,1.70490,0.19740,0.26780,65.67660,11.24150,11.24150,7.79340,4.49100,0.09370,0.47100,1.29620,69.43340,0.07270,0.86240,0.04250,0.05840,26.25940,3.292,2.658
2017-09-30,11039.59000,3353.13100,7686.46200,1576.07700,2719.64400,-153.96430,5252.41500,2434.04700,-199.80100,2234.24500,484.22360,1750.02200,,1799.38400,1841.69500,2434.04700,2434.04700,2508.60000,2508.60000,0.73500,0.73500,,,,69.62630,22.04830,22.04830,20.23850,16.68260,,,,,,,,,,-1.1175,-0.8735
2017-06-30,9828.08700,3174.07700,6654.01000,1494.07200,2825.31400,67.11220,5057.61900,1596.39100,-149.62720,1446.76300,301.45480,1145.30800,,1180.51500,1140.90700,1596.39100,1596.39100,2516.40000,2516.40000,0.45110,0.45110,1.58730,0.20810,0.31890,67.70400,16.24320,16.24320,14.72070,11.60860,0.08770,0.39820,1.30280,69.08430,1.85670,36.01880,1.05330,1.47030,25.21620,1.1175,0.8735
2017-03-31,9481.53300,2967.97500,6513.55900,1395.00100,2640.80500,36.23380,4662.43700,1851.12100,-105.50430,1745.61700,358.07520,1387.54100,,1393.93600,6075.55600,1851.12100,1851.12100,2524.80000,2524.80000,2.40900,2.40900,,,,68.69730,19.52340,19.52340,18.41070,64.07780,,,,,,,,,,0.00000,
2016-12-31,9903.76600,3195.30500,6708.46000,1553.48900,2811.49400,149.14160,4866.85500,1841.60500,-636.91420,1204.68900,395.66920,809.02010,,842.36240,835.54030,1841.60500,1841.60400,2573.20000,2592.00000,0.32730,0.31130,1.62390,0.22560,0.32190,67.73650,18.59500,18.59500,12.16400,8.43660,0.08550,0.41900,1.22410,73.52070,1.31870,11.60750,0.72720,1.02120,24.71990,3.3463,2.5462
2016-09-30,10373.22000,3098.01600,7275.20400,1362.63600,2537.78400,-132.80400,4553.28100,2721.92300,-325.87200,2396.05200,513.36000,1882.69200,,1889.38800,1868.18400,2721.92300,2721.92300,2577.00000,2577.00000,0.72540,0.72540,,,,70.13450,26.23990,26.23990,23.09840,18.00970,,,,,,,,,,-1.0503,-0.6395
2016-06-30,9384.71700,2849.98100,6534.73600,1444.75800,2707.65100,-25.98080,4810.96600,1723.77000,-185.25440,1538.51500,429.24800,1109.26700,,1114.91500,1308.07700,1723.77000,1723.77000,2573.60000,2573.60000,0.50830,0.50830,1.46520,0.21460,0.31790,69.63170,18.36780,18.36780,16.39380,13.93840,0.08380,0.35700,1.13960,78.97210,1.81610,25.75000,0.99580,1.42640,23.84820,1.0503,0.6395
2016-03-31,8746.17000,2699.53100,6046.64000,1362.45200,2440.27800,102.59760,4741.55300,1305.08600,-161.06720,1144.01800,129.07440,1014.94400,,1117.54200,1199.17800,1305.08600,1305.08600,2576.80000,2576.80000,0.46400,0.46400,,,,69.13470,14.92180,14.92180,13.08020,13.71090,,,,,,,,,,0.00000,
2015-09-30,10769.97000,3335.57500,7434.39300,1507.57300,2738.10900,-151.31360,5126.86100,2307.53200,-249.22240,2058.31000,302.62720,1755.68300,,1836.90300,1811.31300,2307.53200,2307.53200,2611.00000,2611.00000,0.69500,0.69500,,,,69.02890,21.42560,21.42560,19.11160,16.81820,,,,,,,,,,-1.4422,-1.0851
2015-06-30,10465.76000,3250.01600,7215.74200,1426.99800,2929.21800,-22.12400,5085.20100,2130.54100,-47.56660,2082.97500,574.11780,1508.85700,,1470.14000,1440.27200,2130.54100,2130.54100,2611.80000,2611.80000,0.55000,0.55000,1.35070,0.15950,0.25950,68.94620,20.35730,20.35730,19.90280,13.76180,0.09660,0.41110,1.21840,73.86640,2.34090,77.62860,1.35720,1.96760,23.95200,0.1224,0.0023
2014-06-30,11174.68000,3577.65400,7597.02800,1629.69800,3093.40900,74.07720,5620.26500,1976.76400,-396.45020,1580.31400,480.13000,1100.18400,,1102.92700,1065.88900,1976.76400,1976.76400,2633.89800,2633.89800,0.40470,0.40470,1.43440,0.16340,0.28580,67.98430,17.68970,17.68970,14.14190,9.53840,0.08980,0.38440,1.14140,78.85220,1.55310,873.93020,0.88620,1.29930,,0.3371,0.3039
2013-06-30,10559.51000,3493.28200,7066.22600,1548.79700,3015.32300,182.82600,5521.34500,1544.88100,-839.69370,705.18600,58.76550,646.42050,,637.27920,579.81960,1544.88100,1544.88100,2690.90900,2690.90900,0.21550,0.21550,1.52670,0.15980,0.26090,66.91810,14.63020,14.63020,6.67820,5.49100,0.08340,0.39040,1.06200,84.74650,0.86840,-226.97270,0.50320,0.72960,,-1.1304,-0.9851
2012-06-30,11716.26000,3512.17800,8204.07800,1592.23900,2941.59400,-195.33520,6020.69400,2183.38500,-282.72200,1900.66300,479.34230,1421.32100,,1569.10700,1504.85200,5370.43300,2183.38500,2631.46100,2631.46100,0.57190,0.57190,1.33430,0.15410,0.28710,70.02300,18.63550,18.63550,16.22240,12.84410,0.08960,0.41480,1.11260,80.88850,2.16670,-23.90370,1.20010,1.83270,,2.1131,1.764
