,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-07,2024-09-30,--,$-1.24
1,2024-08-08,2024-06-30,--,$-0.46
2,2024-05-02,2024-03-31,--,$-1.07
3,2024-03-07,2023-12-31,--,$0.51
4,2023-11-01,2023-09-30,--,$-3.42
5,2023-08-03,2023-06-30,--,$0.04
6,2023-05-04,2023-03-31,--,$-0.07
7,2023-03-02,2022-12-31,--,$0.21
8,2022-11-03,2022-09-30,--,$-0.30
9,2022-08-04,2022-06-30,--,$0.10
10,2022-05-04,2022-03-31,--,$0.08
11,2022-03-03,2021-12-31,--,$-0.40
12,2021-11-03,2021-09-30,--,$-0.61
13,2021-08-04,2021-06-30,--,$-0.26
14,2021-05-05,2021-03-31,--,$0.18
15,2021-03-05,2020-12-31,--,$-0.97
16,2020-11-02,2020-09-30,--,$0.24
17,2020-08-05,2020-06-30,--,$-1.77
18,2020-05-08,2020-03-31,$-0.32,$-0.25
19,2020-02-28,2019-12-31,$-0.35,$-0.08
20,2019-11-04,2019-09-30,$-0.19,$-0.08
21,2019-08-08,2019-06-30,$-0.07,$-0.06
22,2019-05-09,2019-03-31,$-0.15,$-0.22
23,2019-03-07,2018-12-31,$-0.20,$-0.16
24,2018-11-09,2018-09-30,$-0.35,$-0.29
25,2018-08-08,2018-06-30,$0.07,$0.25
26,2018-05-09,2018-03-31,$0.04,$0.15
27,2018-03-15,2017-12-31,$0.24,$0.38
28,2017-11-09,2017-09-30,$0.36,$-0.02
29,2017-08-04,2017-06-30,$0.48,$0.37
30,2017-04-26,2017-03-31,$0.37,$0.31
31,2017-03-02,2016-12-31,$0.22,$0.31
32,2016-10-27,2016-09-30,$0.38,$0.50
33,2016-07-27,2016-06-30,$0.45,$0.52
34,2016-04-27,2016-03-31,$0.46,$0.56
35,2016-03-07,2015-12-31,$0.36,$0.38
36,2015-11-03,2015-09-30,$0.19,$0.19
37,2015-08-05,2015-06-30,$0.15,$0.28
38,2015-05-05,2015-03-31,$0.13,$0.16
39,2015-03-10,2014-12-31,$0.15,$0.21
