Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,18.33100,5.24300,13.08800,7.00400,11.58400,18.58800,-5.50000,0.43400,-5.06600,0.02900,-5.09500,-5.09500,-5.09500,-5.50000,-5.50000,103.22800,103.22800,-0.05000,-0.05000,3.03650,,,71.39820,-30.00380,-30.00380,-27.63630,-27.79450,0.13060,0.55380,0.77260,116.48300,-5.51630,-5.52080,-3.63060,-5.51630,,-0.045,-0.045
2024-06-30,18.65000,5.51700,13.13300,8.93800,19.49900,28.43700,-15.30400,0.46400,-14.84000,0.02600,-14.86600,-14.86600,-14.86600,-15.30400,-15.30400,102.59700,102.59700,-0.14000,-0.14000,3.10530,,,70.41820,-82.05900,-82.05900,-79.57110,-79.71050,0.13240,0.60920,0.88210,102.02570,-15.93780,-15.95490,-10.55640,-15.93780,,-0.0544,-0.0544
2024-03-31,17.39900,5.53100,11.86800,9.13900,20.15600,29.29500,-17.42700,0.61700,-16.81000,0.02500,-16.83500,-16.83500,-16.83500,-17.42700,-17.42700,102.54400,102.54400,-0.16420,-0.16420,3.29220,,,68.21080,-100.16090,-100.16090,-96.61480,-96.75840,0.12760,0.63270,0.92810,96.97280,-16.95690,-16.97450,-12.34160,-16.95690,,-0.05430,-0.05430
2023-12-31,17.28700,6.13600,11.15100,10.44700,24.30900,34.75600,-23.60500,0.74300,-22.86200,0.15200,-23.01400,-23.01400,-23.01400,-23.60500,-23.60500,10.23970,10.23970,-2.30000,-2.30000,3.35690,,,64.50510,-136.54770,-136.54770,-132.24970,-133.12900,0.11800,0.63120,0.96750,93.02480,-21.26420,-21.29090,-15.71120,-21.26420,10.56500,-0.3068,-0.417
2023-09-30,17.48500,5.70800,11.77700,11.47200,24.81200,36.28400,-24.50700,0.58700,-23.92000,0.06200,-23.98200,-23.98200,-23.98200,-24.50700,-24.50700,10.23260,10.23260,-2.30000,-2.30000,3.27620,,,67.35490,-140.16010,-140.16010,-136.80300,-137.15760,0.10930,0.48130,0.90380,99.58420,-20.27560,-20.30570,-14.99710,-20.27560,,-0.623,-0.623
2023-06-30,20.17200,6.32300,13.84900,13.20900,19.35800,32.56700,-18.71800,0.68000,-18.03800,0.06100,-18.09900,-18.09900,-18.09900,-18.71800,-18.71800,10.24760,10.24760,-1.80000,-1.80000,3.08790,,,68.65460,-92.79200,-92.79200,-89.42100,-89.72340,0.10990,0.45120,1.02060,88.18410,-13.56340,-13.58030,-9.86210,-13.56340,,-0.9795,-0.9795
2023-03-31,20.75200,6.37000,14.38200,13.74800,28.07600,41.82400,-27.44200,0.52800,-26.91400,0.06100,-26.97500,-26.97500,-26.97500,-27.44200,-27.44200,10.23910,10.23910,-2.60000,-2.60000,3.17970,,,69.30420,-132.23790,-132.23790,-129.69350,-129.98750,0.10060,0.38410,1.13510,79.28780,-17.71800,-17.74690,-13.07040,-17.71800,,-1.60900,-1.60900
2022-12-31,19.01100,5.32400,13.68700,13.17900,28.56900,41.74800,-28.06100,0.43700,-27.62800,0.27500,-27.90300,-27.90300,-27.90300,-28.06100,-28.06100,10.39090,10.39090,-2.90000,-2.90000,3.05930,,,71.99510,-147.60390,-147.60390,-145.32630,-146.77290,0.08260,0.28180,1.19250,75.47100,-16.61450,-16.64300,-12.12320,-16.61450,16.36180,-1.1098,-2.0569
2022-09-30,21.73800,6.47100,15.26700,15.38400,32.86800,48.25200,-32.98500,0.44000,-32.54100,,-32.54100,-32.54100,-32.54100,-32.98500,-32.98500,10.39100,10.39100,-3.10000,-3.10000,3.72740,,,70.23190,-151.73890,-151.73890,-149.69640,-149.69640,0.08930,0.30600,1.51030,59.59010,-17.82080,-17.85900,-13.37030,-17.82080,,-1.6526,-1.0451
2022-06-30,19.53400,7.20300,12.33100,13.75200,38.21300,51.96500,-39.63400,0.50900,-39.12500,0.01300,-39.13800,-39.13800,-39.13800,-39.63400,-39.63400,10.48570,10.48570,-3.70000,-3.70000,4.07040,,0.00170,63.12580,-202.89750,-202.89750,-200.29180,-200.35830,0.07030,0.37220,1.29600,69.44660,-18.30350,-18.34640,-14.08440,-18.30350,,-1.4326,-2.0401
2022-03-31,21.37900,7.56300,13.81600,18.85000,36.43100,55.28100,-41.46500,0.23200,-41.23300,,-41.23300,-41.23300,-41.23300,-41.46500,-41.46500,10.45050,10.45050,-3.90000,-3.90000,4.21590,,0.00140,64.62420,-193.95200,-193.95200,-192.86680,-192.86680,0.06430,0.36830,1.30800,68.80820,-15.79790,-15.83850,-12.40110,-15.79790,,-2.17900,-2.17900
2021-12-31,24.05700,6.85000,17.20700,18.36200,39.85600,58.21800,-41.01100,-0.02200,-41.03300,-0.17700,-40.85600,-40.85600,-40.85600,-41.01100,-41.01100,10.42080,10.42080,-4.00000,-4.00000,4.89240,,0.00130,71.52590,-170.47430,-170.47430,-170.56570,-169.83000,0.06730,0.35430,1.66280,54.12650,-14.10920,-14.14870,-11.42630,-14.10920,27.54940,-1.7541,-4.9214
2021-09-30,19.65000,5.43500,14.21500,10.80900,29.95200,40.76100,-26.54600,0.15400,-26.39200,0.06600,-26.45800,-26.45800,-26.45800,-26.54600,-26.54600,10.42340,10.42340,-2.50000,-2.50000,6.48500,,0.00400,72.34100,-135.09410,-135.09410,-134.31040,-134.64630,0.05220,0.30240,1.36340,66.01370,-8.27100,-8.28800,-7.02640,-8.27100,,-1.9884,-1.9884
2021-06-30,19.71300,5.73800,13.97500,16.73800,28.52700,45.26500,-31.29000,-0.00300,-31.29300,0.25200,-31.54500,-31.54500,-31.54500,-31.29000,-31.29000,10.40890,10.40890,-3.00000,-3.00000,7.32090,,0.01820,70.89230,-158.72780,-158.72780,-158.74300,-160.02130,0.05010,0.32370,1.62880,55.25640,-9.37100,-9.39210,-8.02000,-9.37100,,-1.7943,-1.7943
2021-03-31,16.27400,4.53000,11.74400,11.81600,26.15900,37.97500,-26.23100,0.06900,-26.16200,,-26.16200,-26.16200,-26.16200,-26.23100,-26.23100,10.40460,10.40460,-2.50000,-2.50000,8.76170,,0.01870,72.16420,-161.18350,-161.18350,-160.75950,-160.75950,0.03970,0.30360,1.39990,64.28970,-7.34490,-7.35560,-6.39000,-7.34490,,-1.65970,-1.65970
2020-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,-0.2427,-0.2427
2020-09-30,18.24600,4.75700,13.48900,10.21100,21.63700,31.84800,-18.35900,-0.36500,-18.72400,,-18.72400,-18.72400,-18.72400,-18.35900,-18.35900,10.38050,10.38050,-1.80000,-1.80000,9.84480,0.00030,0.01800,73.92850,-100.61930,-100.61930,-102.61980,-102.61980,0.04420,0.46270,1.32020,68.17330,-5.01980,-5.02660,-4.53620,-5.01820,,0.2427,0.2427
2020-06-30,15.14100,,15.14100,,,,15.14100,,15.14100,,15.14100,-10.05700,-10.05700,15.14100,15.14100,4.07860,4.07860,-3.80000,-3.80000,,,,100.00000,100.00000,100.00000,100.00000,-66.42230,,,,,,,,,,0,0
