Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,22.69900,3.28200,19.41710,3.77130,5.57430,9.59290,9.82420,3.27650,13.10070,1.38610,11.71460,11.71460,11.71460,10.07140,9.82420,33.93560,34.71150,0.35000,0.34000,9.62610,,85.54150,43.28010,43.28010,57.71470,51.60830,0.13260,0.66960,1.04790,85.88980,7.93060,11.07050,6.84460,7.93060,4.34660,0.22490,0.21350
2021-12-31,20.40140,2.48680,17.91460,2.18230,5.32090,7.60580,10.30880,-0.06440,10.24430,2.74590,7.49840,7.49840,7.49840,10.41140,10.30880,28.87460,29.90370,0.25000,0.26000,9.13820,,87.81070,50.52990,50.52980,50.21400,36.75450,0.12750,1.24080,0.97900,91.93150,5.57610,8.10000,4.68550,5.57610,3.97620,0.1651,0.161
2021-09-30,30.10140,3.31130,26.79010,5.89340,7.17260,13.15990,13.63010,-0.05360,13.57660,2.10060,11.47600,11.47600,11.47600,13.72420,13.63010,28.94140,29.95270,0.40000,0.38000,24.82760,,88.99970,45.28080,45.28080,45.10280,38.12440,0.28570,1.00250,2.06320,43.62140,11.45780,11.45780,10.89230,11.45780,3.46630,0.3784,0.3729
2021-06-30,27.35810,2.50440,24.85380,4.66920,8.32170,13.06260,11.79120,0.13910,11.93030,2.14510,9.78520,9.78520,9.78520,11.86290,11.79120,28.79410,29.74130,0.34000,0.33000,19.09960,,90.84600,43.09930,43.09930,43.60780,35.76710,0.29480,0.60770,2.14470,41.96320,11.21310,11.21310,10.54560,11.21310,3.02060,0.4213,0.4132
2021-03-31,20.02480,3.27260,16.75220,2.21710,4.13320,6.41730,10.33490,-0.45030,9.88460,1.98560,7.89900,7.89900,7.89900,10.40190,10.33490,28.66290,30.00270,0.28000,0.26000,18.37480,,83.65740,51.61060,51.61060,49.36200,39.44600,0.24690,0.52800,1.65260,54.45960,10.35830,10.35830,9.73750,10.35830,2.66020,0.40900,0.40430
2020-12-31,27.14520,4.31300,22.83220,1.11310,5.63280,6.80310,16.02910,-0.21660,15.81250,3.00530,12.80720,12.80720,12.80720,16.08630,16.02910,26.72010,28.00030,0.54000,0.53000,16.69100,,84.11130,59.04950,59.04950,58.25160,47.18030,0.38110,0.53950,2.23660,40.23970,19.20220,19.20220,17.97820,19.20220,2.33550,0.7286,0.7112
2020-09-30,21.81880,5.82130,15.99750,0.92190,3.00190,3.95930,12.03820,0.77850,12.81680,-2.91480,15.73150,15.73150,15.73150,12.07370,12.03820,28.08430,29.59780,0.56000,0.53000,28.62970,,73.31980,55.17370,55.17370,58.74190,72.10100,0.39920,0.54270,2.05060,43.89060,29.80810,29.80810,28.78570,29.80810,1.87410,0.2893,0.286
2020-06-30,24.04030,5.97530,18.06500,0.75020,2.58120,3.35670,14.70830,0.29670,15.00500,,15.00500,15.00500,15.00500,14.73350,14.70830,27.58220,29.15220,0.54000,0.51000,12.36380,,75.14460,61.18180,61.18180,62.41610,62.41610,0.61970,0.59100,4.49360,20.02840,41.99920,41.99920,38.68120,41.99920,1.27640,0.0465,0.0439
2020-03-31,1.54850,0.48170,1.06680,0.40000,1.72800,2.14880,-1.08190,0.01680,-1.06520,,-1.06520,-1.06520,-1.06520,-1.06120,-1.08190,22.82050,22.82050,-0.05000,-0.05000,16.43280,,68.89050,-69.86950,-69.86950,-68.78750,-68.78750,0.07560,0.70220,1.46680,61.35920,-5.55740,-5.55740,-5.20110,-5.55740,0.69820,-0.05850,-0.06290
2019-12-31,0.10860,0.05280,0.05580,0.38050,1.27950,1.67920,-1.62340,-0.11160,-1.73500,,-1.73500,-1.73500,-1.73500,-1.60430,-1.62340,16.75700,16.75700,-0.10000,-0.10000,4.82900,,51.36140,-1495.31000,-1495.31000,-1598.11200,-1598.11200,0.04900,0.26780,0.82630,108.91420,-99.87200,-99.87050,-78.31830,-99.87050,0.10020,-0.1039,-0.1063
2019-09-30,0.04140,0.02040,0.02110,0.33100,1.32310,1.67110,-1.65010,-0.09770,-1.74780,,-1.74780,-1.74780,-1.74780,-1.63310,-1.65010,17.32900,17.32900,-0.10000,-0.10000,10.01820,,50.84950,-3982.44600,-3982.44600,-4218.19300,-4218.19300,0.01090,1.17360,0.68650,131.09450,-52.42260,-52.42260,-45.85050,-52.42260,0.19230,-0.0673,-0.0686
2019-06-30,0.06160,0.03880,0.02280,0.31260,1.05980,1.38850,-1.36580,0.02140,-1.34440,,-1.34440,-1.34440,-1.34440,-1.34970,-1.36580,17.01800,17.01800,-0.08000,-0.08000,14.61250,,36.97180,-2218.08500,-2218.08500,-2183.38300,-2183.38300,0.01160,4.71380,0.97760,92.06240,-27.97460,-27.97440,-25.28070,-27.97440,0.28080,-0.0733,-0.0764
2019-03-31,0.00340,0.00050,0.00290,0.34730,0.89650,1.25740,-1.25450,-0.11390,-1.36840,,-1.36840,-1.36840,-1.36840,-1.24080,-1.25450,16.06700,16.06700,-0.09000,-0.09000,16.52430,,86.70590,-36896.82000,-36896.82000,-40246.73000,-40246.73000,0.00060,0.02490,0.07990,1126.50900,-24.59450,-24.59440,-22.35440,-24.59440,0.32700,-0.08520,-0.08520
2018-12-31,0.01080,,0.01080,0.37540,1.43610,,-1.82330,-0.12490,-1.94820,,-1.94820,-1.94820,-1.94820,-1.81010,-1.82330,12.48500,12.48500,-0.15000,-0.15000,0.44720,-1.80260,13.23110,-16846.07000,-16846.07000,-18000.26000,-18000.26000,0.00700,,0.80650,111.59570,183.99580,183.99580,-125.43160,183.99580,-0.08190,-0.0737,-0.0768
2018-09-30,0.00970,,0.00970,0.33040,1.33040,,-1.66380,0.02260,-1.64110,,-1.64110,-1.64110,-1.64110,-1.65120,-1.66380,12.32600,12.32600,-0.13000,-0.13000,1.09170,14.67570,100.00000,-17159.33000,-17159.33000,-16926.00000,-16926.00000,0.00360,,3.73350,24.10580,-1288.65200,-1288.64700,-60.48310,-1288.64800,0.01010,-0.0961,-0.0955
2018-06-30,0.00970,,0.00970,0.35790,0.99260,,-1.35340,-0.01880,-1.37220,,-1.37220,-1.37220,-1.37220,-1.34080,-1.35340,12.33700,12.33700,-0.11000,-0.11000,6.12520,,100.00000,-13957.98000,-13957.98000,-14151.99000,-14151.99000,0.00490,,0.36700,245.21660,-110.38210,-110.38220,-69.67340,-110.38220,0.10070,-0.0784,-0.0784
2018-03-31,0.00970,,0.00970,0.29740,0.97730,,-1.27740,-0.03280,-1.31020,,-1.31020,-1.31020,-1.31020,-1.26500,-1.27740,12.31900,12.31900,-0.11000,-0.11000,10.98250,,100.00000,-13174.82000,-13174.82000,-13513.13000,-13513.13000,0.00290,,0.40700,221.11080,-51.07540,-51.07540,-39.38080,-51.07540,0.20810,-0.07860,-0.07940
2017-12-31,0.00260,,0.00260,0.28040,1.20240,,-1.49270,-0.01130,-1.50500,,-1.50500,-1.50500,-1.50500,-1.48020,-1.49270,10.96030,10.96030,-0.14000,-0.14000,7.08610,,100.00000,-57455.35000,-57455.36000,-57928.24000,-57928.24000,0.00060,,,,-39.08500,-39.08500,-32.27950,-39.08500,0.31260,-0.1042,-0.1082
2017-09-30,0.00260,,0.00260,0.27220,1.52300,,-1.80510,-2.08840,-3.89350,,-3.89350,-3.89350,-3.89350,-1.79260,-1.80510,11.75170,11.75170,-0.33000,-0.33000,8.73300,,100.00000,-69478.83000,-69478.83000,-149865.50000,-149865.50000,0.00040,,,,-75.03370,-75.03370,-64.33240,-75.03370,0.42250,-0.1212,-0.1202
2017-06-30,0.00250,0.00030,0.00220,0.18490,0.50720,0.70310,-0.70100,-0.15410,-0.85500,,-0.85500,-0.85500,-0.85500,-0.68990,-0.70100,9.88240,9.88240,-0.09000,-0.09000,0.06700,-0.78180,87.75350,-28424.65000,-28424.65000,-34671.82000,-34671.82000,0.00530,,1.23300,72.99270,19.45250,19.45250,-182.85790,19.45250,-0.44480,-0.0251,-0.0298
2017-03-31,,,,0.26570,0.29000,,-0.56540,-0.14140,-0.70570,,-0.70570,-0.70570,-0.70570,-0.55560,-0.56540,9.88240,9.88240,-0.07000,-0.07000,,,,,,,,,,,,,,,,,-0.04250,-0.04660
2016-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0.0765,0.0773
2016-09-30,,,,0.17280,0.21230,,-0.39240,-0.05760,-0.45000,,-0.45000,-0.45000,-0.45000,-0.38510,-0.39240,9.88240,9.88240,-0.05000,-0.05000,,,,,,,,,,,,,,,,,-0.0301,-0.0302
2016-06-30,,,,0.17210,0.20930,,-0.39030,-0.05240,-0.44260,,-0.44260,-0.44260,-0.44260,-0.39030,-0.39030,9.88220,9.88220,-0.04000,-0.04000,,,,,,,,,,,,,,,,,-0.0464,-0.0471
