Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.46300,0.46300,84.61200,56.65200,-140.80100,-19.74400,-160.54500,,-160.54500,-160.54500,-160.54500,-138.39000,-140.80100,117.68500,117.68500,-1.36000,-1.36000,9.27590,1.02210,-47.15820,100.00000,-30410.59000,-30410.59000,-34674.95000,-34674.95000,0.00030,1.89750,47.42980,1154.07900,1154.09600,-11.17960,-25.45960,-0.11800,-0.7121,-0.7168
2024-06-30,0.24900,0.24900,79.59700,50.82400,-130.17200,-13.14600,-143.31800,,-143.31800,-143.31800,-143.31800,-127.76600,-130.17200,109.24000,109.24000,-1.31000,-1.31000,10.38960,0.85560,6.03360,100.00000,-52277.92000,-52277.92000,-57557.43000,-57557.43000,0.00020,,,-132.02950,-132.02960,-9.40540,-19.05870,0.92360,-0.8241,-0.8416
2024-03-31,0.83500,0.83500,81.57000,45.50000,-126.23500,-9.40800,-135.64300,,-135.64300,-135.64300,-135.64300,-123.90400,-126.23500,101.92400,101.92400,-1.33000,-1.33000,7.18820,2.88240,-1.56030,100.00000,-15117.96000,-15117.96000,-16244.67000,-16244.67000,0.00100,1.00120,89.89220,34.23940,34.23950,-16.78580,-64.45320,-3.78110,-1.27060,-1.27060
2023-12-31,1.67200,1.67200,84.97600,44.11400,-127.41800,-9.47800,-136.89600,,-136.89600,-136.89600,-136.89600,-121.08300,-127.41800,96.52400,96.52400,-1.38000,-1.38000,6.11670,2.74770,-1.59830,100.00000,-7620.69000,-7620.69200,-8187.55700,-8187.56000,0.00200,1.30320,69.06100,35.43560,35.43560,-16.60720,-61.92990,-3.80100,-0.7504,-0.7511
2023-09-30,0.37800,0.37800,82.53200,40.11100,-122.26500,-7.15700,-129.42200,,-129.42200,-129.42200,-129.42200,-120.41100,-122.26500,96.07100,96.07100,-1.35000,-1.35000,7.22330,3.57790,-1.38790,100.00000,-32345.24000,-32345.24000,-34238.63000,-34238.63000,0.00050,0.15130,595.00010,29.49450,29.49450,-17.47500,-76.03310,-4.55890,-0.993,-0.9953
2023-06-30,0.86700,0.86700,83.19400,39.72200,-122.04900,-6.58800,-128.63700,,-128.63700,-128.63700,-128.63700,-120.19400,-122.04900,95.75500,95.75500,-1.34000,-1.34000,8.93940,2.20400,-1.83050,100.00000,-14077.16000,-14077.16000,-14837.03000,-14837.02000,0.00110,0.88020,102.24910,38.61640,38.61640,-16.49410,-46.49560,-3.47220,-1.2641,-1.2716
2023-03-31,4.61300,4.61300,79.42100,49.66500,-124.47300,-6.81600,-131.28900,,-131.28900,-131.28900,-131.28900,-122.62500,-124.47300,95.16400,95.16400,-1.38000,-1.38000,9.04850,1.60020,-2.66620,100.00000,-2698.30900,-2698.30900,-2846.06500,-2846.06500,0.00520,4.58550,19.62710,57.32640,57.32650,-14.75460,-34.40460,-2.39540,-1.28500,-1.28920
2022-12-31,1.95700,1.95700,75.01800,53.96900,-127.03000,-10.35000,-137.38000,,-137.38000,-137.38000,-137.38000,-125.37200,-127.03000,89.82500,89.82500,-1.53000,-1.53000,9.39750,1.21510,-5.65870,100.00000,-6491.07300,-6491.07300,-7019.94200,-7019.94200,0.00190,13.31290,6.76040,127.32150,127.32150,-13.53800,-27.38190,-1.13780,-1.1871,-1.2266
2022-09-30,2.51500,2.51500,62.73400,48.22200,-108.44100,-33.86900,-142.31000,,-142.31000,-142.31000,-142.31000,-107.03300,-108.44100,93.75800,93.75800,-1.52000,-1.52000,11.55980,1.02700,-38.08790,100.00000,-4311.76900,-4311.76900,-5658.44900,-5658.44900,0.00230,1.09630,82.09150,890.71960,890.72190,-13.22630,-24.01640,-0.16890,-0.7792,-0.8449
2022-06-30,88.96800,88.96800,57.12600,42.71600,-10.87400,-8.94600,-19.82000,,-19.82000,-19.82000,-19.82000,-9.46700,-10.87400,85.73100,85.73100,-0.23000,-0.23000,9.00990,0.63880,1.76830,100.00000,-12.22240,-12.22240,-22.27770,-22.27770,0.11530,45.09280,1.99590,-17.78950,-17.78950,-2.56830,-6.42610,1.29680,-1.0527,-1.0626
2022-03-31,1.14800,1.14800,45.93500,33.07000,-77.85700,-11.58800,-89.44500,,-89.44500,-89.44500,-89.44500,-76.51600,-77.85700,84.99600,84.99600,-1.05000,-1.05000,9.32770,0.62730,1.68310,100.00000,-6781.96900,-6781.96900,-7791.37600,-7791.37600,0.00130,0.18960,474.77350,-76.93470,-76.93470,-10.44610,-28.67410,1.35860,-0.31540,-0.32650
2021-12-31,55.60000,55.60000,43.49800,33.80600,-21.70400,-8.86600,-30.57000,,-30.57000,-30.57000,-30.57000,-20.97000,-21.70400,76.88600,76.88600,-0.33000,-0.33000,7.45440,0.36940,0.58570,100.00000,-39.03600,-39.03590,-54.98200,-54.98200,0.06610,1.07300,83.87970,-12.53570,-12.53570,-3.63360,-7.90530,2.87570,-0.6364,-0.8846
2021-09-30,5.43700,5.43700,48.43600,26.20200,-69.20100,-6.88500,-76.08600,,-76.08600,-76.08600,-76.08600,-68.73900,-69.20100,80.32900,80.32900,-0.95000,-0.95000,6.12040,0.33260,0.56610,100.00000,-1272.77900,-1272.77900,-1399.41100,-1399.41100,0.00660,8.44250,10.66030,-30.55420,-30.55420,-9.19420,-20.39250,2.97070,-0.3948,-0.5674
2021-06-30,2.84300,2.84300,36.44300,21.19700,-54.79700,-6.75700,-61.55400,,-61.55400,-61.55400,-61.55400,-54.25400,-54.79700,71.75400,71.75400,-0.86000,-0.86000,5.89690,0.88580,8.43810,100.00000,-1927.43600,-1927.43600,-2165.10700,-2165.10700,0.00500,1.05260,85.50480,-373.30370,-373.30310,-10.90800,-42.63480,0.22930,-0.4079,-0.5296
2021-03-31,6.54800,6.54800,31.56100,15.59800,-40.61100,-6.49300,-47.10400,,-47.10400,-47.10400,-47.10400,-40.07400,-40.61100,71.19500,71.19500,-0.66000,-0.66000,12.05450,0.66010,2.02500,100.00000,-620.20470,-620.20470,-719.36470,-719.36470,0.01130,1.45060,62.04340,-69.42780,-69.42780,-8.16270,-23.59810,0.94810,-0.41460,-0.50770
2020-12-31,6.72200,6.72200,29.22100,13.90800,-36.40700,-7.52300,-43.93000,,-43.93000,-43.93000,-43.93000,-35.93600,-36.40700,64.52400,64.52400,-0.58000,-0.58000,15.19990,0.54480,1.19690,100.00000,-541.60960,-541.60970,-653.52580,-653.52580,0.01260,1.52080,59.17880,-38.74480,-38.74480,-8.22960,-17.63580,1.59660,0.7714,0.666
2020-09-30,41.68800,41.68800,24.20200,12.30200,5.18400,-8.35900,-3.17500,,-3.17500,-3.17500,-3.17500,5.72000,5.18400,68.27900,68.27900,-0.05000,-0.05000,15.17470,0.47250,0.89580,100.00000,12.43520,12.43520,-7.61610,-7.61610,0.08790,8.39640,10.71890,-2.12230,-2.12230,-0.66970,-1.11940,2.11920,0.3331,0.2992
2020-06-30,3.59300,3.59300,21.79000,14.16100,-32.35800,-8.42200,-40.78000,,-40.78000,-40.78000,-40.78000,-31.94200,-32.35800,59.60500,59.60500,-0.68000,-0.68000,9.64730,2.43810,-1.69540,100.00000,-900.58450,-900.58450,-1134.98500,-1134.98500,0.01550,1.59410,56.45980,52.22850,52.22850,-17.54020,-75.10960,-1.30260,-0.4575,-0.4719
2020-03-31,3.82500,3.82500,21.73800,12.44900,-30.36200,-9.04300,-39.40500,,-39.40500,-39.40500,-39.40500,-29.95400,-30.36200,59.27000,59.27000,-0.66000,-0.66000,10.89330,1.53720,-2.86130,100.00000,-793.77780,-793.77780,-1030.19600,-1030.19600,0.01490,1.41460,63.62350,86.20470,86.20460,-15.35770,-46.31310,-0.76880,-0.50840,-0.52600
2019-12-31,5.21200,5.21200,18.33400,10.58400,-23.70600,-6.93400,-30.64000,,-30.64000,-30.64000,-30.64000,-23.31500,-23.70600,57.57500,57.57500,-0.51000,-0.51000,8.98250,1.09240,-11.81830,100.00000,-454.83490,-454.83500,-587.87430,-587.87430,0.01800,1.00950,89.15390,280.15080,280.14970,-10.57230,-25.89590,-0.18480,-0.3536,-0.3767
2019-09-30,6.05500,6.05500,20.22900,9.75300,-23.92700,-5.64600,-29.57300,,-29.57300,-29.57300,-29.57300,-23.59100,-23.92700,58.64000,58.64000,-0.50000,-0.50000,8.20440,1.79820,-2.25290,100.00000,-395.16100,-395.16100,-488.40630,-488.40630,0.03230,0.92080,97.74400,148.84030,148.84000,-15.78130,-118.80050,-0.33630,-0.3305,-0.3476
2019-06-30,7.13700,7.13700,24.01700,9.83600,-26.71600,-5.39700,-32.11300,,-32.11300,-32.11300,-32.11300,-26.43600,-26.71600,57.64800,57.64800,-0.56000,-0.56000,8.42260,1.12370,-9.08350,100.00000,-374.33100,-374.33100,-449.95090,-449.95090,0.03600,0.79360,113.40480,655.90520,655.90330,-16.20090,-81.14060,-0.08430,-0.404,-0.4046
2019-03-31,8.46400,8.46400,23.54500,9.43700,-24.51800,-4.84800,-29.36600,,-29.36600,-29.36600,-29.36600,-24.23200,-24.51800,54.82100,54.82100,-0.54000,-0.54000,7.09370,0.91520,12.63170,100.00000,-289.67400,-289.67400,-346.95180,-346.95180,0.04260,2.03220,44.28760,-870.88000,-870.87940,-14.78570,-73.86930,0.06080,-0.49080,-0.49550
2018-12-31,9.37700,9.37700,24.02700,6.80800,-21.45800,-5.01000,-26.46800,,-26.46800,-26.46800,-26.46800,-21.77800,-21.45800,54.42000,54.42000,-0.48000,-0.48000,9.35720,0.60550,1.63540,100.00000,-228.83650,-228.83650,-282.26510,-282.26510,0.04440,4.20300,21.41300,-102.05900,-102.05910,-12.53350,-40.26160,0.47400,-0.2327,-0.2364
2018-09-30,10.64100,10.64100,21.39100,7.16400,-17.91400,-4.10300,-22.01700,,-22.01700,-22.01700,-22.01700,-17.64600,-17.91400,54.62600,54.62600,-0.40000,-0.40000,10.57460,0.42270,0.80480,100.00000,-168.34890,-168.34890,-206.90720,-206.90720,0.04620,1.16220,77.44010,-42.28430,-42.28430,-9.56100,-24.41020,0.95290,-0.5837,-0.5902
2018-06-30,6.21500,6.21500,21.58200,8.04600,-23.41300,-4.11000,-27.52300,,-27.52300,-27.52300,-27.52300,-22.79500,-23.41300,54.29300,54.29300,-0.51000,-0.51000,8.94970,0.28970,0.43060,100.00000,-376.71760,-376.71760,-442.84800,-442.84800,0.02510,26.33480,3.41750,-36.61430,-36.61430,-11.13210,-26.00630,1.37600,-0.4922,-0.4932
2018-03-31,5.26800,5.26800,22.13500,9.26400,-26.13100,-4.15000,-30.28100,,-30.28100,-30.28100,-30.28100,-25.45800,-26.13100,54.06200,54.06200,-0.56000,-0.56000,7.06530,0.24290,0.32080,100.00000,-496.03270,-496.03270,-574.81020,-574.81020,0.01880,142.37840,0.63210,-30.40290,-30.40290,-10.81750,-23.01810,1.83770,-0.55130,-0.55620
2017-12-31,-0.01800,-0.01800,26.25100,10.25800,-36.52700,-3.95800,-40.48500,,-40.48500,-40.48500,-40.48500,-35.91700,-36.52700,49.40400,49.40400,-0.77000,-0.77000,8.45440,0.22440,0.28930,100.00000,202931.70000,202931.70000,224921.00000,224921.00000,-0.00010,-0.01620,-5560.10800,-36.85750,-36.85750,-13.73260,-28.58730,2.03560,-0.6135,-0.6328
2017-09-30,6.18000,6.18000,24.94700,9.65700,-28.42400,-3.93300,-32.35700,,-32.35700,-32.35700,-32.35700,-27.97400,-28.42400,53.71900,53.71900,-0.60000,-0.60000,7.60170,0.12220,0.20610,100.00000,-459.93530,-459.93530,-523.57600,-523.57600,0.01890,0.61800,145.63110,-22.00590,-22.00590,-9.91590,-19.31660,2.72990,-0.3635,-0.3684
2017-06-30,3.05300,3.05300,19.80900,8.43800,-25.19400,-3.88700,-29.08100,,-29.08100,-29.08100,-29.08100,-24.75500,-25.19400,48.21800,48.21800,-0.60000,-0.60000,10.20630,0.11550,0.17230,100.00000,-825.22110,-825.22110,-952.53850,-952.53850,0.00900,,,-16.61760,-16.61760,-8.53740,-14.69890,3.27370,-0.579,-0.5797
2017-03-31,4.15300,4.15300,19.28900,8.11500,-23.25100,-2.61600,-25.86700,,-25.86700,-25.86700,-25.86700,-22.83000,-23.25100,41.57800,41.57800,-0.62000,-0.62000,5.73490,0.20900,0.31470,100.00000,-559.86040,-559.86040,-622.85100,-622.85100,0.01560,,,-27.11910,-27.11910,-9.74740,-21.45250,2.19690,-0.50370,-0.53710
2016-12-31,33.13700,33.13700,18.77500,6.67500,7.68700,-0.53000,7.15700,,7.15700,7.15700,7.15700,7.91100,7.68700,39.94300,42.56100,0.17000,0.22000,4.76980,0.22490,0.31670,100.00000,23.19760,23.19760,21.59820,21.59820,0.19480,1380.70800,0.06520,7.58470,7.58470,4.20650,5.87880,2.32150,1.8141,1.7938
2016-09-30,59.04700,59.04700,17.86500,7.21700,33.96500,-0.60300,33.36200,,33.36200,33.36200,33.36200,34.14200,33.96500,39.92600,43.21700,0.84000,0.77000,5.31910,0.25980,0.35560,100.00000,57.52200,57.52200,56.50080,56.50080,0.37330,0.88130,102.12200,39.37680,39.37680,21.09250,29.14550,2.09110,-0.221,-0.2272
2016-06-30,5.80200,5.80200,9.72300,7.09000,-11.01100,-0.60000,-11.61100,,-11.61100,-11.61100,-11.61100,-10.84100,-11.01100,39.66600,39.66600,-0.29000,-0.29000,3.67760,0.37780,0.61480,100.00000,-189.77940,-189.77940,-200.12060,-200.12060,0.05470,223.15380,0.40330,-23.81940,-23.81940,-10.93720,-14.81940,1.22790,-0.282,-0.2816
2016-03-31,8.42100,8.42100,13.53400,6.84100,-11.95400,-0.50100,-12.45500,,-12.45500,-12.45500,-12.45500,-11.78400,-11.95400,39.59200,39.59200,-0.31000,-0.31000,4.29920,0.33720,0.51490,100.00000,-141.95470,-141.95470,-147.90410,-147.90410,0.07440,,,-21.50900,-21.50900,-11.00090,-14.25510,1.46200,-0.44220,-0.45280
2015-12-31,9.75700,9.75700,13.24900,5.52900,-9.02100,-0.20800,-9.22900,,-9.22900,-9.22900,-9.22900,-8.87000,-9.02100,38.81400,38.81400,-0.24000,-0.24000,3.57380,0.17590,0.21340,100.00000,-92.45670,-92.45670,-94.58850,-94.58850,0.08470,813.08350,0.11070,-13.45530,-13.45530,-8.00870,-11.08870,1.73290,-0.2568,-0.2619
