Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2.65420,0.10400,2.55020,0.01170,3.82410,3.83580,-1.28570,-0.02670,-1.31240,-1.31240,-1.31240,-1.31240,-1.28570,-1.28570,1.40000,1.40000,-0.94000,-0.94000,1.43740,,1.13970,96.08080,-48.43880,-48.43880,-49.44600,-49.44600,0.18750,0.21080,1.31230,68.58100,-29.91450,-29.91450,-9.27250,-29.91450,4.90180,-0.5207,-0.5207
2024-06-30,2.55140,0.04150,2.50990,,3.73350,3.73340,-1.22360,-0.04370,-1.26720,-1.26720,-1.26720,-1.26720,-1.22360,-1.22360,1.36400,1.36400,-0.93000,-0.93000,1.28140,,1.87620,98.37430,-47.95710,-47.95710,-49.66820,-49.66820,0.21020,0.07610,1.27380,70.65640,-47.55120,-47.55110,-10.44160,-47.55110,3.62580,0.9168,0.9168
2024-03-31,1.73550,0.09250,1.64300,0.00460,3.13950,3.14420,-1.50120,-0.07860,-1.57980,-1.57980,-1.57980,-1.57980,-1.50120,-1.50120,0.75650,0.75650,-2.04080,-2.04080,1.39040,,1.42970,94.66840,-86.50120,-86.50120,-91.03020,-91.03020,0.13940,0.15720,1.19530,75.29370,-45.17440,-45.17430,-12.68530,-45.17430,4.88340,-3.40950,-3.40950
2023-12-31,1.67600,0.05900,1.61700,0.02260,3.48230,3.50490,-1.88790,-0.09950,-1.98740,-1.98740,-1.98740,-1.98740,-1.88790,-1.88790,0.27850,0.27850,-7.13800,-7.13800,0.70760,,-1.93830,96.47830,-112.64470,-112.64470,-118.58040,-118.58040,0.23710,0.12250,2.49010,36.14360,77.04490,77.04490,-28.11610,77.04490,-9.24570,-3.9984,-3.9984
2023-09-30,1.56290,0.03490,1.52800,,3.13140,3.13140,-1.60340,-0.09050,-1.69390,-1.69390,-1.69390,-1.69390,-1.60340,-1.60340,0.27900,0.27900,-6.08000,-6.08000,3.49910,1.21180,-5.72230,97.76640,-102.59630,-102.59630,-108.38510,-108.38510,0.19900,0.06910,1.26660,71.05650,193.86150,193.86070,-21.57030,-41.05220,-3.13770,-3.7334,-3.7334
2023-06-30,1.13140,0.05740,1.07400,0.09240,2.76610,2.85840,-1.78440,-0.08350,-1.86790,-1.86790,-1.86790,-1.86790,-1.78440,-1.78440,0.27900,0.27900,-6.71000,-6.71000,4.28950,0.90280,9.28720,94.93030,-157.72260,-157.72260,-165.10250,-165.10250,0.12600,0.11170,1.10510,81.44400,-346.95410,-346.95530,-20.80160,-33.72680,1.93330,-4.3128,-4.3128
2023-03-31,0.81040,0.05060,0.75980,0.06700,2.84790,2.91490,-2.15510,-0.08800,-2.24310,-2.24310,-2.24310,-2.24310,-2.15510,-2.15510,0.27850,0.27850,-8.04320,-8.04320,5.92990,0.70160,2.35170,93.75730,-265.92940,-265.92940,-276.78280,-276.78280,0.08070,0.13870,1.17910,76.32850,-105.49900,-105.49910,-22.34290,-31.47660,7.63510,-5.85660,-5.85660
2022-12-31,0.79640,0.19010,0.60630,0.02720,2.28890,2.31610,-1.70980,-0.09340,-1.80320,-1.80320,-1.80320,-1.80320,-1.70980,-1.70980,0.26190,0.26190,-6.12240,-6.12240,7.08500,0.55040,1.22410,76.13110,-214.69680,-214.69690,-226.42990,-226.42990,0.06720,0.65690,1.27450,70.61400,-44.14620,-44.14630,-15.21510,-19.84910,14.66810,-10.4995,-10.4995
2022-09-30,0.83210,0.08980,0.74230,0.04040,2.61450,2.65490,-1.91260,-0.10130,-2.01390,-2.01390,-2.01390,-2.01390,-1.91260,-1.91260,0.27850,0.27850,-7.20290,-7.20290,7.05910,0.47470,0.90370,89.21100,-229.84630,-229.84630,-242.02190,-242.02190,0.06200,0.40750,1.23280,73.00480,-36.39800,-36.39800,-15.01710,-19.11980,19.86880,-3.3211,-3.3211
2022-06-30,0.46180,0.06780,0.39400,0.19150,2.31520,2.50660,-2.11260,-0.12070,-2.23340,-2.23340,-2.23340,-2.23340,-2.11260,-2.11260,0.26300,0.26300,-8.52340,-8.52340,10.64510,0.41010,0.69530,85.32380,-457.48270,-457.48270,-483.63020,-483.63020,0.03210,0.25260,1.26300,71.26080,-31.05790,-31.05800,-15.50490,-18.31990,25.82310,-4.2657,-4.2657
2022-03-31,0.41840,0.02280,0.39560,0.04170,2.40510,2.44680,-2.05120,-0.12250,-2.17370,-2.17370,-2.17370,-2.17370,-2.05120,-2.05120,0.22750,0.22750,-9.60380,-9.60380,6.65320,0.72110,2.58530,94.56000,-490.26530,-490.26530,-519.54330,-519.54330,0.04640,0.08160,0.99870,90.11400,-112.39190,-112.39160,-24.08150,-31.34790,8.46710,-7.09930,-7.09930
