Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,3982.22500,3192.15900,790.06620,286.15000,-301.59000,587.74000,202.32620,23.39600,225.72200,46.03700,179.68500,,172.90100,172.83500,202.32620,202.32620,676.28500,680.27000,0.26000,0.25000,1.33500,,0.05700,19.83980,5.08070,5.08070,5.66820,4.34020,0.44230,3.86470,60.21540,1.49460,3.23970,4.16390,1.92040,3.23970,8.13470,0.00000,
2021-12-31,5581.30900,4483.30800,1098.00000,386.68390,-413.37690,800.06200,297.93900,5.94200,303.88100,63.63000,240.25100,,233.20900,231.95300,297.93900,297.94020,680.87500,693.72500,0.33800,0.34800,1.27440,,0.05840,19.67280,5.33820,5.33820,5.44460,4.15590,0.57100,4.16170,77.44500,1.16210,4.39320,5.64950,2.38590,4.39320,7.81840,1.5257,0.9969
2021-09-30,3867.80400,3116.41300,751.39090,351.12400,-280.64300,631.76700,119.62380,17.01300,136.63700,32.94900,103.68800,,98.89100,97.51900,119.62380,119.62380,677.09990,684.01990,0.14000,0.14000,1.27480,,0.05650,19.42680,3.09280,3.09280,3.53270,2.52130,0.45310,3.28280,55.71200,1.61550,1.99770,2.54240,1.15850,1.99770,7.30610,0,0
2021-06-30,4585.64900,3663.05400,922.59500,374.72300,-320.12000,694.84300,227.75200,-19.83800,207.91400,48.43900,159.47500,,168.08600,169.20400,227.75200,227.75200,685.71200,701.29600,0.25000,0.24000,1.22610,,0.06310,20.11920,4.96660,4.96660,4.53400,3.68990,0.51480,3.98080,77.75320,1.15750,3.49710,4.50510,1.88700,3.49710,7.10800,0,0
2021-03-31,4334.45700,3480.52000,853.93700,343.53200,-279.71700,623.24900,230.68800,42.52500,273.21300,46.85100,226.36200,,236.22800,235.88600,230.68800,230.68800,682.29500,709.21500,0.35000,0.33000,1.31310,,0.00390,19.70110,5.32220,5.32220,6.30330,5.44210,0.51130,3.91900,67.97230,1.32410,4.89080,6.25000,2.78630,4.89080,7.02440,0.00000,
2020-12-31,6129.74700,4796.53500,1333.21200,502.00400,-402.91290,904.91700,428.29440,42.65400,470.94900,66.31600,404.63300,,408.82900,407.75100,428.29440,428.29540,675.39000,690.18000,0.61000,0.58200,1.17330,,0.03550,21.74990,6.98710,6.98720,7.68300,6.65200,0.67860,4.09520,110.55350,0.81410,9.07790,11.91090,4.52590,9.07790,6.63590,2.6248,2.1958
2020-09-30,3414.04900,2695.16100,718.88820,292.81200,-242.24900,535.06100,183.82710,29.11900,212.94600,36.49100,176.45500,,184.34900,183.28000,183.82710,183.82710,678.81500,678.81500,0.27000,0.27000,1.07660,0.00740,0.08380,21.05680,5.38440,5.38440,6.23730,5.36840,0.44370,2.85030,43.01220,2.09240,4.69670,6.34070,2.39590,4.66210,5.79500,0,0
2020-06-30,3412.64300,2713.46000,699.18310,259.51800,-264.15400,523.67200,175.51100,87.24500,262.75600,45.98400,216.77200,,217.84600,217.53800,175.51100,175.51100,674.78000,686.61500,0.32000,0.32000,1.07580,0.00780,0.08140,20.48800,5.14300,5.14300,7.69950,6.37450,0.48120,3.32540,38.39740,2.34390,6.11250,8.28610,3.07190,6.06480,5.27220,0,0
2020-03-31,2654.05800,2143.22400,510.83400,176.75000,-223.61900,400.36900,110.46510,18.64900,129.11400,24.39200,104.72200,,96.15800,96.71300,110.46510,110.46510,671.63500,684.54500,0.14000,0.14000,1.01160,0.01120,0.09170,19.24730,4.16210,4.16210,4.86480,3.64400,0.42650,2.96860,20.11780,4.47370,2.94100,3.98630,1.54520,2.90800,4.86250,0.00000,
2019-12-31,4124.28600,3136.55100,987.73540,418.23090,-276.72590,734.92700,252.80860,-9.29400,243.51600,44.12800,199.38800,,199.46800,206.02400,252.80860,252.80910,667.62000,680.40500,0.30400,0.30000,0.96250,0.00290,0.05210,23.94930,6.12980,6.12980,5.90440,4.99540,0.59100,2.83280,17.92420,5.02110,6.24120,8.60670,2.85830,6.22320,4.76680,2.5946,1.9043
2019-09-30,2743.95700,2151.59500,592.36210,196.27300,-232.48300,428.75600,163.60620,-8.80800,154.79800,29.72500,125.07300,,123.33900,122.48200,163.60620,163.60620,668.44500,675.29000,0.18000,0.18000,0.92390,0.01620,0.09060,21.58790,5.96240,5.96240,5.64140,4.46370,0.46280,2.91440,6.55740,13.72500,4.25750,6.05410,2.08010,4.18870,4.33040,0,0
2019-06-30,3312.99600,2571.67900,741.31710,230.71000,-369.98600,600.69600,140.62110,10.99400,151.61500,31.08400,120.53100,,119.13700,118.50300,140.62110,140.62110,667.01890,673.24150,0.18000,0.18000,1.06840,,0.05860,22.37600,4.24450,4.24450,4.57640,3.57690,0.57970,3.93260,4.77520,18.84750,4.23770,5.78960,2.08460,4.23770,4.21070,0,0
2019-03-31,3176.57200,2527.45900,649.11300,216.03300,-304.46400,520.49700,128.61600,31.44500,160.06100,36.34200,123.71900,,130.67100,129.97300,128.61600,128.61600,665.18500,696.45500,0.20000,0.19000,1.05930,,0.05300,20.43440,4.04890,4.04890,5.03880,4.09160,0.58860,4.22490,4.38150,20.54110,4.79700,6.58650,2.42110,4.79700,4.09310,0.00000,
2018-12-31,3395.26800,2691.74000,703.52810,255.43600,-313.74010,569.17600,134.35210,-4.39700,129.95500,31.50200,98.45300,,89.65500,88.84800,134.35210,134.35180,661.33000,700.42000,0.12800,0.13400,1.05320,,0.38580,20.72080,3.95700,3.95700,3.82750,2.61680,0.53590,3.44760,3.90010,23.07660,3.58160,4.89030,1.41500,3.58160,3.76690,1.1931,0.6709
2018-09-30,2596.32800,2067.58100,528.74680,175.19000,-301.91100,477.10100,51.64580,-5.28300,46.36300,14.96800,31.39500,,32.92300,33.30800,51.64580,51.64580,662.54000,668.55000,0.05000,0.05000,1.11950,0.02920,0.45570,20.36520,1.98920,1.98920,1.78570,1.28290,0.49310,3.31510,3.84590,23.40180,1.37590,1.89190,0.62530,1.33580,3.60920,0,0
2018-06-30,3134.05800,2522.94800,611.11010,228.91500,-321.70300,550.61800,60.49220,62.24600,122.73800,18.96400,103.77400,,104.09000,103.01300,60.49220,60.49220,660.69000,701.35500,0.16000,0.15000,1.11400,,0.41430,19.49900,1.93020,1.93020,3.91630,3.28690,0.57390,3.63680,4.23390,21.25710,4.30770,5.84340,1.90610,4.30770,3.65070,0,0
2018-03-31,3167.84500,2528.65100,639.19410,200.70600,-332.84100,533.54700,105.64700,-5.15700,100.49000,16.97500,83.51500,,83.63300,84.45100,105.64700,105.64700,658.00000,702.45000,0.13000,0.12000,1.15090,,0.34260,20.17760,3.33500,3.33500,3.17220,2.66590,0.56870,3.12110,4.39580,20.47410,3.47350,4.73870,1.50140,3.47350,3.65360,0.00000,
2017-12-31,4003.33300,3131.09400,872.23850,298.87490,-425.93900,724.81500,147.42430,-6.60600,140.81800,31.82100,108.99700,,109.36700,111.65200,147.42430,147.42460,587.77000,628.58000,0.18000,0.19000,1.34580,0.22320,0.40430,21.78780,3.68250,3.68250,3.51750,2.78900,0.68580,2.92690,5.42240,16.59770,4.99330,6.83900,1.87340,3.87870,3.33810,0.2399,-0.2952
2017-09-30,2301.58800,1775.61100,525.97690,154.05900,-304.55300,458.61200,67.36500,-4.07000,63.29500,15.28200,48.01300,,47.86400,50.81000,67.36500,67.36500,588.21000,627.68000,0.09000,0.08000,1.04550,0.35160,0.65100,22.85280,2.92690,2.92690,2.75010,2.20760,0.58340,2.72110,4.29910,20.93440,4.12470,8.44020,1.21320,2.67430,1.97150,0,0
2017-06-30,2583.83300,2014.46800,569.36500,196.32300,-281.33100,477.65400,91.71090,-10.90900,80.80200,25.02900,55.77300,,54.69700,57.01000,91.71090,91.71090,586.83000,629.35000,0.10000,0.09000,1.04850,0.37400,0.63780,22.03570,3.54940,3.54940,3.12720,2.20640,0.69790,3.67450,5.02130,17.92360,5.19270,11.68370,1.47740,3.25050,1.78500,0,0
2017-03-31,2317.66400,1780.92600,536.73800,184.75700,-244.96600,429.72300,107.01510,-1.40700,105.60800,24.10400,81.50400,,78.93500,80.18600,107.01510,107.01510,584.09500,625.34000,0.14000,0.13000,1.01970,0.39840,0.70570,23.15860,4.61740,4.61740,4.55670,3.45980,0.64570,3.38990,5.85110,15.38170,8.28620,21.37140,2.19910,4.98500,1.62790,0.00000,
2016-12-31,2441.46800,1869.00500,572.46290,197.59900,-253.50500,451.10400,121.35860,8.50700,129.86600,26.76400,103.10200,,100.11700,100.39200,121.35860,121.35880,579.79000,629.08500,0.16600,0.16600,0.99980,0.43110,0.75780,23.44750,4.97070,4.97070,5.31920,4.11200,0.67550,2.62230,7.26290,12.39170,12.02240,30.34780,2.77000,6.83930,1.42760,0.6483,0.2008
2016-09-30,1799.85400,1360.18000,439.67400,171.27000,-189.10700,360.37700,79.29690,-4.82500,74.47200,20.34200,54.13000,,51.76800,51.41700,79.29690,79.29690,580.89400,593.63840,0.09000,0.09000,0.98360,0.45060,0.82090,24.42830,4.40570,4.40570,4.13770,2.85670,0.54180,2.56860,7.48780,12.01950,6.73670,21.08490,1.55850,3.70090,1.32040,0,0
2016-06-30,2022.25400,1534.52300,487.73110,166.49400,-224.34500,390.83900,96.89210,-9.44300,87.44900,19.25400,68.19500,,65.85800,67.95400,96.89210,96.89210,579.29500,622.78000,0.12000,0.11000,1.01370,0.47310,0.89860,24.11820,4.79130,4.79130,4.32430,3.36030,0.66890,3.53420,10.28840,8.74770,9.40110,29.33490,2.17840,4.95320,1.20810,0,0
2016-03-31,1887.26700,1428.81500,458.45200,152.93100,-213.07800,366.00900,92.44300,-0.23400,92.20900,20.32100,71.88800,,69.27500,73.60000,92.44300,92.44300,576.20970,621.38650,0.13000,0.12000,0.99320,0.49230,0.97040,24.29190,4.89820,4.89820,4.88580,3.89980,0.67640,3.25530,18.20040,4.94500,10.70030,15.00650,2.48280,5.43260,1.10410,0.00000,
2015-12-31,2145.96700,1518.00200,627.96510,342.03700,,342.03700,285.92810,-43.95100,94.10700,23.46400,70.64300,12.16000,78.14000,78.14000,285.92810,285.92810,601.07700,651.00000,0.13000,0.12000,0.99900,0.52900,1.14940,22.37150,13.32400,13.32400,4.38530,3.64120,0.69380,2.15320,39.55700,2.27520,14.00880,19.75200,2.52640,6.59820,,0.4541,-0.0635
2015-09-30,1364.34700,1025.06000,339.28700,282.80000,,282.80000,56.48690,9.53000,66.00000,14.66000,51.34000,-5.26000,49.83100,49.83100,56.48690,56.48690,498.32600,516.79500,0.09000,0.08000,1.23030,0.50530,1.02290,24.86680,4.14020,4.14020,4.83750,3.65240,0.51690,2.34250,14.64210,6.14670,8.14110,10.59720,1.88800,4.02750,,0,0
2015-06-30,1454.53500,1091.52000,363.01500,299.13000,,299.13000,63.88500,19.43000,83.30000,18.16000,65.14000,-3.21000,64.40200,64.40200,63.88500,63.88500,585.47300,585.47300,0.11000,0.11000,1.31430,0.52010,1.08530,24.95710,4.39210,4.39210,5.72690,4.42770,0.54990,2.48850,21.48180,4.18960,11.18650,15.34620,2.43490,5.36860,,0,0
2015-03-31,1389.36900,1043.97000,345.39900,284.15000,,284.15000,61.24900,11.90000,73.14000,14.38000,58.76000,-3.69000,59.28500,59.28500,61.24900,61.24900,592.85000,592.85000,0.10000,0.10000,1.28610,0.55260,1.28650,24.85950,4.40840,4.40840,5.26430,4.26700,0.50320,2.11930,30.52890,2.94800,11.75960,17.55970,2.14720,5.26160,,0.00000,
2014-12-31,1359.65600,1021.44000,338.21600,287.48000,,287.48000,50.73600,18.12000,68.90000,9.78000,59.12000,-6.33000,56.58400,56.58400,50.73600,50.73600,565.83500,628.70600,0.10000,0.09000,1.30180,0.58830,1.42880,24.87690,3.73150,3.73150,5.06750,4.16160,0.49770,1.76620,54.40800,1.65420,13.01260,21.95390,2.07110,5.35750,,0.8043,0.3971
2014-09-30,882.62900,663.10000,219.52910,205.63000,,205.63000,13.89910,21.32000,35.20000,10.40000,24.80000,-2.08000,27.69600,27.69600,13.89910,13.89910,486.07900,514.55100,0.05000,0.05000,1.45840,0.62130,1.64060,24.87120,1.57470,1.57470,3.98810,3.13790,0.39440,1.41460,62.24460,1.44590,7.32830,14.11840,1.23770,2.77530,,0,0
2014-06-30,829.44500,623.66000,205.78500,186.90000,,186.89990,18.88510,15.04000,33.91000,9.47000,24.44000,-1.82000,26.38700,26.38700,18.88510,18.88510,566.07000,597.14000,0.04700,0.04400,1.65910,0.64490,1.81620,24.80820,2.27680,2.27680,4.08830,3.18130,0.41870,1.86210,48.22360,1.86630,7.74610,19.65660,1.33210,2.75040,,0,0
2014-03-31,701.92800,527.11000,174.81800,147.43000,,147.43000,27.38800,7.62000,34.99000,10.32000,24.67000,,26.59400,26.59400,27.38800,27.38800,559.59600,595.80500,0.05000,0.05000,1.59140,0.66690,2.55410,24.90430,3.90180,3.90180,4.98480,3.78870,0.33950,1.72210,156.68040,0.57440,8.62270,29.21450,1.28640,2.87240,,0.00000,
2013-12-31,651.01600,491.61000,159.40600,133.75000,,133.75000,25.65600,10.01000,35.70000,10.29000,25.41000,0.00000,25.39900,25.39900,25.65600,25.65600,556.83000,588.34000,0.04600,0.04300,1.25110,,,24.48940,3.94090,3.94090,5.48370,3.90140,0.60730,1.82000,213.44790,0.42160,10.44150,10.44110,2.36920,10.44150,,0.7429,0.7063
2013-09-30,383.70900,290.74000,92.96900,83.01000,,83.01000,9.95900,6.12000,16.07000,4.05000,12.02000,,12.02700,12.02700,9.95900,9.95900,554.01000,584.72000,0.02200,0.02100,1.33800,,,24.22670,2.59550,2.59550,4.18810,3.13440,0.49690,1.27800,106.58580,0.84440,5.66720,5.66700,1.55740,5.66700,,0,0
2013-06-30,351.28900,268.65000,82.63900,77.32000,,77.32000,5.31900,6.08000,11.39000,2.36000,9.03000,,9.03300,9.03300,5.31900,5.31900,552.82000,580.37000,0.01600,0.01600,1.49810,,,23.52190,1.51410,1.51410,3.24230,2.57140,0.63600,2.28580,160.40590,0.56110,4.60770,4.60750,1.63550,4.60750,,0,0
2013-03-31,310.65900,237.90000,72.75900,68.57000,,68.57000,4.18900,3.52000,7.69000,1.85000,5.84000,,5.84100,5.84100,4.18900,4.18900,515.02000,545.66000,0.01100,0.01100,1.66430,,,23.41800,1.34840,1.34840,2.47540,1.88020,0.57960,2.04720,25.11390,3.58370,3.19160,3.19130,1.08980,3.19150,,0.00000,
2012-12-31,299.62700,230.90000,68.72700,65.89000,,65.89000,2.83700,4.19100,7.05000,0.70000,6.35000,0.00000,6.35000,6.35000,2.83700,2.83700,505.92000,530.00000,0.01200,0.01200,1.20740,,,22.94190,0.94690,0.94690,2.35290,2.11930,0.75110,1.60390,42.86510,2.09960,7.68950,7.68950,1.59180,7.68950,,0.2105,0.1872
2012-09-30,155.94500,121.18000,34.76500,38.01000,,38.01000,-3.24500,1.78900,-1.45000,,-1.45000,,-1.45600,-1.45600,-3.24500,-3.24500,485.34000,485.34000,-0.00300,-0.00300,1.34490,,,22.28990,-2.08090,-2.08090,-0.92980,-0.93370,0.59910,1.34170,55.10420,1.63330,-1.97800,-1.97800,-0.55930,-1.97830,,0,0
2012-06-30,135.28000,105.72000,29.56000,34.99000,,34.99000,-5.43000,-0.33000,-5.78000,,-5.78000,,-5.78000,-5.78000,-5.43000,-5.43000,505.69000,505.69000,-0.01100,-0.01100,1.49800,,,21.84360,-4.01390,-4.01390,-4.27260,-4.27260,0.67560,1.68530,103.26720,0.87150,-7.95160,-7.95270,-2.88670,-7.95380,,0,0
2012-03-31,101.26200,79.83000,21.43200,30.09000,,30.09000,-8.65800,0.09000,-8.58000,,-8.58000,,-8.58600,-8.58600,-8.65800,-8.65800,258.32000,258.32000,-0.03300,-0.03300,1.06120,,0.69530,21.15310,-8.55010,-8.55010,-8.47310,-8.47900,0.60480,1.14470,24.40050,3.68850,19.98370,-46.94370,-5.12810,-46.96940,,0.00000,
2011-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
2011-09-30,52.50700,,52.50700,,,,52.50700,,52.50700,,52.50700,,-17.54100,-17.54100,52.50700,52.50700,231.34000,231.34000,-0.07600,-0.07600,,,,100.00000,100.00000,100.00000,100.00000,-33.40700,,,,,,,,,,0,0
