Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,63.69020,6.47970,57.21050,7.43160,7.43160,49.77890,12.91740,62.69630,10.71270,51.98360,51.98360,51.98360,49.92500,49.77890,41.48700,45.04600,1.25300,1.15400,4.58920,0.23850,0.31520,89.82630,78.15790,78.15790,98.43950,81.61940,0.01620,1.55960,57.70680,1.93140,1.93140,1.32260,1.47070,30.97380,1.3337,1.3336
2024-06-30,63.01490,6.19250,56.82240,9.19360,9.19360,47.62880,84.20130,131.83010,22.52600,109.30410,109.30410,109.30410,47.77490,47.62880,87.44300,88.64900,1.25000,1.23300,3.10250,0.24080,0.34370,90.17300,75.58340,75.58340,209.20470,173.45760,0.01580,1.32120,68.11850,4.10810,4.10810,2.74260,3.11870,30.79860,0.425,0.425
2024-03-31,60.58970,4.50330,56.08640,8.55680,8.55680,47.52960,103.07110,150.60070,25.73310,124.86760,124.86760,124.86760,47.71660,47.52960,87.42000,88.48000,1.42800,1.41100,3.09390,0.24900,0.35910,92.56760,78.44510,78.44510,248.55840,206.08730,0.01560,1.27300,70.70020,4.89980,4.89980,3.20540,3.67980,29.15160,0.00050,0.00040
2023-12-31,57.40400,6.12160,51.28240,9.37960,12.41660,38.86570,60.98580,99.85160,10.46710,89.38450,89.38450,89.38450,39.26970,38.86570,75.69620,76.88450,1.04600,1.03000,3.83850,0.25380,0.36840,89.33600,67.70570,67.70560,173.94540,155.71130,0.01510,1.30570,68.93090,3.59410,3.59410,2.35710,2.68190,28.58220,0.337,0.3113
2023-09-30,55.65680,5.32500,50.33180,7.32040,7.32040,43.01140,87.97110,130.98240,54.76430,76.21810,76.21810,76.21810,43.13040,43.01140,82.13200,83.39000,0.92800,0.91400,4.33770,0.29380,0.41840,90.43250,77.27960,77.27960,235.33950,136.94310,0.01550,1.38550,64.95950,3.43220,3.43220,2.12050,2.42380,26.83250,0.7923,0.7938
2023-06-30,51.46840,3.88850,47.57980,6.81390,6.81400,40.76590,66.91940,107.68530,11.97710,95.70820,95.70820,95.70820,40.99510,40.76590,68.36300,69.50500,1.40000,1.37700,1.24870,0.34680,0.53400,92.44480,79.20580,79.20580,209.22630,185.95550,0.01690,1.54140,58.38740,5.49510,5.49510,3.13690,3.58930,26.01570,0.2972,0.2956
2023-03-31,49.93850,2.90470,47.03390,8.20590,8.20590,38.82790,4.27390,43.10180,-12.22490,55.32670,55.32670,55.32670,39.04990,38.82790,68.38600,69.43200,0.80900,0.79700,1.59530,0.36410,0.57580,94.18350,77.75140,77.75140,86.30970,110.78960,0.01690,1.35590,66.37660,3.42170,3.42170,1.86730,2.17590,24.15220,0.45680,0.45560
2022-12-31,47.43220,3.75620,43.67590,5.94720,6.32130,37.35470,37.46300,74.81760,-3.84760,78.66530,78.66530,78.66520,37.30700,37.35470,68.26430,69.42540,1.15200,1.13000,3.36790,0.36110,0.56840,92.08080,78.75400,78.75400,157.73610,165.84790,0.01610,1.25550,71.68300,4.79730,4.79730,2.66380,3.06500,24.80130,-0.1519,-0.1487
2022-09-30,45.50800,2.93410,42.57390,5.93560,5.93560,36.63830,52.08050,88.71890,26.74440,61.97450,61.97450,61.97450,36.93250,36.63830,67.97500,69.18900,0.91200,0.89600,3.85310,0.37430,0.60020,93.55260,80.50960,80.50960,194.95210,136.18360,0.01570,2.08750,43.11410,3.98930,3.98930,2.13880,2.49610,23.49650,1.0101,1.0037
2022-06-30,43.09720,2.61430,40.48290,6.06930,6.06930,34.41370,32.87210,67.28580,13.68750,53.59830,53.59830,53.59830,34.84320,34.41370,68.27800,69.33800,0.78500,0.77300,5.73400,0.38450,0.62690,93.93400,79.85130,79.85130,156.12550,124.36600,0.01540,2.53280,35.53400,3.59780,3.59780,1.91860,2.21430,22.48170,0.149,0.149
