,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-20,2024-09-30,$-0.15,$-0.27
1,2024-08-15,2024-06-30,$-0.30,$-0.15
2,2024-05-17,2024-03-31,$-0.60,$-0.16
3,2024-02-27,2023-12-31,$-0.35,$-0.35
4,2023-11-28,2023-09-30,$-0.36,$-0.47
5,2023-08-29,2023-06-30,$-0.15,$-0.65
6,2023-05-26,2023-03-31,$-0.15,$-0.51
7,2023-03-07,2022-12-31,$-0.19,$-0.38
8,2022-11-14,2022-09-30,$-0.07,$0.05
9,2022-08-18,2022-06-30,$0.31,$0.51
10,2022-05-19,2022-03-31,$0.41,$0.41
11,2022-03-03,2021-12-31,--,$1.05
12,2021-11-16,2021-09-30,--,$0.41
13,2021-09-15,2021-06-30,--,$0.15
14,2021-06-01,2021-03-31,--,$0.00
15,2021-04-12,2020-12-31,--,$-0.07
16,2020-11-30,2020-09-30,--,$-0.08
17,2020-08-31,2020-06-30,--,$-0.02
18,2020-05-22,2020-03-31,--,$-0.04
19,2020-04-09,2019-12-31,--,$0.77
