Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,2.52320,2.40800,0.11520,3.26490,3.26490,-3.14970,0.01560,-3.13410,,-3.13410,-3.13410,-0.11670,-3.12920,-3.16710,-3.14970,6.43000,6.43000,-0.51000,-0.51000,1.20880,0.00240,0.12790,4.56390,-124.82980,-124.82980,-124.21060,-124.01930,0.07200,0.33980,0.61200,147.06110,-30.90390,-41.19700,-8.94400,-30.82980,1.51980,-0.3702,-0.4641
2023-06-30,5.55770,2.67360,2.88410,1.58460,1.58460,1.29940,-0.12510,1.17440,,1.17440,1.17440,-0.11980,1.05410,1.37430,1.29940,4.59600,4.59600,0.23000,0.23000,1.34060,0.01000,0.10890,51.89370,23.38110,23.38110,21.13060,18.96700,0.15160,0.37220,0.87110,103.32300,9.38560,11.74620,3.20350,9.29180,1.99910,-0.246,-0.246
2023-03-31,3.19760,1.50740,1.69020,1.10950,1.10950,0.58070,-1.44140,-0.86060,,-0.86060,-0.86060,-0.02310,-0.88420,0.63450,0.58070,3.83400,3.83400,-0.23000,-0.23000,1.10480,0.01820,0.22350,52.85910,18.16170,18.16170,-26.91470,-27.65190,0.08820,0.17810,0.81670,110.20120,-9.98510,-14.24590,-2.37260,-9.80300,2.13610,0.73500,0.73500
2022-12-31,1.35420,0.95230,0.40190,3.02550,8.41130,-8.00940,-1.40440,-9.41390,0.00830,-9.42220,-9.41380,0.50270,-8.99020,-6.92460,-8.00940,2.66500,2.66500,-7.29000,-7.29000,0.98620,0.05690,0.45000,29.67640,-591.47200,-591.47190,-695.18400,-663.89720,0.03970,0.12440,0.42210,213.22950,-180.43610,-300.24250,-27.61080,-170.16850,1.38570,-3.667,-3.667
2022-09-30,4.93250,4.22930,0.70320,3.11570,3.11570,-2.41250,-0.68810,-3.10060,-0.00090,-3.09970,-3.09970,-0.78540,-3.88360,-1.68110,-2.41250,36.39600,36.39600,-0.11000,-0.11000,0.91980,0.04450,0.81890,14.25580,-48.91100,-48.91100,-62.86110,-78.73540,0.14950,3.43750,0.66330,135.68920,-30.35800,-170.47250,-9.39200,-29.00830,2.65650,0.2075,0.2075
2022-06-30,2.82900,2.35650,0.47260,3.23940,3.23930,-2.76680,-3.36830,-6.13510,-0.00420,-6.13090,-6.13930,-0.40700,-6.54490,-1.95900,-2.76680,9.49400,9.49400,-0.69000,-0.69000,1.12400,0.03170,0.59930,16.70460,-97.79970,-97.79970,-216.86280,-231.34750,0.07030,0.77830,0.45100,199.53680,-42.64750,-102.27930,-15.26570,-41.29490,6.29750,0.1492,0.1492
2022-03-31,2.71470,2.34240,0.37230,2.52200,2.52200,-2.14970,-0.82300,-2.97270,0.00290,-2.97560,-2.97560,,-2.97460,-1.28940,-2.14970,10.08800,10.08800,-0.29000,-0.29000,1.06570,0.03800,0.61770,13.71580,-79.18720,-79.18720,-109.50390,-109.57190,0.07010,1.07960,0.32630,275.79910,-22.21660,-59.51510,-7.68660,-21.37260,12.92960,-0.53780,-0.53780
2021-12-31,-3.88290,-1.72260,-2.16030,-1.31260,24.81560,-26.97590,-2.44980,-29.42560,-0.00830,-29.41740,-29.41740,,-29.67330,-26.13180,-26.97590,0.53600,0.53600,-54.02000,-54.02000,0.95780,0.04530,0.60750,55.63560,694.73910,694.73920,757.83120,764.20950,-0.10180,-0.76950,-0.66100,-136.16580,-259.49410,-999.85240,-77.15350,-247.73710,13.33700,-7.3369,-7.1234
2021-09-30,13.77750,11.74840,2.02910,3.57440,3.57440,-1.54530,-0.15860,-1.70390,0.00590,-1.70990,-1.70990,,-1.70340,-1.61880,-1.54530,2.70840,2.70840,-0.60000,-0.60000,1.08750,0.02230,0.19460,14.72770,-11.21640,-11.21640,-12.36760,-12.36390,0.21840,5.54830,1.14220,78.79600,-4.91510,-39.50930,-2.71070,-4.80530,53.64750,6.6297,6.7548
2021-06-30,9.25700,7.29220,1.96480,2.11530,2.11520,-0.15040,-0.11200,-0.26250,0.01330,-0.27570,-0.27570,,-0.27600,-0.06760,-0.15040,0.47410,0.47410,-0.60000,-0.60000,0.92660,0.02930,0.22760,21.22540,-1.62520,-1.62520,-2.83550,-2.98140,0.14780,1.42520,0.99290,90.64390,-0.90000,-152.52380,-0.44040,-0.87360,61.78620,-2.3901,-3.0734
2021-03-31,2.16800,1.57570,0.59230,3.83270,3.83270,-3.24040,-0.03150,-3.27190,0.01870,-3.29060,-3.29060,,-3.33320,-1.59730,-3.24040,0.33390,0.33390,-9.90000,-9.90000,0.92510,0.01710,0.29050,27.31830,-149.46420,-149.46420,-150.91660,-153.74700,0.04360,0.44150,0.30070,299.33680,-13.44660,6119.16100,-6.61480,-13.21680,60.78130,-5.18030,-5.28840
2020-12-31,5.53600,4.16450,1.37150,0.16960,0.16960,1.20180,-6.10320,-4.90130,0.29640,-5.19770,-5.19770,2.70870,-2.53250,0.58870,1.20180,0.21350,0.21350,-10.80000,-10.80000,1.61800,0.04090,0.29530,24.77380,21.70970,21.70970,-88.53560,-45.74660,0.16670,5.66330,0.82790,108.70500,-30.76770,-52.08540,-15.65480,-29.50830,63.72490,-3.0785,-18.0716
2020-09-30,3.09110,2.83380,0.25730,1.69000,1.69000,-1.43270,-0.33450,-1.76720,0.09340,-1.86060,-1.86060,,-1.90990,0.00800,-1.43270,0.21010,0.21010,-9.50000,-9.50000,1.27170,0.01020,0.35850,8.32330,-46.34910,-46.34910,-57.17170,-61.78920,0.09210,0.67550,0.78540,114.58690,-13.87650,-29.42930,-5.54210,-13.73450,63.81160,3.4067,2.83
2020-06-30,3.80330,3.07150,0.73180,2.98950,2.98950,-2.25770,6.92050,4.66280,0.04330,4.61950,4.61950,0.05440,4.64030,-1.23760,-2.25770,0.20410,0.20410,23.50000,23.50000,0.97430,0.01150,0.35840,19.24090,-59.36250,-59.36250,122.59950,122.00760,0.10190,1.21740,1.20050,74.97150,32.65440,1885.65900,12.38210,32.28040,68.11750,-12.4972,-12.4972
2020-03-31,0.41460,0.33230,0.08230,1.40600,1.40600,-1.32370,-0.02220,-1.34600,0.00130,-1.34720,-1.34720,-0.85500,-2.19490,-1.02340,-1.32370,0.18540,0.18540,-12.00000,-12.00000,0.82180,0.02030,0.18640,19.84760,-319.29280,-319.29280,-324.65460,-529.41620,0.00970,0.10400,0.20030,449.35740,-15.04700,25.88180,-3.14390,-14.74170,44.66470,-4.30750,-4.30750
2019-12-31,,,,-0.22290,,0.82310,-0.26350,0.01750,,0.01750,0.01750,-2.49640,-2.46440,0.21040,0.27800,0.16340,0.16340,-15.00000,-15.00000,1.39500,,0.01260,,,,,,,,,,0.20580,0.20580,0.05830,0.20580,46.91160,-6.8411,-7.1512
2019-09-30,0.20840,0.28100,-0.07260,0.35930,0.35930,-0.43190,-0.11580,-0.54770,,-0.54770,-0.54770,,-0.54450,-0.21170,-0.43190,0.16150,0.16150,-3.50000,-3.50000,0.35810,,0.57670,-34.84230,-207.25280,-207.25280,-262.80410,-261.25900,0.00860,0.18350,0.55770,161.37360,-5.58460,-7.34310,-2.24790,-5.58460,60.73780,-5.6283,-5.3182
2019-06-30,0.33670,0.31920,0.01750,0.72690,0.72690,-0.70940,-0.17080,-0.88320,,-0.88320,-0.88320,,-0.86210,-0.70940,-0.70940,0.15660,0.15660,-5.50000,-5.50000,0.35390,,0.54790,4.31200,-210.70480,-210.70480,-262.33180,-256.05040,0.01340,0.27640,0.23830,377.73350,-8.31880,-10.78940,-3.52790,-8.31880,65.75940,-2.5977,-2.5977
2019-03-31,,,,0.12260,,-0.12260,,-0.12260,,-0.12260,-0.12260,-0.41980,-0.56760,-0.12260,-0.12260,0.15150,0.15150,-3.50000,-3.50000,0.25030,,0.61480,,,,,,,,,,-1.26890,-1.71120,-0.50560,-1.26890,63.79990,2.42910,2.42910
2018-12-31,,,,-2.44170,,3.78660,,2.25890,,2.25890,2.25890,,-14.32720,3.78660,1.97250,0.14950,0.14950,-95.50000,-95.50000,1.76430,,,,,,,,,,,,22.62240,22.62240,9.79980,22.62240,65.92780,-7.1761,-7.1857
2018-09-30,1.10270,0.95670,0.14600,0.37070,0.37070,-0.22470,-0.09020,-0.31490,0.00000,-0.31490,-0.31490,,-0.31010,-0.02530,-0.22470,0.15150,0.15150,-2.00000,-2.00000,1.24630,,0.24390,13.24020,-20.37780,-20.37780,-28.55510,-28.12340,0.03030,0.21550,0.15660,574.68300,-1.31850,-1.47130,-0.86520,-1.31850,157.66250,4.2147,4.2141
2018-06-30,0.56430,0.27250,0.29180,1.83540,1.83550,-1.54360,-0.10790,-1.65150,0.00010,-1.65160,-1.65160,,-1.64950,-1.29690,-1.54360,0.15150,0.15150,-11.00000,-11.00000,1.25300,,0.26930,51.70490,-273.53230,-273.53230,-292.64790,-292.29010,0.01450,0.06440,0.06720,1338.58900,-6.54260,-7.28980,-4.25620,-6.54260,166.67310,-6.2143,-6.2041
2018-03-31,0.14710,0.11560,0.03140,0.44810,0.44820,-0.41670,-0.08830,-0.50500,,-0.50500,-0.50500,,-0.49970,-0.16760,-0.41670,0.14370,0.14370,-3.50000,-3.50000,1.38010,,0.22510,21.37420,-283.31240,-283.31240,-343.37940,-339.74870,0.00350,0.03780,0.01310,6848.20200,-1.78470,-1.97630,-1.21390,-1.78470,186.83820,6.87550,6.87550
2017-12-31,4.65280,4.19790,0.45500,0.80470,0.80460,-0.34970,-0.11620,-0.46590,-0.00100,-0.46490,-0.46490,,-0.46530,-0.01950,-0.34970,0.14150,0.14150,-3.00000,-3.00000,1.32680,,0.26460,9.77800,-7.51670,-7.51670,-10.01350,-10.00010,0.11230,2.03360,0.36450,246.89080,-1.70300,-1.88720,-1.12200,-1.70300,192.96490,-5.484,-5.5116
2017-09-30,1.14190,1.10000,0.04190,0.38230,0.38230,-0.34030,-0.08650,-0.42690,-0.00010,-0.42680,-0.42680,,-0.41900,-0.13170,-0.34030,0.14150,0.14150,-3.00000,-3.00000,1.35110,,0.22170,3.67360,-29.80410,-29.80410,-37.38130,-36.68900,0.02840,0.21360,0.14380,625.70070,-1.57390,-1.74230,-1.06270,-1.57390,191.69780,-0.0401,0.0044
2017-06-30,1.67740,1.38360,0.29380,0.45610,0.45600,-0.16220,-0.09690,-0.25920,-0.00220,-0.25700,-0.25700,,-0.26130,0.04070,-0.16220,0.14150,0.14150,-2.00000,-2.00000,1.39110,,0.21910,17.51700,-9.67220,-9.67220,-15.45070,-15.57960,0.04340,0.29030,0.21330,421.88550,-0.95420,-1.05570,-0.66460,-0.95420,190.39810,0.0823,0.0654
2017-03-31,1.03600,0.91030,0.12580,0.46850,0.46850,-0.34280,-0.08100,-0.42370,0.00050,-0.42420,-0.42420,,-0.42420,-0.14060,-0.34280,0.14150,0.14150,-3.00000,-3.00000,1.39730,,0.21790,12.14060,-33.08290,-33.08290,-40.89900,-40.94810,0.02740,0.19050,0.16350,550.36190,-1.59250,-1.76190,-1.11990,-1.59250,188.31520,-0.97860,-0.97860
2016-12-31,2.39650,2.01460,0.38190,0.91530,0.91530,-0.53340,-0.08290,-0.61630,-0.00010,-0.61620,-0.61620,,-0.61630,-0.11250,-0.53340,0.13150,0.13150,-5.00000,-5.00000,1.42430,,0.21570,15.93740,-22.25650,-22.25650,-25.71710,-25.71700,0.06420,0.43730,0.32940,273.19920,-2.30720,-2.55130,-1.65110,-2.30720,188.79580,2.3977,-0.687
2016-09-30,1.40040,1.54300,-0.14270,0.15560,0.15560,-0.29830,-0.08320,-0.38150,-0.00020,-0.38130,-0.38130,,-0.38160,-0.15730,-0.29830,0.13160,0.13160,-3.00000,-3.00000,1.43700,,0.21300,-10.18770,-21.29940,-21.29940,-27.23960,-27.25260,0.03540,0.29160,0.16590,542.46650,-1.34250,-1.48220,-0.96400,-1.34250,213.43250,0.5348,0.521
2016-06-30,0.68380,0.62610,0.05770,0.25020,0.25020,-0.19250,-0.08390,-0.27640,0.00010,-0.27650,-0.27650,,-0.27650,-0.04750,-0.19250,0.13110,0.13110,-2.00000,-2.00000,1.45360,,0.21050,8.43400,-28.15360,-28.15360,-40.42780,-40.43750,0.01710,0.10480,0.08160,1103.17700,-0.95810,-1.05710,-0.68950,-0.95810,220.19230,-1.5881,-1.5881
2016-03-31,1.56070,1.70880,-0.14820,0.30770,0.30780,-0.45590,-0.08720,-0.54310,,-0.54310,-0.54310,,-0.54310,-0.16460,-0.45590,0.13110,0.13110,-4.00000,-4.00000,1.47370,,0.20660,-9.49440,-29.21250,-29.21250,-34.80250,-34.80250,0.03770,0.28220,0.18330,491.01760,-1.80870,-1.99470,-1.31120,-1.80870,229.13120,-0.12910,-0.12910
2015-12-31,1.60280,1.43160,0.17120,0.88830,0.88830,-0.71710,-0.08050,-0.79760,-0.04070,-0.75690,-0.75690,,-0.75690,-0.37570,-0.71710,0.12530,0.12530,-5.50000,-5.50000,1.40070,,0.26530,10.68040,-44.73880,-44.73880,-49.76040,-47.22290,0.03610,0.20300,0.19390,464.18510,-2.49160,-2.74430,-1.70650,-2.49160,231.78300,-17.6881,2.1652
2015-09-30,2.62130,2.24810,0.37310,0.29170,0.29170,0.08150,-0.08790,-0.00640,0.00010,-0.00650,-0.00650,,-0.00650,0.42620,0.08150,0.12440,0.12440,0.00000,0.00000,1.25240,,0.20300,14.23460,3.10740,3.10740,-0.24470,-0.24810,0.05850,0.31090,0.32280,278.84730,-0.02050,-0.02250,-0.01450,-0.02050,242.54050,4.9698,-0.8351
2015-06-30,1.30970,0.96310,0.34660,0.35600,0.35600,-0.00940,-0.11050,-0.11990,0.00010,-0.12000,-0.12000,,-0.12000,0.34580,-0.00940,0.12440,0.12440,-1.00000,-1.00000,1.26670,,0.25700,26.46580,-0.71850,-0.71850,-9.15670,-9.16250,0.02750,0.14290,0.16630,541.33110,-0.36140,-0.39760,-0.25210,-0.36140,253.32630,0.6178,0.7683
2015-03-31,1.18110,0.89450,0.28650,0.28230,0.28230,0.00420,-0.09010,-0.08580,0.00020,-0.08610,-0.08610,,-0.08610,0.23670,0.00420,0.11440,0.11440,-1.00000,-1.00000,1.13210,,0.25560,24.26160,0.35920,0.35920,-7.26820,-7.28580,0.02590,0.13960,0.14740,610.76110,-0.27330,-0.30230,-0.18860,-0.27330,275.31430,-7.64090,-9.16340
2014-12-31,3.69060,3.60310,0.08740,0.64800,0.64810,-0.56060,0.10010,-0.46050,0.00000,-0.46050,-0.46050,,-0.46050,-0.34300,-0.56060,0.11340,0.11340,-4.00000,-4.00000,1.10990,,0.31760,2.36890,-15.18960,-15.18960,-12.47730,-12.47790,0.07640,0.64080,0.40580,221.80410,-1.46970,-1.62640,-0.95330,-1.46970,273.93910,-3.0332,-3.4262
2014-09-30,2.94390,2.05790,0.88600,0.40490,0.40490,0.48120,-0.09880,0.38240,0.05470,0.32770,0.32770,,0.32770,0.69030,0.48120,0.11420,0.11420,3.00000,3.00000,1.15470,,0.28250,30.09680,16.34430,16.34430,12.98950,11.13080,0.06490,0.46030,0.38450,234.06800,1.03180,1.14070,0.72190,1.03180,277.66640,-7.3338,-9.014
2014-06-30,1.59750,1.49240,0.10510,0.39700,0.39700,-0.29200,-0.07290,-0.36490,0.00980,-0.37470,-0.37470,,-0.37470,-0.08370,-0.29200,0.11280,0.11280,-3.50000,-3.50000,1.13150,,0.26970,6.57750,-18.27730,-18.27730,-22.84300,-23.45810,0.03670,0.49880,0.25360,354.87390,-1.19810,-1.32760,-0.85990,-1.19810,275.85530,6.2678,5.34
2014-03-31,1.74890,1.34320,0.40580,0.41060,0.41050,-0.00480,-0.10460,-0.10940,0.00030,-0.10970,-0.10970,,-0.10970,0.20490,-0.00480,0.11240,0.11240,-1.00000,-1.00000,1.16310,,0.26780,23.20060,-0.27480,-0.27480,-6.25760,-6.27440,0.04090,0.45130,0.27280,329.93400,-0.34770,-0.38500,-0.25640,-0.34770,280.86430,-4.67270,-4.68320
2013-12-31,1.56500,1.28620,0.27880,0.42970,0.42970,-0.15090,-0.06140,-0.21240,0.00430,-0.21670,-0.21670,,-0.21670,0.05840,-0.15090,0.10960,0.10960,-2.00000,-2.00000,1.15540,,0.26270,17.81410,-9.64370,-9.64370,-13.56920,-13.84610,0.03670,0.48570,0.27220,330.68380,-0.68000,-0.75340,-0.50770,-0.68000,283.54350,7.4449,6.4083
