Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-06-30,1173.20000,279.40000,893.79990,-479.60000,720.80000,173.00000,-121.20000,51.80000,42.50000,9.30000,9.30000,12.70000,423.30000,173.00000,233.96100,234.80000,0.05000,0.05000,,,,76.18480,14.74600,14.74600,4.41530,1.08250,,,,,,,,,1.0853,0.205
2021-03-31,1165.20000,283.70000,881.49990,-457.40000,700.50010,180.99990,-60.80000,120.20000,29.50000,90.70000,90.70000,89.10000,430.89990,180.99990,232.41100,252.97000,0.38000,0.38000,,,,75.65220,15.53380,15.53380,10.31580,7.64680,,,,,,,,,0.80440,0.34910
2020-12-31,,,,,,,,,,,,,,,,,-0.12000,-0.12000,,,,,,,,,,,,,,,,,0,0
2020-09-30,,,,,,,,,,,,,,,,,-0.46000,-0.46000,,,,,,,,,,,,,,,,,0,0
2020-06-30,,,,,,,,,,,,,,,,,-2.15000,-2.15000,,,,,,,,,,,,,,,,,0,0
2020-03-31,,,,,,,,,,,,,,,,,-0.99000,-0.99000,,,,,,,,,,,,,,,,,0.00000,
2019-12-31,,,,,,,,,,,,,,,,,0.23000,0.23000,,,,,,,,,,,,,,,,,0,0
2019-09-30,,,,,,,,,,,,,,,,,0.19000,0.19000,,,,,,,,,,,,,,,,,0,0
2019-06-30,,,,,,,,,,,,,,,,,-0.64000,-0.64000,,,,,,,,,,,,,,,,,0,0
2019-03-31,,,,,,,,,,,,,,,,,-0.23000,-0.23000,,,,,,,,,,,,,,,,,0.00000,
2018-12-31,,,,,,,,,,,,,,,,,-1.30000,-1.30000,,,,,,,,,,,,,,,,,0,0
2018-09-30,,,,,,,,,,,,,,,,,-0.15000,-0.15000,,,,,,,,,,,,,,,,,0,0
2018-06-30,,,,,,,,,,,,,,,,,-0.25000,-0.25000,,,,,,,,,,,,,,,,,0,0
2018-03-31,,,,,,,,,,,,,,,,,-0.26000,-0.26000,,,,,,,,,,,,,,,,,0.00000,
2017-09-30,,,,,,,,,,,,,,,,,-1.93000,-1.93000,,,,,,,,,,,,,,,,,0,0
2017-06-30,,,,,,,,,,,,,,,,,-0.22000,-0.22000,,,,,,,,,,,,,,,,,0,0
2017-03-31,,,,,,,,,,,,,,,,,-0.16000,-0.16000,,,,,,,,,,,,,,,,,0.00000,
2016-12-31,,,,,,,,,,,,,,,,,-0.07000,-0.07000,,,,,,,,,,,,,,,,,0,0
2016-09-30,,,,,,,,,,,,,,,,,-0.47000,-0.47000,,,,,,,,,,,,,,,,,0,0
2016-06-30,,,,,,,,,,,,,,,,,-2.04000,-2.04000,,,,,,,,,,,,,,,,,0,0
2016-03-31,,,,,,,,,,,,,,,,,-0.88000,-0.88000,,,,,,,,,,,,,,,,,0.00000,
2015-12-31,,,,,,,,,,,,,,,,,-0.30000,-0.30000,,,,,,,,,,,,,,,,,0,0
2015-09-30,,,,,,,,,,,,,,,,,0.69000,0.69000,,,,,,,,,,,,,,,,,0,0
