Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1089.20000,231.90000,857.29990,-991.50000,1236.90000,-379.60010,-195.20000,-574.80000,-145.70000,-429.10000,-429.10000,-435.80000,-130.40010,-379.60010,196.40000,196.40000,-2.22000,-2.22000,1.06090,0.81160,4.61780,78.70910,-34.85130,-34.85130,-52.77270,-40.01100,0.08560,1.54390,58.29510,-24.29510,12.37670,-3.37120,-4.57830,8.97920,0.9066,0.2586
2024-06-30,1118.00000,245.30000,872.70000,-525.20000,761.90000,110.80000,-183.60000,-72.80000,-35.90000,-36.90000,-36.90000,-42.70000,352.60000,110.80000,197.00000,197.00000,-0.22000,-0.22000,1.08650,0.77560,3.68360,78.05900,9.91060,9.91060,-6.51160,-3.81930,0.08500,1.57800,57.03490,-1.68210,1.10480,-0.28060,-0.37750,11.18090,0.8003,0.0691
2024-03-31,1099.40000,240.20000,859.20000,-518.60000,766.40000,92.80010,-88.20000,4.60000,5.10000,-0.50000,-0.50000,-0.50000,346.80000,92.80010,203.60000,203.60000,-0.00250,-0.00250,1.11790,0.76910,3.53490,78.15170,8.44100,8.44100,0.41840,-0.04550,0.08280,1.55330,57.94250,-0.02190,0.01500,-0.00380,-0.00510,11.46380,0.11440,-0.42440
2023-12-31,1163.60000,280.20010,883.40000,-467.70000,770.39990,113.00040,-223.20000,-110.20000,-27.50000,-82.70000,-82.70000,-102.80000,422.40040,113.00020,210.00000,210.00000,-0.51000,-0.50000,1.13110,0.76690,3.54150,75.91960,9.71130,9.71130,-9.47060,-8.83470,0.08560,1.69600,53.06720,-3.58060,2.49990,-0.60830,-0.83470,11.28330,1.8433,1.0849
2023-09-30,1125.80000,259.10000,866.70010,-473.50000,704.00000,162.70010,-104.40000,58.30000,10.40000,47.90000,47.90000,59.70000,400.30000,162.70010,207.20000,208.60000,0.29000,0.29000,1.02100,0.75180,3.25880,76.98530,14.45200,14.45200,5.17850,5.30290,0.08460,1.73710,51.81120,1.97220,-1.49170,0.35990,0.48950,11.81270,1.1611,0.3352
2023-06-30,1120.20000,234.60000,885.60000,-509.70000,750.20000,135.40000,-89.70000,45.70000,29.60000,16.10000,16.10000,35.10000,383.80000,135.40000,212.30000,227.30000,0.17000,0.16000,1.18830,0.76160,3.32580,79.05730,12.08710,12.08710,4.07960,3.13340,0.08350,1.75140,51.38730,0.67280,-0.49190,0.12010,0.16040,11.47120,0.9777,0.3053
2023-03-31,1101.50000,246.50000,855.00000,-513.80000,748.40000,106.60000,-162.80000,-56.20000,11.90000,-68.10000,-68.10000,-65.60000,349.70000,106.60000,215.70000,215.70000,-0.30000,-0.30000,1.18140,0.75210,3.13820,77.62140,9.67770,9.67770,-5.10210,-5.95550,0.08210,1.76610,50.96050,-2.70000,2.13200,-0.50740,-0.66920,11.70940,0.28930,-0.23970
2022-12-31,1155.40000,307.20000,848.20010,-496.10000,745.09900,103.10070,9.10000,112.20000,-16.50000,128.70000,128.70000,148.00000,360.90070,103.10060,222.60000,222.60000,0.65000,0.65000,1.17200,0.74960,3.08240,73.41180,8.92340,8.92340,9.71090,12.80940,0.08510,1.91510,46.99410,5.03380,-4.09160,0.94810,1.26050,11.83110,1.8589,0.9472
2022-09-30,1220.80000,299.10000,921.70010,-535.70000,770.00000,151.70000,-31.00000,120.70000,38.80000,81.90000,81.90000,75.70000,395.30000,151.70000,220.20000,240.60000,0.34000,0.34000,1.32550,0.75160,3.10840,75.49970,12.42630,12.42630,9.88700,6.20090,0.08100,2.06780,43.52560,3.24240,-2.55870,0.54370,0.80540,11.57500,0.5007,-0.1341
2022-06-30,1216.20000,300.80000,915.40000,-1055.00000,1268.30000,-352.90000,-116.00000,-468.90000,39.70000,-508.60000,-508.60000,-475.00000,-130.60000,-352.90000,224.90000,224.90000,-2.11000,-2.11000,1.54840,0.75550,3.15740,75.26720,-29.01660,-29.01660,-38.55450,-39.05610,0.08120,1.99120,45.19980,-20.60030,15.98770,-3.39740,-5.03680,11.13820,1.0532,0.2924
2022-03-31,1216.20000,303.40000,912.79990,-514.10000,728.20000,184.60000,-71.60000,113.00000,22.80000,90.20000,90.20000,80.60000,408.20000,184.60000,228.30000,249.50000,0.35000,0.35000,1.48810,0.71670,2.56990,75.05340,15.17840,15.17840,9.29120,6.62720,0.07990,2.21690,40.59690,3.05260,-2.73330,0.59220,0.86470,15.72790,0.49020,-0.16790
2021-12-31,1280.10000,354.10000,925.99980,-1120.30000,1348.70000,-422.70010,-175.50000,-598.20000,61.50000,-659.70000,-659.70000,-615.70000,-185.20010,-422.70010,232.60000,232.60000,-2.62000,-2.62000,1.35480,0.72020,2.61130,72.33810,-33.02090,-33.02090,-46.73070,-48.09780,0.08330,2.43090,37.02370,-22.76870,19.22430,-4.29330,-6.36960,12.61380,1.5366,0.4391
2021-09-30,1196.30000,297.20000,899.10000,-511.10000,763.10000,136.00000,-24.30000,111.70000,39.80000,71.90000,71.90000,76.10000,396.50000,136.00000,232.80200,253.43000,0.33000,0.32000,,,,75.15670,11.36840,11.36840,9.33710,6.36130,,,,,,,,,0.9426,0.2102
