Date,revenue,gross-profit,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,133.20300,133.20300,85.98900,44.87300,22.70300,67.57600,12.29300,55.28300,55.28300,39.66800,47.34500,44.87300,50.77800,51.42800,0.78000,0.77000,3.13660,,,100.00000,33.68770,33.68770,50.73160,29.78010,0.18300,1.64210,54.80890,11.09960,11.55190,7.59600,11.09960,9.85190,0.4892,0.464
2024-06-30,121.72100,121.72100,81.05100,38.40200,2.55600,40.95800,10.88100,30.07700,30.07700,31.77100,43.14100,38.40200,50.41900,50.77000,0.63000,0.63000,4.41380,,,100.00000,31.54920,31.54920,33.64910,26.10150,0.15520,1.76600,50.96210,6.40160,6.67280,3.83610,6.40160,9.29460,0.6161,0.5342
2024-03-31,122.71000,122.71000,80.19100,40.26500,5.03700,45.30200,10.88800,34.41400,34.41400,34.00400,44.58600,40.26500,49.56900,49.83500,0.69000,0.68000,3.56660,,,100.00000,32.81310,32.81310,36.91790,27.71090,0.18030,1.32780,67.78270,8.96380,9.43460,5.05550,8.96380,7.75110,0.09760,0.01080
2023-12-31,119.18800,119.18800,79.84500,37.86600,16.65100,54.51700,11.88000,42.63700,42.63700,29.81700,41.31400,37.86600,49.30800,49.55300,0.61000,0.60000,3.18920,,,100.00000,31.77000,31.77000,45.74040,25.01680,0.16180,1.62020,55.55040,11.04060,11.62440,5.78870,11.04060,7.85650,1.185,0.9649
2023-09-30,123.73700,123.73700,82.06500,40.87100,-5.15900,35.71200,10.54300,25.16900,25.16900,32.14000,44.78500,40.87100,49.35100,49.61700,0.65000,0.65000,2.89490,,,100.00000,33.03050,33.03050,28.86120,25.97450,0.18360,1.69280,53.16700,6.76260,7.12590,3.73480,6.76260,7.57460,1.5025,0.9796
2023-06-30,120.63000,120.63000,78.95000,40.84100,2.65000,43.49100,10.98600,32.50500,32.50500,31.77800,45.95100,40.84100,49.31500,49.46300,0.64000,0.64000,5.88290,,,100.00000,33.85640,33.85640,36.05320,26.34340,0.19300,1.83360,49.08260,9.06980,9.58510,5.20090,9.06980,7.29520,1.0856,0.7715
2023-03-31,126.08200,126.08200,80.19500,44.89900,1.63200,46.53100,10.23300,36.29800,36.29800,35.31400,50.11100,44.89900,49.19900,49.40200,0.72000,0.71000,5.90780,,,100.00000,35.61100,35.61100,36.90540,28.00880,0.20220,1.59760,56.33480,10.60280,11.23360,5.82260,10.60280,6.97060,-0.30290,-0.39580
2022-12-31,125.33500,125.33500,77.41500,46.77200,2.82500,49.59700,12.71500,36.88200,36.88200,32.49800,51.83800,46.77200,48.78100,49.29700,0.68000,0.66000,3.33620,,,100.00000,37.31760,37.31760,39.57150,25.92890,0.18610,1.82290,49.37200,10.79660,11.43420,5.47720,10.79660,7.01120,1.1772,1.1513
2022-09-30,139.95100,139.95100,81.63500,57.18100,-1.97400,55.20700,15.59300,39.61400,39.61400,44.57000,61.32600,57.18100,48.81500,49.31700,0.91000,0.90000,2.89980,,,100.00000,40.85790,40.85790,39.44740,31.84690,0.27640,1.71140,52.58740,12.55080,13.32060,7.82370,12.55080,6.48060,1.0651,1.037
2022-06-30,147.43100,147.43100,85.33100,60.99400,-25.00200,35.99200,9.84300,26.14900,26.14900,51.95600,65.08300,60.99400,48.80500,49.20800,1.06000,1.06000,3.06760,,,100.00000,41.37120,41.37120,24.41280,35.24090,0.25530,1.78850,50.32040,9.03610,9.66560,4.52900,9.03610,5.94290,1.1665,1.1486
