,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-04,2024-09-30,$1.04,$1.13
1,2024-07-31,2024-06-30,$0.95,$0.95
2,2024-05-01,2024-03-31,$1.45,$1.49
3,2024-02-13,2023-12-31,$0.97,$0.95
4,2023-11-06,2023-09-30,$0.99,$0.97
5,2023-07-31,2023-06-30,$0.92,$1.00
6,2023-05-03,2023-03-31,$1.36,$1.41
7,2023-02-13,2022-12-31,$0.94,$0.92
8,2022-11-02,2022-09-30,$1.03,$1.01
9,2022-07-28,2022-06-30,$0.84,$0.86
10,2022-05-04,2022-03-31,$1.22,$1.30
11,2022-02-16,2021-12-31,$0.93,$0.91
12,2021-11-02,2021-09-30,$1.05,$1.02
13,2021-07-29,2021-06-30,$0.80,$0.79
14,2021-05-10,2021-03-31,$1.10,$1.15
15,2021-02-16,2020-12-31,$0.85,$0.85
16,2020-11-03,2020-09-30,$1.02,$1.01
17,2020-07-30,2020-06-30,$0.75,$0.76
18,2020-05-06,2020-03-31,$1.02,$1.02
19,2020-02-19,2019-12-31,$0.78,$0.76
20,2019-11-05,2019-09-30,$0.94,$0.98
21,2019-07-31,2019-06-30,$0.73,$0.74
22,2019-05-01,2019-03-31,$0.91,$0.97
23,2019-02-20,2018-12-31,$0.75,$0.73
24,2018-11-01,2018-09-30,$0.88,$0.93
25,2018-07-31,2018-06-30,$0.75,$0.76
26,2018-05-02,2018-03-31,$0.85,$0.85
27,2018-02-22,2017-12-31,$0.76,$0.75
28,2017-11-01,2017-09-30,$0.84,$0.82
29,2017-07-27,2017-06-30,$0.68,$0.72
30,2017-05-03,2017-03-31,$0.83,$0.82
31,2017-02-21,2016-12-31,$0.75,$0.72
32,2016-11-01,2016-09-30,$0.80,$0.83
33,2016-07-28,2016-06-30,$0.64,$0.64
34,2016-05-04,2016-03-31,$0.78,$0.77
35,2016-02-04,2015-12-31,$0.65,$0.60
36,2015-11-02,2015-09-30,$0.75,$0.75
37,2015-07-30,2015-06-30,$0.56,$0.66
38,2015-04-29,2015-03-31,$0.80,$0.81
39,2015-02-11,2014-12-31,$0.69,$0.72
