Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1414.25000,807.25290,606.99740,418.98280,481.87410,125.12320,-28.22050,96.90260,21.25700,75.64560,75.64560,,75.64560,188.38100,125.12320,114.06700,114.06700,0.65970,0.65970,1.41610,0.35060,0.61520,42.92010,8.84730,8.84730,6.85190,5.34880,0.27800,0.89700,100.33220,3.77570,-30.26390,1.48710,2.45180,17.56430,1.0251,0.7984
2024-06-30,1380.80400,787.69460,593.10930,421.32160,480.50840,112.60100,-32.73540,79.86550,18.04830,61.81720,61.81720,,61.81720,170.95770,112.60100,114.06700,114.06700,0.54070,0.54070,1.39150,0.33780,0.58530,42.95390,8.15470,8.15470,5.78400,4.47690,0.26580,0.93380,96.37720,2.85540,-19.45720,1.18980,1.89080,18.97940,0.5091,0.2528
2024-03-31,1276.07400,725.65860,550.41530,402.45180,460.49540,89.91970,-14.01060,75.90910,17.04990,58.85920,58.85920,,58.85920,147.96350,89.91970,114.06700,114.06700,0.51890,0.51890,1.34200,0.31530,0.53400,43.13350,7.04660,7.04660,5.94860,4.61250,0.25710,0.91580,98.27640,2.77880,-21.53510,1.18580,1.90260,18.56970,0.36980,0.23660
2023-12-31,1181.87600,690.10730,491.76890,355.00790,405.78170,85.98680,-15.82760,70.15880,15.67100,54.48780,54.48780,,54.48780,136.21080,85.98670,111.22800,111.22800,0.48330,0.48330,1.40650,0.26270,0.41810,41.60920,7.27550,7.27540,5.93620,4.61030,0.26250,0.90650,99.27950,2.66820,68.80530,1.21040,1.96720,17.90250,1.7397,1.609
2023-09-30,1261.94200,724.50620,537.43590,363.03560,415.57880,121.85660,-21.91180,99.94470,22.50810,77.43670,77.43670,,77.43670,174.61620,121.85660,110.95900,110.95900,0.70060,0.70060,1.38770,0.33800,0.58200,42.58800,9.65630,9.65630,7.91990,6.13630,0.27810,0.88040,102.22540,4.21810,-43.83960,1.70670,2.79220,16.54510,1.4345,1.1659
2023-06-30,1218.49300,702.29600,516.19720,362.45370,415.48700,100.71040,-16.28920,84.42130,18.96690,65.45440,65.45440,,65.45440,154.07780,100.71040,111.01520,111.01520,0.58760,0.58760,1.46630,0.37580,0.68150,42.36360,8.26520,8.26520,6.92830,5.37170,0.27370,0.89340,100.74040,3.75910,-26.04320,1.47010,2.34620,15.69270,0.209,0.0729
2023-03-31,1137.77700,649.90470,487.87190,360.95140,414.69130,73.18070,-11.23580,61.94500,13.97090,47.97410,47.97410,,47.97410,126.92050,73.18070,110.89100,110.92800,0.43610,0.43610,1.48160,0.34550,0.56290,42.87940,6.43190,6.43190,5.44440,4.21650,0.27310,0.93080,96.69500,2.78160,-21.51150,1.15130,1.82050,15.53490,0.24460,0.11000
2022-12-31,1122.66600,663.44240,459.22320,324.63100,378.75860,80.46420,-7.27240,73.19190,18.20930,54.98260,54.98260,,54.98260,137.40060,80.46430,110.93600,111.07000,0.50150,0.49380,1.37430,0.34110,0.56910,40.90470,7.16720,7.16730,6.51950,4.89750,0.25820,0.88630,101.54820,3.12630,-18.79080,1.26450,2.05990,15.87140,1.4531,1.2654
2022-09-30,1128.76600,648.35850,480.40740,341.26550,395.43550,84.97160,-16.70320,68.26840,16.16680,52.10160,52.10160,,52.10160,136.78270,84.97160,110.73700,110.89700,0.46730,0.46730,1.51580,0.37730,0.64030,42.56040,7.52780,7.52780,6.04810,4.61580,0.26290,0.88600,101.58290,3.09570,-13.99180,1.21330,1.92780,15.19730,0.643,0.5171
2022-06-30,1078.01600,606.04110,471.97440,337.98600,393.19450,78.77990,-16.60170,62.17810,14.64400,47.53420,47.53420,,47.53420,133.53930,78.77990,110.89800,111.05400,0.43070,0.43070,1.53760,0.40170,0.71340,43.78180,7.30790,7.30790,5.76780,4.40940,0.25880,0.90940,98.96990,3.02290,-10.64350,1.14130,1.80850,14.20090,-0.0311,-0.1155
2022-03-31,1037.45500,589.67330,447.78220,336.44850,391.00990,56.77230,-10.34380,46.42850,11.05440,35.37410,35.37410,,35.37410,111.33360,56.77230,111.34300,111.61400,0.31580,0.31580,1.51760,0.38530,0.65200,43.16160,5.47230,5.47230,4.47520,3.40970,0.25360,0.94720,95.01410,2.25360,-8.41470,0.86450,1.38530,14.11770,0.04240,-0.03400
2021-12-31,940.17800,538.28770,401.89030,307.70510,355.17470,46.71560,-28.14170,18.57410,5.70180,12.87230,12.87230,,12.87230,94.99700,46.71560,111.24300,111.61700,0.10830,0.10830,1.41120,0.37360,0.62550,42.74620,4.96880,4.96880,1.97560,1.36910,0.22550,0.88530,101.66210,0.80570,-2.90470,0.30870,0.50470,14.34930,1.1651,1.0635
2021-09-30,928.09750,525.33670,402.76080,280.58210,324.43300,78.32780,-8.42060,69.90720,14.29920,55.60800,55.60800,,55.60800,120.06410,78.32780,111.07700,111.54600,0.50050,0.50050,1.35150,0.19810,0.35320,43.39640,8.43960,8.43960,7.53230,5.99160,0.26210,0.95650,94.09060,3.47860,66.35070,1.57030,2.78950,14.38090,0.6972,0.5902
2021-06-30,923.30280,529.79990,393.50290,277.88650,321.36480,72.13810,-4.47810,67.66000,16.20260,51.45740,51.45740,,51.45740,116.91940,72.13810,111.24700,111.73500,0.46410,0.46410,1.32370,0.20950,0.37980,42.61910,7.81310,7.81310,7.32800,5.57320,0.25940,0.97390,92.41270,3.30230,241.22010,1.44570,2.61050,14.03720,0.5821,0.5093
2021-03-31,860.25020,491.88750,368.36270,269.71670,311.89190,56.47080,-2.76430,53.70640,13.50560,40.20080,40.20080,,40.20080,98.64610,56.47080,111.28100,111.77400,0.36330,0.36330,1.59310,0.24560,0.35780,42.82040,6.56450,6.56450,6.24310,4.67320,0.24980,1.00120,89.89260,2.60320,88.67580,1.16720,1.96390,13.83380,0.39360,0.34760
2020-12-31,1064.63700,714.34400,350.29300,244.54640,286.06600,64.22720,-54.88870,9.33910,-2.86160,12.20060,12.20060,1.35190,13.55250,64.22720,64.22740,111.55400,111.94900,0.12160,0.12910,1.58540,0.24740,0.35530,32.90260,6.03280,6.03280,0.87720,1.27300,0.32490,1.26500,71.14570,0.84710,22.23640,0.37240,0.63760,12.97440,1.5472,1.492
2020-09-30,884.24950,524.58920,359.66030,243.30190,286.46710,73.19320,-7.43190,65.76130,19.14290,46.61850,46.61850,,46.61850,73.19320,73.19320,111.89900,112.40300,0.41290,0.41290,1.60710,0.22770,0.33030,40.67410,8.27740,8.27740,7.43700,5.27210,0.26150,0.96360,93.40010,3.02510,33.78670,1.37870,2.33630,13.74690,1.14,1.089
2020-06-30,869.84040,516.52190,353.31850,248.19600,290.83660,62.48190,-9.59600,52.88600,14.93510,37.95090,37.95090,,37.95090,62.48190,62.48190,111.34700,111.85200,0.33910,0.33910,1.69990,0.27930,0.40640,40.61880,7.18310,7.18310,6.08000,4.36300,0.25840,0.96480,93.28470,2.59150,42.79900,1.12740,1.86780,13.11140,1.6258,1.5805
2020-03-31,712.29270,334.44640,377.84620,273.89560,317.36990,60.47630,-26.69610,33.78020,11.78210,21.99820,21.99820,7.60610,29.60430,60.47630,60.47630,111.36500,111.85200,0.26850,0.26100,1.75600,0.29940,0.46010,53.04650,8.49040,8.49040,4.74250,4.15620,0.20410,0.72620,123.93840,1.47280,43.96430,0.63040,1.03190,13.44360,-0.28670,-0.34330
2019-12-31,915.76000,547.66030,368.09970,263.86860,310.92870,57.17100,-11.57190,45.59860,13.52790,32.07070,32.07070,,32.07070,57.17100,57.17070,111.55000,111.55000,0.28740,0.28740,1.57020,0.30250,0.46900,40.19610,6.24300,6.24300,4.97930,3.50210,0.26640,0.98950,90.95690,2.26710,746.62700,0.93300,1.58140,12.71960,1.6457,1.6022
2019-09-30,940.56040,549.56300,390.99740,269.40260,315.91930,75.07810,-15.00050,60.07770,16.28840,43.78930,43.78930,,43.78930,75.07810,75.07810,111.54000,111.54800,0.39400,0.39400,1.76710,0.33760,0.53520,41.57070,7.98230,7.98230,6.38740,4.65570,0.26840,0.91520,98.33670,3.05920,-608.41550,1.24970,2.02640,12.86160,0.9413,0.8628
2019-06-30,915.25960,528.32480,386.93480,278.44350,323.90370,63.03110,-12.63610,50.39500,13.53340,36.86160,36.86160,,36.86160,63.03110,63.03110,111.67700,111.68500,0.32900,0.32900,1.84480,0.35030,0.57180,42.27600,6.88670,6.88670,5.50610,4.02740,0.26830,0.91220,98.66110,2.66070,-81.89360,1.08060,1.72860,12.40300,1.0762,0.9551
2019-03-31,866.27340,498.77490,367.49850,268.64630,311.15120,56.34730,-12.33770,44.00960,10.23130,33.77830,33.77830,,33.77830,56.34730,56.34730,111.80590,111.80590,0.30090,0.30090,1.90390,0.35870,0.61720,42.42290,6.50460,6.50460,5.08030,3.89930,0.24890,0.85720,104.99090,2.41040,-44.01950,0.97050,1.54570,12.55070,-0.60620,-0.74620
2018-12-31,193.80080,-131.96150,325.76230,255.84430,271.67290,54.08940,28.87000,82.95960,-3.16940,86.12900,86.12900,,-9.45990,54.08940,54.08940,112.85710,112.85710,-0.07770,-0.07770,1.90480,0.31680,0.48920,168.09130,27.90980,27.90980,42.80660,-4.88120,0.06260,0.19170,469.56220,5.84890,280.49850,2.78410,3.99580,13.16430,1.0623,0.7503
2018-09-30,1044.46500,692.30430,352.16050,276.53900,298.81220,53.34840,-45.92400,7.42440,21.20160,-13.77720,-13.77720,,-13.77720,75.00040,53.34840,113.86800,113.86800,-0.12250,-0.12250,1.67150,0.31970,0.49540,33.71680,5.10770,5.10770,0.71080,-1.31910,0.33170,0.98240,91.61590,-0.94510,-84.50600,-0.43750,-0.64300,12.81150,0.395,0.2074
