Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,122.28700,99.61500,22.67200,18.93000,,18.93000,3.74200,1.52300,5.26500,0.52700,4.73800,4.73800,4.73800,9.54600,3.74200,16.84790,17.13710,0.28000,0.28000,4.49540,18.54000,3.06000,3.06000,4.30540,3.87450,0.32740,1.31010,2.03280,44.27400,1.50440,1.50440,1.26870,1.50440,18.75700,0.59,0.1776
2024-06-30,130.76100,101.60700,29.15400,20.18200,,20.18200,8.97200,1.48300,10.45500,2.19100,8.26400,8.26400,8.26400,14.27600,8.97200,17.34330,17.61850,0.48000,0.47000,4.84330,22.29560,6.86140,6.86140,7.99550,6.31990,0.34710,1.38560,2.33010,38.62550,2.57070,2.57070,2.19380,2.57070,18.89680,1.0641,0.5745
2024-03-31,136.82000,107.41700,29.40300,21.87200,,21.87200,7.53100,1.51600,9.04700,1.96300,7.08400,7.08400,7.08400,13.36400,7.53100,17.43420,17.64030,0.41000,0.40000,5.16610,21.49030,5.50430,5.50430,6.61230,5.17760,0.35540,1.56820,2.07890,43.29300,2.13400,2.13400,1.84010,2.13400,19.07660,0.41640,0.31500
2023-12-31,130.61700,98.36000,32.25700,21.94000,,21.93500,10.32200,1.68800,12.01000,1.76100,10.24900,10.24900,10.24900,13.12900,10.32200,17.67700,17.81120,0.59000,0.57000,4.29460,24.69590,7.90250,7.90250,9.19480,7.84660,0.32750,1.23240,2.18190,41.24850,3.08960,3.08960,2.56990,3.08960,19.00040,0.9364,0.7001
2023-09-30,120.89300,96.16500,24.72800,18.40200,,18.40200,6.32600,1.76300,8.08900,0.65800,7.43100,7.43100,7.43100,12.85600,6.32600,17.72270,17.88910,0.42000,0.42000,4.47740,20.45450,5.23270,5.23270,6.69100,6.14680,0.30200,1.21310,2.01830,44.59240,2.21620,2.21620,1.85610,2.21620,18.91950,-0.2566,-0.6338
2023-06-30,142.80400,104.65600,38.14800,19.73300,,19.73300,18.41500,1.81800,20.23300,4.04800,16.18500,16.18500,16.18500,24.92500,18.41500,17.71450,17.82620,0.91000,0.91000,4.47560,26.71350,12.89530,12.89530,14.16840,11.33370,0.35980,1.50770,2.69110,33.44400,4.85780,4.85780,4.07790,4.85780,18.79940,0.9266,0.7462
2023-03-31,149.45300,110.96700,38.48600,21.46500,,21.46500,17.02100,1.47100,18.49200,4.14200,14.35000,14.35000,14.35000,23.55700,17.02100,17.67870,17.78870,0.81000,0.81000,4.28580,25.75120,11.38890,11.38890,12.37310,9.60170,0.38410,1.79110,2.29130,39.27880,4.45560,4.45560,3.68800,4.45560,18.18760,0.29700,0.20430
2022-12-31,149.22400,109.67000,39.55400,19.91000,,19.87400,19.68000,1.98500,21.66500,2.71100,18.95400,18.95400,18.95400,25.34900,19.68000,17.64890,17.79340,1.06000,1.06000,2.21900,26.50650,13.18820,13.18820,14.51850,12.70170,0.30780,1.68740,2.28000,39.47360,5.98410,5.98410,3.91000,5.98410,17.93100,1.5207,0.9309
2022-09-30,139.39000,100.52100,38.86900,19.01000,,19.01000,19.85900,1.13200,20.99100,2.60200,18.38900,18.38900,18.38900,26.51500,19.85900,17.66840,17.82580,1.04000,1.03000,5.83080,27.88510,14.24710,14.24710,15.05920,13.19250,0.30240,1.63440,2.27160,39.61960,4.61450,4.61450,3.98980,4.61450,22.55710,1.0006,0.8418
2022-06-30,140.65300,97.09900,43.55400,18.36400,,18.36400,25.19000,0.91400,26.10400,5.34700,20.75700,20.75700,20.75700,31.89900,25.19000,17.65220,17.79970,1.18000,1.17000,6.13040,30.96560,17.90930,17.90930,18.55920,14.75760,0.31700,1.69920,2.50080,35.98840,5.36420,5.36420,4.67780,5.36420,21.90030,0.7655,0.5724
2022-03-31,166.57500,108.46700,58.10800,19.38100,,19.38100,38.72700,0.79200,39.51900,9.28700,30.23200,30.23200,30.23200,45.48200,38.72700,17.61020,17.80650,1.72000,1.70000,5.08110,34.88400,23.24900,23.24900,23.72450,18.14920,0.37310,2.31200,2.40210,37.46800,7.99890,7.99890,6.77120,7.99890,21.43390,1.05360,0.44250
2021-12-31,168.04100,104.60900,63.43200,18.77400,,18.64700,44.78500,1.12900,45.91400,7.79300,38.12100,38.12100,38.12100,48.93600,44.78500,17.58560,17.75780,2.17000,2.14000,4.26320,37.74790,26.65120,26.65130,27.32310,22.68550,0.37990,2.38560,2.94620,30.54760,10.48260,10.48260,8.61800,10.48260,20.66660,3.1237,2.3854
2021-09-30,178.24600,113.44400,64.80200,18.07600,,18.07600,46.72600,1.29800,48.02400,12.82200,35.20200,35.20200,35.20200,53.97600,46.72600,17.59660,17.77820,2.00000,1.98000,3.84220,36.35540,26.21430,26.21430,26.94250,19.74910,0.42430,2.90030,2.48040,36.28410,10.41260,10.41260,8.38020,10.41260,19.21230,2.2925,2.0628
2021-06-30,200.07200,121.31500,78.75700,19.08800,,19.08800,59.66900,0.59700,60.26600,15.88200,44.38400,44.38400,44.38400,66.91900,59.66900,17.59030,17.76690,2.52000,2.50000,3.67490,39.36430,29.82380,29.82380,30.12220,22.18400,0.50160,3.79260,2.63050,34.21420,13.90730,13.90730,11.12730,13.90730,18.13660,2.7215,2.3911
2021-03-31,184.37700,111.81100,72.56600,20.61000,,20.61000,51.95600,0.43400,52.39000,14.19800,38.19200,38.19200,38.19200,59.45700,51.95600,17.55960,17.71850,2.18000,2.16000,3.45330,39.35740,28.17920,28.17920,28.41460,20.71410,0.50640,3.88850,2.52000,35.71410,13.23910,13.23910,10.48860,13.23910,16.40620,1.56730,1.25660
2020-12-31,169.25990,105.06500,64.19500,22.14600,,22.09400,42.10100,0.47600,42.57700,10.86400,31.71300,31.71300,31.71300,48.03300,42.10100,17.48610,17.76990,1.81000,1.78000,2.86660,37.92690,24.87360,24.87360,25.15480,18.73630,0.48600,3.61330,2.92450,30.77420,11.98080,11.98080,9.10620,11.98080,15.12920,3.4776,2.5669
2020-09-30,145.70500,94.55300,51.15200,18.29400,,18.29400,32.85800,0.03600,32.89400,8.14100,24.75300,24.75300,24.75300,40.07300,32.85800,17.48960,17.76330,1.42000,1.39000,3.16020,35.10660,22.55110,22.55110,22.57580,16.98840,0.46920,6.96320,2.50270,35.96170,10.25900,10.25900,7.97020,10.25900,13.79080,0.2179,0.1054
2020-06-30,130.26400,90.17900,40.08500,16.05900,,16.05900,24.02600,0.67300,24.69900,6.10500,18.59400,18.59400,18.59400,31.24100,24.02600,17.48960,17.76330,1.06000,1.05000,3.86490,30.77210,18.44410,18.44410,18.96070,14.27410,0.33410,7.47380,2.42790,37.06910,5.96830,5.96830,4.76950,5.96830,17.80680,2.6437,2.5444
2020-03-31,123.63900,87.63000,36.00900,15.84600,,15.84600,20.16300,0.64800,20.81100,5.47300,15.33800,15.33800,15.33800,27.37700,20.16300,17.46150,17.71940,0.88000,0.87000,4.23440,29.12430,16.30800,16.30800,16.83210,12.40550,0.34120,4.79140,2.21430,40.64450,5.15010,5.15010,4.23240,5.15010,17.03460,1.75350,1.52250
2019-12-31,105.14000,80.35800,24.78200,14.84500,,14.89900,9.88300,0.96100,10.84400,2.63600,8.20800,8.20800,8.20800,16.75600,9.88300,17.46140,17.77880,0.46000,0.46000,4.07090,23.57050,9.39990,9.39990,10.31390,7.80670,0.30130,2.83940,1.99730,45.05990,2.87540,2.87540,2.35210,2.87540,16.35860,2.2821,1.6598
2019-09-30,94.99900,75.13200,19.86700,14.29200,,14.29200,5.57500,0.79800,6.37300,1.55600,4.81700,4.81700,4.81700,13.06100,5.57500,17.46420,17.61880,0.28000,0.27000,4.72010,20.91290,5.86850,5.86850,6.70850,5.07060,0.28920,2.27800,1.69680,53.04180,1.73500,1.73500,1.46630,1.73500,15.91210,0.8706,0.5715
2019-06-30,96.32900,74.02700,22.30200,14.83700,,14.83700,7.46500,0.94500,8.41000,2.17700,6.23300,6.23300,6.23300,14.95100,7.46500,17.47400,17.67000,0.36000,0.35000,5.13040,23.15190,7.74950,7.74950,8.73050,6.47050,0.30020,1.78520,2.32150,38.76780,2.25960,2.25960,1.94220,2.25960,15.77580,0.2177,0.1513
2019-03-31,114.03800,81.44100,32.59700,16.14500,,16.14500,16.45200,0.94800,17.40000,4.36700,13.03300,13.03300,13.03300,23.93800,16.45200,17.45800,17.72170,0.75000,0.74000,4.08010,28.58430,14.42680,14.42680,15.25810,11.42870,0.34380,2.23240,2.18380,41.21180,4.75780,4.75780,3.92900,4.75780,15.69070,-0.58130,-0.73430
2018-12-31,121.12000,87.27300,33.84700,16.76900,,16.75900,17.08800,0.48300,17.57100,5.29700,12.27400,12.27400,12.27400,24.54300,17.08800,17.45100,17.65500,0.70000,0.69000,3.26150,27.94500,14.10830,14.10830,14.50710,10.13380,0.36100,2.77760,2.68970,33.46100,4.64500,4.64500,3.65810,4.64500,15.13590,1.3923,1.0709
2018-09-30,114.94500,86.85300,28.09200,16.13500,,16.13500,11.95700,0.23600,12.19300,2.98700,9.20600,9.20600,9.20600,20.13000,11.95700,17.45800,17.71930,0.53000,0.52000,3.46980,24.43950,10.40240,10.40240,10.60770,8.00900,0.36370,3.31600,2.45560,36.65140,3.62220,3.62220,2.91280,3.62220,14.55810,0.805,0.6634
2018-06-30,128.41100,91.81200,36.59900,17.23100,,17.23100,19.36800,0.68100,20.04900,4.86000,15.18900,15.18900,15.18900,27.54000,19.36800,17.45300,17.65000,0.87000,0.86000,3.34280,28.50150,15.08280,15.08280,15.61320,11.82840,0.41060,3.82340,2.56120,35.14050,6.08950,6.08950,4.85650,6.08950,14.28750,2.0197,1.9657
2018-03-31,131.15900,95.33900,35.82000,17.22400,,17.22400,18.59600,0.30500,18.90100,4.63700,14.26400,14.26400,14.26400,26.76800,18.59600,17.43280,17.63610,0.82000,0.81000,3.01330,27.31040,14.17820,14.17820,14.41080,10.87540,0.43250,3.65120,2.14560,41.94610,5.98020,5.98020,4.70330,5.98020,13.67270,2.56930,2.48980
2017-12-31,118.23000,85.13500,33.09500,19.19900,,19.23000,13.86500,0.45900,14.32400,3.97500,10.34900,10.34900,10.34900,22.10300,13.86500,17.72500,17.93900,0.61000,0.60000,3.16620,27.99210,11.72710,11.72710,12.11540,8.75330,0.41580,2.14370,1.96780,45.73610,4.49670,4.49670,3.63990,4.49670,13.20650,2.3279,1.1964
2017-09-30,104.81700,74.60300,30.21400,16.89700,,16.89700,13.31700,0.12400,13.44100,4.07100,9.37000,9.37000,9.37000,20.69000,13.31700,17.59000,17.81300,0.53000,0.53000,2.82140,28.82550,12.70500,12.70500,12.82330,8.93940,0.37770,1.43000,1.97190,45.64010,4.21110,4.21110,3.37620,4.21110,12.76870,1.0836,0.9499
