Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2017-06-30,131.85400,96.90800,34.94600,19.65000,,19.65000,15.29600,0.39400,15.69000,5.49100,10.19900,10.19900,10.19900,24.62300,15.29600,17.66850,17.90070,0.58000,0.57000,2.73570,26.50360,11.60070,11.60070,11.89950,7.73510,0.46410,1.85500,2.37310,37.92510,4.48200,4.48200,3.59000,4.48200,12.87660,1.1994,0.9853
2017-03-31,167.35500,111.60200,55.75300,21.88200,,21.88200,33.87100,0.32000,34.19100,11.96700,22.22400,22.22400,22.22400,43.19700,33.87100,18.21900,18.38800,1.22000,1.21000,2.17920,33.31420,20.23900,20.23900,20.43020,13.27960,0.55030,2.03070,2.15680,41.72790,9.87630,9.87630,7.30740,9.87630,12.73900,1.02990,0.63660
2016-12-31,161.84800,108.35200,53.49600,21.84500,,21.84000,31.65600,0.69700,32.35300,11.52400,20.82900,20.82900,20.82900,41.74800,31.65600,18.93100,19.05000,1.10000,1.13000,2.65490,33.05320,19.55910,19.55910,19.98980,12.86950,0.46660,1.98680,2.33070,38.61510,7.83340,7.83340,6.00470,7.83340,14.22800,1.0548,0.4231
2016-09-30,161.42700,111.17600,50.25100,20.18300,,20.18300,30.06800,0.38600,30.45400,10.60400,19.85000,19.85000,19.85000,38.64100,30.06800,18.97200,19.20400,1.05000,1.03000,2.71250,31.12920,18.62640,18.62640,18.86550,12.29660,0.44730,2.55140,2.29550,39.20700,7.45920,7.45920,5.50090,7.45920,14.02750,1.0053,0.3955
2016-06-30,167.94400,111.25000,56.69400,20.21000,,20.21000,36.48400,0.25800,36.74200,13.22700,23.51500,23.51500,23.51500,44.83000,36.48400,18.96900,19.20600,1.24000,1.22000,2.78000,33.75770,21.72390,21.72390,21.87750,14.00170,0.48860,2.86850,2.58460,34.82130,9.22780,9.22780,6.84160,9.22780,13.43180,1.9059,1.647
2016-03-31,173.10900,113.99600,59.11300,22.91200,,22.91200,36.20100,0.17100,36.37200,13.09400,23.27800,23.27800,23.27800,44.54500,36.20100,18.94340,19.16860,1.23000,1.21000,2.60870,34.14790,20.91230,20.91230,21.01100,13.44700,0.53200,3.53210,2.31600,38.86070,9.70940,9.70940,7.15320,9.70940,12.64360,1.53530,1.20420
2015-12-31,152.39700,104.15300,48.24400,22.26000,,22.14700,26.09710,0.33500,26.43200,9.33200,17.10000,17.10000,17.10000,35.63910,26.09700,18.69670,19.36510,0.91000,0.87000,2.30840,31.65680,17.12440,17.12440,17.34420,11.22070,0.48240,2.80740,2.12490,42.35580,7.50860,7.50860,5.41340,7.50860,12.17000,0.9124,0.6939
2015-09-30,120.87100,86.86000,34.01100,16.05000,,16.05000,17.96100,0.21100,18.17200,6.20900,11.96300,11.96300,11.96300,26.81300,17.96100,18.70100,19.37500,0.64000,0.62000,2.35100,28.13830,14.85960,14.85960,15.03420,9.89730,0.41240,2.13100,2.28140,39.45020,5.58660,5.58660,4.08130,5.58660,11.45010,0.7209,0.2977
2015-06-30,140.87200,92.36400,48.50800,21.81500,,21.81500,26.69300,0.58000,27.27300,9.71300,17.56000,17.56000,17.56000,35.57700,26.69300,18.69760,19.34710,0.94000,0.91000,2.15390,34.43410,18.94840,18.94840,19.36010,12.46520,0.48300,2.70160,2.60330,34.57160,8.44260,8.44260,6.02060,8.44260,11.12170,2.4758,1.8671
2015-03-31,136.95400,95.55700,41.39700,17.60300,,17.60300,23.79400,0.42900,24.22300,8.72000,15.50300,15.50300,15.50300,32.75100,23.79400,18.67800,19.24000,0.83000,0.81000,2.12070,30.22690,17.37370,17.37370,17.68700,11.31990,0.51170,3.26220,2.17280,41.42110,7.93210,7.93210,5.79240,7.93210,10.45560,1.70390,1.48340
2014-12-31,122.60600,88.64600,33.96000,19.21100,,58.59800,-24.63800,-0.15700,-24.79500,-10.03700,-14.75800,-14.75800,-14.75800,-14.75200,-24.63800,19.36800,19.83700,-0.77000,-0.73000,1.95710,27.69850,-20.09530,-20.09530,-20.22330,-12.03690,0.48200,1.98360,2.46520,36.50840,-7.95740,-7.95740,-5.80150,-7.95740,9.89820,1.2475,0.382
2014-09-30,98.32700,74.58900,23.73800,13.77800,,13.77800,9.96000,0.63600,10.59600,3.81500,6.78100,6.78100,6.78100,18.90000,9.96000,19.41700,19.93300,0.35000,0.34000,2.68500,24.14190,10.12950,10.12950,10.77630,6.89640,0.37070,1.56360,2.14490,41.95980,3.28850,3.28850,2.55620,3.28850,10.61930,-0.2309,-0.5312
2014-06-30,153.65700,103.30400,50.35300,17.30600,,17.30600,33.04700,0.09400,33.14100,10.85500,22.28600,22.28600,22.28600,41.98700,33.04700,19.41010,19.94350,1.15000,1.12000,2.29070,32.76970,21.50700,21.50700,21.56820,14.50370,0.54160,2.55840,2.97190,30.28410,10.76160,10.76160,7.85580,10.76160,10.66540,0.9943,0.3454
2014-03-31,169.88400,108.76100,61.12300,23.15400,,23.15400,37.96900,0.32900,38.29800,13.97900,24.31900,24.31900,24.31900,46.90900,37.96900,19.36600,19.89900,1.26000,1.22000,1.86310,35.97930,22.35000,22.35000,22.54360,14.31510,0.58710,3.73270,2.43040,37.03120,12.61050,12.61050,8.40400,12.61050,9.94110,0.78950,0.30810
2013-12-31,181.90100,118.26900,63.63200,21.88400,0.52000,21.36400,42.26800,-0.41800,41.85000,15.27500,26.57500,26.57500,26.57500,48.45300,42.26800,19.32700,19.94100,1.38000,1.31000,1.78780,34.98170,23.23680,23.23680,23.00700,14.60960,0.65640,5.08440,2.69950,33.33990,14.83920,14.83920,9.58980,14.83920,9.25600,1.8033,0.6041
2013-09-30,170.94200,108.00200,62.94000,17.86900,-0.28700,18.15600,44.78400,0.36800,45.15200,16.48100,28.67100,28.67100,28.67100,49.52700,44.78400,19.34500,19.94800,1.48000,1.44000,1.84550,36.81950,26.19840,26.19840,26.41360,16.77240,0.68270,5.40880,2.67800,33.60770,18.78920,18.78920,11.45120,18.78920,7.88720,0.6792,0.0959
2013-06-30,179.52800,108.80400,70.72400,20.14000,0.16800,19.97200,50.75200,0.12700,50.87900,18.57100,32.30800,32.30800,32.30800,55.68500,50.75200,19.33400,19.84800,1.67000,1.63000,1.77650,39.39440,28.26970,28.26970,28.34040,17.99610,0.75900,6.77740,3.13070,28.74740,23.79560,23.79560,13.65840,23.79560,7.02000,1.983,1.4239
2013-03-31,155.90500,94.59600,61.30900,24.20700,,24.20700,37.10200,0.24900,37.35100,13.63300,23.71800,23.71800,23.71800,41.60300,37.10200,19.28200,19.80000,1.23000,1.20000,1.58350,39.32460,23.79780,23.79780,23.95750,15.21310,0.73720,6.71370,2.62100,34.33750,21.24550,21.24550,11.21550,21.24550,5.77840,1.53570,1.15010
2012-12-31,141.76600,92.30500,49.46100,18.42200,0.06200,18.36000,31.10100,0.30500,31.40600,11.62000,19.78600,19.78600,19.78600,35.83800,31.10100,19.16100,19.63500,1.03000,1.02000,1.62920,34.88920,21.93830,21.93830,22.15340,13.95680,0.81250,5.76580,3.29550,27.30990,20.82040,20.82040,11.33960,20.82040,4.93340,1.3131,0.9995
2012-09-30,118.15200,75.58700,42.56500,15.16200,-0.16600,15.32800,27.23700,0.30100,27.53800,10.18900,17.34900,17.34900,17.34900,30.61400,27.23700,19.16000,19.76000,0.91000,0.88000,3.18250,36.02560,23.05250,23.05250,23.30730,14.68360,0.47680,5.65350,2.48880,36.16240,9.96800,9.96800,7.00160,9.96800,9.08390,1.2218,0.8232
2012-06-30,119.56900,74.43500,45.13400,16.63300,-0.18900,16.82200,28.31200,0.28200,28.59400,10.58000,18.01400,18.01400,18.01400,31.69800,28.31200,19.15500,19.68300,0.94000,0.91000,3.32120,37.74720,23.67840,23.67840,23.91420,15.06580,0.51890,8.08200,2.52620,35.62700,11.07130,11.07130,7.81830,11.07130,8.49210,0.7884,0.3181
2012-03-31,112.33700,70.54400,41.79300,17.37700,,17.37700,24.41600,0.15500,24.57100,9.09100,15.48000,15.48000,15.48000,27.80400,24.41600,19.11700,19.55400,0.81000,0.79000,3.07590,37.20320,21.73460,21.73460,21.87260,13.78000,0.50740,9.25650,2.29140,39.27770,10.33530,10.33530,6.99210,10.33530,7.82290,1.11700,0.96110
2011-12-31,93.24100,63.07000,30.17100,14.48100,,14.16200,16.00900,0.68700,16.69600,6.17800,10.51800,10.51800,10.51800,19.36500,16.00900,18.91900,19.15200,0.56000,0.55000,2.94870,32.35810,17.16950,17.16950,17.90630,11.28040,0.45150,6.17300,2.20820,40.75730,7.65550,7.65550,5.09320,7.65550,7.19970,0.7708,0.2578
2011-09-30,80.51200,51.38500,29.12700,12.24000,,12.24000,16.88700,0.15600,17.04300,6.30600,10.73700,10.73700,10.73700,19.81900,16.88700,18.97900,19.29600,0.57000,0.56000,3.25180,36.17720,20.97450,20.97450,21.16830,13.33590,0.43360,6.62600,2.40900,37.35950,7.84190,7.84190,5.78270,7.84190,7.19180,0.5458,0.3197
2011-06-30,79.62200,51.15700,28.46500,11.40300,,11.40300,17.06200,0.10100,17.16300,6.35000,10.81300,10.81300,10.81300,19.99200,17.06200,18.89800,19.26000,0.57000,0.56000,3.20920,35.75020,21.42880,21.42880,21.55560,13.58040,0.45410,12.63450,2.49940,36.00930,8.40040,8.40040,6.16700,8.40040,6.80700,0.5879,0.4145
2011-03-31,75.44100,51.44600,23.99500,11.53700,,11.53700,12.45800,0.15600,12.61400,4.66700,7.94700,7.94700,7.94700,15.38800,12.45800,18.75200,18.97200,0.42000,0.42000,3.00220,31.80630,16.51360,16.51360,16.72040,10.53410,0.45310,14.50000,2.47920,36.30250,6.66690,6.66690,4.77260,6.66690,6.31660,1.09300,0.86640
2010-12-31,64.14000,43.61200,20.52800,11.96200,-0.02000,11.98200,8.54600,0.38200,8.92800,3.21400,5.71400,5.71400,5.71400,10.89000,8.54600,19.03300,19.29900,0.29000,0.30000,3.15620,32.00500,13.32400,13.32400,13.91960,8.90860,0.40660,4.43800,2.03200,44.29140,4.99130,4.99130,3.62190,4.99130,6.07740,0.464,0.3102
2010-09-30,58.40100,39.81800,18.58300,9.27400,,9.27400,9.30900,0.13000,9.43900,3.39800,6.04100,6.04100,6.04100,11.75300,9.30900,19.01900,19.26700,0.32000,0.31000,3.71970,31.81970,15.93980,15.93980,16.16240,10.34400,0.39670,3.78680,2.25190,39.96610,5.56600,5.56600,4.10340,5.56600,5.76630,0.2323,0.0307
2010-06-30,64.38900,42.64900,21.74000,9.10200,,9.10200,12.63800,0.15000,12.78800,4.60400,8.18400,8.18400,8.18400,14.92200,12.63800,19.07000,19.37700,0.43000,0.42000,4.01800,33.76350,19.62760,19.62760,19.86050,12.71030,0.44060,4.78610,2.87670,31.28590,7.48660,7.48660,5.60050,7.48660,5.68350,0.4738,0.1187
2010-03-31,68.27600,45.14500,23.13100,9.83100,-0.40000,10.23100,12.90000,0.09400,12.99400,4.67800,8.31600,8.31600,8.31600,15.03500,12.90000,19.08700,19.34000,0.44000,0.43000,3.12240,33.87870,18.89390,18.89390,19.03160,12.18000,0.46030,6.30430,2.47240,36.40150,8.06720,8.06720,5.60660,8.06720,5.39340,0.51350,0.21930
2009-12-31,63.88000,42.61500,21.26500,11.55900,-0.54200,12.10100,9.16400,0.36600,9.53000,3.62200,5.90800,5.90800,5.90800,11.47700,9.16400,19.06100,19.32100,0.31000,0.30000,2.97910,33.28900,14.34560,14.34560,14.91860,9.24860,0.45090,4.41240,2.55020,35.29130,6.18540,6.18540,4.17000,6.18540,5.00790,0.4184,0.2351
2009-09-30,71.18600,49.40400,21.78200,10.17600,-0.27500,10.45100,11.33100,0.13300,11.46400,4.35600,7.10800,7.10800,7.10800,12.99300,11.33100,19.07000,19.37700,0.37000,0.37000,2.79730,30.59870,15.91750,15.91750,16.10430,9.98510,0.50870,7.00960,2.66180,33.81230,8.06670,8.06670,5.07910,8.06670,4.61990,0.7813,0.6063
2009-06-30,72.39000,47.35800,25.03200,10.88200,-0.17500,11.05700,13.97500,0.02500,14.00000,5.32000,8.68000,8.68000,8.68000,15.63800,13.97500,19.05900,19.27200,0.46000,0.45000,3.01400,34.57940,19.30520,19.30520,19.33970,11.99060,0.56320,7.80840,2.62910,34.23210,10.52640,10.52640,6.75370,10.52640,4.32560,0.676,0.5148
2009-03-31,63.52900,44.00300,19.52600,9.59200,-0.50000,10.09200,9.43400,-0.06800,9.36600,3.55900,5.80700,5.80700,5.80700,11.09600,9.43400,19.04500,19.17500,0.30000,0.30000,2.92420,30.73560,14.84990,14.84990,14.74290,9.14070,0.53600,5.29390,2.48050,36.28250,7.88760,7.88760,4.89910,7.88760,3.86570,0.54080,0.34770
