Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,,
2023-03-31,2.38700,1.40800,0.97900,4.18400,2.79800,,6.98200,-6.00300,-26.40400,-32.40700,-32.40700,-32.40700,-32.40700,-5.71000,-6.00300,80.68400,80.68400,-0.40000,-0.40000,1.15190,-7.87720,-0.88740,41.01380,-251.48720,-251.48720,-1357.64600,-1357.64600,0.06410,1.21800,0.38660,232.82360,50.78750,50.78750,-87.08280,450.84870,,-0.10370,-0.10370
2022-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0.0922,0.0922
2022-06-30,,,,,,-1.29060,,-1.29060,2.62350,1.33300,1.33300,1.33300,1.33300,-1.29060,-1.29060,5.00000,5.00000,0.05000,0.05000,0.17800,,,,,,,,,,,,-9.43240,-9.43240,0.66010,-9.43240,-2.82640,0.353,0.353
2022-03-31,2.13700,0.96900,1.16800,4.15900,3.43900,,7.59800,-6.43000,-3.55200,-9.98200,-9.98200,-9.98200,-9.98200,-6.08400,-6.43000,19.26000,19.26000,-0.52000,-0.52000,1.14760,8.57530,-1.13200,54.65610,-300.88910,-300.88910,-467.10340,-467.10340,0.04600,1.53570,0.59430,151.44600,22.50940,22.50940,-21.50180,-170.51590,,-0.44520,-0.44520
2021-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0.2595,0.2595
2021-09-30,,,,,,-0.03640,,-0.03640,-0.10260,-0.13900,-0.13900,-0.13900,-0.13900,-0.03640,-0.03640,5.00000,5.00000,-0.02000,-0.02000,10.86860,,,,,,,,,,,,0.69290,0.69290,-0.06850,0.69290,-3.48920,-0.2595,-0.2595
2021-06-30,,,,,,-0.00680,,-0.00680,,-0.00680,-0.00680,-0.00680,-0.00680,-0.00680,-0.00680,5.00000,5.00000,0.00000,0.00000,,,,,,,,,,,,,,,,,,0,0
2020-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
