Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,74.24300,74.24300,58.30600,-0.67400,8.82600,-6.23800,2.58800,1.25500,1.33300,1.33300,1.40600,16.26000,8.82600,111.37400,119.27600,0.01000,0.01000,1.65580,0.44770,0.81050,100.00000,11.88800,11.88800,3.48590,1.89380,0.08660,2.73680,32.88550,0.33820,-0.61760,0.15550,0.18680,3.54330,0.233,0.2132
2024-06-30,71.07600,71.07600,46.80500,-0.99400,16.83900,-5.73100,11.10800,3.71800,7.39000,7.39000,6.99300,24.24800,16.83900,112.35900,120.09800,0.06000,0.06000,1.55550,0.43100,0.75750,100.00000,23.69150,23.69150,15.62830,9.83880,0.08630,3.03160,29.68720,1.86210,-3.36690,0.89770,1.05950,3.55360,0.292,0.2829
2024-03-31,66.11500,66.11500,46.93400,-0.64500,12.09900,-5.09800,7.00100,1.75800,5.24300,5.24300,5.02100,19.51200,12.09900,115.12900,122.84100,0.04000,0.04000,1.76290,0.43980,0.78490,100.00000,18.29990,18.29990,10.58910,7.59430,0.07940,2.83840,31.70790,1.31050,-2.35420,0.62960,0.73420,3.53990,0.08920,0.08710
2023-12-31,63.06700,63.06700,50.01000,-0.38600,5.34300,-5.41100,-0.06800,1.82500,-1.89300,-1.89300,-1.08500,13.65300,5.34300,116.10400,116.10400,-0.02000,-0.02000,1.67110,0.40540,0.68170,100.00000,8.47190,8.47190,-0.10780,-1.72040,0.07560,3.05850,29.42590,-0.44520,0.92760,-0.22700,-0.26480,3.66210,0.0166,0.0129
2023-09-30,58.94200,58.94200,50.84700,-0.39300,0.38300,-7.33300,-6.95000,1.80000,-8.75000,-8.75000,-8.41600,8.64100,0.38300,116.23500,116.23500,-0.07000,-0.07000,1.26030,0.37990,0.61260,100.00000,0.64980,0.64980,-11.79130,-14.27840,0.07230,2.99200,30.08040,-2.04650,4.18650,-1.07390,-1.26910,3.67710,0.1583,0.1565
2023-06-30,62.47200,62.47200,44.34000,-0.48200,10.32400,-6.25800,4.06600,1.96400,2.10200,2.10200,1.76300,18.57200,10.32400,116.16800,123.87400,0.02000,0.02000,1.57510,0.38450,0.62460,100.00000,16.52580,16.52580,6.50850,2.82210,0.07620,3.23710,27.80300,0.48310,-1.00660,0.25640,0.29740,3.74400,0.0681,0.0651
2023-03-31,57.25300,57.25300,44.34100,-0.79300,4.87100,-5.05900,-0.18800,-0.95700,0.76900,0.76900,0.60500,12.97100,4.87100,115.92100,123.92600,0.01000,0.01000,1.86830,0.39740,0.65960,100.00000,8.50790,8.50790,-0.32840,1.05670,0.06860,3.27800,27.45600,0.17870,-0.34830,0.09210,0.10770,3.71300,0.16770,0.16370
2022-12-31,58.34500,58.34500,43.57300,-0.59900,5.79300,-3.99500,1.79800,-3.03800,4.83600,4.83600,4.64300,15.47100,5.79300,116.75100,121.65500,0.03000,0.04000,1.99820,0.40000,0.66660,100.00000,9.92890,9.92890,3.08170,7.95780,0.07060,3.52520,25.53070,1.11460,-2.15360,0.58520,0.66880,3.76070,0.1454,0.1424
2022-09-30,49.99600,49.99600,32.07900,-1.50400,10.26000,-2.17500,8.08500,2.46800,5.61700,5.61700,5.61700,16.76200,10.26000,117.21000,121.53200,0.05000,0.05000,3.72910,0.29550,0.41940,100.00000,20.52160,20.52160,16.17130,11.23490,0.07710,9.24650,9.73340,1.37940,-4.60690,0.86640,0.97180,3.47320,0.1701,0.1672
2022-06-30,46.73800,46.73800,24.80500,-0.01300,15.76700,-0.73400,15.03300,3.87900,11.15400,11.15400,11.15400,22.25300,15.76700,117.19300,120.98100,0.10000,0.09000,4.98110,0.31840,0.46710,100.00000,33.73490,33.73490,32.16440,23.86500,0.07140,7.00930,12.84010,2.77260,-8.39020,1.70310,1.88990,3.43630,0.1288,0.1253
