Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.16500,,0.16500,9.64000,3.12600,,-12.60100,0.74600,-11.85500,-11.85500,-11.85500,-11.86100,-12.65700,-12.60100,46.86500,46.86500,-0.25000,-0.25000,4.73710,,,100.00000,-7636.97000,-7636.97000,-7184.84900,-7188.48500,0.00260,0.26700,337.09090,-24.00190,-24.00190,-18.84860,-24.00190,1.01360,-0.2066,-0.2065
2024-06-30,0.16300,,0.16300,9.49300,3.21500,,-12.54500,0.76700,-11.77800,-11.77800,-11.77800,-11.78400,-12.56700,-12.54500,44.82500,44.82500,-0.26000,-0.26000,4.97090,,,100.00000,-7696.31900,-7696.31900,-7225.76700,-7229.44800,0.00250,0.36140,249.01840,-22.48220,-22.48230,-17.83170,-22.48230,1.14880,-0.2054,-0.2054
2024-03-31,0.20500,,0.20500,8.00800,3.13000,,-10.93300,0.92200,-10.01100,-10.01100,-10.01100,-10.01700,-10.98700,-10.93300,44.67800,44.67800,-0.22000,-0.22000,5.90980,,,100.00000,-5333.17100,-5333.17100,-4883.41500,-4886.34100,0.00280,0.52160,172.53660,-16.44000,-16.44000,-13.52140,-16.44000,1.36200,-0.17320,-0.17500
2023-12-31,0.15600,,0.15600,7.76300,2.72500,,-10.33200,0.99500,-9.33700,-9.33700,-9.33700,-9.34300,-10.43400,-10.33200,44.67700,44.67700,-0.21000,-0.21000,7.41490,,,100.00000,-6623.07400,-6623.07700,-5985.25500,-5989.10400,0.00190,0.54170,166.15390,-13.38850,-13.38850,-11.43720,-13.38850,1.56100,-0.1598,-0.16
2023-09-30,0.14100,,0.14100,8.02200,2.93900,,-10.82000,1.08900,-9.73100,-9.73100,-9.73100,-9.73700,-11.02400,-10.82000,44.67700,44.67700,-0.22000,-0.22000,9.30420,,,100.00000,-7673.75900,-7673.75900,-6901.41900,-6905.67400,0.00160,0.71210,126.38300,-12.50340,-12.50340,-11.00150,-12.50340,1.74200,-0.1781,-0.1852
2023-06-30,0.10800,,0.10800,8.02000,4.29600,,-12.20800,1.05800,-11.15000,-11.15000,-11.15000,-11.15600,-12.35200,-12.20800,44.67700,44.67700,-0.25000,-0.25000,10.16450,,,100.00000,-11303.70000,-11303.70000,-10324.07000,-10329.63000,0.00110,0.67080,134.16670,-12.87840,-12.87840,-11.44120,-12.87840,1.93790,-0.1596,-0.1652
2023-03-31,0.08300,,0.08300,9.05200,3.08300,,-12.05200,0.82900,-11.22300,-11.22300,-11.22300,-11.22900,-12.12500,-12.05200,44.67700,44.67700,-0.25000,-0.25000,12.48810,,,100.00000,-14520.48000,-14520.48000,-13521.69000,-13528.92000,0.00080,0.12280,733.01210,-11.62970,-11.62970,-10.53320,-11.62970,2.16000,-0.19380,-0.19400
2022-12-31,0.12800,,0.12800,6.44200,3.07800,,-9.39200,0.69500,-8.69700,-8.69700,-8.69700,-8.70300,-9.34600,-9.39200,43.60000,43.60000,-0.20000,-0.20000,14.25260,,,100.00000,-7337.50100,-7337.49900,-6794.53200,-6799.21800,0.00110,0.16600,542.10930,-8.17830,-8.17830,-7.48510,-8.17830,2.38030,-0.2119,-0.2135
2022-09-30,0.09300,,0.09300,6.00900,3.07700,,-8.99300,0.42200,-8.57100,-8.57100,-8.57100,-8.57700,-8.79700,-8.99300,43.33300,43.33300,-0.20000,-0.20000,14.52460,,,100.00000,-9669.89200,-9669.89200,-9216.12800,-9222.58000,0.00080,0.14310,629.03220,-7.57080,-7.57080,-6.93270,-7.57080,2.61250,-0.1725,-0.1829
2022-06-30,0.09100,,0.09100,7.44800,3.08600,,-10.44300,,-10.44300,-10.44300,-10.44300,-10.44900,-10.19400,-10.44300,43.30600,43.30600,-0.24000,-0.24000,15.02350,,,100.00000,-11475.83000,-11475.83000,-11475.83000,-11482.42000,0.00070,0.16520,544.94510,-8.66830,-8.66830,-7.95590,-8.66830,2.78190,-0.1542,-0.1614
2022-03-31,0.07400,,0.07400,7.20800,3.94000,,-11.07400,0.08100,-10.99300,-10.99300,-10.99300,-10.99900,-10.69700,-11.07400,43.23100,43.23100,-0.25000,-0.25000,20.37910,,,100.00000,-14964.87000,-14964.87000,-14855.40000,-14863.51000,0.00050,0.16550,543.64860,-8.44950,-8.44950,-7.89700,-8.44950,3.00420,-0.23710,-0.24100
2021-12-31,0.13300,,0.13300,5.82400,3.83500,,-9.52600,0.08400,-9.44200,-9.44200,-9.44200,-9.44800,-8.96600,-9.52600,39.03000,39.03000,-0.25000,-0.25000,22.27890,,,100.00000,-7162.40700,-7162.40800,-7099.25000,-7103.75900,0.00090,0.24860,362.03010,-6.72430,-6.72430,-6.31390,-6.72430,3.34610,-0.1946,-0.1974
2021-09-30,0.08600,,0.08600,4.15400,2.93000,,-6.99800,0.08500,-6.91300,-6.91300,-6.91300,-6.91900,-6.42600,-6.99800,39.55200,39.55200,-0.17000,-0.17000,27.32430,,,100.00000,-8137.20800,-8137.20800,-8038.37100,-8045.34800,0.00060,0.21770,413.37210,-5.17660,-5.17660,-4.89200,-5.17660,3.37640,-0.1329,-0.1354
2021-06-30,0.06800,,0.06800,4.11900,2.83800,,-6.88900,0.13200,-6.75700,-6.75700,-6.75700,-6.76300,-6.28600,-6.88900,38.76100,38.76100,-0.17000,-0.17000,31.20140,,,100.00000,-10130.88000,-10130.88000,-9936.76400,-9945.58800,0.00050,0.22080,407.64700,-4.86410,-4.86400,-4.70100,-4.86400,3.51230,-0.1045,-0.1045
2021-03-31,0.07200,,0.07200,3.27900,2.23500,,-5.44200,0.26300,-5.17900,-5.17900,-5.17900,-5.18500,-5.11900,-5.44200,37.16400,37.16400,-0.14000,-0.14000,28.70510,,,100.00000,-7558.33300,-7558.33300,-7193.05600,-7201.38900,0.00060,0.29750,302.50000,-4.14930,-4.14930,-3.99700,-4.14930,3.32380,-0.15830,-0.15830
2020-12-31,0.11900,,0.11900,3.19800,3.41800,,-6.49700,-0.10000,-6.59700,-6.59700,-6.59700,-6.60300,-6.38000,-6.49700,20.87500,20.87500,0.03000,0.03000,21.79380,,,100.00000,-5459.66400,-5459.66500,-5543.69900,-5548.74000,0.00090,0.37190,242.01680,-5.14760,-5.14760,-4.89660,-5.14760,3.48440,-0.3021,-0.3056
2020-09-30,0.13600,,0.13600,2.85500,1.64400,,-4.36300,-0.13400,-4.49700,-4.49700,-4.49700,-4.50300,-4.24800,-4.36300,23.34100,23.34100,-0.19000,-0.19000,7.01730,,0.00910,100.00000,-3208.08800,-3208.08800,-3306.61700,-3311.02900,0.00340,0.66550,135.24220,-13.41520,-13.41490,-11.39910,-13.41490,1.27530,0.0494,0.0428
