Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.04300,0.04300,19.62200,8.71600,-28.29500,7.89000,-20.40500,-20.40500,-20.40500,-20.40500,-29.85600,-28.29500,67.14400,67.14400,-0.30000,-0.30000,35.32180,100.00000,-65802.33000,-65802.33000,-47453.49000,-47453.49000,0.00010,0.31390,286.74420,-3.80140,-3.80140,-3.69340,-3.80140,7.94770,-0.2325,-0.2324
2024-06-30,0.11100,0.11100,18.47000,7.49400,-25.85300,6.95100,-18.90200,-18.90200,-18.90200,-18.90200,-28.31200,-25.85300,66.64900,66.64900,-0.28000,-0.28000,47.57140,100.00000,-23290.99000,-23290.99000,-17028.83000,-17028.83000,0.00020,0.60990,147.56760,-3.42210,-3.42210,-3.34950,-3.42210,8.28620,-0.0794,-0.0796
2024-03-31,0.52900,0.52900,17.21000,5.78800,-22.46900,5.53700,-16.93200,-16.93200,-16.93200,-16.93200,-24.66400,-22.46900,47.06500,47.06500,-0.36000,-0.36000,57.95370,100.00000,-4247.44800,-4247.44800,-3200.75600,-3200.75600,0.00090,3.45750,26.03030,-2.97610,-2.97610,-2.92380,-2.97610,8.53800,-0.55270,-0.55290
2023-12-31,0.00100,0.00100,16.34300,3.01700,-19.35900,2.80000,-16.55900,-16.55900,-16.55900,-22.49400,-20.81000,-19.35900,4.33100,4.33100,-4.50000,-4.50000,13.61890,,,,,,0.00000,0.01090,8280.10700,13.45170,13.45170,-8.30850,13.45170,-23.57330,-3.4665,-3.4665
2023-09-30,0.00900,0.00900,11.73500,2.31700,-14.04300,2.27500,-11.76800,-11.76800,-11.76800,-17.51400,-15.18100,-14.04300,4.38300,4.38300,-4.00000,-4.00000,,100.00000,-156033.30000,-156033.30000,-130755.60000,-194600.00000,,,,,,,,,-2.2905,-2.289
2023-06-30,,,9.83200,2.49400,-12.32600,0.71300,-11.61300,-11.61300,-11.61300,-15.38900,-12.23100,-12.32600,3.91900,3.91900,-3.93000,-3.93000,,,,,,,,,,,,,,,-2.7184,-2.7199
2023-03-31,0.19400,0.19400,7.84200,2.07300,-9.72100,1.05400,-8.66700,-8.66700,-8.66700,-12.40100,-10.04500,-9.72100,3.85500,3.85500,-3.22000,-3.22000,,100.00000,-5010.82500,-5010.82500,-4467.52500,-6392.26800,,,,,,,,,-2.07160,-2.07160
2022-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
