Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,550.30000,550.30000,129.40000,-184.70000,236.20000,-129.70000,106.50000,27.70000,78.80000,78.80000,,78.80000,243.10000,236.20000,12.27500,12.41510,6.42000,6.35000,23.62720,0.79140,3.79530,100.00000,42.92200,42.92200,19.35310,14.31950,0.06340,20.84470,4.31760,4.78590,4.78590,0.90750,0.99820,135.93960,25.1415,25.1071
2024-06-30,538.20000,538.20000,124.40000,-320.60000,93.20000,-148.50000,-55.30000,-8.20000,-47.10000,-47.10000,,-47.10000,100.10000,93.20000,12.28220,12.28220,-3.83000,-3.83000,19.15400,0.79040,3.82440,100.00000,17.31700,17.31700,-10.27500,-8.75140,0.06520,13.48870,6.67220,-3.02910,-3.02910,-0.57050,-0.63500,128.38610,17.3366,17.5639
2024-03-31,508.00000,508.00000,126.10000,-186.00000,195.90000,-109.50000,86.40000,22.10000,64.30000,64.30000,,64.30000,203.00000,195.90000,12.48110,12.64650,5.15000,5.08000,13.79440,0.76710,3.39640,100.00000,38.56300,38.56300,17.00790,12.65750,0.06270,45.76580,1.96650,3.89180,3.89180,0.79410,0.90640,135.19350,24.51270,24.48890
2023-12-31,491.60000,491.60000,114.30000,-163.70000,213.59990,-97.20000,116.40000,22.80000,93.60000,93.60000,,93.60000,220.29990,213.60000,12.95340,13.01070,7.30000,7.26000,15.70710,0.73990,2.88960,100.00000,43.44990,43.45000,23.67780,19.03990,0.06460,114.32560,0.78720,5.33730,5.33730,1.22990,1.38830,140.04950,24.0708,23.9398
2023-09-30,478.60000,478.60000,110.50000,-184.60000,183.50000,-87.00000,96.50000,25.70000,70.80000,70.80000,,70.80000,190.60000,183.50000,12.93300,13.03960,5.47000,5.43000,18.49660,0.73990,2.90480,100.00000,38.34100,38.34100,20.16300,14.79320,0.06470,33.70420,2.67030,4.16250,4.16250,0.95710,1.08260,135.35730,24.2389,24.2457
2023-06-30,477.90000,477.90000,117.00000,-250.50000,110.40000,-82.50000,27.90000,5.70000,22.20000,22.20000,,22.20000,116.80000,110.40000,13.04990,13.10000,1.70000,1.69000,16.46780,0.72380,2.71700,100.00000,23.10110,23.10110,5.83800,4.64530,0.06630,34.88320,2.58000,1.27080,1.27080,0.30810,0.35100,136.25020,21.5341,21.4198
2023-03-31,453.80000,453.80000,117.30000,-137.40000,199.10000,-72.30000,126.80000,27.30000,99.50000,99.50000,,99.50000,205.50000,199.10000,13.05760,13.07330,7.62000,7.61000,17.48410,0.72640,2.73920,100.00000,43.87400,43.87400,27.94180,21.92600,0.06340,41.25450,2.18160,5.77350,5.77350,1.39070,1.57960,134.25350,22.67980,22.61090
2022-12-31,459.00010,459.00010,103.90000,-130.30000,224.80010,-61.80000,163.00000,35.70000,127.30000,127.30000,,127.30000,231.10010,224.80000,13.56390,13.62510,9.96000,9.95000,23.10130,0.73740,2.82680,100.00000,48.97600,48.97600,35.51200,27.73420,0.06650,52.75860,1.70590,7.83870,7.83870,1.84370,2.05860,127.30380,19.6854,19.6
2022-09-30,460.30000,460.30000,103.20000,-180.30000,176.80000,-54.70000,122.10000,35.30000,86.80000,86.80000,,86.80000,183.00000,176.80000,13.29320,13.36420,6.53000,6.49000,15.89350,0.73630,2.91080,100.00000,38.40970,38.40970,26.52620,18.85730,0.06680,15.87240,5.67020,5.46190,5.46190,1.25940,1.44040,122.95550,24.9487,24.8806
2022-06-30,457.40000,457.40000,116.70000,-147.50000,193.20000,-51.10000,142.10000,34.70000,107.40000,107.40000,,107.40000,199.70000,193.20000,13.43550,13.51800,7.99000,7.94000,15.39240,0.75050,3.15260,100.00000,42.23870,42.23870,31.06690,23.48050,0.06550,8.76250,10.27110,7.06530,7.06530,1.53900,1.76310,117.15610,20.0545,20.0991
2022-03-31,455.70000,455.70000,102.50000,-23.30000,329.90000,-45.40000,284.50000,70.20000,214.30000,214.30000,,214.30000,336.50000,329.90000,14.26850,14.34150,15.02000,14.94000,21.07230,0.73990,2.90950,100.00000,72.39410,72.39410,62.43140,47.02660,0.06470,8.61440,10.44770,13.15690,13.15690,3.04480,3.42160,121.87970,26.22460,26.10600
2021-12-31,463.20000,463.20000,104.50000,-25.90000,332.80000,-48.10000,284.70000,67.10000,217.60010,217.60010,,217.60000,339.40000,332.80000,16.08580,16.10060,14.70000,14.73000,39.04270,0.71660,2.53060,100.00000,71.84800,71.84800,61.46370,46.97750,0.06570,4.24180,21.21760,11.92850,11.92850,3.08610,3.38000,128.95520,7.1434,7.0568
2021-09-30,470.10000,470.10000,96.40000,8.30000,382.00000,-49.80000,332.20000,82.20000,250.00000,250.00000,,250.00000,388.80000,382.00000,15.79600,15.82920,15.83000,15.79000,21.98640,0.69890,2.35800,100.00000,81.25930,81.25930,70.66580,53.18020,0.06530,18.80400,4.78620,12.79560,12.79560,3.47270,3.85290,132.75820,19.4715,19.2707
